Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  8383  9797 10806 14519 25592 25896 26226 26736]
SMsplice 3SS: [ 8217  9612 10736 14335 25400 25775 26096 26572 29917]
top_k =  1000
Partition function (log Z): 5.370688984101124

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 0.9985434464958315
Position 325: 0.9870129013478037
Position 26736: 0.9787090200066637
Position 25592: 0.80224631829135
Position 8383: 0.7384474567707799
Position 2600: 0.6336687399225948
Position 9512: 0.621722806791871
Position 9797: 0.597563114247115
Position 14519: 0.5627712597653387
Position 25896: 0.47733126945637017
Position 14540: 0.40779306824749034
Position 28766: 0.3867014771181078
Position 5466: 0.36228570689529976
Position 7703: 0.3295620107369679
Position 9770: 0.27786639217481096
Position 20345: 0.25796046443843607
Position 8432: 0.25060460934642714
Position 5640: 0.24528204845474033
Position 26947: 0.2039619735135138
Position 31062: 0.18120739625242324
Position 2476: 0.17484850793587528
Position 20947: 0.16472864710361584
Position 18234: 0.14952843877158808
Position 26226: 0.12429631093987777
Position 20809: 0.11384370215766831
Position 22277: 0.11229592746140933
Position 12484: 0.1122819869936859
Position 20144: 0.1061828092998148
Position 24494: 0.09746197569792012
Position 7631: 0.0932078860965634
Position 10346: 0.09172642778120695
Position 21005: 0.08771528765095897
Position 1901: 0.08261136980348094
Position 17712: 0.07484796386281406
Position 5134: 0.07462801354572225
Position 85: 0.07044282598476534
Position 25445: 0.06760348001078827
Position 10339: 0.06710402697884635
Position 27529: 0.062385525176229945
Position 22319: 0.05855515893094777
Position 9565: 0.057684799664945365
Position 17284: 0.05419459676995684
Position 17513: 0.05220804268666825
Position 10171: 0.05013283756129556
Position 4218: 0.043433583717075785
Position 2996: 0.04012742618004081
Position 2745: 0.03793500496100028
Position 6854: 0.036073237020760276
Position 13468: 0.03358744059800989
Position 14506: 0.02761101316895603
Position 30075: 0.027440944540970184
Position 2676: 0.026479085941788112
Position 28373: 0.023372719284856378
Position 18012: 0.022711042970626386
Position 18016: 0.022185435729912367
Position 3655: 0.01825268060829369
Position 28750: 0.017260205239508733
Position 3637: 0.014915887163232402
Position 2496: 0.0137469944710976
Position 10206: 0.013333570980247577
Position 3216: 0.01284723487602853
Position 9020: 0.011277270286066112
Position 5720: 0.011197669029369852
Position 30108: 0.010554183371828174
Position 8558: 0.010488346805244828
Position 9195: 0.010273115305266594
Position 2665: 0.01018294382298198
Position 10384: 0.008829427298982515
Position 10501: 0.008515663993732787
Position 31066: 0.008279339298463794
Position 9412: 0.008250331925869598
Position 8924: 0.007866979557815275
Position 14019: 0.0076016642982354
Position 5733: 0.007513363389929837
Position 104: 0.006874199653669291
Position 3475: 0.0067736931416601176
Position 3706: 0.006529138159154565
Position 694: 0.006100882123255815
Position 947: 0.005568346010133405
Position 8476: 0.005134724605439292
Position 13754: 0.004987162811441982
Position 2589: 0.00479139261676846
Position 7693: 0.004563147529538266
Position 263: 0.004445885997702365
Position 19839: 0.004312506880346368
Position 2774: 0.004303324795820484
Position 1793: 0.0038943350012077015
Position 12467: 0.003557949368891509
Position 4476: 0.003512838092854106
Position 189: 0.003277915489038036
Position 2724: 0.003276205429937711
Position 2334: 0.003232216972950369
Position 13464: 0.0030146459940650697
Position 5698: 0.0029160672577254513
Position 14256: 0.0029077984306772804
Position 5364: 0.0028031287209205158
Position 865: 0.002693223147066755
Position 5573: 0.0025986267754138357
Position 4095: 0.0022927973815877103
Position 5494: 0.002235513567509116
Position 7754: 0.0021850835088480618
Position 3326: 0.002058999484421469
Position 12243: 0.002046026761081941
Position 31491: 0.0019851572401133693
Position 5692: 0.0019453931860445143
Position 13131: 0.0018322316716434988
Position 712: 0.001818882710986594
Position 5369: 0.0017002805438000959
Position 1852: 0.001569203433335367
Position 3424: 0.0014486885320989095
Position 16038: 0.0014397888312338005
Position 12895: 0.0014119402615184289
Position 17854: 0.0013541600105044004
Position 2862: 0.0013438436757408482
Position 1721: 0.001331618766253682
Position 15181: 0.0012944822333417927
Position 10424: 0.0012277176503329781
