Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 31487 38134]
top_k =  1000
Partition function (log Z): -17.585189646172523

Sorted 5' Splice Sites (High to Low Probability):
Position 4386: 0.8577709035110731
Position 1094: 0.7112095429272709
Position 852: 0.6609009437088454
Position 10530: 0.6599890070044865
Position 92: 0.4411450431551134
Position 72: 0.43387087870929275
Position 5347: 0.36294863459222193
Position 370: 0.34514430524983364
Position 1969: 0.2845550858382882
Position 16165: 0.17090639825268694
Position 7890: 0.16771309938630813
Position 8425: 0.14054651758476683
Position 771: 0.10305589079647427
Position 7886: 0.08699758801026586
Position 9436: 0.08531084190620676
Position 3603: 0.07809419080767396
Position 7473: 0.06909778777325416
Position 28: 0.061850908139225426
Position 5559: 0.04550649753999673
Position 13573: 0.027018835934535697
Position 5296: 0.021019666082835887
Position 1005: 0.01725277057915971
Position 6429: 0.01522744779327098
Position 500: 0.014968984058949848
Position 5996: 0.014247898848570315
Position 8117: 0.01268426609789279
Position 1417: 0.012617396206143093
Position 9450: 0.009482938767923476
Position 6538: 0.008336195343095132
Position 529: 0.007782562214549016
Position 8846: 0.007706664539744306
Position 5884: 0.00641634187983387
Position 879: 0.0063625972462938865
Position 1437: 0.00627346917999888
Position 1247: 0.004998445659583167
Position 4432: 0.0046764361398402045
Position 6246: 0.004519204376308894
Position 6058: 0.004114300401811466
Position 60: 0.003786050067326383
Position 110: 0.0036848616576154215
Position 116: 0.002972362541010712
Position 4534: 0.002882853019798007
Position 12327: 0.0016076973857128505
Position 7453: 0.001330370194782056
Position 464: 0.0011606780372832137
Position 3629: 0.0010432149158065148
Position 427: 0.0010236226668219276
Position 628: 0.000946950072400053
Position 1938: 0.0008441304480451638
Position 1857: 0.0008317388650747883
Position 545: 0.0007956617196878658
Position 397: 0.0005936638266728232
Position 154: 0.00047170706577998565
Position 150: 0.00038519877825324967
Position 169: 0.0003332930776896563
Position 1102: 0.00029362758094224925
Position 4515: 0.0001897434345891853
Position 1454: 0.00018275207093890062
Position 5377: 0.00017753339312703384
Position 856: 0.0001698731803868092
Position 4230: 0.0001641787332524485
Position 773: 0.0001634018424425252
Position 4293: 0.0001628818717424983
Position 838: 0.0001215549227703913
Position 741: 0.00010116402792893675
Position 526: 9.040224200474241e-05
Position 596: 8.914079977245191e-05
Position 492: 7.604930009556557e-05
Position 1078: 7.35104298353596e-05
Position 468: 7.074017364373892e-05
Position 589: 5.283795800995476e-05
Position 1072: 4.198238760697183e-05
Position 1060: 4.0836488517405686e-05
Position 902: 3.2064019680302266e-05
Position 701: 2.69799248743436e-05
Position 466: 2.56318411101068e-05
Position 5852: 2.0054640289845773e-05
Position 281: 1.811058456051964e-05
Position 126: 1.7246006602450266e-05
Position 138: 1.7125988399429136e-05
Position 234: 1.447768428180885e-05
Position 859: 1.3184362442057803e-05
Position 432: 1.2921063334769289e-05
Position 563: 1.2371812629194136e-05
Position 862: 1.2180956096946413e-05
Position 8415: 1.1668701718576752e-05
Position 3803: 9.689073860568855e-06
Position 504: 8.59015155529685e-06
Position 472: 8.228851407107044e-06
Position 190: 7.228907278715477e-06
Position 58: 6.698388972088934e-06
Position 594: 6.621690454526213e-06
Position 214: 5.455328449703907e-06
Position 179: 4.136341487737846e-06
Position 574: 3.7784505272613064e-06
Position 533: 3.3729181646818304e-06
Position 556: 2.159840680808615e-06
Position 429: 1.4834555680228528e-06
Position 136: 1.3054928215224607e-06
Position 643: 8.967807896483977e-07
Position 809: 7.317894229060296e-08
Position 717: 6.138066237132617e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10406: 0.8030229271010091
Position 670: 0.7259392896553165
Position 979: 0.6328309623633712
Position 5183: 0.3380043390534471
Position 224: 0.2683504276369707
Position 7789: 0.26709368602007083
Position 4328: 0.25679591146794645
Position 1781: 0.22643643953478024
Position 16075: 0.2136820986497946
Position 4142: 0.20618242485923347
Position 4084: 0.15572756184559935
Position 4227: 0.13853172634603822
Position 19602: 0.11773974826626227
Position 15652: 0.10547831702981614
Position 8293: 0.10306312168721532
Position 9348: 0.10062155680462372
Position 8770: 0.07701302896702596
Position 16522: 0.07649505166425533
Position 12514: 0.06470100140252621
Position 4207: 0.054292856285514585
Position 3496: 0.04503506947348638
Position 14207: 0.0450214384642184
Position 4354: 0.04349217852781237
Position 983: 0.04191837507362312
Position 8336: 0.04051223047294698
Position 16417: 0.03927303101565568
Position 1814: 0.03877446416944251
Position 930: 0.03625204864805944
Position 7375: 0.035939945969516794
Position 7324: 0.034738155630095885
Position 13439: 0.03359068147843171
Position 3447: 0.031871073316512226
Position 5793: 0.030352029481580646
Position 13692: 0.030312513764999337
Position 278: 0.024629986182520304
Position 5276: 0.024149603070705832
Position 13027: 0.02371501002863638
Position 678: 0.023548364603998853
Position 729: 0.022108500676197396
Position 13209: 0.021187560177633066
Position 5157: 0.02023629455818187
Position 12493: 0.017436885191175557
Position 5456: 0.016711716115751615
Position 6237: 0.01437814329007357
Position 11091: 0.013844706983697132
Position 369: 0.01229380596375218
Position 12014: 0.012225368955158482
Position 6662: 0.011405938137799242
Position 5517: 0.011355572311020839
Position 7961: 0.010838672845992025
Position 8629: 0.010005047689043482
Position 14601: 0.009504144309406912
Position 13722: 0.009174627886156828
Position 1787: 0.008780633778002814
Position 5299: 0.008746326206343247
Position 13325: 0.00861635584503717
Position 15703: 0.007544150151464522
Position 195: 0.0071600293889012585
Position 9186: 0.007141561141351286
Position 15618: 0.0068344606574405106
Position 12563: 0.005668209126613361
Position 5496: 0.005656951868496135
Position 4117: 0.005551512458097201
Position 6592: 0.005437260953685861
Position 395: 0.00543294279380753
Position 1322: 0.005361553591759453
Position 16864: 0.005283651225328593
Position 5469: 0.0049469390863420065
Position 1004: 0.004808320524226318
Position 6129: 0.004787411175892966
Position 5250: 0.004705215587262107
Position 1650: 0.004530664493949136
Position 11445: 0.004459654279053863
Position 8500: 0.0043406086159072
Position 11338: 0.004220486708224734
Position 5227: 0.004090061720982687
Position 6372: 0.0039471490530252175
Position 10813: 0.003420614504722846
Position 1133: 0.0033210781626950973
Position 12297: 0.0030758540759139807
Position 12443: 0.0030568760040929005
Position 12326: 0.002878422311623125
Position 952: 0.0028306172689891895
Position 1331: 0.0027617172246635377
Position 6448: 0.002674381541427444
Position 201: 0.002454820131198143
Position 1604: 0.002313357805288484
Position 13345: 0.0022310253967862304
Position 1817: 0.002142360789646763
Position 4003: 0.002030704272057074
Position 6306: 0.002030008552603028
Position 11492: 0.002024991822264975
Position 1137: 0.0019544879985274135
Position 12689: 0.0018157884169346752
Position 10123: 0.0017647057716270816
Position 4431: 0.0017034798288486693
Position 14295: 0.001607891460335155
Position 6263: 0.0015559498921516018
Position 14018: 0.001544042638377478
Position 8462: 0.001530739598989866
Position 950: 0.0015022482110760515
Position 480: 0.0013788088829004696
Position 8671: 0.0013394124205648274
Position 1067: 0.0013052493734021285
Position 10673: 0.0013035362008977705
Position 948: 0.0012751288597231184
Position 234: 0.0011977196171085672
Position 8543: 0.0011615734918877449
Position 3324: 0.0011564584158676042
Position 5411: 0.0010479610006324403
Position 6627: 0.0010410303136530515
Position 1286: 0.001019135032244963
Position 446: 0.0010179469538062636
Position 8198: 0.0010003199110180595
Position 258: 0.0009731608534783388
Position 11246: 0.0009588999585756494
Position 281: 0.0009557704206571293
Position 1246: 0.0009351399159247911
Position 1580: 0.0009257266807415776
Position 3507: 0.0009129366013978278
Position 556: 0.0008784988052716013
Position 1568: 0.0008750609392597615
Position 1296: 0.0008360566015757575
Position 4385: 0.000749096369604743
Position 1368: 0.0007486342929117791
Position 1860: 0.0006912628637332037
Position 12042: 0.000636611857590479
Position 549: 0.0005753882387304118
Position 612: 0.0005555082196667801
Position 1828: 0.0005233101655711625
Position 1727: 0.0005063944473636935
Position 1231: 0.0004859159249657761
Position 1692: 0.00048335729293743165
Position 995: 0.0004655129496672897
Position 5197: 0.0004328033779248135
Position 301: 0.0004039655019901627
Position 1664: 0.0003994068748004719
Position 495: 0.0003992530098027781
Position 1355: 0.00039897403729584373
Position 241: 0.0003934274222499043
Position 1304: 0.0003395210863222247
Position 4492: 0.00033782803602806424
Position 878: 0.00033720556607027695
Position 6360: 0.0003042374801571193
Position 852: 0.0002951376667005052
Position 1341: 0.00028509407663701423
Position 5525: 0.0002792504978465727
Position 3976: 0.0002476427951962141
Position 6295: 0.00023128662079505797
Position 336: 0.00021962133792423355
Position 3884: 0.00021893972592669937
Position 3864: 0.0002105891202135319
Position 464: 0.00020804916209189096
Position 1388: 0.0002075659054877034
Position 7625: 0.00020327519796341172
Position 992: 0.00020167552449604236
Position 1011: 0.00019881346756678685
Position 1253: 0.00017831928945247
Position 689: 0.00017680491814473672
Position 628: 0.0001754792238293964
Position 3328: 0.00016186790618667661
Position 6985: 0.0001530196182094681
Position 4710: 0.00014597182408370476
Position 5884: 0.00014287397157910326
