Gene = Prc1
index = 849
Annotated 5SS: [  142  5984  6710 10145 10402 11618 12073 13246 15039 16438 16731 17878
 18759]
Annotated 3SS: [ 5850  6586  9910 10230 11467 11924 13108 14942 16290 16619 17766 18581
 20663]
SMsplice 5SS: [  142  5984 10402 11618 12073 13246 15039 16438 16731 17878 18682]
SMsplice 3SS: [ 5850 10230 11467 11924 13108 14942 16290 16619 17766 18581 20663]
top_k =  1000
Partition function (log Z): 8.267604097846533

Sorted 5' Splice Sites (High to Low Probability):
Position 10402: 0.9830796101036272
Position 16438: 0.9615875016022419
Position 142: 0.9325528640251654
Position 5984: 0.8919512243995303
Position 11618: 0.8812808956773852
Position 13246: 0.8573606999752007
Position 12073: 0.8387017113664624
Position 16731: 0.7790721433757104
Position 17878: 0.777269890689094
Position 15039: 0.6722240422103551
Position 18682: 0.6189030637681432
Position 6710: 0.4110662389033935
Position 7025: 0.4109992430620917
Position 8043: 0.32233481124937696
Position 8280: 0.22005231100770475
Position 18759: 0.20508686760286335
Position 5773: 0.18812599906531416
Position 6684: 0.16021162696043303
Position 1647: 0.14759066120809808
Position 9322: 0.135045997354866
Position 2880: 0.11881654086311047
Position 8070: 0.11864805571185216
Position 768: 0.11809508886254222
Position 9372: 0.10530756992272165
Position 18999: 0.10402905344729947
Position 12165: 0.10227190187085389
Position 5391: 0.10022038949588624
Position 10050: 0.07442377797463104
Position 16722: 0.05717655930553375
Position 14437: 0.04787260644905895
Position 19944: 0.04774919878492233
Position 3625: 0.04420717164634585
Position 177: 0.03931148603827243
Position 19299: 0.039191252048091194
Position 9187: 0.03896389153754039
Position 20883: 0.03817111107320768
Position 17586: 0.03716016633661924
Position 6959: 0.03665288298205022
Position 18435: 0.030751641179349903
Position 9539: 0.029303654047377493
Position 11641: 0.02866244233461112
Position 19119: 0.027055635699132986
Position 1684: 0.024605755520687424
Position 20439: 0.023809413334702028
Position 7716: 0.022585811151988638
Position 17538: 0.021984414443602773
Position 6715: 0.020729985895677348
Position 14251: 0.018384815407247884
Position 1467: 0.016690109633435653
Position 17558: 0.01635287630057895
Position 8289: 0.015196622785112855
Position 12085: 0.013919256615227199
Position 15613: 0.0129024665049181
Position 14472: 0.012753006476042038
Position 3507: 0.010624308871926091
Position 6695: 0.00973343933665054
Position 387: 0.009704346805179502
Position 195: 0.008820070317834943
Position 9811: 0.00791258326311854
Position 20749: 0.007836264312605366
Position 19798: 0.007759021604710099
Position 7598: 0.007162742977285963
Position 18686: 0.007014535530465632
Position 13410: 0.006373486638210552
Position 1460: 0.005950503619811128
Position 9031: 0.005229921769009402
Position 16377: 0.00493016162659983
Position 9351: 0.004894985138412614
Position 17063: 0.004660962851909565
Position 14540: 0.004370917520582289
Position 10330: 0.0040774768481983475
Position 11979: 0.003958540824923046
Position 44: 0.003725533105489066
Position 15959: 0.003326758836247748
Position 15051: 0.003006065168395305
Position 12118: 0.002968481374827406
Position 18901: 0.0028107132054095334
Position 6011: 0.0027020040719879434
Position 20381: 0.0026317126737864763
Position 984: 0.002620238146256939
Position 20856: 0.0025394351383524094
Position 6672: 0.0024515372137481842
Position 2700: 0.0023431117812663326
Position 16167: 0.002275453122307053
Position 13158: 0.0020663219420436014
Position 441: 0.0019727842945293523
Position 21437: 0.0018721293148272456
Position 4934: 0.0018337627805999784
Position 344: 0.0017580771583063097
Position 10062: 0.001742164565739244
Position 1690: 0.0016445507033129394
Position 447: 0.0016281418135091813
Position 11375: 0.001525332404126878
Position 15842: 0.0013451859134524784
Position 15623: 0.001263814964047409
Position 10676: 0.0012493889008585548
Position 5963: 0.0010066772721445867
Position 8622: 0.0009716540615265834
Position 9727: 0.0009432843125649328
Position 92: 0.0009352131718676963
Position 1045: 0.0009318756768277093
Position 9231: 0.0009222775801798497
Position 1484: 0.0009176247895724616
Position 3124: 0.0009098094842268671
Position 3821: 0.0008946196579626507
Position 188: 0.0008655994997807478
Position 1437: 0.0007541530691070472
Position 12252: 0.0007096240370309883
Position 18728: 0.0006572160355130239
Position 3515: 0.0005511801795908923
Position 13005: 0.000528990199946244
Position 12986: 0.0005244279405911798
Position 11836: 0.000494894431800317
Position 1374: 0.00047145331559752466
Position 76: 0.0004484644477744492
Position 99: 0.00043972192935019637
Position 148: 0.0004123565734428118
Position 7881: 0.00040257385290335714
Position 17929: 0.0004009612456850788
Position 7406: 0.00039671596881183844
Position 18235: 0.00039520026047122777
Position 9326: 0.0003885380147794207
