Gene = Tapt1
index = 1058
Annotated 5SS: [  209  8519 22413 32375 33436 34256 34542 38004 40391 41668 42042 43925
 47762]
Annotated 3SS: [ 8387 22293 32211 33299 34157 34471 37922 40280 41607 41972 43847 47600
 49439]
SMsplice 5SS: [  209  8519 32375 33547 34542 38004 47762]
SMsplice 3SS: [ 8387 32211 33299 34471 37922 47600 49439]
top_k =  1000
Partition function (log Z): -25.51513331047771

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9862813992739773
Position 8519: 0.4854137017072657
Position 8625: 0.3815366293657546
Position 3182: 0.27388814673114475
Position 4557: 0.25163798202697196
Position 7276: 0.19766535331766868
Position 1062: 0.17045199515203832
Position 8986: 0.12756340363802168
Position 7412: 0.11105825899904673
Position 10659: 0.0766793493438087
Position 4219: 0.06775794849313019
Position 6966: 0.06494564048358424
Position 423: 0.05847413447384524
Position 10055: 0.05180586671566495
Position 6393: 0.03802824017026479
Position 4692: 0.0371173362461489
Position 2735: 0.027693668881331696
Position 556: 0.025703116783490545
Position 10354: 0.024382730182188558
Position 1582: 0.022165963724473072
Position 7398: 0.02151627094014205
Position 7300: 0.015845869087236415
Position 1100: 0.014573814102188602
Position 7332: 0.012888780862167288
Position 1150: 0.011102324805707985
Position 1120: 0.010875382525823324
Position 10375: 0.009609221720542072
Position 2467: 0.008371575089721627
Position 3767: 0.004882225129744213
Position 4619: 0.0046939077573477225
Position 509: 0.004147022902142064
Position 2224: 0.003781539960360726
Position 7296: 0.003770268518458726
Position 2910: 0.0017989468791054695
Position 3227: 0.0016660803972928947
Position 6886: 0.001247713743545768
Position 8871: 0.001118309505584185
Position 3164: 0.001103167884213903
Position 3208: 0.0010363805901478665
Position 3525: 0.0008792204722222642
Position 695: 0.0008462688063234751
Position 2462: 0.0007232875244862782
Position 2420: 0.000703166878045321
Position 2742: 0.0006913017872086194
Position 3592: 0.0006651548123211646
Position 6022: 0.0006431738497076354
Position 1092: 0.0005968742839054813
Position 1532: 0.0005020598935373298
Position 1613: 0.0004451639422581476
Position 3661: 0.00036696235360221936
Position 4463: 0.00034910088168479156
Position 4134: 0.00031303663006364583
Position 2795: 0.000309760133118658
Position 3119: 0.00016177041789473874
Position 10073: 0.0001406190968407767
Position 6001: 0.00010945204850294699
Position 1558: 9.203461750685508e-05
Position 3472: 7.794650672206649e-05
Position 3547: 7.447940553530379e-05
Position 1146: 7.16399885199047e-05
Position 1610: 6.385560972455469e-05
Position 885: 6.182274827910765e-05
Position 1939: 6.036174626751787e-05
Position 450: 4.8670434757354446e-05
Position 360: 4.57765439825147e-05
Position 662: 3.9010062264739033e-05
Position 667: 3.5712979134411014e-05
Position 439: 3.3195321575073424e-05
Position 826: 2.6504485412838748e-05
Position 586: 2.3818675982738228e-05
Position 782: 2.377804704227389e-05
Position 480: 2.218068077357301e-05
Position 116: 2.1587152260750153e-05
Position 721: 1.9740965638091943e-05
Position 460: 1.4589348175219855e-05
Position 336: 1.3615981961462729e-05
Position 443: 1.3548565693285775e-05
Position 761: 1.1905062267774447e-05
Position 1824: 1.1296091312572573e-05
Position 1217: 1.122388497425987e-05
Position 591: 9.947771591414312e-06
Position 656: 9.697800276776178e-06
Position 1859: 9.171214149382517e-06
Position 382: 8.584400264735444e-06
Position 1137: 8.295735168380255e-06
Position 1563: 7.199370995367404e-06
Position 955: 6.498840604625947e-06
Position 2250: 5.627389119376517e-06
Position 544: 4.771541625202924e-06
Position 604: 3.540608193290368e-06
Position 803: 3.1618453854907507e-06
Position 1159: 2.8185596609472914e-06
Position 653: 2.5662014749059675e-06
Position 1844: 2.191579598601151e-06
Position 62: 2.1757547133908315e-06
Position 574: 2.149043786922518e-06
Position 119: 1.6487160746269304e-06
Position 1809: 1.6463531638880283e-06
Position 726: 1.1515031546827773e-06
Position 901: 1.1049442219667407e-06
Position 632: 1.0465960565260783e-06
Position 849: 8.715365684024791e-07
Position 648: 6.69105663119644e-07
Position 1250: 6.155317814204848e-07
Position 675: 6.138357254279961e-07
Position 1259: 5.659421640958531e-07
Position 714: 5.397330086927335e-07
Position 1086: 5.200553135502779e-07
Position 347: 4.937250187959157e-07
Position 398: 4.850086701227096e-07
Position 2725: 4.6695913480211847e-07
Position 1268: 3.2189644852093826e-07
Position 847: 2.513034285271949e-07
Position 284: 2.286590517114641e-07
Position 650: 1.1012177982451707e-07
Position 281: 7.295543390318904e-08
