Gene = Pik3r4
index = 822
Annotated 5SS: [  392  1940  5770  7870 11057 12008 15563 18453 20216 24904 26144 26927
 29780 33878 35291 39287 42202 43193 43425]
Annotated 3SS: [ 1165  5635  7286 10921 11785 15388 18306 20011 24701 25955 26715 29613
 33712 35078 39154 42100 43103 43315 44084]
SMsplice 5SS: [  361  3291  5770  7870 11017 15563 18453 20216 24904 26144 26927 29780
 33878 35164 37398 38957 39287 42202 43193]
SMsplice 3SS: [ 3080  5635  7696 10921 15388 18306 20011 24701 26041 26796 29613 33712
 35078 37268 38841 39154 42100 43103 43315]
top_k =  1000
Partition function (log Z): 28.02137863335361

Sorted 5' Splice Sites (High to Low Probability):
Position 18453: 0.9783161129434431
Position 15563: 0.9687832990951823
Position 37398: 0.9625823816549282
Position 29780: 0.9572103739133995
Position 33878: 0.9364583162237271
Position 24904: 0.9362915035873519
Position 43193: 0.9254154285754767
Position 11017: 0.893844346610912
Position 42202: 0.8887233889663374
Position 7870: 0.8789964071170229
Position 26927: 0.8609300881790206
Position 5770: 0.8346417933265726
Position 39287: 0.8212649425441656
Position 361: 0.7659518535551911
Position 3291: 0.7628380689624387
Position 20216: 0.7559802354453126
Position 26144: 0.7398482316958702
Position 35164: 0.6157808108199665
Position 2208: 0.5860722967352037
Position 10133: 0.5544867693672567
Position 16081: 0.531120500730195
Position 43425: 0.5175691858198703
Position 36040: 0.5036285155127914
Position 38957: 0.47293527251062556
Position 42990: 0.36894555337799384
Position 1940: 0.3467770975160148
Position 12008: 0.3161730724022246
Position 40922: 0.28581401362364783
Position 35291: 0.2628937219773033
Position 22998: 0.21365044105624298
Position 28287: 0.20100000762054301
Position 4686: 0.1925087937289023
Position 20923: 0.184688357684692
Position 20240: 0.17705713838647985
Position 26505: 0.12125865081878852
Position 16379: 0.11650740743157775
Position 28500: 0.11272980094999813
Position 39073: 0.11181713963081105
Position 11057: 0.09792025821210294
Position 22046: 0.09151271556968653
Position 42247: 0.08840842815554009
Position 14793: 0.08682130552748431
Position 11892: 0.08645347887657581
Position 426: 0.08129696815955866
Position 1944: 0.07400176395758559
Position 8398: 0.06634133166254123
Position 36745: 0.06583817692794582
Position 38551: 0.06419098487956415
Position 1666: 0.06377001795719349
Position 699: 0.06176689269452628
Position 392: 0.06066125091511642
Position 37793: 0.05985590798137507
Position 2190: 0.0573234763371862
Position 27205: 0.05721169369003084
Position 35598: 0.056583661540081154
Position 42520: 0.05503553258602254
Position 26741: 0.0532567766281983
Position 32213: 0.04739173787218309
Position 6404: 0.047157880007257964
Position 5430: 0.047106886922675534
Position 15202: 0.045897627801518334
Position 23293: 0.042898907387825334
Position 13397: 0.042464820120444835
Position 21825: 0.04192815014956101
Position 30308: 0.03736484988109842
Position 24820: 0.03736267435709141
Position 36675: 0.03709939792881082
Position 23493: 0.036692867959380204
Position 151: 0.03637251862699298
Position 23968: 0.03626064057628082
Position 23899: 0.03598338225107607
Position 33409: 0.03403776069944851
Position 28545: 0.03337308883871427
Position 27209: 0.033317431092276584
Position 36823: 0.032270531756168744
Position 15028: 0.03189653458687754
Position 43619: 0.031607379145303954
Position 26716: 0.03152062778875075
Position 2960: 0.03150219068574834
Position 1820: 0.030706889626893878
Position 42642: 0.03059858401538337
Position 22275: 0.030468731578956364
Position 34236: 0.03023314571624509
Position 1725: 0.030228969556370024
Position 33990: 0.029759061308200205
Position 33238: 0.029576169368097132
Position 30392: 0.02926718689911189
Position 4948: 0.027481312473432832
Position 919: 0.02623763265421079
Position 11564: 0.026163269503367656
Position 39793: 0.02587522258356669
Position 20054: 0.024797937585489302
Position 18143: 0.024718862024717323
Position 19342: 0.024181953348783505
Position 16295: 0.02394572816275213
Position 43449: 0.02332146808051011
Position 21096: 0.021131138749829984
Position 7409: 0.02041088144983762
Position 5555: 0.01961060730826459
Position 6981: 0.018978557000213652
Position 1518: 0.01847197023561927
Position 8101: 0.018457431366963734
Position 22976: 0.018365535448503435
Position 29785: 0.01813645001252108
Position 27473: 0.01787904422983685
Position 33805: 0.01771822531601203
Position 16995: 0.01758534213287509
Position 12298: 0.016374345911437903
Position 35196: 0.015603064243405325
Position 12088: 0.015570135272085808
Position 37230: 0.014899501312967717
Position 15634: 0.01482488454408931
Position 7306: 0.014668462139959709
Position 14483: 0.014325772520071329
Position 19284: 0.01412687576390548
Position 31687: 0.01385117217095998
Position 22530: 0.013584574472574966
Position 42838: 0.013420261856007115
Position 37768: 0.013361261565741064
Position 24783: 0.012846241798246569
Position 20617: 0.012434198756158693
Position 36778: 0.012400312874021623
Position 1636: 0.012359669559074969
Position 28060: 0.011578381517486037
Position 15602: 0.01133195151016028
Position 1672: 0.011209284078280578
Position 11751: 0.011016461987945017
Position 40157: 0.01067030407237079
Position 19466: 0.010512666129880053
Position 30299: 0.010132844990106726
Position 3696: 0.009952815615678172
Position 21877: 0.009924926144850339
Position 4963: 0.009605487461107905
Position 14747: 0.00954487724059945
Position 1366: 0.009401319208986961
Position 39277: 0.009306483377574495
Position 27766: 0.00909905007328584
Position 35179: 0.00892742963760047
Position 33351: 0.007715623102508698
Position 26203: 0.007659011724297284
Position 39693: 0.007437930683132809
Position 22388: 0.007271327683709984
Position 12896: 0.006747269591053891
Position 28127: 0.006738826370555639
Position 30903: 0.006491238506129693
Position 18122: 0.0064809970910754446
Position 10066: 0.006073798474484244
Position 36981: 0.005946687185764839
Position 28248: 0.005899447165762372
Position 36173: 0.00579064134065644
Position 38527: 0.005750151640180631
Position 32086: 0.005643504833989446
Position 42711: 0.005411466240419353
Position 29392: 0.0053546012443997214
Position 43416: 0.005232480483308102
Position 11821: 0.005106775845922996
Position 8863: 0.005092132954912189
Position 26112: 0.005032733681218525
