Gene = Igsf23
index = 565
Annotated 5SS: [  312  6053  9007 11584]
Annotated 3SS: [ 5842  8736 11413 12505]
SMsplice 5SS: [312]
SMsplice 3SS: [8736]
top_k =  1000
Partition function (log Z): -9.86743002989424

Sorted 5' Splice Sites (High to Low Probability):
Position 312: 0.7999091889938509
Position 9007: 0.7528263074215887
Position 11584: 0.6340555975423555
Position 12865: 0.522863902179919
Position 1725: 0.4473293279863716
Position 6053: 0.34435355563881087
Position 10424: 0.18535366569645015
Position 13154: 0.15960076619674984
Position 3547: 0.13744066323845952
Position 13059: 0.10363243442913617
Position 2968: 0.10303898906000063
Position 9824: 0.0892371182715513
Position 73: 0.07745817170321558
Position 6181: 0.07702622972742888
Position 566: 0.073334540356007
Position 5778: 0.04392798394227233
Position 4550: 0.03706391415274196
Position 77: 0.03207456880400579
Position 6037: 0.02870562916333081
Position 481: 0.02672009833259188
Position 8832: 0.0206788630304696
Position 4542: 0.011610260355103368
Position 1693: 0.009821144766595331
Position 1238: 0.009777359819883301
Position 4331: 0.009222905600446111
Position 9906: 0.008550704367583413
Position 10476: 0.007967266761450443
Position 2975: 0.005392306529653938
Position 12959: 0.004380218854588568
Position 316: 0.0035549870630428235
Position 9422: 0.003045143413298581
Position 6106: 0.002655761061178189
Position 6160: 0.0023116204891175268
Position 228: 0.001633653897771906
Position 8988: 0.0015481123408474073
Position 31: 0.0014859772754850337
Position 202: 0.0014655094271299905
Position 4701: 0.0011909973341485477
Position 149: 0.0009946806446410243
Position 6421: 0.0007392100549905691
Position 8531: 0.0005454760754992875
Position 625: 0.00047776809463985747
Position 4728: 0.00045451837642650206
Position 3049: 0.0004536282064220589
Position 3681: 0.00045345568256126387
Position 1075: 0.00044295349460878833
Position 4144: 0.00038307708898720823
Position 5781: 0.0003733452314368107
Position 11697: 0.00030651870154922115
Position 1843: 0.00027848558109546263
Position 2962: 0.00017831426262131087
Position 926: 0.0001745884660833719
Position 109: 0.00011047661652144387
Position 1541: 4.861641314815491e-05
Position 1337: 4.099505196266266e-05
Position 848: 4.067211722441684e-05
Position 819: 3.990411504779335e-05
Position 863: 3.90518658573802e-05
Position 1769: 3.7344861313985866e-05
Position 1963: 2.956410024567247e-05
Position 1866: 2.4246426095850533e-05
Position 193: 1.5055086246872825e-05
Position 21: 5.299490791132989e-06
Position 183: 1.668419007031104e-06
Position 171: 7.467849255535465e-07
Position 273: 6.254655307133435e-07
Position 406: 4.048908886629837e-07
Position 255: 3.0531775889505194e-07
Position 448: 2.95920394715705e-07
Position 1729: 2.4665107875338593e-07
Position 471: 1.2985653332428426e-07
Position 2339: 1.1448162415789964e-07
Position 1992: 6.4137534164061e-08
Position 2260: 5.628584795550999e-08
Position 451: 5.6907554628984946e-09
Position 568: 4.014681772166824e-09
Position 709: 3.2903346476929643e-09
Position 510: 1.1299203678986434e-09
Position 570: 3.548816959359728e-10
Position 631: 4.105814849612942e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11413: 0.44242537083196204
Position 12697: 0.43996943862084986
Position 8736: 0.4279942554207082
Position 13054: 0.30821679750313175
Position 12944: 0.3046258815340284
Position 13250: 0.25156579372157917
Position 1634: 0.23861540933560768
Position 8825: 0.2343285756865417
Position 5842: 0.2324240717768095
Position 12505: 0.19572671289457322
Position 5965: 0.17549193069949845
Position 11449: 0.13912535414423483
Position 8925: 0.13739204728877746
Position 1637: 0.13026121175922079
Position 11416: 0.10182468338344709
Position 3421: 0.08608891624784708
Position 13209: 0.077778419057811
Position 10204: 0.06521174715246111
Position 10333: 0.061604218534861865
Position 10318: 0.046843851671243025
Position 9682: 0.04195088936215795
Position 3454: 0.037919756700052584
Position 2842: 0.03558570149184058
Position 9692: 0.03472586453087538
Position 6003: 0.03309703030503551
Position 10364: 0.02731426430242445
Position 13294: 0.02671418226070181
Position 2741: 0.02571052244050472
Position 5676: 0.022485567699016135
Position 1600: 0.018715808166097452
Position 214: 0.01832604907936503
Position 4440: 0.018036227006592676
Position 4378: 0.017020407814883322
Position 9644: 0.016941581714986498
Position 11070: 0.01639396258760977
Position 5872: 0.016256481876875332
Position 1575: 0.01591302189273353
Position 11434: 0.015828382481465047
Position 2867: 0.01512957363266828
Position 12633: 0.014035009002731965
Position 1692: 0.013514822980635704
Position 5576: 0.01230392464533467
Position 1580: 0.010198077678228567
Position 2771: 0.009613726871359632
Position 5696: 0.009389390105584905
Position 2673: 0.008445047208656131
Position 4102: 0.008166271388747509
Position 12555: 0.008081719295998196
Position 13416: 0.006133461301927828
Position 1540: 0.00608673108843875
Position 4381: 0.0059669720488704425
Position 13058: 0.0056461149323075565
Position 3410: 0.00551573616408834
Position 11696: 0.005260315667703229
Position 183: 0.005210791843092087
Position 12989: 0.004984426424399328
Position 9704: 0.00492422518050566
Position 2830: 0.004887512305460012
Position 3450: 0.004880557856910375
Position 4239: 0.0036443425906156905
Position 9381: 0.0032593536610527785
Position 13093: 0.003252713574176047
Position 12012: 0.0031977592657701625
Position 1590: 0.003005228650870195
Position 4443: 0.002997243255382001
Position 1717: 0.0026571072027634915
Position 1394: 0.002547208589349722
Position 9292: 0.0024111476055493106
Position 1140: 0.0024082750923233773
Position 4427: 0.0023326622159394956
Position 1501: 0.0022660095038888623
Position 2881: 0.0021216811378950914
Position 1596: 0.0020604092826518776
Position 10584: 0.0019345367039605675
Position 5614: 0.0018046815943766339
Position 2818: 0.0017597220578030113
Position 1534: 0.0017126484150315191
Position 4609: 0.0016801890417051633
Position 269: 0.0015519048406226184
Position 1558: 0.0014972905675476145
Position 2418: 0.001492586473637963
Position 11688: 0.001478305838451138
Position 311: 0.0013810002820589837
Position 145: 0.0012898896839159588
Position 2855: 0.0011859335138427905
Position 6013: 0.001169817712309788
Position 2611: 0.0011285885333657314
Position 2909: 0.001113319374312781
Position 6296: 0.0011046998903285047
Position 3258: 0.0010588819912453417
Position 533: 0.001040921694916929
Position 5899: 0.0010357449581370752
Position 1554: 0.0009009439538632879
Position 11926: 0.0008911901373774848
Position 2887: 0.0008264129487816835
Position 11963: 0.0007440344850049294
Position 3197: 0.0006965505308474998
Position 3347: 0.0006646396725474754
Position 11195: 0.0006333061675655726
Position 2726: 0.0005524261263637112
Position 8359: 0.0005454760754992882
Position 742: 0.000542077504210021
Position 180: 0.0005130412108543864
Position 2575: 0.00044809146793780565
Position 11115: 0.0004434514872816505
Position 12975: 0.0004423787985946422
Position 3395: 0.00042854092804810054
Position 1639: 0.0004084621691628934
Position 201: 0.00038552865037584595
Position 106: 0.00037701152498620003
Position 10820: 0.00037059034265128664
Position 1013: 0.0003702162508480183
Position 2598: 0.00036186339102366687
Position 1522: 0.00035429667919355105
Position 3476: 0.00034860483611633337
Position 4175: 0.0003472837462504951
Position 6544: 0.00030823973406886475
Position 2913: 0.00029167236324312035
Position 234: 0.00029042322232329426
Position 986: 0.0002875679029924352
Position 227: 0.00027902105577659397
Position 9962: 0.00027646223464297285
Position 2338: 0.0002741549124222666
Position 385: 0.0002442779721764645
Position 1560: 0.00022621491220199634
Position 480: 0.00021706617983818444
Position 3589: 0.00021170483897097546
