Gene = Taf1d
index = 1056
Annotated 5SS: [  36 1574 2668 3787 4162 5448 6589 8884 9193]
Annotated 3SS: [  624  2276  3610  4109  5278  6525  7741  9134 10640]
SMsplice 5SS: [  36  743 1574 3787 4162 5448]
SMsplice 3SS: [  624  1479  3610  4050  5278 10640]
top_k =  1000
Partition function (log Z): 0.31163105608590724

Sorted 5' Splice Sites (High to Low Probability):
Position 3787: 0.9425184788929099
Position 1574: 0.9221085923764702
Position 4162: 0.8894863379589267
Position 36: 0.7912682226484612
Position 5448: 0.7843338931189098
Position 743: 0.6089570183078554
Position 390: 0.48502437477061405
Position 9089: 0.31464982315839635
Position 2668: 0.29122067346456953
Position 7910: 0.27877122932252574
Position 8017: 0.10378280054491168
Position 2992: 0.09415566620421738
Position 8884: 0.0890794485222459
Position 4770: 0.06606371411216584
Position 7434: 0.04906693178656728
Position 9229: 0.048132317035120595
Position 248: 0.04471752205989773
Position 6490: 0.0441391676726682
Position 6589: 0.04197341198002456
Position 1579: 0.04026428233603766
Position 5975: 0.03790459600963541
Position 7335: 0.03447328693738237
Position 9193: 0.0316953084241137
Position 65: 0.025543051042575374
Position 214: 0.02355696716879923
Position 9389: 0.022374411828129548
Position 2559: 0.02175366622483847
Position 7412: 0.02107656524473821
Position 379: 0.019182406859351315
Position 7657: 0.019127122866416067
Position 2704: 0.017032918248303417
Position 9252: 0.0165519578349978
Position 8071: 0.015507207838329673
Position 9016: 0.015171910807689277
Position 5941: 0.014732154356697828
Position 192: 0.01437138235800911
Position 1139: 0.012932795455649094
Position 7785: 0.009840010391716383
Position 4075: 0.009712433559948221
Position 2399: 0.007748089425943566
Position 4956: 0.00760305115380716
Position 4155: 0.007453525819223676
Position 6829: 0.007103057498234869
Position 475: 0.006958755930681866
Position 384: 0.00655280523511438
Position 7616: 0.005665756575221081
Position 6722: 0.0052982283140585095
Position 5754: 0.004787021778663616
Position 9365: 0.004743874275143889
Position 3818: 0.004740205306769565
Position 6171: 0.004074276279268139
Position 374: 0.00402444797776813
Position 4351: 0.0038753879757000426
Position 4793: 0.0037763924969970762
Position 1672: 0.003748251180370607
Position 3537: 0.0035359636860427058
Position 6350: 0.0034339212420951264
Position 4560: 0.0033688647411431226
Position 5705: 0.003165991061880661
Position 5571: 0.003081387180598964
Position 3107: 0.0030553845251933944
Position 2022: 0.0027910303849161882
Position 1592: 0.00269143293192178
Position 1149: 0.0025407179043171455
Position 2997: 0.002433535880560345
Position 4411: 0.002427911043488972
Position 3655: 0.002131763011172175
Position 9050: 0.0020607321775550627
Position 3999: 0.0019869663147853377
Position 4597: 0.0018113078798769654
Position 3169: 0.0016982699125914007
Position 2131: 0.0015883964755147334
Position 1322: 0.0015403268646360698
Position 344: 0.001472322984261756
Position 9219: 0.0011703882922896593
Position 1180: 0.0011604762156876324
Position 112: 0.0011205003886482633
Position 5469: 0.001058312751010794
Position 396: 0.0010318319803021263
Position 2687: 0.0009720254669399177
Position 363: 0.0009592283960637594
Position 4669: 0.0009541907939400068
Position 997: 0.0008194076819111628
Position 4857: 0.0008138437683579995
Position 8256: 0.0008102313344006786
Position 4652: 0.0007653147337392277
Position 526: 0.0007434764285879789
Position 5199: 0.0007373048529062857
Position 4166: 0.0007155050744259119
Position 9613: 0.0006893256396376709
Position 1373: 0.0006698614274498883
Position 5194: 0.0005768440995485453
Position 135: 0.0005391584085300149
Position 8443: 0.0005346732590540831
Position 4744: 0.0005076596249806565
Position 3759: 0.0004902209463807354
Position 4159: 0.0004191267419129352
Position 4791: 0.00037680604125319534
Position 7131: 0.0003199971759675807
Position 43: 0.0003085523955490848
Position 5005: 0.0003039182763340168
Position 3910: 0.0002972914160954357
Position 756: 0.00027222070742509923
Position 4204: 0.0002604544910177422
Position 4145: 0.00024220499981030826
Position 4198: 0.00023860553230745665
Position 284: 0.00019052351447813452
Position 1189: 0.00018420537264903547
Position 747: 0.00016372266546203312
Position 4494: 0.000158948351480391
Position 360: 0.00014365022763258994
Position 216: 0.00012602431655846802
Position 954: 0.00012372058155916447
Position 5478: 0.00012258679397332626
Position 255: 0.00011679733745387883
Position 778: 0.00011433686236470953
Position 2601: 0.00011334791373426784
Position 198: 9.052438806209924e-05
Position 1152: 9.008813266007563e-05
Position 2043: 8.514900829775096e-05
Position 3963: 8.016739165723971e-05
Position 3791: 7.938952303249894e-05
Position 2069: 7.7287051855416e-05
Position 1155: 7.53528004538421e-05
Position 97: 6.900368204963817e-05
Position 479: 6.7641338641833e-05
