Gene = Ung
index = 1166
Annotated 5SS: [ 588 1351 5036 5510 6406]
Annotated 3SS: [1254 4937 5420 6226 7309]
SMsplice 5SS: [ 175  588 1351 5036 5510]
SMsplice 3SS: [ 392 1254 4937 5420 6226]
top_k =  1000
Partition function (log Z): -1.32922731938593

Sorted 5' Splice Sites (High to Low Probability):
Position 1351: 0.9281691590574774
Position 588: 0.8630899577088117
Position 5510: 0.7705807452505269
Position 5036: 0.7298363860716771
Position 6406: 0.5424659764956611
Position 175: 0.5123290070024211
Position 3803: 0.20725049605835613
Position 3931: 0.16837579828231639
Position 3674: 0.13460936993619674
Position 592: 0.1119831626569084
Position 5567: 0.05428047668092074
Position 4209: 0.05110518603529284
Position 5114: 0.0489551528999677
Position 235: 0.03427302088239985
Position 5174: 0.03224298121555447
Position 6110: 0.022914317798929926
Position 7024: 0.019938378204618714
Position 1811: 0.015929038579944106
Position 2182: 0.015898826177835147
Position 4938: 0.014790754442419785
Position 1421: 0.0116179006001664
Position 5496: 0.010482083013943629
Position 274: 0.010430271339345704
Position 6112: 0.009469589923461289
Position 201: 0.0092729580518169
Position 5237: 0.00906457535187806
Position 6144: 0.0073406792512622785
Position 659: 0.006913148681366899
Position 1709: 0.006840495676955915
Position 7541: 0.006358575405015146
Position 167: 0.005336801841426947
Position 5684: 0.0052244264268885435
Position 184: 0.005039058959964094
Position 8183: 0.004918224024768582
Position 3887: 0.004769516424053762
Position 4543: 0.004656452956198361
Position 4342: 0.0044034460306244284
Position 1448: 0.0042308911001881205
Position 790: 0.004163599745285245
Position 5801: 0.003975774417496355
Position 5247: 0.0039046313968138873
Position 4631: 0.003834757078759001
Position 4805: 0.0035482602807245136
Position 2886: 0.0035338394014980752
Position 5278: 0.0034570026512233307
Position 6566: 0.003351436269349309
Position 283: 0.0032456307960327386
Position 90: 0.0032280450039149145
Position 6913: 0.003135267715684277
Position 7489: 0.0029224529236317057
Position 4944: 0.0024699609188189838
Position 828: 0.0024001443407103214
Position 323: 0.002376468512121606
Position 6114: 0.002158653128570669
Position 977: 0.0021451653609715375
Position 768: 0.0019329711270499779
Position 1398: 0.001932321494341972
Position 5965: 0.0018726356714269575
Position 6082: 0.001635246372576572
Position 3704: 0.001617306938467152
Position 5102: 0.001530362656227357
Position 6156: 0.0014580165772126615
Position 1896: 0.0014178153504646584
Position 4801: 0.0013808865882465292
Position 6067: 0.0013529688982846081
Position 177: 0.0012668076231217697
Position 3709: 0.0012381460750280375
Position 6101: 0.001144064514230944
Position 689: 0.001085314132712005
Position 7020: 0.0010169487809217163
Position 24: 0.000991259663160942
Position 7670: 0.000956379049092391
Position 5973: 0.0008667190913470071
Position 33: 0.000865702030505914
Position 602: 0.0008364723891601248
Position 206: 0.0007518225281509177
Position 4539: 0.0007372727915211025
Position 8258: 0.0006752043235794105
Position 332: 0.0005637457637929463
Position 554: 0.000543055404523341
Position 7008: 0.0005333954745728857
Position 4050: 0.0005307959693006727
Position 1335: 0.0005139959973112203
Position 1213: 0.0004539903393446303
Position 1366: 0.0004207916532280124
Position 3807: 0.0004168900151085384
Position 1975: 0.0004090983492145816
Position 3744: 0.0003998887867264692
Position 3780: 0.00039154094981166834
Position 4448: 0.0003872685812216257
Position 5675: 0.0003839237444604108
Position 109: 0.00036734510362168094
Position 5928: 0.0003660059586680075
Position 4915: 0.00036041966016941757
Position 5989: 0.0003422213599054894
Position 8084: 0.00027199620290883957
Position 2945: 0.0002630052500623997
Position 3324: 0.00021470306654469581
Position 575: 0.00021420673352858305
Position 6132: 0.00021275917812491665
Position 6321: 0.00019330285585416338
Position 6344: 0.0001910198662712481
Position 5259: 0.00017976390614079482
Position 7520: 0.00017491169664172524
Position 1161: 0.00017215624125349458
Position 772: 0.0001641418696843231
Position 868: 0.000158233135797973
Position 309: 0.00015595016501091568
Position 5571: 0.00014048067828607087
Position 780: 0.0001390024326461472
Position 1472: 0.00013713508464362664
Position 943: 0.00013376260102473844
Position 5575: 0.00013232715050742717
Position 5573: 0.00013146420475721216
Position 258: 0.00012198633634518535
Position 1996: 0.00012035171861689117
Position 516: 0.00012012468151527228
Position 5579: 0.00011903944742906587
Position 5577: 0.00011753757455039463
Position 5569: 0.00011705427373918142
Position 8152: 0.00010848511182761076
Position 5597: 0.00010588130893368503
Position 582: 0.00010284345936734208
Position 3795: 9.828349827087066e-05
Position 5581: 9.364087885505739e-05
Position 563: 9.335933696807454e-05
Position 8266: 9.048842123968928e-05
Position 6164: 8.142248951043462e-05
Position 5005: 7.827593988339067e-05
Position 5549: 6.698241581178074e-05
Position 1042: 5.5976179940529525e-05
Position 60: 5.437667154065789e-05
Position 237: 5.33076969104873e-05
Position 5715: 4.8737835481696384e-05
Position 5688: 4.575203359576776e-05
Position 1084: 3.9324378714245726e-05
Position 620: 3.774686435043608e-05
Position 881: 3.162772489674613e-05
Position 5583: 3.1432123631125e-05
Position 5708: 2.6774593585635907e-05
Position 1119: 2.5565793553791004e-05
Position 1048: 2.2600448664864376e-05
Position 2874: 1.7936403963648088e-05
Position 417: 1.7203916481261746e-05
Position 5768: 1.382015415319571e-05
Position 1062: 1.1746338393706178e-05
Position 999: 1.1579817707440347e-05
Position 1186: 1.114707238089942e-05
Position 7048: 9.980730623791e-06
Position 1315: 9.061100931788343e-06
Position 7100: 8.84869110785202e-06
Position 6319: 7.92840425800128e-06
Position 6316: 7.805206809510927e-06
Position 1455: 7.35751876806018e-06
Position 5752: 5.771886188100061e-06
Position 694: 4.422743199534753e-06
Position 1435: 4.13316064966953e-06
Position 462: 3.9180130016686805e-06
Position 1774: 3.675440901337838e-06
Position 7645: 3.4668754647451575e-06
Position 1425: 2.8197062144538603e-06
Position 1418: 2.2422623763774565e-06
Position 1482: 2.1802356373255964e-06
Position 6352: 1.8856134149817446e-06
Position 1355: 1.604531871721044e-06
Position 1392: 1.4791135589320617e-06
Position 6635: 1.0846148887105067e-06
Position 1413: 6.931394059752479e-07
Position 1486: 6.876484471299822e-07
Position 1484: 6.644668032859039e-07
Position 1824: 5.768767299333881e-07
Position 5585: 1.3025436799293874e-07
Position 4037: 1.1622275540321506e-07
Position 1634: 2.5273808964861845e-08
Position 818: 7.735034735107321e-09
Position 635: 9.891194086278617e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6226: 0.8271618343760735
Position 1254: 0.8255094355551138
Position 5420: 0.8244954263485416
Position 4937: 0.7492587625612043
Position 392: 0.5470872093085455
Position 3585: 0.16866327804899256
Position 8032: 0.15426182251830303
Position 3643: 0.12111446495445151
Position 5879: 0.11341086109246423
Position 3866: 0.09796586988980419
Position 6502: 0.07898171239414578
Position 8131: 0.07569072325488989
Position 7309: 0.07197962832602277
Position 3798: 0.06280490540620676
Position 7469: 0.05609191418984797
Position 4101: 0.05114846748154059
Position 4864: 0.04678997687628578
Position 1314: 0.04359631428048451
Position 3546: 0.039590563558036466
Position 1276: 0.03856816444256876
Position 5058: 0.034550424330015046
Position 7330: 0.0344495309332273
Position 1206: 0.02570396816820462
Position 6469: 0.022540829610962345
Position 7362: 0.022309477591440672
Position 6912: 0.021660428201549772
Position 6593: 0.0213994929345482
Position 8257: 0.020722161918102205
Position 7992: 0.019690885114207836
Position 1580: 0.016468684490137168
Position 4961: 0.012471661737736181
Position 5346: 0.011797727276624152
Position 7644: 0.011567251876852546
Position 1959: 0.010812022148628716
Position 7486: 0.009778630939041886
Position 5240: 0.009522633308820071
Position 3476: 0.00852479303451263
Position 6891: 0.008306273983877037
Position 7394: 0.0077355221646265545
Position 8299: 0.00723378289167011
Position 4365: 0.007113817295716165
Position 473: 0.005894564557147126
Position 3674: 0.005824692168531716
Position 6430: 0.0057977242493332005
Position 5319: 0.00575282975885373
Position 458: 0.005524118756459618
Position 4607: 0.0051977847203405455
Position 3461: 0.004747190863919166
Position 499: 0.004624533902821175
