Gene = Acp7
index = 98
Annotated 5SS: [  224  1609 14015 14587 15704 15995 16207 16388 16532 16675 16849 20082]
Annotated 3SS: [ 1356 13813 14403 15579 15931 16091 16279 16473 16606 16776 19943 23061]
SMsplice 5SS: [  224  6711 14015 14587 15995 16207 16388 16532 16675 16849 20082]
SMsplice 3SS: [ 6554 13813 14403 15931 16091 16279 16473 16606 16776 19943 23061]
top_k =  1000
Partition function (log Z): 17.75748506977855

Sorted 5' Splice Sites (High to Low Probability):
Position 16388: 0.9906398410472552
Position 16675: 0.9779874968649936
Position 14015: 0.9710260106196799
Position 16532: 0.9611488004658167
Position 16207: 0.9502785617131683
Position 20082: 0.8638194575707434
Position 6711: 0.7930764616155228
Position 224: 0.7135427877461696
Position 16849: 0.5279342669528628
Position 15704: 0.48835527331692324
Position 15995: 0.4677207655656527
Position 1609: 0.353088154902423
Position 14587: 0.32789707645520233
Position 7500: 0.3066622463767295
Position 14604: 0.29693969087202166
Position 16857: 0.29585344812130926
Position 594: 0.21876708375787812
Position 6726: 0.16641427476958578
Position 9236: 0.1599316336385801
Position 11200: 0.15280045383503824
Position 22663: 0.14946961867558944
Position 19480: 0.14004357938801787
Position 14583: 0.13152388871751072
Position 16877: 0.1178858689034296
Position 20067: 0.08120789726101627
Position 19667: 0.08030297876134626
Position 7937: 0.07995897133012868
Position 14333: 0.07457204224216812
Position 18624: 0.06318880813390101
Position 9184: 0.060093572313443464
Position 11647: 0.04911141226029702
Position 7243: 0.04385394809152931
Position 3094: 0.0333442152880656
Position 327: 0.03261598884757163
Position 1792: 0.032473928344927114
Position 6026: 0.03145947590213699
Position 20128: 0.030521226410544996
Position 13472: 0.028536045924401034
Position 21974: 0.02741212434331749
Position 11192: 0.020479411721033815
Position 5914: 0.02041812943738634
Position 16217: 0.02001096353591455
Position 17808: 0.017662862348042627
Position 23316: 0.017331796884939375
Position 19492: 0.01721782891941424
Position 9180: 0.017200604155104826
Position 16702: 0.016951074307274817
Position 14778: 0.016876560054293683
Position 22961: 0.015358358309699326
Position 7050: 0.015350886797644675
Position 704: 0.013755847164949526
Position 16977: 0.013543422474919374
Position 771: 0.0133458572524947
Position 691: 0.013308010616658547
Position 881: 0.013199637444248475
Position 4432: 0.012259909728397666
Position 15708: 0.01191959692626473
Position 2572: 0.011420821927131446
Position 14500: 0.011391141541191512
Position 10259: 0.01099452976742332
Position 567: 0.010970363176075535
Position 14010: 0.010519609625388728
Position 15341: 0.009123124149867956
Position 22588: 0.008716385211422034
Position 1931: 0.008654492032826864
Position 16135: 0.008385685489509728
Position 9097: 0.008169997372975215
Position 7431: 0.00659989208955753
Position 19028: 0.006236206584803751
Position 11670: 0.005962790812057363
Position 14351: 0.0057926900091537165
Position 10298: 0.005593507024556587
Position 11439: 0.00539150622977784
Position 15497: 0.005148059215579012
Position 3862: 0.005142144746381779
Position 20856: 0.004891828140609924
