Gene = Lrpap1
index = 644
Annotated 5SS: [  288  3372  6610  7614  8236  9791 10917]
Annotated 3SS: [ 3226  6487  7492  8076  9707 10739 12379]
SMsplice 5SS: [ 288 1496 5866 6610 7614 8236 9791]
SMsplice 3SS: [1417 5720 6487 7492 8076 9707 9876]
top_k =  1000
Partition function (log Z): 5.636168822601638

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9621320922896736
Position 6610: 0.9612112826410135
Position 5866: 0.8662977971148662
Position 9791: 0.829402783729318
Position 10917: 0.7874898335915979
Position 8236: 0.7521269955847931
Position 7614: 0.6418299781567595
Position 1496: 0.5253803478793058
Position 3372: 0.41836990309937355
Position 3675: 0.3933157500531756
Position 2586: 0.2734221518843182
Position 7377: 0.270110477864239
Position 10314: 0.26673531287662117
Position 8205: 0.24123786256222976
Position 12530: 0.1956848706627419
Position 13242: 0.17765399255077918
Position 7826: 0.1479171891977666
Position 2305: 0.14752520779424516
Position 9589: 0.12956856684676948
Position 3471: 0.12425235118002363
Position 10019: 0.1132632243415624
Position 7639: 0.10974489223238218
Position 621: 0.059158468061467274
Position 3159: 0.055562925086781616
Position 7628: 0.04850768388093309
Position 5637: 0.04626106778124498
Position 7057: 0.042351356109926706
Position 2273: 0.04142646556785791
Position 13194: 0.04013248685531838
Position 6877: 0.03533259618408234
Position 5523: 0.031808014460565366
Position 1597: 0.027212924535150094
Position 6845: 0.026155207132735697
Position 3314: 0.02536453130841609
Position 2789: 0.022662644447961067
Position 6776: 0.019742398689279544
Position 10170: 0.019102460865502973
Position 6882: 0.01896170339881562
Position 432: 0.01828998749361709
Position 2053: 0.01232169585970041
Position 10535: 0.012085749295454397
Position 13904: 0.01103877243452411
Position 2604: 0.009985971073477047
Position 2966: 0.009293441803228856
Position 780: 0.006837433010832923
Position 10046: 0.0068079762603696125
Position 327: 0.006265038866498953
Position 5106: 0.00544129977315313
Position 10093: 0.004825230542178336
Position 9098: 0.0047977539838358965
Position 48: 0.00478878734130548
Position 6333: 0.004770289236724645
Position 10395: 0.004569398417525447
Position 336: 0.004519615767581218
Position 2348: 0.0044312908099537855
Position 7995: 0.0042495828802634975
Position 12011: 0.004230220713942075
Position 1782: 0.004003120444504049
Position 6057: 0.003880581923144348
Position 8253: 0.003765271750983819
Position 3420: 0.003751148566814357
Position 2772: 0.0030001133083672653
Position 820: 0.002851629818158307
Position 7583: 0.0028247773550942514
Position 2681: 0.0027057771445744947
Position 6303: 0.002520600737413707
Position 96: 0.0023580980316878467
Position 3242: 0.002259209833677425
Position 11199: 0.0022565937490174252
Position 11036: 0.0021565423260408697
Position 5817: 0.002135572413954407
Position 8506: 0.002086295704060521
Position 3682: 0.002057583641893936
Position 5215: 0.002036743023788493
Position 10613: 0.0020254070754256344
Position 1566: 0.0017131359152458246
Position 8660: 0.0015672127524535746
Position 4283: 0.0015260752359502687
Position 7220: 0.001525446617838993
Position 8149: 0.001379764137167176
Position 7855: 0.0012817971008149852
Position 9848: 0.001231004915405264
Position 7923: 0.0012219156472693326
Position 2523: 0.0011815235371003578
Position 1461: 0.0011670651025995026
Position 6443: 0.0011633716592007657
Position 8554: 0.0011365535914898744
Position 1711: 0.0010392529600004665
Position 7781: 0.0010161636944940738
Position 2004: 0.000977134333694955
Position 3097: 0.0009273455968549193
Position 7338: 0.000848542856238698
Position 7576: 0.0007669211189711059
Position 4703: 0.0007472682349061047
Position 7648: 0.0007248983163396284
Position 12026: 0.000720807489059952
Position 7630: 0.0007034811200213507
Position 7632: 0.000664444590033812
Position 1532: 0.0006371191246427737
Position 7872: 0.0005903503469478347
Position 9662: 0.0005539552478986749
Position 7064: 0.00047203918136616606
Position 9574: 0.00046711586713815175
Position 242: 0.0004558019811368722
Position 770: 0.00041897116083612526
Position 7092: 0.00040472863102367275
Position 7658: 0.00038738454179943795
Position 2808: 0.00037529128758199786
Position 1800: 0.00036722635407429046
Position 7087: 0.00034699818399713795
Position 1269: 0.0003406977519955645
Position 230: 0.0003376698741763532
Position 1153: 0.00032813611208618493
Position 7110: 0.000323404407720047
Position 1383: 0.00030941099556030394
Position 1321: 0.00030810951146963145
Position 7772: 0.00024119890866876713
Position 1914: 0.00020757211728511353
Position 7668: 0.0001975204933129067
Position 1164: 0.0001952039676065132
Position 7209: 0.0001303659075463729
Position 9725: 0.00010812307534185264
Position 731: 0.00010799381555552349
Position 2198: 0.00010198081288803745
Position 7444: 0.00010152476014197645
Position 7917: 9.089328975782452e-05
Position 28: 8.585416278489126e-05
Position 1525: 8.378115819630918e-05
Position 185: 7.492671178874063e-05
Position 2019: 6.950283968109851e-05
Position 713: 5.4788839496117687e-05
Position 1075: 4.499996261207337e-05
Position 408: 4.279516583889935e-05
Position 43: 4.042496761908445e-05
Position 1536: 3.715259720345596e-05
Position 11661: 3.4823129290806375e-05
Position 1548: 3.422505631261046e-05
Position 1813: 3.2476652899075074e-05
Position 1757: 2.6374269121824217e-05
Position 1300: 2.6216160633545e-05
Position 52: 2.3777072145462967e-05
Position 2205: 2.3708858213459815e-05
Position 1688: 2.2553311010983903e-05
Position 2096: 2.170778141712353e-05
Position 1862: 2.1239370907677298e-05
Position 1252: 2.0102797457449767e-05
Position 427: 1.7960041464126997e-05
Position 454: 1.3378826683992341e-05
Position 488: 8.513102410141834e-06
Position 546: 6.614485198436033e-06
Position 1095: 6.501464579694369e-06
Position 814: 5.692215639830142e-06
Position 8726: 3.3439740190827373e-06
Position 6909: 3.0938852732187526e-06
Position 9781: 2.8555065830245867e-06
Position 2554: 2.2413339152445773e-06
Position 1522: 1.620906002825346e-06
Position 134: 1.1831039559805558e-06
Position 8173: 1.1642539437388526e-06
Position 1420: 9.640177232953185e-07
Position 126: 9.287638150399097e-07
Position 131: 5.082043817735381e-07
Position 1625: 3.030311131688206e-07
Position 1729: 2.532516014879292e-07
Position 1511: 2.3516395121445414e-07
Position 334: 2.2869711594239858e-07
Position 1628: 2.0782830293073577e-07
Position 1869: 1.0635040116081408e-07
Position 1843: 1.0412653128914237e-07
Position 1501: 1.0382121529980108e-07
Position 9944: 1.0170286478240422e-07
Position 1737: 8.372408333066451e-08
Position 153: 8.344583127507963e-08
Position 1834: 7.856928436180273e-08
Position 1576: 4.928882728355076e-08
Position 11244: 3.194898868298057e-08
Position 494: 6.8727678175785485e-09
Position 510: 3.0833084249355296e-09
Position 681: 2.2897968834161768e-09
Position 507: 1.2986793761620441e-09
Position 568: 4.482302452592777e-10
Position 520: 2.611292081271263e-10
Position 496: 1.270817637605834e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8076: 0.9452531536766655
Position 5720: 0.8706002587838275
Position 6487: 0.855381952789832
Position 7492: 0.8358812352387474
Position 9707: 0.6790501387876534
Position 1417: 0.5221697010332794
Position 10739: 0.45699596051765046
Position 3226: 0.38858022395603214
Position 2450: 0.25504854300130014
Position 9876: 0.23758174911787613
Position 3577: 0.2336209915431135
Position 12379: 0.2188437221769169
Position 13086: 0.21824898542659904
Position 7263: 0.21784640171864603
Position 10814: 0.20458102480759355
Position 13816: 0.19548619389815974
Position 13443: 0.14835451631384722
Position 10168: 0.1275937040670721
Position 3391: 0.11511086444250274
Position 9686: 0.11002018489589946
Position 11348: 0.10502148510627579
Position 7742: 0.10096780102479258
Position 3608: 0.09298040207102799
Position 6706: 0.08367061231113428
Position 9538: 0.08358018394280188
Position 12363: 0.07862054826051053
Position 5422: 0.06978654346583056
Position 2189: 0.06768580787189503
Position 2169: 0.06498003012473726
Position 13700: 0.0643324224043865
Position 6349: 0.055811887238940074
Position 3158: 0.054757547135480276
Position 13113: 0.05343369955315601
Position 10817: 0.05201752579542727
Position 10790: 0.05045840018751337
Position 3246: 0.04915884982810787
