Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 391 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  1000
Partition function (log Z): 1.1674304334049483

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9798332179171431
Position 2129: 0.7615693255253694
Position 1139: 0.6558268508471187
Position 1646: 0.5974687807985738
Position 4432: 0.5453598380482164
Position 4100: 0.5445803343015192
Position 391: 0.4206675416145084
Position 2474: 0.41741588626087084
Position 466: 0.41358040145816927
Position 4815: 0.3876805118075795
Position 2451: 0.2649613332798145
Position 1674: 0.2576565415320896
Position 6123: 0.2536061716997493
Position 7321: 0.1920365186724959
Position 4231: 0.13692534975436857
Position 6145: 0.12030903964418459
Position 8260: 0.10354449067451188
Position 5219: 0.10217383393452711
Position 418: 0.09411629810102592
Position 2231: 0.06294131979229886
Position 2502: 0.05395263547832185
Position 1196: 0.04695658732640858
Position 7771: 0.04488159311332845
Position 7697: 0.04345342123432982
Position 858: 0.04026459993991032
Position 1520: 0.03918402992957424
Position 1631: 0.03690739815290794
Position 5134: 0.02998278679316203
Position 8965: 0.027900374340805133
Position 1670: 0.025161650268924314
Position 239: 0.02296724646011851
Position 6949: 0.016622662920139607
Position 1102: 0.01608932253104111
Position 2137: 0.01608492759698327
Position 1049: 0.015014209481592032
Position 245: 0.013731982390271024
Position 218: 0.011128489686635027
Position 592: 0.010558335737651138
Position 1626: 0.00876655901596652
Position 1574: 0.007933264072968913
Position 776: 0.007615795155609493
Position 1899: 0.007331631016151021
Position 115: 0.006097282341071319
Position 2221: 0.005704552902233381
Position 118: 0.0053182017377213535
Position 232: 0.005184718144666482
Position 151: 0.005062341371276644
Position 9209: 0.004780359571300881
Position 6208: 0.0041648337750989734
Position 9001: 0.0041339399698277855
Position 1121: 0.004023055383964173
Position 1094: 0.003860839302636509
Position 55: 0.0036528659852298234
Position 7753: 0.002898197658603343
Position 1158: 0.0018723999366141247
Position 3146: 0.0017859898495271962
Position 303: 0.00174567782951878
Position 1286: 0.0017348087803424656
Position 3348: 0.0015929425517822457
Position 1680: 0.0014031529033646081
Position 134: 0.0013804012840209418
Position 1134: 0.0013295762567679928
Position 260: 0.0013267026701085103
Position 215: 0.0012817616732089937
Position 272: 0.000986360661145513
Position 1220: 0.0009203531850582343
Position 1538: 0.0008811696164362454
Position 1174: 0.0008656698859780347
Position 634: 0.0007609900732876743
Position 1082: 0.0007473498047870034
Position 222: 0.0007095470102901798
Position 1271: 0.0007016713470710977
Position 873: 0.0006483065792635502
Position 721: 0.0006385196800069084
Position 1918: 0.0006186216111643946
Position 2862: 0.0006044990219395942
Position 2938: 0.000562794689801581
Position 3196: 0.0005089529155062479
Position 1635: 0.00048795052474616
Position 3142: 0.0004866956671545873
Position 473: 0.00048529839252647335
Position 1704: 0.00046730449626551976
Position 3018: 0.0004450443653764095
Position 735: 0.00040353701038212526
Position 282: 0.00039079721553596865
Position 183: 0.0003449948488359427
Position 4470: 0.0003435687168057955
Position 2966: 0.00034287350725007505
Position 1637: 0.00033890652176055353
Position 426: 0.0003372485563446595
Position 6935: 0.00032823597013112806
Position 124: 0.00032066789788370067
Position 1232: 0.0002970502731900215
Position 978: 0.00029608597885509645
Position 1493: 0.0002952868358985044
Position 531: 0.00029162449067467823
Position 1249: 0.00028266670985096874
Position 1508: 0.00026734953736277315
Position 1224: 0.0002664441268837815
Position 2934: 0.0002606903693190268
Position 1750: 0.0002524175693836641
Position 3424: 0.0002506448537681911
Position 3320: 0.00024934889719066555
Position 388: 0.000238851944005244
Position 756: 0.00023774249152053116
Position 1577: 0.00023554267918609424
Position 2242: 0.00020467963718978153
Position 1907: 0.0001980334259218139
Position 1651: 0.00019566657947925903
