Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  1000
Partition function (log Z): 0.9505459847447251

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.9598743899238863
Position 4102: 0.9347427975765692
Position 2581: 0.917883279660446
Position 197: 0.5999218425302458
Position 349: 0.3571361805722693
Position 1217: 0.24882044429740868
Position 4520: 0.1325399238671471
Position 2068: 0.12642297467740699
Position 1885: 0.06524031976131525
Position 4331: 0.06389474454935841
Position 2044: 0.056779348416762326
Position 548: 0.05157779315991525
Position 4475: 0.04680325142973091
Position 2566: 0.036394064087894744
Position 896: 0.024136923544997125
Position 1390: 0.02350431724699918
Position 684: 0.022454268101897747
Position 5167: 0.01736521911131589
Position 2656: 0.013198431778882167
Position 4690: 0.011132831608684782
Position 343: 0.008715181272543306
Position 4411: 0.007490614318309333
Position 1296: 0.007013435175712771
Position 2682: 0.006726416241890519
Position 4673: 0.006672061219979952
Position 3956: 0.006620751873243603
Position 4968: 0.006589708051545048
Position 2337: 0.006317006545703852
Position 3587: 0.005030943791068718
Position 3809: 0.004955164354033955
Position 2562: 0.004908944678925216
Position 5008: 0.004889555872493125
Position 3633: 0.004495399128868213
Position 1287: 0.004477869456801228
Position 3128: 0.0038115307898201707
Position 1856: 0.003700119862869988
Position 2243: 0.0033377512583872924
Position 1251: 0.0033118312820464074
Position 215: 0.0030983635115509906
Position 1609: 0.0030461016594772908
Position 3877: 0.002433780072148727
Position 1091: 0.002047298478000646
Position 1640: 0.0020009748745942278
Position 1590: 0.001883156445574403
Position 3610: 0.0017406118640016966
Position 56: 0.0015223685139950397
Position 1947: 0.0014427931015106236
Position 3073: 0.0013195250948181813
Position 4718: 0.0011433048957398583
Position 3554: 0.001107837301130317
Position 669: 0.0010923295148014137
Position 4528: 0.0010630901706554087
Position 1012: 0.0009856074039620625
Position 1708: 0.0009728170943512635
Position 5000: 0.0009647872904019027
Position 662: 0.0008543063988946842
Position 312: 0.0008530560658157335
Position 1128: 0.0007927801524249217
Position 918: 0.0006921974033039302
Position 795: 0.0006741849179773923
Position 4578: 0.0006734243462595615
Position 1373: 0.0006481403180828073
Position 1744: 0.0005776990480053867
Position 3064: 0.0005757021524744688
Position 121: 0.0004954671737174869
Position 698: 0.00045382542731241206
Position 2799: 0.00040346718853784947
Position 3641: 0.00033931150879209506
Position 564: 0.00025085878476993726
Position 1904: 0.00023871712349492606
Position 1614: 0.00022622532096151256
Position 3850: 0.00022364878277631857
Position 4814: 0.00022349004445461606
Position 1292: 0.00021826758902662738
Position 672: 0.00020652788658967363
Position 1606: 0.00018175802719479485
Position 3283: 0.00016603533816891784
Position 3738: 0.00015904596983758453
Position 4165: 0.00015630584386426514
Position 1839: 0.00014456890386883078
Position 314: 0.00014359731581859892
Position 1239: 0.0001434004808827911
Position 1700: 0.0001420137428619664
Position 2412: 0.00013946519310088776
Position 4951: 0.00013452573948931156
Position 886: 0.0001315064270288067
Position 1515: 0.0001281087769485812
Position 1221: 0.0001242655823876761
Position 3489: 0.00012320658924105496
Position 3172: 0.00011939427324493884
Position 1845: 0.00011206019396975205
Position 1414: 0.0001106659338092069
Position 3558: 0.00010747089479523129
Position 4106: 0.00010654229469732313
Position 826: 0.00010197245293858389
Position 15: 9.769839999635993e-05
Position 2383: 9.519024486768192e-05
Position 47: 8.636462314401214e-05
Position 2432: 7.931450107549996e-05
Position 1420: 7.869696821579962e-05
Position 302: 7.441390327174364e-05
Position 1689: 7.345952024238654e-05
Position 166: 6.698062001637717e-05
Position 2025: 6.439933287580116e-05
Position 1431: 6.40481498603604e-05
Position 1694: 5.436699223390939e-05
Position 1575: 5.318307097590099e-05
Position 4137: 5.0986583309839445e-05
Position 2238: 4.969029497106593e-05
Position 4623: 4.96693733962953e-05
Position 2476: 3.866509974091974e-05
Position 5271: 3.580752776356323e-05
Position 1965: 3.564894883808663e-05
Position 934: 3.440872092994474e-05
Position 353: 3.343396771242444e-05
Position 1264: 2.7160249599568977e-05
Position 1803: 2.6510680272919127e-05
Position 932: 2.558882343323728e-05
Position 845: 2.4318516427311403e-05
Position 1545: 2.1394759878545654e-05
Position 711: 1.84266540459021e-05
Position 105: 1.8211861513916276e-05
Position 497: 1.731227084030794e-05
Position 1361: 1.6964153472065774e-05
Position 490: 1.560736349117227e-05
Position 1343: 1.0856646257823007e-05
Position 2029: 1.0390393711725277e-05
Position 1318: 8.822124145695873e-06
Position 676: 8.666427094229e-06
Position 1722: 8.66594647380961e-06
Position 1300: 8.18459658879498e-06
Position 1195: 7.822091917641349e-06
Position 976: 3.5743379226840383e-06
Position 365: 2.320935160244194e-06
Position 4083: 6.254738197679026e-07
Position 20: 5.680774788019909e-07
Position 245: 4.4048958183079216e-07
Position 4422: 4.1113225101384895e-07
Position 4558: 3.73326520692495e-07
Position 532: 3.615891408193056e-07
Position 674: 3.097856404080532e-07
Position 542: 2.1428272671469392e-07
Position 356: 1.8124382069679563e-07
Position 552: 1.553342733578268e-07
Position 444: 3.173885777497822e-08
Position 1698: 1.585796651020176e-08
Position 742: 5.1779899479172165e-09
Position 1476: 6.54447431679873e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.9698609398669944
Position 1514: 0.9203569322156058
Position 5084: 0.8378895189215395
Position 4022: 0.8197189122033375
Position 1772: 0.1794602790130561
Position 1114: 0.17098467454622274
Position 3976: 0.11542778408490419
Position 4399: 0.10268375422497925
Position 4374: 0.09792514797539985
Position 4216: 0.05319072764537681
Position 1032: 0.046334901492358666
Position 1454: 0.04621165359164472
Position 4717: 0.03869037277013747
Position 5050: 0.03820039172589064
Position 520: 0.03745049036890302
Position 1922: 0.03150869414831467
Position 1801: 0.028910470025034638
Position 4248: 0.027912464735002404
