Gene = Ift22
index = 560
Annotated 5SS: [ 121 3051 3242 3742]
Annotated 3SS: [2973 3151 3538 4674]
SMsplice 5SS: [ 121 3051 3276]
SMsplice 3SS: [2973 3151 3538]
top_k =  1000
Partition function (log Z): 1.0488416467751667

Sorted 5' Splice Sites (High to Low Probability):
Position 3051: 0.9259361100762964
Position 121: 0.9215121109609101
Position 3276: 0.7049844757391902
Position 3242: 0.28945961438726175
Position 1480: 0.2321997363217801
Position 3742: 0.15795124732525764
Position 2172: 0.13092671219130378
Position 1441: 0.07889541040014615
Position 273: 0.07304550180083683
Position 2897: 0.0632478245159944
Position 3638: 0.05991905199667041
Position 2572: 0.05706095458498514
Position 2105: 0.05575575687962722
Position 3066: 0.0410348358876268
Position 2129: 0.03595189570592466
Position 2152: 0.027617640922492723
Position 2211: 0.026999595823460416
Position 3044: 0.025304489796422885
Position 4480: 0.018405290441527417
Position 2176: 0.010307573880444638
Position 2575: 0.010230308908464261
Position 62: 0.009814774484498077
Position 2180: 0.009194467880657909
Position 2162: 0.008934538111225
Position 3819: 0.005314252499502466
Position 820: 0.004558020644199803
Position 3815: 0.004348862100081669
Position 1085: 0.004253493443416068
Position 281: 0.004143870511998185
Position 4475: 0.004049485440417373
Position 5356: 0.003824780399566015
Position 2426: 0.003783793757688943
Position 4410: 0.0035817629966873473
Position 1445: 0.0035398563087659634
Position 2689: 0.0035186445767067006
Position 3585: 0.003515513790417497
Position 252: 0.00328593680086956
Position 4352: 0.0032005748501241727
Position 2156: 0.0029710503556963325
Position 2529: 0.0026921996371771307
Position 5264: 0.002574288988879264
Position 2375: 0.002548537145133166
Position 5168: 0.0023801916483948945
Position 2597: 0.001954009943318144
Position 5309: 0.0019427905296388365
Position 1497: 0.0017073808049762951
Position 2215: 0.0016048272767810955
Position 3791: 0.0013345255529242748
Position 4960: 0.001324111887836424
Position 2328: 0.0013116555207563208
Position 2243: 0.0009941113569043706
Position 3301: 0.0009759736745019581
Position 2496: 0.0009636749369787886
Position 831: 0.0008775388106966516
Position 3635: 0.0008210362992047912
Position 1979: 0.000761764514438213
Position 744: 0.0007151924704089726
Position 169: 0.0007126017244783047
Position 2816: 0.0006522430833018222
Position 1393: 0.0006320037641016241
Position 3651: 0.0005875992447650339
Position 3046: 0.000542035114730054
Position 349: 0.0005356714400744972
Position 48: 0.0005188520558607552
Position 3070: 0.0004871011924763067
Position 2239: 0.000416595089431274
Position 3795: 0.0003098278503458043
Position 3295: 0.00028627605471541413
Position 978: 0.00026067573478008956
Position 3439: 0.00022362824639741204
Position 4583: 0.00021844017065911797
Position 1389: 0.00020421741869023727
Position 2614: 0.00019523873552121845
Position 3246: 0.00019153139970966572
Position 2202: 0.00015562765459981482
Position 2608: 0.00011578046682993196
Position 2553: 0.00011397871802478623
Position 524: 0.00010305642888646817
Position 4734: 0.00010238957494785498
Position 1117: 9.81680255675427e-05
Position 218: 7.525344592322308e-05
Position 2198: 6.68910912148845e-05
Position 2381: 6.144775243222399e-05
Position 155: 4.92727297666164e-05
Position 1077: 4.672235932603663e-05
Position 3064: 4.4195215796493135e-05
Position 3085: 4.3330530527019356e-05
Position 2916: 4.049156506552136e-05
Position 2920: 3.624238677694713e-05
Position 1169: 3.061526174564075e-05
Position 869: 2.913244681021343e-05
Position 3343: 2.6105001093434637e-05
Position 808: 2.3269558723342e-05
Position 3662: 2.3148755067409133e-05
Position 506: 2.277056766532711e-05
Position 1064: 2.076316595415976e-05
Position 3995: 1.9939599079270942e-05
Position 1657: 1.6114518656589677e-05
Position 3409: 1.4728058899065275e-05
Position 3676: 1.447257899623213e-05
Position 3975: 1.3636982914073007e-05
Position 3803: 1.1188884177917836e-05
Position 3280: 1.0613022338153742e-05
Position 2085: 1.0449567346830832e-05
Position 3305: 1.0068474896259628e-05
Position 3539: 9.684716859871562e-06
Position 1490: 9.303181685456226e-06
Position 68: 8.202480053983046e-06
Position 2113: 6.806828481368632e-06
Position 774: 6.717991893635669e-06
Position 1199: 6.04362345980335e-06
Position 3317: 5.902011501967302e-06
Position 1552: 5.557173956439523e-06
Position 401: 5.28602894824748e-06
Position 106: 4.696510953888854e-06
Position 4754: 4.66054970875388e-06
Position 3811: 4.463511089292994e-06
Position 3591: 4.3454038777782e-06
Position 3229: 4.191581653846838e-06
Position 3545: 4.079455864156235e-06
Position 45: 3.785327616942049e-06
Position 3582: 3.7690788714486722e-06
Position 3226: 3.430080910941542e-06
Position 2042: 3.099762530856514e-06
Position 451: 2.4337293452651604e-06
Position 3370: 1.4722289766569443e-06
Position 3462: 1.1678431079708677e-06
Position 3445: 1.1676603277544042e-06
Position 3423: 9.865304924408426e-07
Position 3357: 9.530714266537301e-07
Position 4526: 7.763885077878845e-07
Position 3941: 7.562589471606217e-07
Position 3550: 6.777134654966687e-07
Position 3690: 3.61368560994841e-07
Position 3314: 2.0294675956055878e-07
Position 404: 1.9401635124825806e-07
Position 629: 1.724227373799645e-07
Position 590: 1.6179487760612378e-07
Position 4099: 1.4565071851635176e-07
Position 433: 1.371213713154694e-07
Position 351: 1.2278650258526244e-07
Position 237: 1.00412180351368e-07
Position 568: 7.567307769913475e-08
Position 336: 6.037386721372804e-08
Position 66: 5.578642674747216e-08
Position 511: 5.238785642945788e-08
Position 484: 4.053571864299069e-08
Position 622: 3.516439942195489e-08
Position 3420: 2.2784586473172998e-08
Position 491: 2.2318697862442676e-08
Position 597: 2.1608984135750126e-08
Position 179: 1.8114777756825598e-08
Position 558: 1.7686607993936295e-08
Position 855: 1.4039012856938963e-08
Position 3367: 1.1510045147309505e-08
Position 879: 6.452779783599952e-09
Position 158: 3.782616573490024e-09
Position 421: 5.176276339713088e-10
Position 255: 3.1468396568174243e-10
Position 513: 2.1563189434460934e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3151: 0.9923829181345957
Position 2973: 0.9861233675419273
Position 3538: 0.8100750880550915
Position 2027: 0.16630991740003698
Position 1352: 0.13497322204720988
Position 5193: 0.13394205550411384
Position 1296: 0.09679706361989522
Position 6068: 0.07940608274886123
Position 2420: 0.07901367511117488
Position 1398: 0.05470682050225414
Position 1886: 0.05081212362242902
Position 4289: 0.048475418070158864
Position 1831: 0.046737043287811995
Position 2661: 0.03243919861712908
Position 2795: 0.022856562042236985
Position 5029: 0.022401700769869057
Position 4157: 0.02087687369101654
Position 1978: 0.018800353629629275
Position 5547: 0.015356189656033331
Position 3656: 0.015264633836790864
Position 4264: 0.015196235651472668
Position 5095: 0.013671848336156494
Position 185: 0.012417258215564535
Position 2738: 0.011175134890575821
Position 2007: 0.010904999618680359
Position 4896: 0.010757331158960515
Position 1319: 0.008926407667158335
Position 4674: 0.008639057607664894
Position 4469: 0.008418568608067053
Position 5116: 0.008174363507057298
Position 6761: 0.006995462674420121
Position 1302: 0.0066922521043391876
Position 3159: 0.005575283144258246
Position 1967: 0.004963068515307464
Position 1828: 0.004894240930133276
Position 4646: 0.004632833928448445
Position 3569: 0.004218588744807773
Position 5198: 0.0037162721480359716
Position 4849: 0.0035382878045156544
Position 4313: 0.003480196682800918
Position 735: 0.0033100130439271008
Position 1460: 0.0032841965842173105
Position 3782: 0.0031716274355038654
Position 1958: 0.0031627157850238575
Position 2263: 0.0029675475827778985
Position 5308: 0.0029119960518844855
Position 5513: 0.0028019361911221104
Position 3662: 0.0027302046025812067
Position 206: 0.0026324166457838915
Position 3974: 0.0025703658902670916
Position 2037: 0.002475167281238403
Position 2975: 0.0021049389512842916
Position 4294: 0.002018190774767092
Position 225: 0.0018968841666843455
Position 1331: 0.0018598190839213492
Position 5032: 0.0017628116330025685
Position 4785: 0.001728764344237634
Position 6827: 0.0016946010968912552
Position 2425: 0.0015992851221146242
Position 4409: 0.0015146773825975286
Position 1300: 0.0014602947478328612
Position 165: 0.0013809584886853444
Position 967: 0.0013469722472551494
Position 6999: 0.0013156097682674188
Position 2010: 0.0013012362405558846
Position 1359: 0.001266641364653238
Position 961: 0.0012518186650440602
Position 2896: 0.0011750253169777072
Position 2535: 0.001170658485954303
Position 1001: 0.0011587156405366654
Position 5061: 0.0011500658048494113
Position 6144: 0.0010912402649452218
Position 1298: 0.0010688824558760287
Position 6962: 0.0009327439688471398
Position 6390: 0.0009282454997966861
Position 237: 0.0009205781620374008
Position 3545: 0.0008487862385617339
Position 6284: 0.0008080736497250052
Position 2246: 0.0008077594960814521
Position 4691: 0.0007139181000590797
Position 1415: 0.0006727330052935178
Position 1194: 0.0006558971094359932
Position 7126: 0.0006451465661493799
Position 3510: 0.0005682106013463177
Position 1029: 0.0005667643440029359
Position 5246: 0.0005653202688889653
Position 4823: 0.0005607695209274201
Position 1781: 0.0005125548346990243
Position 3613: 0.000438769514935221
Position 536: 0.0004225113194209886
Position 1985: 0.0004154767639532205
Position 2055: 0.0004071293194397791
Position 1749: 0.00038419037869147734
Position 6335: 0.0003618817033463166
Position 4617: 0.00031484785375958586
Position 3184: 0.00030460444628664207
Position 4899: 0.00029594635514123993
Position 1691: 0.00029379620206756665
Position 773: 0.00028436093504100203
Position 4450: 0.0002716643188249599
Position 387: 0.00026242707124735234
Position 198: 0.00019300788196767405
Position 2067: 0.00017975969651891656
Position 1127: 0.00017233655719421564
Position 1007: 0.00016771175535682293
Position 3623: 0.00016414539784267326
Position 5140: 0.00016403129441874283
Position 2720: 0.0001634280605344035
Position 147: 0.00016076558633244592
Position 2000: 0.00015591336322769581
Position 981: 0.00014513514540792353
Position 4697: 0.0001437708517129301
Position 1232: 0.00014293423208056364
Position 255: 0.000140470609373125
Position 1276: 0.0001371274514530544
Position 1365: 0.00013160045260032617
Position 3676: 0.00012617061628537738
Position 3396: 0.00012382296101308435
Position 2873: 0.00012369584688509195
Position 2449: 0.00011661141126984541
Position 4372: 0.00011283589504179923
Position 4349: 0.00010557931244743754
Position 5564: 0.00010513307613078666
Position 3450: 0.00010329429565690512
Position 715: 9.878440145217846e-05
Position 2060: 8.395916283835398e-05
Position 4138: 8.342350355854883e-05
Position 1226: 7.598615906518251e-05
Position 168: 6.534703491801298e-05
Position 983: 6.0101547014073116e-05
Position 819: 5.7208751743259376e-05
Position 3343: 4.711660985619698e-05
Position 3125: 4.6273344942322666e-05
Position 252: 4.6270059041899275e-05
Position 2888: 4.069549294798487e-05
Position 3043: 3.544669495452594e-05
Position 977: 2.7737475009433746e-05
Position 1229: 2.526382648280344e-05
Position 905: 2.336019258617729e-05
Position 1014: 2.2281487039685602e-05
Position 740: 1.9936783818783686e-05
Position 1263: 1.8009172266225624e-05
Position 898: 1.62320030524716e-05
Position 2833: 1.325045950795279e-05
Position 855: 1.2731452240733078e-05
Position 1245: 9.658389083246365e-06
Position 2803: 9.459752526754627e-06
Position 451: 9.171908409444098e-06
Position 648: 9.057490457753263e-06
Position 1068: 8.891454609516366e-06
Position 3195: 8.829997891469251e-06
Position 2124: 6.99199679849944e-06
Position 3367: 6.426466003855367e-06
Position 1649: 6.354157323356133e-06
Position 2744: 5.937732823380277e-06
Position 1307: 5.295090454594897e-06
Position 3261: 5.2423203304497555e-06
Position 1141: 5.187380832271979e-06
Position 3314: 5.050936788061047e-06
Position 1248: 4.95118359434621e-06
Position 1209: 4.142013168449591e-06
Position 456: 4.036590561715708e-06
Position 1632: 3.81565207054521e-06
Position 546: 3.3647890678214833e-06
Position 3333: 3.083053206414545e-06
Position 3672: 3.0516920656399366e-06
Position 3161: 3.005442887167623e-06
Position 3320: 2.284037675142915e-06
Position 4871: 2.191100625506794e-06
Position 3386: 2.121712006570108e-06
Position 859: 2.0001279426311624e-06
Position 3724: 1.8555548318705369e-06
Position 494: 1.8301161298280255e-06
Position 3498: 1.671239902805795e-06
Position 129: 1.6280873746654995e-06
Position 743: 1.5713911354899593e-06
Position 1074: 1.539837020155688e-06
Position 1219: 1.4921032747181307e-06
Position 3167: 1.4682314952986068e-06
Position 1157: 1.4080998255815582e-06
Position 3373: 1.305885569472567e-06
Position 417: 1.015058688274085e-06
Position 1033: 9.824130985488706e-07
Position 3720: 9.49214612295751e-07
Position 280: 8.363420440683727e-07
Position 3275: 7.84146152021332e-07
Position 608: 6.53683138690007e-07
Position 543: 5.964628916666017e-07
Position 4216: 5.879080744212034e-07
Position 3883: 5.838179733055603e-07
Position 550: 5.395528961258257e-07
Position 344: 5.324793033046579e-07
Position 3347: 5.015897737999221e-07
Position 1467: 3.257060756472335e-07
Position 3850: 2.9022192733082276e-07
Position 3494: 2.652870608453102e-07
Position 574: 1.9032846293681142e-07
Position 3491: 1.5934376260125576e-07
Position 1223: 1.5859419474193028e-07
Position 1204: 1.4969895154197435e-07
Position 260: 1.465482627045269e-07
Position 748: 1.4420168871660469e-07
Position 263: 1.1406714422108602e-07
Position 3426: 9.845695206482074e-08
Position 568: 9.194716831509983e-08
Position 3408: 8.637886916417041e-08
Position 885: 6.944459841252657e-08
