Gene = Ubl3
index = 1160
Annotated 5SS: [  710 40769 43394 46217]
Annotated 3SS: [40659 43306 46138 46474]
SMsplice 5SS: [  710 40769 43394 46217]
SMsplice 3SS: [40659 43306 46138 46474]
top_k =  1000
Partition function (log Z): -28.133951588324134

Sorted 5' Splice Sites (High to Low Probability):
Position 710: 0.6730392927012689
Position 4743: 0.616556998040103
Position 2450: 0.37299381703366985
Position 1158: 0.32351901918829634
Position 506: 0.31185561216434116
Position 818: 0.13554551823874042
Position 6465: 0.11329296526643944
Position 6491: 0.11098151270919311
Position 3376: 0.1102799377403328
Position 4307: 0.09510948182966314
Position 111: 0.08956549216526312
Position 6692: 0.07315772790360517
Position 5774: 0.07001727604841447
Position 2389: 0.04469326440872837
Position 798: 0.037426977807057185
Position 1204: 0.032329664482343756
Position 158: 0.03201055619670535
Position 9773: 0.02038268197541373
Position 8136: 0.014665198670164485
Position 4125: 0.013776543817254627
Position 3212: 0.01119712502485212
Position 5907: 0.009631123753824343
Position 195: 0.008797931827912097
Position 393: 0.00833641547198945
Position 329: 0.0065201004794296245
Position 4272: 0.006404770253218294
Position 397: 0.0048948296706093
Position 8278: 0.003586361989603488
Position 262: 0.0029858059159779296
Position 432: 0.002486597090113914
Position 2461: 0.0024129101963007754
Position 126: 0.0020471377439005138
Position 589: 0.0018651979660394555
Position 1265: 0.001363815646765208
Position 1383: 0.0013506428334022086
Position 4096: 0.0012017191229094653
Position 316: 0.0011353466006913493
Position 496: 0.0009709259455783624
Position 289: 0.000969735394242778
Position 1348: 0.0009078760220218611
Position 1339: 0.0007907590555949244
Position 1709: 0.0007741477617602505
Position 1398: 0.0007274342142419926
Position 260: 0.0005295591329897972
Position 1563: 0.0005281530732019364
Position 2564: 0.00047886584800128554
Position 5805: 0.0004546868208314125
Position 1748: 0.0004433934696173252
Position 1607: 0.00040269616071570086
Position 1208: 0.0003868411127262417
Position 733: 0.00036060140326033756
Position 923: 0.00035080650075902615
Position 1550: 0.00034579245522405576
Position 327: 0.00020225596245245514
Position 2629: 0.00017727149645931477
Position 5605: 0.00017636480036800636
Position 414: 0.00016115518059981243
Position 742: 0.00015310589977516654
Position 750: 0.0001251814759893403
Position 1665: 0.00012451180318504777
Position 786: 0.0001039202774489241
Position 725: 8.60982849225331e-05
Position 280: 8.034569886394553e-05
Position 990: 7.827578216607e-05
Position 5535: 6.342731551018109e-05
Position 652: 5.480592041714033e-05
Position 399: 4.731960461883561e-05
Position 714: 3.6042355005842185e-05
Position 273: 3.602470224367497e-05
Position 916: 3.0884944252275685e-05
Position 870: 2.967089601784261e-05
Position 995: 1.9022520145924255e-05
Position 608: 1.6173711064861603e-05
Position 583: 1.5127864272770106e-05
Position 747: 1.3592080350028995e-05
Position 685: 8.108331025674946e-06
Position 3351: 7.648987175375007e-06
Position 401: 6.757201591870206e-06
Position 695: 6.381705099692875e-06
Position 928: 5.4688402437861106e-06
Position 1000: 5.237248217065899e-06
Position 745: 5.145451252086337e-06
Position 690: 2.1240415283118074e-06
Position 1105: 1.1515814623127148e-06
Position 611: 7.971252659645478e-07
Position 925: 5.75880206767273e-07
Position 983: 4.589099564280614e-07
Position 1324: 4.407733080910182e-07
