Gene = Veph1
index = 1178
Annotated 5SS: [   235  32956  41956  52360  81427  91362 124872 137609 138928 171009
 175251 209137 235782]
Annotated 3SS: [ 32670  41739  52184  81259  91151 124650 137398 138529 170868 175115
 209018 235644 239495]
SMsplice 5SS: [    43  32956  41956  52360  60194  73019  81427  85498  91362 109378
 124872 137609 138661 163134 171009 175251 183162 183380 186865 197015
 202388 209137 215349 235782]
SMsplice 3SS: [ 32670  41739  52184  60088  72926  81259  85392  91151 109228 124650
 137398 138529 163043 170868 175145 183091 183282 186750 196892 202196
 209018 215245 235644 242636]
top_k =  1000
Partition function (log Z): -112.3943219098256

Sorted 5' Splice Sites (High to Low Probability):
Position 43: 0.5898750920143301
Position 5282: 0.4869108551968956
Position 1608: 0.4431565542703368
Position 235: 0.40135996623084397
Position 4378: 0.3153732559790849
Position 3787: 0.2596547798503468
Position 4500: 0.10378155947570572
Position 677: 0.09978319562583246
Position 7192: 0.05535771488206216
Position 6540: 0.038937464712926584
Position 7452: 0.035283067887696265
Position 2112: 0.023041788670531152
Position 6343: 0.017499023492333655
Position 401: 0.013306969830718553
Position 1971: 0.009218523918417713
Position 1435: 0.008824823728751591
Position 5362: 0.005543290241991835
Position 2482: 0.005517447860095758
Position 2610: 0.0036864472037165565
Position 3089: 0.0034439727213316307
Position 2628: 0.0033151560385331538
Position 290: 0.0021252432805427958
Position 2579: 0.00211478854923264
Position 10570: 0.0017863237221938876
Position 4279: 0.0015775902271690733
Position 3240: 0.0013238323684620855
Position 2794: 0.0011391854829266967
Position 8985: 0.0008292491731475733
Position 405: 0.0007375792054043175
Position 1293: 0.0007327540956653064
Position 339: 0.0006363682247833772
Position 741: 0.0005622251216623017
Position 907: 0.0005189718604799269
Position 384: 0.0004463798478656124
Position 1214: 0.0003749130040893739
Position 1094: 0.00034677850271247707
Position 417: 0.00033227492197266805
Position 698: 0.00032118127535412186
Position 641: 0.00023082764752888922
Position 700: 0.00021440384824262086
Position 918: 0.00019849116214953216
Position 411: 0.00019427965008787906
Position 862: 0.00016963613963671566
Position 682: 0.00015750711748527938
Position 415: 0.0001550339702338109
Position 152: 0.00013871697042479834
Position 421: 0.00013667550088169368
Position 399: 0.00013293157366585433
Position 1718: 0.0001299684838192528
Position 460: 0.00012873318454325656
Position 6154: 0.00012683983501283702
Position 280: 0.0001210910910446813
Position 171: 0.00010477736668026007
Position 159: 9.431227893577919e-05
Position 149: 8.705181977466614e-05
Position 1581: 8.542885268016393e-05
Position 766: 7.432200262470457e-05
Position 218: 7.204744681876268e-05
Position 786: 6.843795130705353e-05
Position 781: 4.205576264460492e-05
Position 1922: 4.0382883456466885e-05
Position 1112: 3.8613809752024566e-05
Position 225: 2.71326982561507e-05
Position 2041: 1.5361270495799063e-05
Position 1585: 1.0971647454571084e-05
Position 2521: 9.082785706499662e-06
Position 97: 7.638765477784595e-06
Position 173: 6.6941598952154565e-06
Position 220: 6.690475844609514e-06
Position 201: 5.2497171013402235e-06
Position 2784: 4.69938767639271e-06
Position 47: 4.328565738853552e-06
Position 1983: 3.2296690378422332e-06
Position 1882: 3.0387260741609517e-06
Position 17: 2.7276688808154555e-06
Position 467: 2.609011158850137e-06
Position 2185: 2.393266930989623e-06
Position 419: 2.2549285134707434e-06
Position 2978: 2.1012336842031643e-06
Position 263: 1.5913622814517267e-06
Position 523: 1.285507065678326e-06
Position 243: 1.1664174283575448e-06
Position 551: 9.639234833211042e-07
Position 464: 5.271152932530204e-07
Position 255: 5.237106801418478e-07
Position 521: 3.1244981176500577e-07
Position 431: 2.3629900218600428e-07
Position 505: 6.721422087719598e-08
Position 477: 3.29827102796235e-08
Position 532: 2.7292527692745995e-08
Position 936: 2.0886215293797884e-09
Position 888: 1.1917818890668955e-09
Position 1555: 3.6613467824568365e-11
Position 1459: 3.115881650802952e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5175: 0.47583687853820283
Position 3687: 0.2451507575297975
Position 1520: 0.24252487233770714
Position 4241: 0.23200858348222103
Position 1497: 0.18211141481492318
Position 7055: 0.1338835088383076
Position 632: 0.1047137522498573
Position 6974: 0.09785218893702845
Position 10456: 0.09079153084496225
Position 11009: 0.08667223266816736
Position 7703: 0.08368698075593833
Position 6239: 0.06958941767529396
Position 7307: 0.05566675658744459
Position 9139: 0.05305676087777419
Position 10172: 0.0470937479533175
Position 8787: 0.04144033181929482
Position 4325: 0.04004316977090342
Position 4130: 0.03884214463171496
Position 9551: 0.030609531481092533
Position 4278: 0.029373669901533755
Position 4244: 0.02841964329301973
Position 4282: 0.025212490740072854
Position 6500: 0.024065785985995472
Position 5777: 0.023972665531703345
Position 2473: 0.021828437277978136
Position 6742: 0.020427115572076666
Position 5447: 0.01998634691561486
Position 14509: 0.01943243311374138
Position 1372: 0.018633376682733033
Position 13619: 0.0168046225879855
Position 4083: 0.015532303353479701
Position 7519: 0.014485411980792784
Position 7323: 0.013075346456799192
Position 5953: 0.012838005113052473
Position 1857: 0.012508631800113867
Position 12149: 0.012343027350859043
Position 7025: 0.011758623195693768
Position 6856: 0.011642628619818332
Position 7685: 0.011557227289278986
Position 8560: 0.011515284820000608
Position 271: 0.010983840237690655
Position 6609: 0.010681500818501851
Position 8873: 0.009723954202003931
Position 4299: 0.009126314287338955
Position 3692: 0.008992883952709311
Position 5103: 0.008985972934011738
Position 5200: 0.007287190561129385
Position 8502: 0.007168130937448214
Position 6206: 0.005710803839644902
Position 9169: 0.00552090354708837
Position 4434: 0.0053218054466846465
Position 1671: 0.0052980726026667785
Position 2944: 0.005064485590339467
Position 268: 0.004955548616980044
Position 5080: 0.004880200880879351
Position 9528: 0.004849538661339644
Position 11173: 0.004697941462787883
Position 5576: 0.004463276323228167
Position 3746: 0.004313913422657504
Position 3046: 0.004164689877668656
