Gene = Tmie
index = 1126
Annotated 5SS: [  844  4486  6318  9483 12666]
Annotated 3SS: [ 4273  6086  9364 12515 13155]
SMsplice 5SS: [   77  9483 12666 12895]
SMsplice 3SS: [ 9364 12515 12769 13155]
top_k =  1000
Partition function (log Z): -8.598649468942721

Sorted 5' Splice Sites (High to Low Probability):
Position 9483: 0.9823525110174005
Position 12666: 0.7443501353419031
Position 12895: 0.505912658708277
Position 77: 0.4961202607105563
Position 11004: 0.3188589385565578
Position 6822: 0.22799645246569594
Position 81: 0.2067879955791294
Position 844: 0.1692282227511322
Position 2502: 0.1492524464379385
Position 12151: 0.14662947145462943
Position 4486: 0.14210852018048017
Position 6852: 0.11880415219347357
Position 7043: 0.11842658892037451
Position 11332: 0.10475594213480555
Position 3275: 0.09108620662693218
Position 418: 0.0862489285830575
Position 3270: 0.07937692711404074
Position 3230: 0.0765483581225602
Position 10093: 0.0746263080685802
Position 3767: 0.06707568765548147
Position 10860: 0.06546360492916481
Position 11239: 0.06450913832085121
Position 6378: 0.06365241382314481
Position 13206: 0.06318273840765404
Position 8705: 0.056790713509000244
Position 6318: 0.05662784602660437
Position 3479: 0.045894869550371295
Position 5844: 0.02990543706653211
Position 7575: 0.02770142572397828
Position 6835: 0.026076447105589443
Position 12917: 0.023415413842892398
Position 7561: 0.01977795820559342
Position 5855: 0.016727381024985968
Position 9449: 0.012665999204374922
Position 13386: 0.012261712381382345
Position 6896: 0.010894152937596418
Position 5869: 0.010745557878064834
Position 364: 0.01073836942771954
Position 7583: 0.010601744697585087
Position 12670: 0.009765171741867888
Position 1266: 0.009452742636647039
Position 291: 0.008711825851318999
Position 3603: 0.008274441845678156
Position 7587: 0.0074683103039359724
Position 10805: 0.007319397982659176
Position 7591: 0.006869594305984064
Position 10022: 0.006707220601472717
Position 7617: 0.006468899204521597
Position 6782: 0.0064363060184849585
Position 1045: 0.006129675771801892
Position 11130: 0.00605370996153508
Position 207: 0.005762675529533601
Position 6848: 0.005300131421995789
Position 4686: 0.0049292573109177415
Position 12326: 0.004549421909489863
Position 8004: 0.004365185948455434
Position 10058: 0.004082000031421714
Position 493: 0.0035025339079386296
Position 12900: 0.0033470695495648926
Position 14243: 0.002817958817596148
Position 1381: 0.002669515084980909
Position 379: 0.002594706459739453
Position 383: 0.002413438768595323
Position 5206: 0.002340354918710366
Position 159: 0.002296415165490988
Position 238: 0.002256497129430955
Position 12580: 0.0019830652433362734
Position 7579: 0.0019383109175732038
Position 13269: 0.0016679541230126458
Position 5470: 0.0016675685017380776
Position 12122: 0.001566789746667698
Position 5253: 0.0013537191233800516
Position 1079: 0.0013324334714415477
Position 2470: 0.001281963963840508
Position 9558: 0.001266739149546835
Position 2791: 0.001223673259243754
Position 1686: 0.0012159138989408717
Position 517: 0.0011881072478879633
Position 3225: 0.0010624728608169352
Position 3305: 0.0009713913443860369
Position 2758: 0.0009050015210372317
Position 7438: 0.000879586052566877
Position 12343: 0.0008754357745913356
Position 4244: 0.0008684174531770361
Position 11113: 0.0007650436703542316
Position 1141: 0.0006989818620057313
Position 12607: 0.000602943316654823
Position 9686: 0.0005884048909555561
Position 1133: 0.0005475930189723057
