Gene = Cox5a
index = 292
Annotated 5SS: [  137  7794  9084 10514]
Annotated 3SS: [ 7676  8961 10389 11002]
SMsplice 5SS: [  137  7794  9084 10514]
SMsplice 3SS: [ 7676  8961 10389 11002]
top_k =  1000
Partition function (log Z): 0.4548155299752523

Sorted 5' Splice Sites (High to Low Probability):
Position 7794: 0.9957708917297545
Position 137: 0.9388346151403192
Position 9084: 0.8706826775490292
Position 10514: 0.8196073477743401
Position 8879: 0.5892932586002221
Position 3301: 0.34879377069892836
Position 8696: 0.21738385174234148
Position 497: 0.21569930863285253
Position 8221: 0.20769150641903492
Position 10923: 0.1306600861255892
Position 8499: 0.10607907861443384
Position 4531: 0.068158573582725
Position 360: 0.06443865087845639
Position 5517: 0.048244738460568475
Position 8273: 0.023747926586403127
Position 142: 0.023312299937107928
Position 8278: 0.022668847015143694
Position 635: 0.0223807099636005
Position 9038: 0.015009475437275915
Position 2888: 0.014607825077595843
Position 5697: 0.013915157558125803
Position 10314: 0.013243327616954539
Position 4570: 0.012254724480000229
Position 6829: 0.011037200300216526
Position 10898: 0.009273888675608164
Position 8929: 0.009207707155545112
Position 9075: 0.009149808683127158
Position 2664: 0.008331567072475345
Position 1038: 0.0077437318123821895
Position 10666: 0.007437828147868608
Position 1074: 0.007157523731496721
Position 534: 0.005206455835337686
Position 6415: 0.004448015260681045
Position 10889: 0.004277571994275288
Position 4959: 0.004171549258225808
Position 9698: 0.0032892820898867163
Position 9122: 0.003284074070084441
Position 4307: 0.0032410685135360936
Position 5378: 0.003191936473030587
Position 9947: 0.002952128804188914
Position 10879: 0.002863405068507114
Position 8764: 0.0025449130060674614
Position 8080: 0.0021030754709748713
Position 9320: 0.0020673555346525717
Position 7350: 0.0019593136536105163
Position 8687: 0.0018106601696163019
Position 9107: 0.0018055967958339946
Position 8423: 0.0017283577504884366
Position 6659: 0.0017244932260500226
Position 1749: 0.0016773148212097231
Position 6610: 0.001669463951308745
Position 1585: 0.0016664779853685576
Position 1405: 0.0015727881285356024
Position 719: 0.0015365363869835112
Position 6843: 0.0013943368017586082
Position 3061: 0.0013056882492036737
Position 9953: 0.0012690432704732695
Position 2635: 0.001172686366586949
Position 10536: 0.0010582518541685962
Position 8849: 0.0009745008987054772
Position 2713: 0.0009381806766521767
Position 8269: 0.0009157738549717746
Position 1651: 0.0008998041650501068
Position 10911: 0.0008673006069258776
Position 10334: 0.0008540445633081548
Position 10105: 0.0006948071916578146
Position 10560: 0.0006811236841059226
Position 10864: 0.0006791267217722465
Position 8523: 0.0006253669975755029
Position 10847: 0.0005727418238816926
Position 7788: 0.0005622058016064865
Position 297: 0.0004936902663413815
Position 7811: 0.0004902153136933374
Position 8742: 0.0004461874775453363
Position 271: 0.0004173148604866037
Position 10500: 0.0003247002061566818
Position 8512: 0.0002686697203206123
Position 9887: 0.000258290802593692
Position 7951: 0.00024964748416003853
Position 1007: 0.0002449133570642484
Position 262: 0.00021485686525718998
Position 10836: 0.00017678343900978
Position 10129: 0.00014795523615250506
Position 8475: 0.0001380738064120907
Position 1846: 0.00011237109653530935
Position 2704: 0.00011008067615296503
Position 4137: 0.00010415653955256156
Position 8292: 0.00010029355343846615
Position 10623: 9.333967847866115e-05
Position 780: 8.134593150185055e-05
Position 4064: 7.529643311257974e-05
Position 562: 7.164662308825262e-05
Position 9088: 7.008921669745006e-05
Position 2710: 6.816527262023317e-05
Position 9769: 6.666974073805741e-05
Position 2165: 6.56651920755027e-05
Position 7883: 4.326565124388149e-05
Position 355: 2.9045878885195416e-05
Position 3145: 2.8225158747985746e-05
Position 10594: 2.7373658461655945e-05
Position 8485: 2.7150112900827605e-05
Position 10642: 2.4745281344180196e-05
Position 7974: 1.3181321919374682e-05
Position 74: 1.1950475917884624e-05
Position 170: 1.105538717536849e-05
Position 3105: 9.159288646286089e-06
Position 275: 8.491099051972959e-06
Position 292: 6.3224416449784295e-06
Position 3719: 4.167885294282565e-06
Position 656: 4.042929202625613e-06
Position 30: 2.9756945892014375e-06
Position 181: 2.9504821092766356e-06
Position 378: 1.789226476047536e-06
Position 1619: 1.5901772258860425e-06
Position 880: 1.1366101097950994e-06
Position 1641: 9.773547733701565e-07
Position 172: 9.404394008416675e-07
Position 700: 7.847936795732698e-07
Position 362: 7.434139589411159e-07
Position 68: 7.342827078288378e-07
Position 364: 6.950869810963951e-07
Position 806: 6.572090894936932e-07
Position 804: 4.816136110439234e-07
Position 645: 4.7084120159503934e-07
Position 421: 2.6822666129473906e-07
Position 766: 2.6761642298148397e-07
Position 40: 2.553644347340695e-07
Position 46: 2.5220035504513416e-07
Position 285: 2.1919406383839696e-07
Position 16: 2.146988162608319e-07
Position 679: 1.603328986816984e-07
Position 705: 1.4367353710447768e-07
Position 410: 9.422229539236671e-08
Position 1208: 5.078004074577145e-08
Position 7745: 4.4745545984706446e-08
Position 827: 4.397138684017085e-08
Position 1376: 4.1537409831381245e-08
Position 463: 3.514751297333613e-08
Position 37: 2.1214059022840418e-08
Position 295: 4.170985087242099e-09
Position 427: 2.4942022346620757e-09
Position 616: 3.144083492173668e-11
Position 618: 1.4239323021028669e-11
Position 2012: 4.882650539054625e-12
Position 1526: 2.7599038710208414e-12
Position 1931: 2.7472750719665437e-12
Position 1954: 2.6106804989740652e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7676: 0.9967313891194823
Position 8961: 0.8879197228252536
Position 11002: 0.8154864284049818
Position 10389: 0.5043317144648551
Position 8805: 0.3737697859407397
Position 10787: 0.2240161546534754
Position 3043: 0.21473173618304087
Position 8607: 0.1994913646535603
Position 448: 0.17359338093625856
Position 10369: 0.16593056974413217
Position 10256: 0.12285519319491307
Position 8041: 0.11498856186607433
Position 8778: 0.10815350900456776
Position 8156: 0.08379145715115303
Position 8629: 0.07458090348912949
Position 10434: 0.062087601160788604
Position 8382: 0.062030661001263476
Position 4226: 0.04990778565339101
Position 8021: 0.041084696644724854
Position 8356: 0.04022979267057869
Position 410: 0.03983117971607591
Position 8687: 0.02903674763681838
Position 5430: 0.027514314311513643
Position 10588: 0.027265065672444144
Position 4377: 0.02713460401694183
Position 8732: 0.02191426844351973
Position 5267: 0.01864398538166804
Position 213: 0.01819422896078155
Position 6562: 0.015825494279333885
Position 3236: 0.015807371918410244
Position 10757: 0.01560577792465816
Position 8129: 0.014657390142562213
Position 920: 0.014454130252104461
Position 3266: 0.013673337799447864
Position 3087: 0.013435986057232494
Position 2795: 0.01325391511026335
Position 3212: 0.012960306316103919
Position 3128: 0.01211445356520744
Position 2553: 0.011404211376235306
Position 271: 0.011316534655930206
