Gene = Opa3
index = 781
Annotated 5SS: [251]
Annotated 3SS: [16419]
SMsplice 5SS: [  251 16653]
SMsplice 3SS: [16419 17354]
top_k =  1000
Partition function (log Z): -11.435083653553463

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9734586219405349
Position 4889: 0.42980336998281604
Position 16653: 0.38156752770457175
Position 4562: 0.2866908723731732
Position 7806: 0.23114991602196136
Position 4545: 0.1578843873892834
Position 16752: 0.1486404979775067
Position 10947: 0.1415326090285881
Position 17475: 0.06693490994478186
Position 3351: 0.05661398510135958
Position 17490: 0.04689531657510103
Position 1305: 0.028813026349976508
Position 1236: 0.027319191837400218
Position 17672: 0.02587794408281513
Position 3366: 0.025586196926366125
Position 163: 0.01983873403794215
Position 940: 0.019401300383297612
Position 2851: 0.01773419594845584
Position 80: 0.011055902841446487
Position 52: 0.009383929638453836
Position 1274: 0.009158970905633192
Position 2804: 0.008988082870295806
Position 2737: 0.008676993986517093
Position 2474: 0.007941121983245633
Position 13960: 0.007008858709899644
Position 5865: 0.006315789562275849
Position 4076: 0.005360578810268856
Position 3162: 0.005068733880990621
Position 4363: 0.004183986760496445
Position 1551: 0.004152348833863626
Position 3421: 0.003104019861991299
Position 4383: 0.003101779985321303
Position 2857: 0.003026615216515959
Position 512: 0.00192140717380191
Position 4747: 0.0016797820444748599
Position 6384: 0.0014423197415486299
Position 2938: 0.0013653074560859926
Position 33: 0.0013344599941629886
Position 185: 0.001315728623838497
Position 1962: 0.0010433818100437297
Position 4656: 0.0007302426896846144
Position 115: 0.0006502978890315526
Position 1899: 0.0006208906935363404
Position 7307: 0.0006129734555640817
Position 2863: 0.000556042233839321
Position 2243: 0.0005207735131761025
Position 1503: 0.0005046784685612234
Position 1744: 0.00045625381872069047
Position 71: 0.00045315497249865386
Position 3975: 0.00034208774197625266
Position 3565: 0.00029129740835369064
Position 4618: 0.0002786477539698109
Position 4599: 0.0002510007625380654
Position 4304: 0.00022286498484253914
Position 661: 0.00019761534322035667
Position 833: 0.00018523203414123852
Position 255: 0.00016227530656347467
Position 5615: 0.0001526531039196531
Position 87: 0.00015207047204964384
Position 6173: 0.00014946822003608426
Position 2382: 0.00014789450295349326
Position 3524: 0.00013669350396905533
Position 2658: 0.00012979128344752102
Position 3125: 0.00011565936638779483
Position 2287: 0.00011344231737648264
Position 3952: 0.00011273639996433319
Position 3360: 0.00011149993484619263
Position 3929: 0.00010792348649481641
Position 3093: 0.00010384178380408991
Position 2334: 9.984607336048409e-05
Position 2886: 9.967895057484543e-05
Position 3528: 8.445231927265321e-05
Position 3652: 7.756988378738747e-05
Position 4329: 7.152985291026966e-05
Position 1255: 7.011833104647762e-05
Position 1399: 6.772428002026249e-05
Position 3537: 6.764653522211268e-05
Position 2644: 6.751500643913642e-05
Position 1700: 6.337733581753669e-05
Position 3357: 6.18475064895249e-05
Position 2016: 6.06051940196826e-05
Position 3901: 5.9176967702066066e-05
Position 4336: 5.761045528327079e-05
Position 2030: 5.7610091218206964e-05
Position 665: 3.3468684954067374e-05
Position 997: 1.0999586684862097e-05
Position 112: 8.57030211305205e-06
Position 514: 8.415402986608842e-06
Position 2272: 7.332401807350971e-06
Position 1024: 6.621849120984873e-06
Position 704: 6.328047438292514e-06
Position 1532: 5.6900464089174895e-06
Position 1052: 5.664341846917786e-06
Position 645: 5.5811914937982205e-06
Position 2842: 5.52156221278292e-06
Position 674: 4.7893115013366305e-06
Position 2104: 3.5181170365611214e-06
Position 2823: 3.4489959647775747e-06
Position 548: 3.1834202188538344e-06
Position 1072: 2.998062249782475e-06
Position 2399: 2.9407933068496638e-06
Position 1078: 2.6355873468672324e-06
Position 633: 2.065278442799127e-06
Position 213: 1.895732498862599e-06
Position 2846: 1.8537984943502587e-06
Position 911: 1.415779403016742e-06
Position 708: 1.3904631303106309e-06
Position 1046: 1.1981805695018068e-06
Position 953: 7.58542320046503e-07
Position 529: 4.824769692584037e-07
Position 880: 4.5547835610293443e-07
Position 1082: 3.984338604292335e-07
Position 123: 2.900267801585191e-07
Position 141: 2.75989353528426e-07
Position 999: 2.273382362256694e-07
Position 805: 2.0561924166498535e-07
Position 1096: 4.472168041037912e-08
Position 299: 1.2760805840739648e-08
Position 314: 1.6969794506130406e-09
Position 318: 1.5455350453202043e-09
Position 388: 4.9923847849300726e-11
Position 422: 2.0481006012649432e-11
Position 482: 1.939896843659086e-11
Position 390: 2.6508141807763554e-12
Position 431: 7.070791430330604e-13
Position 571: 6.329756372689315e-13
Position 488: 5.664863259346897e-13
Position 541: 5.431916852388763e-13
Position 443: 9.385818532464544e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16419: 0.7156681605451404
Position 17354: 0.616079746525106
Position 4506: 0.437321033462077
Position 4779: 0.41520199695722276
