Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  1000
Partition function (log Z): 5.2441755726293025

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9907983142972496
Position 148: 0.9562681672172499
Position 7119: 0.9505959505678796
Position 9882: 0.9496468563732919
Position 4447: 0.8659699034035256
Position 20434: 0.721694283489947
Position 8431: 0.6763237607402619
Position 4193: 0.6746736424068175
Position 2554: 0.6731442964793203
Position 8131: 0.571317152888793
Position 14100: 0.5107396011221939
Position 19512: 0.41459291253669545
Position 1873: 0.36943131548879476
Position 12734: 0.33996833035254403
Position 14068: 0.2890847419806866
Position 1526: 0.22386340601907442
Position 14988: 0.21934399912568472
Position 9331: 0.21492183198400583
Position 11185: 0.18846208764105554
Position 3626: 0.1690469210833741
Position 11639: 0.150592318139251
Position 8939: 0.11896291189142758
Position 10148: 0.1171800554112864
Position 13540: 0.11406799467039906
Position 3764: 0.11148569583029677
Position 21681: 0.1075813512165188
Position 20452: 0.09728525116761766
Position 2753: 0.09480758805486723
Position 3824: 0.09308713914613025
Position 7467: 0.09180718541907962
Position 8984: 0.09112906470770703
Position 2665: 0.0858156615562403
Position 12650: 0.0854469813421488
Position 1847: 0.07208096729093676
Position 938: 0.07048681028673318
Position 13800: 0.06953148248027889
Position 8935: 0.06543386966656217
Position 8077: 0.06534850975817869
Position 10816: 0.05863381213722964
Position 18100: 0.050623797462706684
Position 5139: 0.04626192655874324
Position 14783: 0.03927665245147685
Position 3818: 0.03197288439509377
Position 20195: 0.029859245101485424
Position 8642: 0.02930909784172227
Position 14790: 0.028574365374390544
Position 20248: 0.027158267283712168
Position 12767: 0.026730027182161567
Position 22355: 0.02599095427734454
Position 5114: 0.024906753830678162
Position 12732: 0.024823572366040752
Position 2373: 0.02479684452322741
Position 4919: 0.024708509296871763
Position 17805: 0.02425177621785801
Position 19795: 0.024080016125702243
Position 7528: 0.023386430778303068
Position 3935: 0.022624821210487162
Position 3269: 0.022173188491428842
Position 8997: 0.020794267953538056
Position 21614: 0.017730370045905018
Position 17556: 0.0176179899913593
Position 6249: 0.01730281129109346
Position 5788: 0.01727830696162302
Position 17491: 0.0150223450842421
Position 2574: 0.014397859228655642
Position 2625: 0.013206116294537015
Position 3867: 0.01252646285405124
Position 4044: 0.011905422793712199
Position 4891: 0.011114938215803132
Position 3966: 0.010751697826712973
Position 20509: 0.01051687623349154
Position 21840: 0.010176081740856524
Position 13779: 0.010050669068658738
Position 13836: 0.00986361842348011
Position 5906: 0.009809350833763032
Position 16720: 0.00966371100226376
Position 3989: 0.008799713438814433
Position 253: 0.008527423324483628
Position 13941: 0.008283971907381388
Position 15724: 0.00826503858101457
Position 5723: 0.008264513718653017
Position 7748: 0.007435753508079066
Position 5174: 0.007112642711286697
Position 1305: 0.007072937989759309
Position 4861: 0.006762420120346502
Position 2997: 0.006720037111963699
Position 897: 0.0065785511930897215
Position 17540: 0.006530893146956126
Position 2970: 0.006506923561908818
Position 10492: 0.006316121739881584
Position 5135: 0.006309527347540076
Position 5124: 0.005740271069811929
Position 9341: 0.005710305123500937
Position 16197: 0.005561335070175454
Position 3952: 0.005354873466493373
Position 8944: 0.005334492609278873
Position 5679: 0.005324402502258442
Position 1555: 0.005209426083745557
Position 9355: 0.004666812240689585
Position 21967: 0.0046087098000027705
Position 7138: 0.00450456225165549
Position 5090: 0.004085998212782665
Position 1955: 0.0040808286638874544
Position 21244: 0.00402980517360574
Position 5206: 0.003785020191785052
Position 1366: 0.003657946642621707
Position 4951: 0.003555274882334051
Position 9348: 0.003539577776140274
Position 3541: 0.0033609696260679055
