Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  1000
Partition function (log Z): -6.374635316430311

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9919637769962312
Position 5399: 0.5855189895532784
Position 1837: 0.37295286434304087
Position 1426: 0.2690806762071176
Position 6523: 0.14248392319120837
Position 5589: 0.11563411889286063
Position 4525: 0.08540702832826441
Position 1793: 0.048341646264798234
Position 6515: 0.03803832542052864
Position 6473: 0.03423658693521261
Position 6127: 0.021591978358604724
Position 2191: 0.015744254374815747
Position 6260: 0.012904234908640325
Position 4510: 0.00846549479226423
Position 524: 0.005689869778598415
Position 1375: 0.005098699064175693
Position 4158: 0.004686764828450662
Position 6008: 0.00447152728350393
Position 5489: 0.004059194873221922
Position 1672: 0.0039701886129138945
Position 4152: 0.0033188969596755474
Position 2087: 0.0032306040123142297
Position 2820: 0.0029598820578316584
Position 2968: 0.0027554011070722514
Position 4275: 0.0025845824477984643
Position 5432: 0.002169067152132666
Position 3757: 0.0019768275273533606
Position 5206: 0.0017297726764022858
Position 2231: 0.0014577289079137595
Position 6830: 0.0013949175782087193
Position 4198: 0.0012793767700438568
Position 183: 0.001270645956466648
Position 3697: 0.001258406124576351
Position 6408: 0.0012023541683045481
Position 654: 0.0010434713887135585
Position 1530: 0.0009733658114685548
Position 2346: 0.0009419376727634072
Position 6488: 0.0009088882971354064
Position 5790: 0.0008083472235072184
Position 4446: 0.0008055604899401356
Position 667: 0.0007994286376059941
Position 2865: 0.000759813274436472
Position 5976: 0.0006119659290524158
Position 4188: 0.0005911049811054438
Position 976: 0.0005884382704018792
Position 180: 0.0005528995050222156
Position 3302: 0.0005137984748024071
Position 736: 0.0004805969326068482
Position 536: 0.0004358701280272043
Position 2941: 0.00036857880986102426
Position 5379: 0.0002856832363068873
Position 3636: 0.0002441804021263564
Position 4375: 0.0002372990081342653
Position 2216: 0.0002306338220223393
Position 1887: 0.00017185264600743185
Position 139: 0.00014823577870860534
Position 1336: 0.00014077421323851558
Position 519: 0.00011751202087486414
Position 2152: 0.00010436793620087835
Position 612: 0.00010339550117164236
Position 659: 8.655370521782143e-05
Position 425: 5.802585962139214e-05
Position 1080: 5.7345961476957296e-05
Position 827: 5.4254762404683615e-05
Position 169: 4.9783166067193194e-05
Position 979: 4.2316491609722555e-05
Position 154: 3.9303235668705396e-05
Position 888: 3.77514638696517e-05
Position 836: 3.659732934546238e-05
Position 229: 3.0230573049092682e-05
Position 1310: 2.99854501652916e-05
Position 218: 2.9540136459964224e-05
Position 12: 2.333871024985916e-05
Position 101: 2.2878959457420597e-05
Position 875: 1.2053443848696076e-05
Position 1297: 1.0456355274514251e-05
Position 163: 9.953488411115916e-06
Position 1007: 8.646183221561432e-06
Position 865: 6.470877208806792e-06
Position 595: 6.305121660239659e-06
Position 1826: 5.026033855533555e-06
Position 1797: 4.114689538879876e-06
Position 1300: 4.088605002114726e-06
Position 1050: 2.886157271063559e-06
Position 881: 2.714718200347046e-06
Position 816: 2.201627715983626e-06
Position 1846: 1.3861741100731915e-06
Position 1910: 1.0118254590080903e-06
Position 1714: 8.959152314932717e-07
Position 1791: 8.929007640947225e-07
Position 1002: 8.539273805613745e-07
Position 1948: 7.020056102053048e-07
Position 461: 6.126002337064001e-07
Position 995: 6.068838979533421e-07
Position 2702: 5.604913529723893e-07
Position 1770: 5.542105676998297e-07
Position 1501: 4.221273352987223e-07
Position 1722: 3.7718935895318434e-07
Position 587: 3.126048413483084e-07
Position 803: 3.007101837423505e-07
Position 299: 2.8215039535599506e-07
Position 913: 1.207375830109806e-07
Position 1907: 1.4572771729903538e-08
Position 493: 1.440986869393259e-08
Position 90: 1.1479730753810006e-08
Position 222: 8.862500912638381e-09
Position 66: 7.238243790630767e-09
Position 435: 6.080258249865256e-09
Position 348: 4.138999472705442e-09
Position 73: 3.4896148565326918e-09
Position 825: 1.2806656716441288e-09
Position 845: 1.107786044955042e-09
Position 437: 1.0298111541864392e-09
Position 220: 9.79163250618418e-10
Position 379: 7.644617936259853e-11
Position 554: 4.0812354510691986e-11
Position 359: 1.928617585311362e-11
Position 533: 8.062122676334935e-12
Position 1379: 3.3893947899439866e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.7838982805589155
Position 6364: 0.6468683067701484
Position 1671: 0.2528849436430153
Position 1229: 0.10666037241890293
Position 1732: 0.10328570663293554
Position 4407: 0.09971262294071258
Position 6721: 0.0883811133733763
Position 6227: 0.07601104813642504
Position 7168: 0.0758543145512224
Position 1652: 0.05799206264095292
Position 1291: 0.05187037022917431
Position 1319: 0.04223752555064184
Position 1079: 0.0371368166215528
Position 5568: 0.030374001641271676
Position 2055: 0.02928817573928498
Position 6973: 0.02422555578084771
Position 4098: 0.017705084211489842
Position 6035: 0.014397791857938692
Position 7257: 0.013832796781944122
Position 3508: 0.013073720121414233
Position 5517: 0.011412445323221089
Position 1185: 0.011273795813717031
Position 3294: 0.011261212091413356
Position 6818: 0.01062969679447919
Position 5923: 0.009348297406355748
Position 577: 0.009177105653003772
Position 6425: 0.008567694737440283
Position 6790: 0.008163935700715058
Position 6613: 0.00798787093291714
Position 1509: 0.007611639646129624
Position 3467: 0.007163457977188621
Position 5901: 0.00685732836934407
Position 6514: 0.006342983196011835
Position 1326: 0.006050473422096586
Position 2701: 0.005823128994538496
Position 6599: 0.005492486928034214
Position 3354: 0.005426474101055159
Position 5534: 0.004895885806953094
Position 5335: 0.004868070175399648
Position 7194: 0.004734707487047635
Position 1580: 0.004708106591931527
Position 966: 0.004132539023200217
Position 6578: 0.0034461273261334564
Position 1977: 0.003342217546913999
Position 1155: 0.003328482090302031
Position 2820: 0.003273299385535369
