Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  8639 10306 10946 11602 12216 12453 14512 14707 15944 16087
 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042 19168
 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  1000
Partition function (log Z): 41.28854778058116

Sorted 5' Splice Sites (High to Low Probability):
Position 12453: 0.9881609675285973
Position 14512: 0.9842565236194354
Position 23733: 0.9805309050029621
Position 19466: 0.9792138648886641
Position 32891: 0.9472843791973397
Position 15944: 0.9419531405650449
Position 27907: 0.9308128591287607
Position 10306: 0.9039375577700453
Position 23205: 0.8928825985682047
Position 33758: 0.8763123052014584
Position 24087: 0.8422574655725523
Position 8639: 0.8362793430090883
Position 79: 0.8114568330806535
Position 2858: 0.7911243035458293
Position 11602: 0.7899618928464792
Position 12216: 0.7871004018295742
Position 5973: 0.6876448716682947
Position 25198: 0.6813148569995864
Position 24446: 0.6722277720756111
Position 10946: 0.6482171781650528
Position 16883: 0.6246090176050605
Position 14707: 0.6082029361913636
Position 19243: 0.5464648884566836
Position 5564: 0.5308791946944179
Position 13856: 0.510257927641245
Position 16087: 0.49551006205508313
Position 17438: 0.4291824658111385
Position 26366: 0.3388211688832341
Position 16612: 0.3354331741543003
Position 16107: 0.3216650269453128
Position 20137: 0.2644977492821949
Position 14812: 0.2568469186647763
Position 24308: 0.2559192947786977
Position 1449: 0.2422468491608025
Position 19292: 0.21857695907239222
Position 28593: 0.17861929704876287
Position 1119: 0.17273231823624674
Position 13138: 0.1700305129100153
Position 55: 0.15698396848883192
Position 13215: 0.15072234716310368
Position 23567: 0.14671615073060568
Position 7224: 0.1432589911986211
Position 8194: 0.1351805446983292
Position 10710: 0.12815742861102394
Position 16900: 0.12338306753497982
Position 5685: 0.11593758829199753
Position 2828: 0.10916629915917615
Position 28174: 0.10676290183034752
Position 31214: 0.09884054391000817
Position 11848: 0.09686095683095203
Position 1095: 0.09581368121558538
