Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  1000
Partition function (log Z): -8.694328868043925

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6463042041772884
Position 519: 0.46948848155718514
Position 271: 0.14421110108277188
Position 109: 0.1185586770673568
Position 280: 0.05597072766026175
Position 1180: 0.026209983219367006
Position 321: 0.024667268342441366
Position 1360: 0.023644208095133835
Position 1012: 0.022126530692734448
Position 569: 0.018060485580790462
Position 2689: 0.010088310858847252
Position 829: 0.008947074556643394
Position 240: 0.007900211310688837
Position 266: 0.006592597465171786
Position 315: 0.0050876775973426385
Position 2207: 0.004816928308287142
Position 301: 0.0036814642723634115
Position 45: 0.0029653552714763026
Position 2707: 0.002740069427207072
Position 113: 0.002276110478793647
Position 1039: 0.0021582593239032146
Position 2776: 0.0017327840007062677
Position 353: 0.001513434854293991
Position 609: 0.0010962087836635123
Position 148: 0.0010308357092081643
Position 706: 0.0008945345076696045
Position 103: 0.0008060448446995539
Position 928: 0.0006813256339916111
Position 374: 0.0006254964126043986
Position 1411: 0.0006061096197450434
Position 2003: 0.0005865193283541218
Position 981: 0.0005306267891631498
Position 1679: 0.00048293775109566625
Position 304: 0.0002907372510675936
Position 1990: 0.0002448407314773605
Position 1189: 0.00023307458567981218
Position 131: 0.00021761182532372325
Position 2638: 0.0001856750337648195
Position 523: 0.00016735906073053156
Position 204: 0.00010881387630344744
Position 3007: 9.538790168250923e-05
Position 2617: 9.387755245255787e-05
Position 2940: 6.984940758663507e-05
Position 2975: 6.113783167947309e-05
Position 657: 5.2796219765609994e-05
Position 969: 3.32855705828029e-05
Position 549: 2.1104637015451442e-05
Position 689: 2.0328243936648414e-05
Position 897: 1.8947492277057863e-05
Position 123: 1.823255220713501e-05
Position 335: 1.2645776668760621e-05
Position 925: 1.1329652937533145e-05
Position 1171: 8.586759406807998e-06
Position 615: 6.173767864348405e-06
Position 849: 5.194388102268757e-06
Position 1136: 4.8423589132914445e-06
Position 468: 4.388382667782487e-06
Position 25: 3.966482525412366e-06
Position 675: 3.4963443128951297e-06
Position 802: 3.0086820632177416e-06
Position 730: 2.384087770665786e-06
Position 356: 2.3803374399463635e-06
Position 833: 2.2917047193964846e-06
Position 1242: 1.4827195591302628e-06
Position 701: 1.5203897357306754e-07
Position 378: 1.33341698669395e-07
Position 390: 2.6169402251388804e-08
Position 395: 1.763501402584166e-08
Position 387: 6.4690044684093715e-09
Position 401: 3.7375189215234405e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9076667935932341
Position 2891: 0.11216804793695294
Position 2569: 0.07569125807999329
Position 861: 0.06844823832196552
Position 1989: 0.055482668910282806
Position 1246: 0.054650303401176804
Position 756: 0.04879325230827351
Position 2848: 0.026215795449559678
Position 229: 0.022766752726237127
Position 2065: 0.02170171706485152
Position 792: 0.021120758603643153
Position 666: 0.015480683419339825
Position 1556: 0.015469395856093315
Position 739: 0.015055107584257328
Position 2103: 0.012978088749780512
Position 410: 0.011900337977895513
Position 2439: 0.010219685965634166
Position 1112: 0.009552471654882471
Position 1351: 0.008834374358808638
Position 2974: 0.006692546066478051
Position 1682: 0.006450961030161783
Position 1011: 0.006346811219828738
Position 2014: 0.00613788337720401
Position 1593: 0.005033687208839741
Position 942: 0.004901499054626858
Position 1814: 0.004358763654755433
Position 1278: 0.004118201318438084
Position 2536: 0.003659023352134375
Position 2492: 0.0033541616496265705
Position 1747: 0.003326538090829887
Position 1038: 0.0032864153387459853
Position 2688: 0.002848574370669403
Position 166: 0.0027169984750580276
Position 1457: 0.002700372414499733
Position 2444: 0.0026330247584518203
Position 2808: 0.0022278771221700875
Position 1861: 0.0020611667001329556
Position 1773: 0.002021831037862228
Position 1143: 0.001711549979646716
Position 3233: 0.0015954064288378543
Position 1562: 0.0015925068577539263
Position 761: 0.0014950189476596715
Position 220: 0.0014164253976577188
Position 1098: 0.001363184357842326
Position 1391: 0.0012885552743162885
Position 2196: 0.0010601548581272843
Position 1123: 0.0009681024888489534
Position 1692: 0.0009434352300121168
Position 2944: 0.0009036152185040136
Position 1732: 0.0008415976376745987
Position 1252: 0.000839586173615116
Position 1572: 0.0007801244961039501
Position 2386: 0.0007583422504881529
Position 1511: 0.0006719543758415915
Position 246: 0.0006459713734723703
Position 2294: 0.0006177750536461149
Position 1533: 0.0005761222385672656
Position 1226: 0.0005572754904112886
Position 683: 0.0004942946051513559
Position 1749: 0.00048087773549359625
Position 771: 0.0004353698837336
Position 3195: 0.0004110539971927014
Position 1381: 0.0003909717145506965
