Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  1000
Partition function (log Z): -5.684249199569252

Sorted 5' Splice Sites (High to Low Probability):
Position 20256: 0.9991615376004704
Position 4303: 0.9972890444171608
Position 275: 0.8906997472145154
Position 22408: 0.8123940400175343
Position 12191: 0.7192775004401304
Position 20593: 0.6853268958499109
Position 26603: 0.12695119897353976
Position 11223: 0.09763859826092657
Position 14074: 0.09021696453333407
Position 23078: 0.0690801674550569
Position 12705: 0.06254578281483039
Position 87: 0.05886420173417418
Position 12305: 0.05621732972739628
Position 92: 0.05283720813683058
Position 25213: 0.05186217237335511
Position 26595: 0.04932944301955483
Position 1060: 0.04820518663137679
Position 23215: 0.04783985076961295
Position 1135: 0.0473582104749828
Position 25666: 0.04526641585800432
Position 14199: 0.037406290675126665
Position 27160: 0.03473075356089109
Position 900: 0.03419155711171256
Position 3808: 0.029483149126713043
Position 20605: 0.027921809808060954
Position 909: 0.023627417563834054
Position 25369: 0.022999702375664455
Position 22658: 0.019104904630527393
Position 2387: 0.017110181427467303
Position 594: 0.016782264040263756
Position 21409: 0.014467390134564577
Position 3815: 0.014094687410294173
Position 292: 0.01117091299298771
Position 2633: 0.011119572451448177
Position 7437: 0.010425795344735561
Position 26065: 0.010104683486935592
Position 704: 0.009572217249217588
Position 25328: 0.007986583656025642
Position 4000: 0.007571385659495509
Position 21308: 0.006851721809851214
Position 26189: 0.0058433182468807625
Position 4061: 0.005840385754226147
Position 21291: 0.005804563031141235
Position 26983: 0.005670905654572009
Position 4006: 0.005664226855559636
Position 2709: 0.005421423324536773
Position 2287: 0.005155691985850733
Position 24549: 0.004724064570280889
Position 4056: 0.004419073874336689
Position 504: 0.0044029706590177995
Position 26937: 0.004316585604121686
Position 758: 0.004286525719329363
Position 1127: 0.003934586570642022
Position 8023: 0.003786959392347841
Position 20537: 0.003069955038693746
Position 23623: 0.00296300058525826
Position 21552: 0.0025182739172015553
Position 2123: 0.002404962145246563
Position 3292: 0.0023491455464502257
Position 3646: 0.002288279103502282
Position 22528: 0.002282905749187457
Position 142: 0.001964632462538067
Position 954: 0.00194226068994545
Position 26297: 0.0018532560827721496
Position 1179: 0.0018459752826503442
Position 133: 0.0016104366619429824
Position 12649: 0.001479230862375811
Position 3936: 0.001414903322841948
Position 22398: 0.0013281580081148416
Position 24639: 0.0012568795333383802
Position 396: 0.0010858994200819321
Position 12904: 0.0010730616298382793
Position 23002: 0.000987521522569315
Position 7813: 0.0009667634876017411
Position 22783: 0.0008427970399797471
