Gene = Rps15a
index = 929
Annotated 5SS: [  53 1080 1404 6256]
Annotated 3SS: [ 941 1323 6169 6994]
SMsplice 5SS: [  53 1080 1404 6256]
SMsplice 3SS: [ 941 1323 6169 6994]
top_k =  1000
Partition function (log Z): 0.6729834736348219

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.9942243522486226
Position 1404: 0.9699712682456402
Position 53: 0.9123007481519289
Position 6256: 0.6357738704983277
Position 2404: 0.20540648250580196
Position 4864: 0.20177320542846178
Position 7091: 0.1951498340106188
Position 717: 0.13737028756956654
Position 3866: 0.10671645107792081
Position 6494: 0.10025677674957141
Position 7131: 0.08435441181794334
Position 761: 0.06659003088960176
Position 4954: 0.05666281321121698
Position 7325: 0.055090149696868415
Position 2212: 0.05255396987007024
Position 768: 0.04919846964813768
Position 449: 0.042502765970544705
Position 1815: 0.038766586366311986
Position 57: 0.03568081383528531
Position 681: 0.02396826509370234
Position 7608: 0.016626895453335164
Position 4380: 0.016230390871731767
Position 6246: 0.014855048382640339
Position 4653: 0.01328552400773384
Position 6328: 0.011844159388154411
Position 6425: 0.011336220945075215
Position 6284: 0.008823536327998887
Position 7707: 0.006420232903741355
Position 7191: 0.005742999256828494
Position 4749: 0.004863845283083184
Position 338: 0.004210534818475387
Position 5563: 0.004045957945535862
Position 92: 0.003988402926724829
Position 1019: 0.003872613313989711
Position 2217: 0.0034371035092215156
Position 6112: 0.003064530508472955
Position 7291: 0.002910371207728841
Position 5922: 0.0028626209057995605
Position 7718: 0.0025318078575846787
Position 8327: 0.0023487218533145794
Position 8: 0.0022543721081638947
Position 524: 0.0019688552091370807
Position 7204: 0.0016341416990208405
Position 5313: 0.00158376271215845
Position 2203: 0.000974939405216331
Position 848: 0.0009182005438399118
Position 474: 0.0008579046252516167
Position 8128: 0.0008085358363067797
Position 499: 0.000732918886782292
Position 6474: 0.0006303909211972274
Position 2115: 0.0006272119017418169
Position 7681: 0.0006149245611248961
Position 831: 0.0005878693351496615
Position 287: 0.0005486186133218511
Position 136: 0.0005368009661396024
Position 1592: 0.0004906961868717518
Position 4741: 0.0004832759856339161
Position 196: 0.00048239352956420224
Position 1255: 0.0004760754394523651
Position 1064: 0.000429999107928851
Position 834: 0.0004214828576887689
Position 268: 0.0003365706220846805
Position 182: 0.00032481630584815823
Position 314: 0.0003055499252136034
Position 1084: 0.00026403947635446454
Position 118: 0.0002589629720171501
Position 685: 0.0002401485781667655
Position 1134: 0.00023891555067995327
Position 166: 0.0002203576792427361
Position 259: 0.0002091448337014967
Position 1054: 0.00020799503211962702
Position 860: 0.00020191515407238882
Position 1157: 0.0001953423368359531
Position 1992: 0.00019336473377128054
Position 1560: 0.00018362590004602884
Position 469: 0.00015672534905725643
Position 351: 0.00014958046508739374
Position 307: 0.0001475287176099842
Position 765: 0.0001448205959098009
Position 3229: 0.00014444035465917195
Position 163: 0.00014368445038904153
Position 7209: 0.00013610682064204085
Position 131: 0.00013015480872266577
Position 2598: 0.00011898893537351602
Position 3067: 0.00010669262444156497
Position 5129: 0.00010100743452288942
Position 376: 9.220807671222241e-05
Position 1781: 8.700951541578986e-05
Position 1043: 8.524175739908719e-05
Position 2091: 8.458626000003789e-05
Position 1394: 7.828139648451729e-05
Position 4479: 7.439702056163121e-05
Position 1035: 7.422673525574544e-05
Position 460: 7.102255361110964e-05
Position 622: 6.894096575323144e-05
Position 63: 6.593550998566448e-05
Position 820: 6.412296057833802e-05
Position 1673: 6.025197699055771e-05
Position 1836: 5.8667475428137335e-05
Position 5492: 5.7342534891823265e-05
Position 758: 5.653919378340038e-05
Position 329: 5.5339952499391494e-05
Position 2196: 5.367273070598548e-05
Position 2208: 4.968659600365498e-05
Position 6935: 4.913823500849211e-05
Position 1049: 4.527090079130213e-05
Position 2512: 4.51807729109616e-05
Position 714: 4.352228630974835e-05
Position 316: 4.242467255239521e-05
Position 526: 3.3317242536789e-05
Position 810: 3.3306793441363314e-05
Position 528: 3.155192845393152e-05
Position 410: 3.1063462954576446e-05
Position 79: 2.9755811519387726e-05
Position 712: 2.9703629566502873e-05
Position 532: 2.7054441971519243e-05
Position 530: 2.6752461447331057e-05
Position 389: 2.6631590368132896e-05
Position 463: 2.4968979018241024e-05
Position 559: 2.0416300407201636e-05
Position 1846: 1.757511040858981e-05
Position 780: 1.73105186931419e-05
Position 89: 1.436700725455688e-05
Position 950: 1.436228298966134e-05
Position 756: 1.3766200975659919e-05
Position 782: 1.2390132930884795e-05
Position 1723: 1.2135816894748003e-05
Position 1090: 1.2055916534074915e-05
Position 289: 1.1975532345476475e-05
Position 1099: 1.1419130454672164e-05
Position 540: 1.1389971635657932e-05
Position 1140: 1.066036649077407e-05
Position 172: 9.641072608257985e-06
Position 668: 9.550954173238304e-06
Position 430: 8.520904824662203e-06
Position 733: 7.433245016411188e-06
Position 890: 7.210008803842368e-06
Position 116: 6.684243773763141e-06
Position 67: 6.4559145211137615e-06
Position 731: 6.438491024303803e-06
Position 87: 6.02380021079326e-06
Position 12: 6.016729127996925e-06
Position 567: 5.939898437131435e-06
Position 77: 5.714606173179541e-06
Position 61: 5.4058338988726946e-06
Position 647: 5.3810318642309946e-06
Position 98: 4.740624352700373e-06
Position 1109: 4.392941224078651e-06
Position 1092: 3.7123352783730302e-06
Position 1645: 3.5164499012263407e-06
Position 1513: 3.3595914857935038e-06
Position 1189: 3.122806544757936e-06
Position 1850: 3.079573757364683e-06
Position 536: 3.062912530942594e-06
Position 1273: 2.763501746323051e-06
Position 395: 2.751789242354896e-06
Position 443: 2.4673251613568996e-06
Position 1623: 2.0737073105505856e-06
Position 1879: 1.294105262102614e-06
Position 577: 1.1976925389277427e-06
Position 1161: 1.1512998538338625e-06
Position 572: 1.0930204543796754e-06
Position 1819: 1.080905543101222e-06
Position 392: 1.0280437404677595e-06
Position 1773: 9.81188936062584e-07
Position 1540: 6.538821917055981e-07
Position 1451: 6.202885645016378e-07
Position 552: 6.044643021029e-07
Position 494: 5.4263956979122e-07
Position 1507: 5.056302780361982e-07
Position 1261: 4.0857937539049096e-07
Position 534: 1.9518870615939128e-07
Position 1267: 1.4397938410707424e-07
Position 1279: 1.1781076972554611e-07
Position 1308: 1.107996812048956e-07
Position 1297: 1.0387561305915397e-07
Position 1333: 2.3216069292937557e-08
Position 544: 1.5044041153771085e-08
Position 1840: 7.472023884758608e-09
Position 1749: 6.635068220478015e-09
Position 1670: 5.888286472926669e-09
Position 1804: 5.569426977206596e-09
Position 1377: 3.527808831302119e-09
Position 1374: 2.848613589975545e-09
Position 1434: 9.924374952230574e-10
Position 1664: 1.4399544933793828e-10
Position 1675: 1.395878177865721e-10
Position 1449: 4.582033929069096e-11
Position 542: 5.787471363723666e-12
Position 1547: 1.5037342424600946e-12
Position 1159: 3.3974512572692138e-15
Position 962: 2.027651142192701e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 941: 0.9988831056079358
Position 1323: 0.9574711434949948
Position 6994: 0.7622271300217505
Position 6169: 0.6403439616547026
Position 618: 0.16180544012190995
Position 4706: 0.10155502740819077
Position 4815: 0.09942152491536792
Position 6342: 0.07350849178304478
Position 2301: 0.070851978641597
Position 8258: 0.0699456794586963
Position 9287: 0.0678510008145213
Position 7874: 0.06699445015653435
Position 7154: 0.06641017496560035
Position 10251: 0.06345440400944725
Position 668: 0.06265639473028514
Position 7599: 0.0601017096576562
Position 2037: 0.05412885935850647
Position 3708: 0.047433904426635205
Position 6098: 0.04316155035997032
Position 9131: 0.04187385781277227
Position 1698: 0.037058107369102554
Position 6403: 0.03371957954059181
Position 4794: 0.032115658887239114
Position 2153: 0.031655335684403985
Position 647: 0.029112165864115185
Position 6493: 0.02230561898272093
Position 4636: 0.019306041751064953
Position 2085: 0.018696536871408976
Position 7258: 0.018453662165887223
Position 2304: 0.017787451871620247
Position 2265: 0.01652987443000636
Position 7385: 0.0161923405244711
Position 3744: 0.015066955667276612
Position 229: 0.013442711085956887
Position 2161: 0.01343055692958347
Position 3725: 0.012678671209953718
Position 3547: 0.012328828742680091
Position 4513: 0.012168224793999028
Position 7157: 0.012133765962586017
Position 2248: 0.01202680078427142
Position 2365: 0.011721871694253507
Position 2283: 0.011144376477772796
Position 4296: 0.010035728451146239
Position 748: 0.00869217577785777
Position 9033: 0.008640017981000028
Position 7923: 0.0074791786903833585
Position 4733: 0.0069967218338447285
Position 1389: 0.0063493964182404095
Position 8981: 0.005936707925607095
Position 6424: 0.005880555552190184
Position 9517: 0.005856154623739285
Position 9460: 0.005855867428651463
Position 8114: 0.005255487133006035
Position 5790: 0.005234198511921636
Position 2188: 0.004851456072597009
Position 6360: 0.004653610766897397
Position 6595: 0.003963975531974028
Position 6903: 0.0039595621343250014
Position 280: 0.0036397607909852948
Position 3687: 0.0036081904125105477
Position 3682: 0.003300751366541994
Position 5446: 0.003167228028964841
Position 4543: 0.003127209319115589
Position 3806: 0.0031203710201768175
Position 147: 0.0030678782873497035
Position 4775: 0.003037821763218745
Position 10702: 0.002973779387329588
Position 4224: 0.002894760856536732
Position 6761: 0.002835958102684736
Position 6827: 0.002762084151808876
Position 8649: 0.0026239772870172286
Position 7988: 0.002613437328292516
Position 4100: 0.0025884267367232744
Position 7201: 0.002510529272406527
Position 8785: 0.002319360304097301
Position 3602: 0.002220099023388441
Position 3736: 0.0021945549466477633
Position 1278: 0.0020809608952538955
Position 1206: 0.0016912547584950924
Position 4737: 0.0016411265213612859
Position 5921: 0.0016207307383845336
Position 7904: 0.0013049774145981374
Position 520: 0.001286695993268231
Position 4770: 0.0012389319169862792
Position 572: 0.001185915499784245
Position 5090: 0.0011176056755440459
Position 1483: 0.0010644979235984444
Position 3635: 0.0010344815031519269
Position 1360: 0.0010016159027070254
Position 1564: 0.0009247522282986338
Position 4546: 0.0009238746117174981
Position 166: 0.0009077558630597122
Position 2314: 0.0008620911923402103
Position 1343: 0.0008270661430826559
Position 628: 0.0008237821707125463
Position 5740: 0.0008023754351056959
Position 8673: 0.0007661398722789375
Position 7449: 0.0007581580873431517
Position 701: 0.0007498891142490705
Position 8582: 0.0006993513815683037
Position 1513: 0.0006963965259730867
Position 3645: 0.0006817400523525852
Position 5538: 0.0006791149069905114
Position 3536: 0.0006624300652872308
Position 7403: 0.0006519046697840761
Position 4259: 0.0006518687085533866
Position 6545: 0.0006411505293840175
Position 1849: 0.0006217304354574837
Position 2203: 0.0006119053941286522
Position 1219: 0.0005783923640831569
Position 3599: 0.0005459735013907146
Position 7129: 0.0005414158813879872
Position 6189: 0.0005305419198372537
Position 3830: 0.0005281304716056702
Position 5242: 0.0005203895695650835
Position 1623: 0.0005151677596663762
Position 3768: 0.0005135879140239677
Position 7711: 0.0004931300280703972
Position 3654: 0.0004874433017066297
Position 1272: 0.00048170403204598046
Position 380: 0.00044868803619339055
Position 428: 0.0004443818325338895
Position 6209: 0.00041496235100828575
Position 7219: 0.00041355927065684695
Position 3690: 0.00040323509387182047
Position 5366: 0.0003962402289656788
Position 6057: 0.00035126931627596367
Position 6626: 0.0003487137852221869
Position 157: 0.000328609429495211
Position 1937: 0.0003166327793274221
Position 2715: 0.00031294067532533444
Position 2394: 0.00031036280367576646
Position 4360: 0.0003092169700566407
Position 2949: 0.0003076025741309686
Position 2477: 0.00030399789621926587
Position 4710: 0.00030118947652673137
Position 8296: 0.0002952368286227143
Position 336: 0.0002901428953521056
Position 212: 0.000286489563817741
Position 1151: 0.0002738855116086919
Position 1626: 0.0002533616080960486
Position 4837: 0.0002287923696773492
Position 868: 0.0002125809827033964
Position 3083: 0.00020802526953459522
Position 1996: 0.0002015768566595882
Position 3513: 0.00020081087602916007
Position 1247: 0.00019021253176534347
Position 2208: 0.00018309712708811565
Position 1643: 0.0001822386832547553
Position 1431: 0.000181962436261969
Position 1940: 0.00015744836058897386
Position 3637: 0.00015219258767374473
Position 3135: 0.00014996509008879534
Position 3089: 0.00014414642078177786
Position 6616: 0.00014059589171882696
Position 2581: 0.0001346085997940349
Position 3811: 0.00013334310460263492
Position 982: 0.00012988999065927082
Position 1718: 0.0001251694787574475
Position 1199: 0.00012279430703071402
Position 1899: 0.00011553595909149451
Position 199: 0.00011482708139047546
Position 2039: 0.00011088913166628619
Position 4169: 9.711681612390294e-05
Position 1109: 9.199071073830464e-05
Position 2167: 9.158707340219764e-05
Position 355: 8.973441618090764e-05
Position 4907: 8.541480868490149e-05
Position 677: 8.029718125050294e-05
Position 1659: 7.556762807820317e-05
Position 131: 7.495407217367847e-05
Position 5210: 6.924490408820597e-05
Position 567: 6.451819145532888e-05
Position 1757: 6.265548970568013e-05
Position 2635: 5.145385628773081e-05
Position 2316: 5.0406970470074234e-05
Position 3561: 4.939060446888731e-05
Position 3508: 4.8798267625450666e-05
Position 376: 4.600934468392163e-05
Position 2724: 4.532853839151635e-05
Position 2005: 4.399871717055069e-05
Position 1393: 2.9487089438463282e-05
Position 299: 2.8420897974718057e-05
Position 1579: 2.8238191787808196e-05
Position 2756: 2.7323036517929528e-05
Position 1146: 2.686315633312375e-05
Position 4515: 2.663784628704995e-05
Position 3611: 2.1117598400964517e-05
Position 2489: 1.9749527303826586e-05
Position 1227: 1.7582813635696586e-05
Position 1999: 1.3529616722437254e-05
Position 1705: 1.3243597143731545e-05
Position 2014: 1.3070655993766798e-05
Position 1449: 1.0343765145884917e-05
Position 1960: 9.062600420028855e-06
Position 477: 7.556481563689534e-06
Position 898: 7.434441435229152e-06
Position 2064: 7.001834733564191e-06
Position 1871: 6.49208640960602e-06
Position 984: 6.402928030612311e-06
Position 1029: 6.053281748954475e-06
Position 314: 6.047215733979386e-06
Position 874: 5.869694242692769e-06
Position 1362: 5.862425520272773e-06
Position 440: 5.824719488544272e-06
Position 474: 5.3948675907295115e-06
Position 1778: 4.263209269019135e-06
Position 2041: 4.190565188111555e-06
Position 1603: 3.745884415798942e-06
Position 2091: 3.676283722200345e-06
Position 2070: 3.3866230742410626e-06
Position 777: 3.3702561839073e-06
Position 834: 2.9049965022074646e-06
Position 2391: 2.8444205256788305e-06
Position 351: 2.7876012667135795e-06
Position 721: 2.674473945509569e-06
Position 1221: 2.4160624551323454e-06
Position 1003: 2.161323508611955e-06
Position 2056: 1.9637340333034327e-06
Position 361: 1.931820679985444e-06
Position 893: 1.8934766074401585e-06
Position 1018: 1.8752040263191703e-06
Position 1007: 1.8325574879303383e-06
Position 1722: 1.691158603095817e-06
Position 437: 1.6135821565563575e-06
Position 2107: 1.4701788288774274e-06
Position 3554: 1.3666509446366909e-06
Position 307: 1.280610450295802e-06
Position 2096: 1.1994312422488292e-06
Position 1075: 1.0541534881409595e-06
Position 1043: 1.0179328583631304e-06
Position 796: 9.731300285874975e-07
Position 1856: 8.572616449966506e-07
Position 1964: 8.155349686043504e-07
Position 1255: 8.133948682215119e-07
Position 1904: 8.087888134337505e-07
Position 1883: 7.759138610345103e-07
Position 1130: 5.011529573058219e-07
Position 3142: 3.792501276209814e-07
Position 810: 3.748133022850849e-07
Position 820: 2.868654733101778e-07
Position 1005: 2.6155671551114035e-07
Position 1581: 2.5922956640129423e-07
Position 880: 1.597917772829203e-07
Position 790: 1.2845441459505855e-07
Position 1819: 1.0825607878171385e-07
Position 1134: 1.0291201828203029e-07
Position 1259: 8.818477321661108e-08
Position 1234: 8.595057787931991e-08
Position 1370: 4.990213922340635e-08
Position 1720: 4.714071584241577e-08
Position 448: 4.5496334794703404e-08
Position 1495: 4.3667587032382945e-08
Position 1124: 4.0184765894517356e-08
Position 452: 3.2022069676088675e-08
Position 805: 2.24169649978482e-08
Position 1232: 4.2959007444125594e-09
