Gene = Ppat
index = 842
Annotated 5SS: [  622 24788 25905 29124 29368 30109 31823 32208 33545 35634]
Annotated 3SS: [24720 25697 29010 29221 30035 31670 32079 33322 35512 36172]
SMsplice 5SS: [  622 25905 29124 29368 30109 31823 32208 35634]
SMsplice 3SS: [25697 29010 29221 29966 31670 32079 35512 36172]
top_k =  1000
Partition function (log Z): -23.52059635138816

Sorted 5' Splice Sites (High to Low Probability):
Position 622: 0.9245359871801653
Position 2138: 0.3170532030163679
Position 4017: 0.1909927949092339
Position 4370: 0.12349185696133916
Position 3923: 0.10660524266555463
Position 6647: 0.0819619716418855
Position 4434: 0.07780803791906919
Position 6629: 0.07517163078589031
Position 4625: 0.05925801904890746
Position 12188: 0.05523516544162176
Position 4668: 0.03976453972892214
Position 129: 0.038308709333798124
Position 6668: 0.028535048135982843
Position 3864: 0.023896271568650745
Position 1165: 0.01995527175733116
Position 4642: 0.01617373302731528
Position 10570: 0.014971141825530348
Position 222: 0.014413822598649753
Position 531: 0.013577364908071354
Position 10133: 0.012003668461101406
Position 101: 0.011018539069290234
Position 3542: 0.010365238578257519
Position 4700: 0.010220058219401642
Position 3654: 0.008668833945345698
Position 7260: 0.003931071868895048
Position 3323: 0.0036992464959670693
Position 2784: 0.0036927755237143927
Position 3470: 0.0034546939250007405
Position 918: 0.0034510654842656962
Position 1612: 0.0033474716191032898
Position 56: 0.003275355776799033
Position 437: 0.003051191539908228
Position 467: 0.0025953714958972924
Position 7262: 0.0023499337277681936
Position 2960: 0.001993667822004424
Position 884: 0.0017218954490427587
Position 763: 0.0016783204262180295
Position 952: 0.0012928995189895375
Position 6312: 0.0009606889598085027
Position 211: 0.0009199503304990474
Position 79: 0.0006827937854650409
Position 4908: 0.0006770441013232152
Position 3828: 0.00043875757255125886
Position 1154: 0.0004367806986614516
Position 388: 0.00039870521221441917
Position 1395: 0.00036633474811207766
Position 265: 0.0003224380539186925
Position 786: 0.00024306156751417596
Position 3718: 0.0002270192367862685
Position 64: 0.0002265684663572262
Position 1049: 0.00020632613356595924
Position 1031: 0.00019835347132693556
Position 587: 0.00014768985828337813
Position 642: 0.0001413732775772832
Position 660: 0.0001404994746313821
Position 528: 0.00011658511173235092
Position 541: 9.675491909384602e-05
Position 4936: 8.142168784973329e-05
Position 392: 7.638559200232014e-05
Position 1700: 5.990543570519667e-05
Position 724: 5.693361797331341e-05
Position 477: 5.130021652282518e-05
Position 1574: 4.496151751344672e-05
Position 821: 4.495576309100341e-05
Position 578: 4.4099001890087654e-05
Position 810: 3.79467118566876e-05
Position 1882: 3.3410096881968106e-05
Position 1377: 3.3258798083224445e-05
Position 1696: 3.119130232967253e-05
Position 1603: 2.983991794085497e-05
Position 7559: 2.6188426439993774e-05
Position 18: 2.4920078697401404e-05
Position 5142: 2.3889625318838706e-05
Position 1917: 2.132887691236629e-05
Position 354: 1.844853697268811e-05
Position 2841: 1.2257802567470308e-05
Position 2287: 1.1936282515337444e-05
Position 322: 5.913425996649925e-06
Position 781: 4.41699355782957e-06
Position 816: 2.5270584204148004e-06
Position 441: 7.716308475067138e-07
Position 966: 5.578489995615022e-07
Position 1011: 4.476837961719127e-07
Position 1177: 3.521371371567825e-07
Position 605: 2.3424691445922198e-07
Position 696: 2.1472222138430898e-07
Position 671: 1.9192695382370202e-07
Position 413: 1.6835875065974017e-07
Position 508: 1.6229504035215572e-07
Position 535: 4.445561039839473e-08
Position 533: 3.089177095837974e-08
Position 648: 1.934376594203105e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10085: 0.3094863001714025
Position 12056: 0.26893306691420826
Position 1985: 0.23418949690591637
Position 6601: 0.15788780815928916
Position 4362: 0.1577210179629883
Position 3864: 0.1541039083322337
Position 4559: 0.13514949066969467
Position 3753: 0.1292082839676681
Position 4117: 0.05556268824831882
Position 7220: 0.05403889061578786
Position 7184: 0.05265480274369156
Position 2058: 0.045697322912916345
Position 5026: 0.04383640489569418
Position 16212: 0.035316745717321435
Position 10446: 0.031045068780194623
Position 3900: 0.030989422948151463
