Gene = Fcer1g
index = 406
Annotated 5SS: [ 169 3189 3370 4299]
Annotated 3SS: [3096 3333 4277 4437]
SMsplice 5SS: [ 169 3664]
SMsplice 3SS: [3506 4437]
top_k =  1000
Partition function (log Z): -1.605140192572435

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9967997662772522
Position 3664: 0.6083700115205439
Position 3189: 0.3954707793394933
Position 3370: 0.37317442807187534
Position 4299: 0.3529709199259264
Position 2511: 0.32115890568606875
Position 4584: 0.2350051303455198
Position 3668: 0.21722479172005218
Position 3444: 0.14971768629917837
Position 2192: 0.06465157187025422
Position 4075: 0.060700411498346325
Position 2175: 0.016949712865332145
Position 2515: 0.016132176975512266
Position 1779: 0.01552308757333048
Position 4241: 0.012129840371667172
Position 818: 0.006755318258006473
Position 3702: 0.0066164466471142795
Position 4222: 0.00578595564214966
Position 3365: 0.004815919360074186
Position 3340: 0.004609926342336978
Position 3394: 0.0037612883472695918
Position 656: 0.003303021654421166
Position 280: 0.0030156562353084344
Position 2162: 0.0029900782985596316
Position 772: 0.0028942427578811745
Position 3154: 0.0026606973984106097
Position 3400: 0.0024379617739274037
Position 4135: 0.0020657454900949077
Position 3730: 0.0019741505842726294
Position 1016: 0.0019521472641571198
Position 619: 0.0019176380465623414
Position 1484: 0.0019025002974490711
Position 1244: 0.0018429452377199155
Position 4497: 0.0016423313521575062
Position 4207: 0.0015763054820529592
Position 3512: 0.0014609707574494933
Position 3377: 0.0012796332042965457
Position 2534: 0.001232150963071507
Position 4514: 0.001217609747318063
Position 3486: 0.0010528338415705196
Position 2295: 0.001031540119834301
Position 3785: 0.0009943058497474018
Position 4332: 0.0009781701960949413
Position 3706: 0.0009086733782991348
Position 3465: 0.0008194352812293726
Position 564: 0.0007700908098086304
Position 965: 0.0006866359150145236
Position 1561: 0.0006132592883692916
Position 1793: 0.0005441550706432044
Position 2207: 0.0005207747824950435
Position 3962: 0.0004731206870901982
Position 832: 0.0004636170968835526
Position 1410: 0.00039848110768472947
Position 2453: 0.00032293238180852284
Position 1913: 0.000310902234796604
Position 4564: 0.00028220993983897467
Position 2550: 0.0002665931411616053
Position 2180: 0.000240415997082355
Position 860: 0.0001969936045234062
Position 3580: 0.00018866924041898082
Position 2087: 0.0001852290481459698
Position 1951: 0.00013944013554531272
Position 1114: 0.0001372174894195152
Position 2632: 0.0001297261325677688
Position 688: 0.0001294742122296624
Position 1540: 0.00012923362873364468
Position 132: 0.00011086891280636817
Position 786: 0.00010205186649468308
Position 946: 9.556614282049813e-05
Position 891: 9.32165747785722e-05
Position 1530: 9.204869706968921e-05
Position 2785: 9.158238667189203e-05
Position 2147: 9.051674718494454e-05
Position 2759: 8.450141713454087e-05
Position 4573: 7.930992765513674e-05
Position 4115: 7.374190305702098e-05
Position 1796: 7.139651340699146e-05
Position 3476: 7.021414959892528e-05
Position 1188: 6.945151828013541e-05
Position 813: 6.878946082760644e-05
Position 2156: 6.248970439031979e-05
Position 2167: 6.137878724603847e-05
Position 822: 5.8226345593627054e-05
Position 2236: 5.450358554829314e-05
Position 1949: 5.4450319983799835e-05
Position 2527: 5.2995114915721175e-05
Position 3149: 4.688998284800886e-05
Position 2544: 4.438633109569828e-05
Position 1377: 4.332754725951239e-05
Position 1815: 3.956739025984928e-05
Position 2091: 3.9350071491178775e-05
Position 3085: 3.237031806802538e-05
Position 1393: 3.1746795808094726e-05
Position 1350: 3.0205318971132056e-05
Position 2011: 2.7677012422318734e-05
Position 3672: 2.6663175169654574e-05
Position 1798: 2.6457418111036835e-05
Position 803: 2.32517081833173e-05
Position 2712: 2.2438975084202974e-05
Position 1568: 2.1671163154960567e-05
Position 464: 1.8425650691687086e-05
Position 1213: 1.7564520578650042e-05
Position 2593: 1.7387079333842577e-05
Position 1193: 1.555952398008888e-05
Position 851: 1.4855990179397935e-05
Position 2047: 1.4236708420107546e-05
Position 192: 1.0583468005526804e-06
Position 156: 4.6990333905984916e-07
Position 1565: 4.6140096056713226e-07
Position 1199: 3.114366914338604e-07
Position 1594: 2.9086833557874236e-07
Position 1370: 2.733659801095521e-07
Position 1303: 2.440119914958924e-07
Position 815: 2.316826123076684e-07
Position 468: 2.2309063069796352e-07
Position 1355: 2.1007819499391312e-07
Position 1482: 1.7686872858930606e-07
Position 1862: 1.7438634472169395e-07
Position 1583: 1.677224199065354e-07
Position 1558: 1.1469474206468311e-07
Position 1588: 1.0885697702616251e-07
Position 140: 8.919320688975331e-08
Position 335: 6.100266229197543e-08
Position 330: 4.464306442987233e-08
Position 40: 4.234309219424534e-08
Position 29: 3.9191574726764275e-08
Position 516: 2.4885681849536968e-08
Position 605: 2.114557138129367e-08
Position 66: 1.6570641516171606e-08
Position 1107: 1.4893524728527765e-08
Position 207: 1.176033801772886e-08
Position 385: 1.0323473659491286e-08
Position 1141: 7.337732338469624e-09
Position 553: 6.3911103345558816e-09
Position 381: 6.257369953242219e-09
Position 389: 6.165945195955691e-09
Position 1118: 6.128136578343407e-09
Position 1021: 5.405865818482359e-09
Position 393: 4.1363271653381444e-09
Position 488: 4.0409328211268725e-09
Position 479: 3.73102444117831e-09
Position 397: 3.6515960705357315e-09
Position 379: 2.6294497957764933e-09
Position 61: 2.4539532863282927e-09
Position 401: 1.8851347483519662e-09
Position 44: 1.756530170080064e-09
Position 370: 1.6798333673563325e-09
Position 724: 1.5078436215201649e-09
Position 26: 2.2979988956585697e-10
Position 6: 1.6593253436001678e-10
Position 472: 4.4771655365666096e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 4437: 0.8971767168254423
Position 3506: 0.6270430890108099
Position 3333: 0.6029452156922755
Position 3096: 0.36284560937865756
Position 2425: 0.32921905697405507
Position 4693: 0.25025743927065786
Position 4195: 0.17012425102076484
Position 4277: 0.16226037766555917
Position 3534: 0.14242768427391553
Position 3858: 0.030078922934266766
Position 2061: 0.027373160131628663
Position 4329: 0.0272633884818214
Position 3935: 0.026899495333698203
Position 3039: 0.02188686205728324
Position 2021: 0.021013337059663646
Position 1979: 0.017900235145169464
Position 1689: 0.013906022153800414
Position 4014: 0.01093341532789661
Position 691: 0.01047479823701585
Position 3116: 0.009154608091669314
Position 4407: 0.008655001337244984
Position 3558: 0.008497056353551061
Position 2430: 0.00826572666236885
Position 2081: 0.007830132587898634
Position 4583: 0.007786786427614787
Position 3991: 0.007469720548146677
Position 4663: 0.007144656866210912
Position 4126: 0.006874246153139124
Position 3873: 0.005599667962856954
Position 4115: 0.005552988212862146
Position 4210: 0.0048184257341814495
Position 533: 0.004344675089965468
Position 4072: 0.004324496836728099
Position 3188: 0.004203318939403914
Position 3831: 0.003971572678216514
Position 4061: 0.00380972839260695
Position 3278: 0.0035077262933150837
Position 3339: 0.0033234710586873824
Position 2001: 0.003262795827390104
Position 2004: 0.002894515114576431
Position 2102: 0.002764710666333944
Position 2709: 0.0027220809991324773
Position 3562: 0.0025488939884527194
Position 3809: 0.0024384299301341847
Position 1704: 0.002100122156293136
Position 2281: 0.0019961388526981796
Position 2026: 0.0019430803729555744
Position 3961: 0.0019109207232109445
Position 945: 0.0018579238514849486
Position 4164: 0.0018274892520715054
Position 449: 0.0018116331030851105
Position 1409: 0.0017680108805205436
Position 3475: 0.001701600014093448
Position 3108: 0.0014531899524506922
Position 3956: 0.0013477016925491966
Position 1211: 0.0012497567980930633
Position 1840: 0.0011906785533396865
Position 1943: 0.001157593571275717
Position 3110: 0.0011057175644438037
Position 3917: 0.0010872712325017742
Position 4058: 0.0010494477767341043
Position 4773: 0.000910531898491354
Position 3946: 0.0006478769612654662
Position 884: 0.0005945006770257921
Position 1738: 0.0005266668821220736
Position 1451: 0.0005187446523685059
Position 1013: 0.00047329528420556657
Position 1282: 0.0004698583606046948
Position 1685: 0.00041707396274472455
Position 3883: 0.00041284587692150845
Position 2649: 0.0003669487600336307
Position 3437: 0.0003189007228751381
Position 2652: 0.00031150747481281476
Position 1865: 0.00022239974081216963
Position 1778: 0.00022201035533889833
Position 698: 0.0001941347747700671
Position 721: 0.00019342014755239863
Position 4644: 0.00018542130643673643
Position 2381: 0.00016706588420138457
Position 4281: 0.00015991007840463693
Position 2456: 0.00015731169104006598
Position 4021: 0.00015022861591584334
Position 4284: 0.00014682499783138917
Position 4458: 0.00013730288493365474
Position 1032: 0.00013381873644989037
Position 3286: 0.00012286809970683588
Position 4754: 0.00012156619093583575
Position 476: 0.00010822756040749118
Position 493: 0.00010597738267952199
Position 2294: 9.895143090958129e-05
Position 2132: 8.431368668787344e-05
Position 2711: 8.42374088390281e-05
Position 1337: 7.590062286093186e-05
Position 1383: 6.772021072207576e-05
Position 839: 6.301379315787483e-05
Position 1310: 6.242445568871271e-05
Position 623: 5.983555089684803e-05
Position 3193: 5.80926865830544e-05
Position 998: 5.745456440139585e-05
Position 4379: 5.3645583856816287e-05
Position 346: 5.170133029547252e-05
Position 728: 5.060984602762796e-05
Position 1303: 4.678885391296092e-05
Position 3637: 4.659440776991501e-05
Position 3240: 4.646279916302924e-05
Position 2034: 4.1752074963983835e-05
Position 544: 4.100976653170781e-05
Position 3995: 4.073194515238642e-05
Position 1150: 3.676385945049968e-05
Position 2185: 3.574230045047954e-05
Position 1091: 3.468687241092411e-05
Position 2452: 3.3184502665664375e-05
Position 1904: 3.2867120598199865e-05
Position 2288: 3.1502406346050684e-05
Position 1066: 2.8895202830805872e-05
Position 451: 2.6285086389386923e-05
Position 801: 2.565336434666463e-05
Position 4615: 2.5248089746809224e-05
Position 3214: 2.5058013767231353e-05
Position 1419: 2.4188899720149664e-05
Position 2031: 2.3779655395221388e-05
Position 1100: 2.247420000606132e-05
Position 498: 2.2428965223173824e-05
Position 715: 1.9706822028455333e-05
Position 242: 1.9010228972167943e-05
Position 2815: 1.6813003263612043e-05
Position 705: 1.6772712926639617e-05
Position 1339: 1.5400311089890388e-05
Position 2116: 1.4666894910021133e-05
Position 1015: 1.32178150078924e-05
Position 261: 1.300179483508469e-05
Position 594: 1.282821843364298e-05
Position 1344: 1.20331273482766e-05
Position 3197: 1.1131573460235413e-05
Position 854: 1.1070258638243544e-05
Position 599: 1.0670818045992636e-05
Position 1139: 1.0366979903799755e-05
Position 1422: 9.759839176562692e-06
Position 4019: 8.924726062741798e-06
Position 1055: 8.320479645050377e-06
Position 965: 7.1716642748674745e-06
Position 511: 5.995725345513224e-06
Position 462: 5.954461616748147e-06
Position 505: 5.9204529042521445e-06
Position 1040: 5.044955591998325e-06
Position 2478: 4.946512544285317e-06
Position 660: 4.557411759449572e-06
Position 325: 4.499347135669514e-06
Position 3398: 4.118371128339689e-06
Position 3465: 2.5995380295546063e-06
Position 1368: 2.508528688205725e-06
Position 1476: 2.507322215617804e-06
Position 570: 2.3077857840462635e-06
Position 1216: 1.8490984293436067e-06
Position 700: 1.711661634102611e-06
Position 269: 1.6832055507234579e-06
Position 1812: 4.236384576698622e-07
Position 1520: 4.191869735511284e-07
Position 969: 3.7623157448736065e-07
Position 1755: 3.727581339480024e-07
Position 1114: 2.9622411420978103e-07
Position 627: 2.818777463165434e-07
Position 1370: 2.509989631782322e-07
Position 560: 1.5461757326046372e-07
Position 1256: 9.45832829684459e-08
Position 1551: 6.144001226759508e-08
Position 500: 5.840917885440728e-08
Position 707: 5.4066605429972863e-08
Position 239: 5.372972783120743e-08
Position 2301: 4.2697876277667614e-08
Position 272: 3.6894947253358255e-08
Position 1433: 3.54731859857864e-08
Position 1388: 2.0509195124674033e-08
Position 748: 1.9333845304379278e-08
Position 972: 1.8624554107488468e-08
Position 771: 1.7883491463392134e-08
Position 1058: 1.4489686604291488e-08
Position 1193: 1.317273016794669e-08
Position 736: 1.2250850861010657e-08
Position 741: 9.614611761503442e-09
Position 758: 7.773634660601205e-09
Position 761: 7.3236581558723216e-09
Position 889: 6.220528844479069e-09
Position 352: 5.4450149286249465e-09
Position 751: 2.479437849847138e-09
Position 619: 2.287156046728901e-09
Position 578: 2.2085241318777986e-09
Position 516: 2.19143581289224e-09
Position 301: 1.489110145943033e-09
Position 218: 1.423822462470497e-09
Position 223: 1.2374931822218749e-09
Position 289: 1.2353424937329223e-09
Position 860: 1.1908624149202723e-09
Position 109: 9.127829822161186e-10
Position 312: 6.372633736763132e-10
Position 297: 5.501790457776981e-10
Position 309: 4.87521714104361e-10
Position 733: 4.490938165128113e-10
Position 1223: 3.7200940269819285e-10
Position 102: 3.3639184418311764e-10
Position 118: 2.7713307546187723e-10
Position 864: 1.83018952008599e-10
Position 982: 9.898356252521713e-11
Position 94: 9.886464859399832e-11
Position 75: 6.350637248243356e-11
Position 632: 5.683387074123677e-11
Position 284: 3.3144732842534616e-11
Position 129: 1.8185982278101432e-11
Position 87: 1.3642309115896902e-11
Position 196: 9.987510142441726e-12
Position 70: 9.740484377493687e-12
Position 165: 4.513244463984305e-12
Position 168: 3.505950500536696e-12
Position 207: 2.5769937903780603e-12
