Gene = Defb18
index = 329
Annotated 5SS: [70]
Annotated 3SS: [782]
SMsplice 5SS: [70]
SMsplice 3SS: [782]
top_k =  1000
Partition function (log Z): -10.655402673551539

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.8822450048666802
Position 581: 0.1590448669446432
Position 447: 0.00772840385362618
Position 541: 0.0028404810131011722
Position 196: 0.002391992364521636
Position 180: 0.0016907365555669047
Position 286: 0.0015233245850499292
Position 326: 0.0014911090830718246
Position 39: 0.0007809027718435312
Position 61: 0.000770652468010236
Position 51: 0.0006734100975382688
Position 628: 0.0006215009184371097
Position 75: 0.0005719630518281165
Position 53: 0.0005535257100575272
Position 232: 0.0005010406490409533
Position 417: 0.00014395378310378602
Position 208: 9.99800657899823e-05
Position 836: 9.883877706078366e-05
Position 58: 8.011217176730868e-05
Position 224: 7.523897527940312e-05
Position 294: 4.832722046209529e-05
Position 110: 3.624639420693971e-05
Position 20: 1.7776101014299234e-05
Position 258: 1.7614452819048792e-05
Position 603: 1.5998532641285043e-05
Position 175: 1.3399595215397906e-05
Position 381: 1.1415547160500849e-05
Position 354: 1.0276976795699746e-05
Position 407: 9.861140716669371e-06
Position 843: 9.153678964032023e-06
Position 806: 6.027429115029648e-06
Position 572: 5.425773638593594e-06
Position 532: 4.35407750245167e-06
Position 402: 4.104653007725177e-06
Position 726: 9.019906379965681e-07
Position 315: 8.545656790123701e-07
Position 853: 2.0382922735947043e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 782: 0.6045062293782579
Position 621: 0.1208590106718828
Position 329: 0.06126553668570211
Position 417: 0.053544092761376665
Position 354: 0.044958975229672994
Position 790: 0.03732104293888936
Position 280: 0.0250975990883919
Position 580: 0.022819982298775524
Position 463: 0.022277153695075484
Position 326: 0.01850448323788985
Position 503: 0.01586766070924006
Position 146: 0.007950061823847537
Position 541: 0.007339535531167062
Position 901: 0.004305290863113452
Position 375: 0.0039180086134279705
Position 465: 0.0028538223483942286
Position 389: 0.0016171091296696785
Position 396: 0.0014826628814400729
Position 626: 0.0013947438733626647
Position 399: 0.0010574925458740128
Position 812: 0.0009638857790133747
Position 867: 0.0008648535894419324
Position 853: 0.0007037824193574946
Position 423: 0.0005362543234645581
Position 201: 0.00043128643324963703
Position 220: 0.00040021585492751793
Position 552: 0.0002508435593962859
Position 920: 0.00014862731734789284
Position 402: 0.00014740722044961115
Position 560: 0.00011761008700341414
Position 801: 0.00010534166044994326
Position 391: 9.897304714688431e-05
Position 432: 9.407994027975416e-05
Position 816: 5.950229533882193e-05
Position 555: 4.0509801355782006e-05
Position 937: 3.732847868509779e-05
Position 517: 3.560568157972079e-05
Position 393: 3.205331582503184e-05
Position 159: 2.5665999791282806e-05
Position 805: 2.4676590714432182e-05
Position 196: 2.3282512602615718e-05
Position 930: 1.4163359887588907e-05
Position 208: 1.2168783669868522e-05
Position 874: 1.1789883532210862e-05
Position 232: 9.555713248457999e-06
Position 803: 3.572996304256771e-06
Position 427: 3.3357802886710364e-06
Position 425: 1.6282202263334204e-06
Position 948: 4.856467895658845e-07
Position 96: 4.408198973534789e-11
Position 103: 1.7431542814239404e-11
Position 101: 6.488069219927988e-12
