Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  1000
Partition function (log Z): -1.733253641478258

Sorted 5' Splice Sites (High to Low Probability):
Position 19541: 0.994846438651347
Position 208: 0.9912119143638242
Position 7990: 0.9114740048978726
Position 12772: 0.8970061528211329
Position 21022: 0.8722617653659849
Position 4404: 0.8483138509073292
Position 23636: 0.704365786090203
Position 1924: 0.44700552369165847
Position 15039: 0.35493921721648847
Position 14618: 0.22549328478346173
Position 22386: 0.1972727872992455
Position 1958: 0.17351882878360378
Position 14151: 0.17043652095829742
Position 15561: 0.16704953215586602
Position 14193: 0.15011128641847943
Position 6931: 0.1301018649795763
Position 12512: 0.08389045971096298
Position 5287: 0.08007030656483224
Position 17910: 0.07798682152383075
Position 4871: 0.06691831569166623
Position 9253: 0.060861677201291535
Position 21361: 0.056757484759492036
Position 23435: 0.045734097573419466
Position 14129: 0.04427698513199537
Position 18766: 0.04235710575640554
Position 7893: 0.04220725165300984
Position 5127: 0.040283474957579994
Position 1962: 0.039417640944247746
Position 8415: 0.03940936962433779
Position 15529: 0.03674004155510614
Position 1064: 0.03590938987619405
Position 13077: 0.03036762797800116
Position 13014: 0.0301624297721948
Position 8083: 0.02782566877492406
Position 5811: 0.027700344336893085
Position 8613: 0.026837169801293637
Position 15461: 0.02498508959109062
Position 17551: 0.02496556252668764
Position 23970: 0.02404047526144643
Position 1903: 0.02224615161019745
Position 20383: 0.019431126388321958
Position 22021: 0.01783178820873262
Position 4450: 0.016258127187494635
Position 26051: 0.014546947958377115
Position 5377: 0.013293663229006776
Position 14357: 0.012819387363709363
Position 23399: 0.01228422966919186
Position 22661: 0.012185468791461186
Position 5096: 0.011546863606988894
Position 3345: 0.010762969482275342
Position 24143: 0.010190888574887948
Position 13006: 0.010001340268920432
Position 5206: 0.009890631279421032
Position 4454: 0.009514533131108567
Position 5407: 0.008468263547847984
Position 18154: 0.008373469719147852
Position 20403: 0.008176147513669093
Position 20433: 0.00731724089602619
Position 25961: 0.007138998933467386
Position 1885: 0.007037754199176771
Position 17591: 0.006913430675432751
Position 2780: 0.006131971645644136
Position 4408: 0.005907349043987786
Position 248: 0.005569483977622226
Position 9628: 0.0051900898772321005
Position 5274: 0.005055380000796407
Position 1766: 0.004731856278308867
Position 9249: 0.004665526792753955
Position 3922: 0.004087860721035011
Position 1436: 0.003927403976575622
Position 874: 0.0038091435981965935
Position 2009: 0.0036637658923118215
Position 23430: 0.0036616852523413228
Position 4259: 0.003213685576348249
Position 987: 0.0032120272932800948
Position 5037: 0.002969442667143848
Position 3052: 0.0028906924320766404
Position 4458: 0.0026711271592082153
Position 859: 0.0026672856190018677
Position 22024: 0.002594184391641391
Position 4039: 0.0025647041707280364
Position 14743: 0.0022193228830879137
Position 2883: 0.0021183138546095994
Position 2054: 0.002022806080506197
Position 1337: 0.001956816398846838
Position 2337: 0.0018199378066029866
Position 920: 0.0016439111452237701
Position 1703: 0.0014844070892353492
Position 12831: 0.001341401832132332
Position 21977: 0.001337684654603829
Position 3136: 0.0012663470996714973
Position 6913: 0.0012148857616417624
Position 15649: 0.0012085747586845616
Position 4991: 0.0011704415623351426
Position 2774: 0.001067589711503876
Position 1832: 0.0009853327940632707
Position 365: 0.0009370720231432414
Position 3893: 0.0009019448214378493
Position 2410: 0.0008722457773520645
Position 3291: 0.0008478825544667525
Position 25940: 0.0008155657128642021
Position 7850: 0.0008003822197148541
Position 241: 0.0006889626031970521
Position 2380: 0.000486895886619047
Position 7325: 0.00047153718280020906
Position 1807: 0.00046240362446918276
Position 9044: 0.0004615882028136425
Position 2005: 0.00046132013526596177
Position 7994: 0.000445751378627563
Position 1848: 0.00044506408107202036
Position 356: 0.0004035162353930175
Position 813: 0.0003923819980990526
Position 2346: 0.0003586671150654592
Position 1051: 0.0003473624407077544
Position 5062: 0.0003020951924762713
Position 266: 0.00028060776786884944
Position 8849: 0.0002466507058274974
Position 8404: 0.00024349049132543375
Position 237: 0.00023663870313201846
Position 3152: 0.0002212574802474906
Position 8933: 0.00021515475665077872
Position 912: 0.00020608293568371425
Position 885: 0.0002009781892021097
Position 405: 0.0001672099955977619
Position 992: 0.00015555614897814736
Position 409: 0.0001231857399233594
Position 1265: 0.00011737835754967765
Position 1290: 0.00010773772062487085
Position 631: 9.612363337567104e-05
Position 420: 9.545157443289018e-05
Position 254: 9.056298235257738e-05
Position 7918: 8.727374351461154e-05
Position 262: 8.3593344507578e-05
Position 7981: 7.643665944818684e-05
Position 385: 5.876963504359366e-05
Position 1386: 5.397457422886387e-05
Position 4483: 5.017771153616978e-05
Position 319: 4.8131595103786566e-05
Position 856: 4.281875326754626e-05
Position 8323: 3.753301679883803e-05
Position 4476: 3.654657689251398e-05
Position 1038: 3.529845119981321e-05
Position 1533: 3.1368021845598744e-05
Position 352: 2.982245620400155e-05
Position 274: 2.685206391611276e-05
Position 1218: 2.6102506100766352e-05
Position 337: 2.4651687788629244e-05
Position 1482: 2.407629482337914e-05
Position 819: 2.2145585522514756e-05
Position 720: 1.9017243467388724e-05
Position 1451: 1.4199636360868222e-05
Position 4446: 1.4104220941107234e-05
Position 1322: 1.3513485871892083e-05
Position 387: 1.3091384958251659e-05
Position 1009: 1.199584539626745e-05
Position 811: 9.901072860494399e-06
Position 4269: 9.316007172402173e-06
Position 1527: 8.303519366272825e-06
Position 110: 8.075820905007031e-06
Position 259: 7.020788232884764e-06
Position 597: 7.009819912198489e-06
Position 633: 6.359907451748244e-06
Position 235: 5.559586532920382e-06
Position 1007: 5.268585598829015e-06
Position 1522: 5.035427183024848e-06
Position 21236: 4.74141251750916e-06
Position 1043: 3.756074989476807e-06
Position 1805: 3.4087253671140423e-06
Position 494: 3.3744812273701418e-06
Position 1889: 2.1668396197213747e-06
Position 2466: 5.516743825818315e-07
Position 2393: 5.388476125712605e-07
Position 354: 5.050010554788145e-07
Position 1947: 4.836804053008974e-07
Position 2350: 2.4102649976098646e-07
Position 391: 2.2798397859805308e-07
Position 389: 2.173642772582442e-07
Position 311: 1.8757286048660227e-07
Position 431: 1.80467232048875e-07
Position 115: 1.511382956736705e-07
Position 166: 1.0610139910293812e-07
Position 18: 9.031646180184119e-08
Position 510: 7.319341667883318e-08
Position 245: 6.530240543930382e-08
Position 325: 5.7431536705432436e-08
Position 287: 5.495064803114119e-08
Position 413: 4.529331784192933e-08
Position 362: 4.449846214471173e-08
Position 37: 4.2253698832428516e-08
Position 662: 3.934063724676005e-08
Position 1012: 3.2802322600962407e-08
Position 1093: 3.247588401716149e-08
Position 576: 2.8630431722583992e-08
Position 243: 2.854108470820107e-08
