Gene = Snrpe
index = 999
Annotated 5SS: [ 128  574 1395 3791]
Annotated 3SS: [ 546 1331 3711 6214]
SMsplice 5SS: [ 578 3791]
SMsplice 3SS: [3711 6214]
top_k =  1000
Partition function (log Z): -5.636704324181123

Sorted 5' Splice Sites (High to Low Probability):
Position 3791: 0.9105550845009314
Position 578: 0.6784824944702221
Position 3535: 0.3426325186097446
Position 110: 0.16668240206628607
Position 1082: 0.15507238377431634
Position 3569: 0.14081160172511237
Position 1395: 0.12361943820654503
Position 128: 0.11117320762272768
Position 574: 0.09599795520112336
Position 384: 0.08342310154864999
Position 101: 0.07981747957926368
Position 1457: 0.05640198224766886
Position 5251: 0.04215876061151246
Position 174: 0.031089944142844973
Position 1347: 0.012890221672411453
Position 1384: 0.012589434142773805
Position 220: 0.00941743864642401
Position 2090: 0.008481563035055376
Position 6121: 0.004925044135566074
Position 774: 0.0044583619023204415
Position 165: 0.004361448204509596
Position 3089: 0.004327621169151696
Position 2600: 0.004081644341309455
Position 4590: 0.004006978007242368
Position 5638: 0.003915150882690117
Position 4343: 0.0036823733062605487
Position 3582: 0.0034634407294105852
Position 3970: 0.003074524150174645
Position 402: 0.0027340844908990704
Position 3459: 0.0024605957448768
Position 1547: 0.0018847073632830217
Position 116: 0.0017959081777070554
Position 1179: 0.0017394936329762868
Position 5851: 0.0016842462685970805
Position 368: 0.0015970503859324958
Position 1556: 0.0014505741270743645
Position 3371: 0.0010974685334242456
Position 1686: 0.0010579665811855698
Position 2094: 0.00102232430755785
Position 79: 0.0009484868476639868
Position 142: 0.0009052449822669489
Position 6113: 0.0008986987798431632
Position 5674: 0.0006240723174437874
Position 2078: 0.0006120339817381598
Position 5700: 0.0005280490261728289
Position 2392: 0.0005243376960463337
Position 814: 0.0005177177095814024
Position 5746: 0.0005177167476829698
Position 6097: 0.0004906467121169095
Position 5905: 0.00044830753395665564
Position 1122: 0.00044583235592474195
Position 1516: 0.0004339644004526487
Position 3281: 0.0004154295798827485
Position 785: 0.0004144993990168266
Position 1365: 0.0004124227147486872
Position 2183: 0.00039374698493592345
Position 180: 0.00035967409495446566
Position 6158: 0.0003365155627466799
Position 3558: 0.00027474574595751024
Position 1399: 0.00021158382496201295
Position 2144: 0.0002000001759110656
Position 3355: 0.00018521033887057504
Position 1422: 0.00016135248101238077
Position 4194: 0.00012155082035065572
Position 4538: 0.00010851732289738589
Position 4182: 0.00010769785783027096
Position 4726: 8.083666852171516e-05
Position 4489: 7.769896460198665e-05
Position 4098: 5.847080142735353e-05
Position 4132: 5.1494058015438006e-05
Position 489: 3.4014109644804964e-05
Position 1029: 3.174816174748444e-05
Position 907: 2.838608557113098e-05
Position 448: 2.6556553420828764e-05
Position 305: 1.9612130652492993e-05
