Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  1000
Partition function (log Z): -5.05535553861313

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.986774686622327
Position 13893: 0.8311516242146814
Position 13518: 0.7561803981556398
Position 13082: 0.43554452235634944
Position 13212: 0.3107691264551499
Position 5055: 0.2939274296101403
Position 4074: 0.29206060712222226
Position 13227: 0.16376517611076344
Position 13428: 0.13518645819859615
Position 6640: 0.11837834245154899
Position 5565: 0.08972218090720323
Position 13866: 0.062130888185812784
Position 3833: 0.060051468934509626
Position 13415: 0.05982441396181793
Position 7729: 0.04243278351156346
Position 93: 0.02803824073834253
Position 100: 0.027485922093178766
Position 1081: 0.02010233473008837
Position 3094: 0.016449148692055254
Position 1222: 0.015147579284019753
Position 56: 0.014071040735782504
Position 7685: 0.013401522609518797
Position 13803: 0.013323187134108974
Position 7689: 0.012712805941796546
Position 3747: 0.011950752650237378
Position 5629: 0.009063572738744296
Position 526: 0.008072577652848092
Position 10709: 0.007675196439724599
Position 1095: 0.0070813184463097405
Position 2025: 0.006375666503952422
Position 11477: 0.005765019983305212
Position 513: 0.005156994126616557
Position 845: 0.004725864307705783
Position 9615: 0.004612736766001532
Position 10619: 0.003305784071552799
Position 95: 0.0030220907000054016
Position 3837: 0.0023842580750932747
Position 7170: 0.002213659318266559
Position 14032: 0.0019572729914378406
Position 14077: 0.0016157982671282523
Position 1286: 0.001430975897023596
Position 1064: 0.0014209378762212981
Position 14082: 0.0014159449411257207
Position 3146: 0.0012444738690967948
Position 14099: 0.0012018889818449805
Position 83: 0.0011116233441703384
Position 4832: 0.0009058937840827143
Position 21: 0.0008038597023840792
Position 849: 0.0007982129858677416
Position 205: 0.000793373097445968
Position 3682: 0.0007059888716491106
Position 3432: 0.0006622891947218675
Position 13470: 0.0006449992525822514
Position 499: 0.0005864931375991479
Position 14197: 0.0005462384710646207
Position 453: 0.0005114097361495168
Position 442: 0.0005080329057295791
Position 2124: 0.0005041313825689498
Position 3835: 0.00041546978313516773
Position 4566: 0.00040092231084728856
Position 14036: 0.0003904545093611625
Position 2202: 0.0003799183086983606
Position 1681: 0.00037100933984055554
Position 1282: 0.0003650043436683527
Position 4427: 0.0003328652957688119
Position 3389: 0.00026852768464409306
Position 14046: 0.0002668154811772171
Position 63: 0.00026607217200531
Position 7: 0.0002378387784208393
Position 3918: 0.00020032292541586843
Position 5136: 0.00018015197203521247
Position 3857: 0.00016774854111316356
Position 4510: 0.00011244855592265022
Position 263: 0.00010450246523781341
Position 14054: 0.00010031487891787781
Position 14107: 9.232823420968561e-05
Position 3867: 8.114496167848907e-05
Position 14472: 7.131116709768716e-05
Position 14468: 7.119937163583432e-05
Position 389: 7.110068271394757e-05
Position 2882: 6.892065631325518e-05
Position 14243: 6.33815721222003e-05
Position 235: 5.518254321153108e-05
Position 13236: 5.422472601748818e-05
Position 786: 5.2113617024018644e-05
Position 13476: 5.085079555899164e-05
Position 2609: 4.711626439017147e-05
Position 1524: 4.5418567967714436e-05
Position 599: 3.9401774180909664e-05
Position 1248: 3.7500340173601104e-05
Position 1433: 3.686162986865507e-05
Position 1192: 3.35645919748132e-05
Position 14257: 3.347100269952201e-05
Position 14576: 3.2952901316081895e-05
Position 1083: 2.8528579654875835e-05
Position 1085: 2.8239408514039347e-05
Position 2010: 2.4461139988644722e-05
Position 604: 2.231860433595994e-05
Position 2986: 2.1339951379229486e-05
Position 3065: 1.7618706907460855e-05
Position 1664: 1.61964935662861e-05
Position 6901: 1.1369853459721392e-05
Position 6270: 1.0693253269075003e-05
Position 615: 1.0601226302783296e-05
Position 795: 1.0572809467867526e-05
Position 2120: 1.0381826942532037e-05
Position 5538: 9.933310261903215e-06
Position 978: 9.569687452392019e-06
Position 1219: 9.367379267026409e-06
Position 571: 8.35845960095848e-06
Position 451: 8.328538381716808e-06
Position 2322: 8.301178066805034e-06
Position 6140: 8.295522790234984e-06
Position 709: 8.037946207034497e-06
Position 3241: 7.335843307727671e-06
Position 1902: 7.310489395657176e-06
Position 1476: 7.1783602867553525e-06
Position 403: 6.821210482212121e-06
Position 1964: 6.078989144369964e-06
Position 3341: 5.94072442910843e-06
Position 6016: 5.92880889610802e-06
Position 3130: 5.9081314284218685e-06
Position 5984: 5.635701509665025e-06
Position 1600: 5.592929542920043e-06
Position 5016: 4.981037906273803e-06
Position 282: 3.841433416846903e-06
Position 3410: 3.5852263367663016e-06
Position 274: 3.4097092307630835e-06
Position 1256: 3.2463133563984565e-06
Position 202: 3.0689460926979194e-06
Position 877: 1.9529267419520056e-06
Position 776: 1.4110498234305146e-06
Position 806: 1.397359287272469e-06
Position 622: 1.3965769746565308e-06
Position 620: 1.2191153029248574e-06
Position 305: 8.607498790675447e-07
Position 276: 7.076117637626675e-07
Position 793: 6.885635637065419e-07
Position 803: 5.46109414101963e-07
