Gene = AI597479
index = 89
Annotated 5SS: [  153  2172 12664]
Annotated 3SS: [ 2004 12287 14475]
SMsplice 5SS: [ 153 2172]
SMsplice 3SS: [ 2004 14475]
top_k =  1000
Partition function (log Z): -9.15202025043903

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.985887085562323
Position 153: 0.967765851274387
Position 9971: 0.44693068089536414
Position 8896: 0.4193076645210122
Position 2462: 0.3507717416779447
Position 8175: 0.3419389495359183
Position 12664: 0.2932033095723568
Position 8097: 0.07645076768745138
Position 7971: 0.07245282267353792
Position 14605: 0.06510623374717549
Position 5227: 0.04885934876712807
Position 10004: 0.04198795286662817
Position 7260: 0.03543944565409952
Position 9877: 0.034455020394133465
Position 4867: 0.034122411422567646
Position 970: 0.020689763390249055
Position 1885: 0.017040934953731064
Position 3910: 0.017019728708046352
Position 4317: 0.01620628882133105
Position 465: 0.0153351542995333
Position 2366: 0.013548153484026432
Position 4718: 0.012584394221282125
Position 10022: 0.011481773808039308
Position 4174: 0.011106197858686152
Position 584: 0.010600354486268664
Position 9943: 0.00968752717056607
Position 7477: 0.008358726845091773
Position 3915: 0.00830179825279033
Position 11702: 0.008202993947007693
Position 12459: 0.008128752216399231
Position 4228: 0.007675913062109629
Position 7759: 0.007339173942447719
Position 3706: 0.007235227748739088
Position 14593: 0.007220143013122084
Position 82: 0.007204544501295703
Position 14644: 0.006530118988335476
Position 7107: 0.006502404221240227
Position 11217: 0.006339930215588896
Position 12428: 0.006044957770496097
Position 1070: 0.005740518898657643
Position 1793: 0.004281866210184621
Position 11605: 0.004239055731560681
Position 8914: 0.0031669965323297645
Position 4217: 0.0029436809431884936
Position 8527: 0.002906591653656201
Position 758: 0.0026724651850899535
Position 5155: 0.0025667898014948252
Position 6179: 0.0022155110581436144
Position 11596: 0.001834420460895815
Position 8358: 0.0018255699285147288
Position 14548: 0.0018225091034275275
Position 2307: 0.0017255280551717394
Position 6316: 0.0016530798261991555
Position 546: 0.0014082854342188085
Position 1101: 0.001151838643757144
Position 624: 0.0010410501232433914
Position 7813: 0.0009408816387731095
Position 3181: 0.0009008644416505094
Position 14633: 0.0008808252504548409
Position 2029: 0.0007330233319492221
Position 414: 0.000688136129056518
Position 4558: 0.0006138736490292409
Position 128: 0.0005992789763946795
Position 330: 0.0005987675638191722
Position 1803: 0.0005735034255264853
Position 355: 0.0005533917668274159
Position 1727: 0.000543712162897208
Position 218: 0.0005231795621473371
Position 1806: 0.0004877200392792637
Position 66: 0.00044307957534804024
Position 289: 0.00037554644099181965
Position 1080: 0.00036872151857513706
Position 1046: 0.0003593953099600694
Position 2494: 0.00035768915195100723
Position 2559: 0.0003345471108695093
Position 2823: 0.00031714862640512396
Position 1897: 0.0003090414417934561
Position 902: 0.00028519597333649986
Position 4834: 0.0002738058382476592
Position 2412: 0.0002658854003782363
Position 587: 0.0002383086912867601
Position 4282: 0.00020343755882610022
Position 2035: 0.00019014591650633783
Position 3062: 0.00018124442060008176
Position 3755: 0.0001734843020778248
Position 2250: 0.00016550099400621337
Position 753: 0.00016343538333435037
Position 1035: 0.00014612170806728767
Position 1846: 0.0001454403097609613
Position 5025: 0.00014465126697572975
Position 2871: 0.00012376516517832798
Position 2152: 0.00012353118019050482
Position 3188: 0.00012264147255435938
Position 1044: 0.000119914118086044
Position 2188: 0.00010082941038147967
Position 7786: 8.779295178983044e-05
Position 9673: 8.429816086137034e-05
Position 456: 8.152492171793231e-05
Position 660: 7.652173749299385e-05
Position 4262: 7.23341197361675e-05
Position 357: 6.708755367885116e-05
Position 460: 6.69828847734811e-05
Position 1410: 5.752122629532447e-05
Position 5104: 5.676023355127277e-05
