Gene = Tyw1
index = 1155
Annotated 5SS: [  159  2020  5907 10050 11055 12413 17709 21016 24799 30327 31928 39767
 43005 68675 78379]
Annotated 3SS: [ 1897  5783  9947 10859 12130 17585 20897 24745 30207 31817 39588 42868
 68563 78210 83583]
SMsplice 5SS: [  159  2020 10050 12339 14249 17709 18166 21016 30327 31928 39767 43005
 47754 49789 55450 60556 68675 78379]
SMsplice 3SS: [ 1897  9947 12130 14128 17585 18043 20897 30207 31817 39588 42868 47642
 49596 55354 60446 68563 78210 83583]
top_k =  1000
Partition function (log Z): 19.499307867870808

Sorted 5' Splice Sites (High to Low Probability):
Position 68675: 0.9999999999999941
Position 43005: 0.999695739205609
Position 17709: 0.9960101371192669
Position 78379: 0.9921645126085974
Position 31928: 0.9895307853795999
Position 39767: 0.9752426970736213
Position 30327: 0.9719518674808101
Position 60556: 0.9618388312297429
Position 10050: 0.9597845983196414
Position 47754: 0.8959961348003925
Position 159: 0.8916664801926663
Position 21016: 0.8570292196598102
Position 2020: 0.8344801023531707
Position 18166: 0.7854119906628793
Position 14249: 0.7849655931614127
Position 49789: 0.7488856276335006
Position 33930: 0.6893745592494048
Position 72347: 0.6311908161384935
Position 24799: 0.6182242963599024
Position 12339: 0.4662001257659342
Position 52230: 0.46377892398414644
Position 12413: 0.4268220958447746
Position 11066: 0.4085511627156853
Position 11055: 0.3962252284428559
Position 46396: 0.383654131182546
Position 40791: 0.3379763469513723
Position 53560: 0.3145665967883545
Position 63811: 0.30967102497469207
Position 51958: 0.3070978250303434
Position 5907: 0.30549382920094614
Position 42176: 0.28245085279368715
Position 24077: 0.2720081986795945
Position 44817: 0.24164259136787858
Position 34495: 0.22606075570780731
Position 3901: 0.21168155559399338
Position 51936: 0.20416172942536365
Position 32658: 0.19366096324039153
Position 39223: 0.1929445442782088
Position 32116: 0.1908447773672684
Position 71648: 0.15925264052167795
Position 57556: 0.15456211550901083
Position 32165: 0.15254452211748615
Position 80275: 0.1480659828575918
Position 43974: 0.1472320718928009
Position 4899: 0.14344722853705955
Position 17043: 0.13777164599100122
Position 32192: 0.13152745529051135
Position 76071: 0.12950235953937525
Position 2176: 0.12799372875250517
Position 20242: 0.11124342499103207
Position 33075: 0.1052152707278805
Position 31542: 0.10513069306469155
Position 71616: 0.10378546926516094
Position 80033: 0.10216183918040224
Position 35996: 0.09957524819206573
Position 71627: 0.0983174145434332
Position 31717: 0.08843540624539174
Position 57908: 0.08530641955027349
Position 42: 0.07749145950025985
Position 77373: 0.06601379784392446
Position 6222: 0.06592170594073918
Position 50006: 0.06589267991008052
Position 42314: 0.06289252545110348
Position 42289: 0.0625879122968502
Position 23784: 0.062236828562322356
Position 83649: 0.06102032588641019
Position 15279: 0.058616882311348754
Position 15968: 0.05835785005287011
Position 19237: 0.05749057998671373
Position 14421: 0.05380603607942738
Position 75558: 0.05315071048233048
Position 54512: 0.0517055617026274
Position 6178: 0.047275678341614544
Position 73473: 0.04501730149769625
Position 41291: 0.04452089796647456
Position 40844: 0.04422381905562057
Position 44634: 0.04252591508597496
Position 4361: 0.040215361585808414
Position 4925: 0.038415530127138525
Position 60613: 0.038161168770251955
Position 14260: 0.03706935612640447
Position 6197: 0.03611557201159599
Position 15275: 0.03535610301327246
Position 50841: 0.03443444627975963
Position 77355: 0.03380287199555391
Position 5624: 0.03375502403574686
Position 75763: 0.03363000015871815
Position 80507: 0.03345727341165418
Position 15731: 0.03334364747730334
Position 3088: 0.03099504470291263
Position 4893: 0.030319902828012536
Position 41146: 0.030297304703018654
Position 13173: 0.030218367254781508
Position 41552: 0.030018800795582626
Position 69396: 0.02786777129843819
Position 33501: 0.02604443275104427
Position 35714: 0.025234176521548662
Position 16320: 0.023798794141095637
Position 7791: 0.02323391891020804
Position 72664: 0.023044185805465578
Position 42084: 0.022481563119865332
Position 6448: 0.021653017554380562
Position 42146: 0.021559386098223835
Position 63918: 0.02085122056436037
Position 20020: 0.02065209075867353
Position 20110: 0.02061396260639299
Position 44229: 0.018773924699019184
Position 4172: 0.018764013786932376
Position 9916: 0.01855552137429991
Position 41614: 0.018191863050942992
Position 53308: 0.017136139258305597
Position 53020: 0.01661278402180228
Position 15270: 0.016019111996286042
Position 32074: 0.0158868092306852
Position 11783: 0.01581906247309733
Position 11686: 0.015229785259566957
Position 69076: 0.014149028326155501
Position 73426: 0.014022300148318921
Position 33199: 0.0135669009365569
Position 84015: 0.011747007745113672
Position 12265: 0.01155309584187577
Position 229: 0.011480512256871864
Position 20175: 0.011218610691613189
Position 5980: 0.011113918886119754
Position 40017: 0.010121424159794015
Position 33496: 0.010017027603888297
Position 70503: 0.009769093486657152
Position 19815: 0.00939031899030627
Position 32530: 0.00894119921475009
Position 32748: 0.008925908852044744
Position 73638: 0.008845584947481042
Position 527: 0.008624255440944487
Position 52971: 0.008357610866578668
Position 15543: 0.008166022039057195
Position 44222: 0.008055133301952285
Position 19405: 0.00789335936561679
Position 42093: 0.007690088704178483
Position 14221: 0.0075833348773469275
Position 80286: 0.007545416595821644
Position 47927: 0.007445357968834888
Position 39661: 0.007420729185525297
Position 11059: 0.007368372761019105
Position 83676: 0.007148382941205349
Position 10946: 0.0071473160077210555
Position 46680: 0.007130267974420962
Position 80688: 0.0070834574780207216
Position 2680: 0.007014538205114005
Position 44188: 0.006925546928264231
Position 43978: 0.006761498615940697
Position 2163: 0.006698625372634435
Position 5575: 0.006597678195674517
Position 23820: 0.006496996611622762
Position 33619: 0.006196540860710632
Position 24120: 0.0059464648527678505
Position 15641: 0.0058036862675844856
Position 16306: 0.005758086111611255
Position 10054: 0.005625440511224626
Position 13672: 0.005417642733663407
Position 80670: 0.0052752064529074895
Position 32498: 0.004952993642455466
Position 13562: 0.004866232666765936
Position 31458: 0.004696858706905964
Position 22252: 0.004657706785976845
Position 32182: 0.004598014732036109
Position 13280: 0.004507311238272876
Position 6687: 0.004359512460786353
Position 70559: 0.004284664955593829
Position 265: 0.004267188755945128
Position 78860: 0.004177519669725988
Position 3448: 0.004138770853400904
Position 6034: 0.003894524651911906
Position 79067: 0.0038833568427056537
Position 5009: 0.0037485645050281294
Position 18275: 0.003722902499811603
Position 78945: 0.0037208941319481713
Position 33299: 0.0036159058905922367
Position 35179: 0.0036140673915380775
Position 8136: 0.0033951609014412176
Position 34149: 0.003012541847238005
Position 7980: 0.0030086808212040914
Position 4200: 0.0029442809149124597
Position 30683: 0.002940564762314878
Position 69213: 0.002883440554909296
Position 40530: 0.0028141807565225762
Position 27218: 0.0028139735489875854
Position 15295: 0.0027350790761088957
Position 5336: 0.002728481161107004
Position 81510: 0.0026163847648881665
Position 83956: 0.002595309248562749
Position 45006: 0.0025649757325755026
Position 354: 0.0025135329827870433
Position 13424: 0.002448272574837649
Position 2320: 0.00242069014464404
Position 41725: 0.0023827072472027964
Position 49890: 0.0023543692341484387
Position 48044: 0.002343872833576314
Position 83857: 0.0022943009436015888
Position 14156: 0.002290304331932652
Position 78172: 0.0022805519745334314
Position 34338: 0.0022561448060304436
Position 3883: 0.0022009662660439225
Position 44379: 0.0021745338287221423
Position 44210: 0.0021110137316873714
Position 79267: 0.0020955808458463275
Position 80061: 0.0020837721679892347
Position 24982: 0.00206474438956979
Position 78624: 0.0020562585576647512
Position 6121: 0.002047626448411084
Position 10296: 0.0020029455248567955
Position 40039: 0.0019702939724250456
Position 71306: 0.0019627353252698724
Position 69261: 0.001953115511332563
Position 31546: 0.0019422609608771703
Position 12212: 0.0019174865536692412
Position 15146: 0.0019099047236632051
Position 83712: 0.001902383631064709
Position 33186: 0.0018719164136664936
Position 70204: 0.0017639796857962962
Position 39896: 0.0017219874335154888
Position 32810: 0.0016446658536836232
Position 34015: 0.001566755710770205
Position 78296: 0.0015562745253348354
Position 15659: 0.0015466261509759533
Position 6424: 0.0015249213234907616
Position 1352: 0.0015109798173744801
Position 76: 0.0014632712471801324
Position 83993: 0.001449658184007791
Position 33553: 0.0014349299942153764
Position 14203: 0.0013332981977425067
Position 69384: 0.0013305467834745226
Position 14376: 0.001291478444789424
Position 32606: 0.0012718345659599173
Position 2169: 0.0012133549961054137
Position 29973: 0.0011800019455405985
Position 124: 0.0011496897702277474
Position 21057: 0.001137631002785575
Position 13600: 0.001111739921960563
Position 10943: 0.00109853532672655
Position 1379: 0.001079912516798948
Position 12337: 0.0010798636581365176
Position 7393: 0.0010297879269551375
Position 79115: 0.0009931614105946522
Position 8091: 0.000976964524649411
Position 17771: 0.0009562892923930245
Position 34394: 0.0009294951757552873
Position 43945: 0.0009254019516018682
Position 13602: 0.000921078014465464
Position 14206: 0.000920151680009007
Position 23032: 0.0009152925557505763
Position 34009: 0.0008984478947353397
Position 3660: 0.000831656524169104
Position 12179: 0.0008129136972016451
Position 12441: 0.0007907570394646532
Position 17782: 0.0007843224756435968
Position 69009: 0.0007486900518235212
Position 4671: 0.0007076469457837065
Position 78288: 0.0006812808919798462
Position 12131: 0.0006716104781940082
Position 70722: 0.0006527467224494195
Position 53834: 0.0006100151810600155
Position 13606: 0.0005985336331555169
Position 79959: 0.0005607855489906661
Position 252: 0.0005488322495839487
Position 12052: 0.0005482045957694078
Position 645: 0.0005429048782790064
Position 13134: 0.0005277125925587763
Position 32261: 0.0004848494629641294
Position 31920: 0.0004764648322401416
Position 32256: 0.0003931116792002614
Position 1369: 0.00038383196829304915
Position 2033: 0.00037497276206623575
Position 15432: 0.0003682747137821934
Position 32237: 0.00035875663237738636
Position 4580: 0.0003489398548421012
Position 179: 0.0003462490379467134
Position 34369: 0.00033975186633137806
Position 1864: 0.0003329028918765852
Position 93: 0.0003214244617135232
Position 12439: 0.00031844405381065247
Position 11310: 0.0003090292383301056
Position 41345: 0.00029253193497562536
Position 10173: 0.0002849635906815481
Position 850: 0.00026616385718181596
Position 598: 0.00025930915272633385
Position 134: 0.0002578713495689121
Position 4099: 0.0002510261099478165
Position 1950: 0.00022766116965805262
Position 32287: 0.00022696036250722433
Position 17735: 0.00021948483495934137
Position 1281: 0.00020808847208239636
Position 694: 0.0002008897887818809
Position 71345: 0.00018605053229934083
Position 32629: 0.0001817415894268681
Position 4072: 0.00017974091692967095
Position 72331: 0.00017728994042614087
Position 881: 0.00017687599049245458
Position 13557: 0.00017148563639243729
Position 244: 0.0001623567792558003
Position 32078: 0.00016197222891492773
Position 31977: 0.00016044023379588614
Position 3887: 0.00015885879455548914
Position 18327: 0.00015634893216228275
Position 3134: 0.00015573557216023
Position 325: 0.000144482480589291
Position 32518: 0.00013997859778234667
Position 17694: 0.00012601134545604028
Position 32252: 0.00011214496841491892
Position 17664: 0.00010723841432766683
Position 1560: 0.00010539400541450672
Position 18435: 0.0001019963054862602
Position 163: 9.56536187064796e-05
Position 116: 9.534535274474714e-05
Position 518: 8.92030112521145e-05
Position 32647: 8.910926559616927e-05
Position 809: 8.557116276199838e-05
Position 1590: 8.113005804417148e-05
Position 32586: 7.794411711721802e-05
Position 32388: 6.853357456611634e-05
Position 19621: 6.521125182119227e-05
Position 32490: 6.49501729134168e-05
Position 2201: 6.275674339524997e-05
Position 1898: 6.194066870434796e-05
Position 2199: 6.180631347440583e-05
Position 673: 6.0361952173277826e-05
Position 18052: 5.823794983500373e-05
Position 32270: 5.6446204892066226e-05
Position 2099: 5.515578339139696e-05
Position 32128: 5.318597902140217e-05
Position 3474: 4.706958453261118e-05
Position 18317: 4.366650671530294e-05
Position 3330: 4.34758307308092e-05
Position 17714: 4.057857110806738e-05
Position 69784: 3.862034229850502e-05
Position 70198: 3.848538504258268e-05
