Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  1000
Partition function (log Z): 17.532138095807248

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9995127796732924
Position 14280: 0.9799299143262573
Position 12626: 0.9460211549789377
Position 10459: 0.8877844349205816
Position 15862: 0.8626101788684769
Position 12839: 0.8608471173023579
Position 11250: 0.8553947529121244
Position 133: 0.7927518811838504
Position 5600: 0.7863783710210093
Position 4406: 0.7596931705610261
Position 15215: 0.6443420023092775
Position 13543: 0.3691396228297322
Position 3859: 0.24520380863426441
Position 7255: 0.17241115948242847
Position 3940: 0.16875280558033912
Position 352: 0.15525184710806697
Position 3277: 0.1547035174777077
Position 3630: 0.15211599283562796
Position 15261: 0.12818957068134715
Position 3079: 0.12728027720856477
Position 15758: 0.12113483031553482
Position 15415: 0.09651638244667356
Position 14603: 0.09221663673383514
Position 12266: 0.07941272939132807
Position 4899: 0.07672237919341546
Position 348: 0.059215086403132056
Position 834: 0.053234757712255
Position 10524: 0.04902875750536278
Position 12150: 0.048314053760713016
Position 12057: 0.047983527162350034
Position 6516: 0.039996651183685464
Position 15265: 0.03876561443342534
Position 11216: 0.036931735515847615
Position 10500: 0.03681276158367775
Position 12870: 0.036617381255303755
Position 15234: 0.03650953087884458
Position 11299: 0.034259533678446225
Position 5069: 0.03169286529135318
Position 4357: 0.029580503659005126
Position 14517: 0.02305282545948785
Position 3260: 0.019503014223645823
Position 10724: 0.019124030545673642
Position 5544: 0.015578371783675741
Position 9896: 0.014705361015975721
Position 3418: 0.014337659485996069
Position 149: 0.012449574339383037
Position 1021: 0.011758334780017098
Position 10669: 0.011647574299647969
Position 1678: 0.011611158300693451
Position 10221: 0.011132257822778964
Position 2232: 0.011003835561463863
Position 9861: 0.010717349795674184
Position 7973: 0.01029817121984674
Position 13688: 0.010058301334606832
Position 12178: 0.010019171225752176
Position 3469: 0.009109368612710262
Position 12061: 0.009040770953372364
Position 15225: 0.008974702977704432
Position 3299: 0.008620273037431991
Position 9392: 0.008356033470768916
Position 14251: 0.007882569570962662
Position 12887: 0.007775677810123373
Position 1698: 0.006303343417944914
Position 14487: 0.006298835798969061
Position 138: 0.005918522371999619
Position 12809: 0.00586658234808715
Position 104: 0.005387135341221685
Position 3869: 0.005361698354451177
Position 10641: 0.005268043551892815
Position 16363: 0.004707226492949985
Position 11628: 0.00468675775955889
Position 334: 0.004630223651845983
Position 4895: 0.004577170158168972
Position 12076: 0.004564319717149013
Position 14990: 0.004483509425047087
Position 1833: 0.0043779426094515414
