Gene = Tirap
index = 1085
Annotated 5SS: [  127  1071  8718  8971  9274 11635]
Annotated 3SS: [  971  8594  8908  9114 10995 12360]
SMsplice 5SS: [  435  1071  8380  8718  8971  9274 12676]
SMsplice 3SS: [  971  8220  8594  8908  9114 12481 14102]
top_k =  1000
Partition function (log Z): 1.56410651347635

Sorted 5' Splice Sites (High to Low Probability):
Position 8718: 0.9909897569611588
Position 9274: 0.9680900210006222
Position 1071: 0.7596077909125247
Position 12676: 0.7272593828315702
Position 8971: 0.7249589135657726
Position 8380: 0.5880497652830646
Position 435: 0.5836338533600613
Position 13350: 0.5534518830577795
Position 127: 0.2974792913946743
Position 10523: 0.2709438208987264
Position 13140: 0.1960650211950605
Position 11635: 0.1942526720895241
Position 12207: 0.1930163932717433
Position 431: 0.16309747614955541
Position 8502: 0.15689837331075432
Position 13802: 0.1338510314036444
Position 1565: 0.11689499661892663
Position 14147: 0.09012992084028801
Position 11266: 0.08128665963706132
Position 1781: 0.07977749311345471
Position 10537: 0.05376274168618487
Position 5500: 0.048693058504299024
Position 10746: 0.04823087515988899
Position 8497: 0.04689813366112557
Position 12262: 0.046847824756670306
Position 10542: 0.03888108402446049
Position 8932: 0.03421760581445421
Position 14321: 0.03027747889213781
Position 10402: 0.029862485134094504
Position 10751: 0.0283388683673219
Position 10902: 0.026453857548040267
Position 1081: 0.02138261683520715
Position 2672: 0.021282164022016537
Position 7919: 0.020870460925665243
Position 5610: 0.020699703753826806
Position 12837: 0.020309612293335867
Position 7647: 0.020002091992430724
Position 867: 0.01911550729770312
Position 1555: 0.018181764350890004
Position 13371: 0.014136849798673072
Position 11972: 0.01379990375103488
Position 14196: 0.01297419969108142
Position 6036: 0.011589257347023565
Position 8487: 0.01145561000905731
Position 8425: 0.011088619418529393
Position 9012: 0.00925157472566033
Position 132: 0.00923629200362736
Position 9076: 0.008655982199580121
Position 8317: 0.008216708520220198
Position 10772: 0.0075422643738677405
Position 9031: 0.004287941369980714
Position 11570: 0.004274410214842412
Position 9035: 0.003954957810104324
Position 462: 0.0038932657313991295
Position 8342: 0.002801374951831869
Position 9000: 0.0021340414738852237
Position 9186: 0.0018952817155719523
Position 5234: 0.0018362120232219132
Position 8980: 0.001762173422541551
Position 634: 0.0016918070757296012
Position 8646: 0.0016115723586381107
Position 11613: 0.0015657894972799468
Position 11092: 0.001563001829417364
Position 12635: 0.0014847741906060187
Position 10907: 0.0014788242923621932
Position 8791: 0.0014779644588336976
Position 1124: 0.0012123920564474544
Position 10491: 0.001175515052494453
Position 2128: 0.0011744225963727923
Position 306: 0.001149447768904122
Position 1800: 0.0011408560208295525
Position 7386: 0.0010122135269049197
Position 319: 0.0009987968482766502
Position 9544: 0.0007754701249622123
Position 5808: 0.000735858916323892
Position 848: 0.0007185788224422533
Position 8635: 0.0006878216256082608
Position 595: 0.0006294798382102101
Position 9801: 0.0006089870698563341
Position 8006: 0.0005274763797480285
Position 2598: 0.0005151769823527376
Position 3809: 0.0004956188157653308
Position 9640: 0.00041736969897913993
Position 905: 0.00040610406034559204
Position 2965: 0.0003955859567623961
Position 6899: 0.0003892002596872915
Position 1845: 0.00038543969419783274
Position 12830: 0.0003840425322721512
Position 10175: 0.00036527897492693527
Position 3323: 0.0003417177685429258
Position 9769: 0.00032625911220140986
Position 252: 0.00029853950332262686
Position 6522: 0.00028380048479076055
Position 9760: 0.00027205092042571993
Position 9080: 0.0002624266130808546
Position 657: 0.00026009185070717484
Position 9003: 0.00021322066454894928
Position 11314: 0.00019395321799073702
Position 9718: 0.00019240469752319393
Position 9624: 0.00019160794254059911
Position 1161: 0.00016398122976337578
Position 1085: 0.0001470998224956416
Position 735: 0.00014521096666781364
Position 24: 0.00014328606892258775
Position 806: 0.0001376447993956206
Position 115: 0.00013278185058606152
Position 765: 0.0001310004009342022
