Gene = Nps
index = 764
Annotated 5SS: [  8 202]
Annotated 3SS: [ 119 3553]
SMsplice 5SS: [  8 202]
SMsplice 3SS: [ 119 2405]
top_k =  1000
Partition function (log Z): -8.104107941309373

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.8728911748209434
Position 8: 0.5340202075172215
Position 1431: 0.24431266733578783
Position 1389: 0.1848475895532581
Position 1288: 0.0822552953099281
Position 3144: 0.060390511623152544
Position 1315: 0.05978700598894667
Position 381: 0.04022032270194985
Position 2214: 0.03994178855887768
Position 13: 0.03597484893412097
Position 51: 0.034295227513338085
Position 299: 0.029699585248135825
Position 1508: 0.02057618512201229
Position 377: 0.014439075196092124
Position 352: 0.013582265883563186
Position 769: 0.008050289863331372
Position 2469: 0.007840755719883054
Position 4018: 0.006793342464219478
Position 1137: 0.004482414265989088
Position 630: 0.00429490048125552
Position 1215: 0.003950879194681642
Position 97: 0.003926518466254591
Position 3383: 0.003630097326965861
Position 4087: 0.003460471808760347
Position 1518: 0.0031920860435635484
Position 1562: 0.002990796205807691
Position 229: 0.0025116753098748915
Position 331: 0.0018462547974276533
Position 1690: 0.00158439629373487
Position 2498: 0.0015247243134024811
Position 2919: 0.0014490113666744226
Position 1572: 0.001433928115061548
Position 2859: 0.0012042119915980885
Position 3738: 0.0011903773657726327
Position 1406: 0.001134601622939301
Position 40: 0.001128811240902675
Position 2095: 0.0009945771192199735
Position 367: 0.0008526503532631965
Position 1441: 0.0008269447052503124
Position 1163: 0.0008191818858034461
Position 2564: 0.0007535691590537302
Position 3923: 0.0007466340406283821
Position 2689: 0.0006210318184970624
Position 1662: 0.0005862499851377122
Position 1600: 0.0005516278374546552
Position 160: 0.00048604248650607984
Position 2366: 0.00040428623267711657
Position 2629: 0.0004025310032197727
Position 641: 0.00038135764313169853
Position 2935: 0.00037726729063432247
Position 3368: 0.00037143486921860277
Position 2312: 0.0003205068698135
Position 80: 0.00018308270543168094
Position 329: 7.567563732560197e-05
Position 187: 5.583103128508213e-05
Position 55: 5.015779086839744e-05
Position 169: 3.8828366101586345e-05
Position 250: 2.852222494806724e-05
Position 150: 2.6312368520530784e-05
Position 3380: 2.5021842193139317e-05
Position 1320: 1.851454077755949e-05
Position 1318: 1.8096782707789096e-05
Position 1292: 1.6078073785050448e-05
Position 695: 1.2998369205297663e-05
Position 2212: 5.661097246846285e-06
Position 2336: 5.578349288762877e-06
Position 422: 4.209457041321478e-06
Position 156: 3.788799889774428e-06
Position 681: 3.4106399400658996e-06
Position 701: 3.395064962752787e-06
Position 851: 3.26681626332833e-06
Position 139: 2.751731251151325e-06
Position 1474: 2.3336423881491824e-06
Position 2293: 1.9360490217398977e-06
Position 287: 1.8095750787052564e-06
Position 604: 1.6792176847343038e-06
Position 583: 1.6534405848744812e-06
Position 78: 1.4951461023861327e-06
Position 123: 1.0996871246064999e-06
Position 941: 6.932728475639512e-07
Position 407: 5.095706471205801e-07
Position 1177: 1.3262437198672134e-07
Position 210: 1.0709985876285726e-07
Position 519: 8.152449831488e-08
Position 432: 5.193800135096902e-08
Position 177: 3.783751189131957e-08
Position 179: 2.2397343408898355e-08
Position 311: 1.2941515221327418e-08
Position 541: 3.3902584942055057e-09
Position 371: 1.730469651962516e-09
Position 448: 1.4779227910681015e-09
Position 400: 1.1844369946592291e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 119: 0.5802265914476852
Position 1214: 0.2593769562308417
Position 2405: 0.24845188580836547
Position 3016: 0.18529587491751817
Position 1388: 0.18403371765294912
Position 1352: 0.15545981249652044
Position 3248: 0.14240959239204865
Position 1258: 0.09297966464939027
Position 3844: 0.07199701224579302
Position 2081: 0.06065412868408823
Position 3594: 0.040553019156082844
Position 3553: 0.03228363157955011
Position 2739: 0.023758575656358315
Position 4157: 0.020278098536183193
Position 3951: 0.01972042624180979
Position 1058: 0.019131126011068256
Position 3331: 0.019045191038717085
