Gene = Gstcd
index = 523
Annotated 5SS: [   246   7250   9787  19926  29260  86266  86438  88162  93001  95660
 105441]
Annotated 3SS: [  6799   9318  19673  29165  86149  86392  88032  92866  95628 105370
 108605]
SMsplice 5SS: [   246   7250   8052  29260  34057  38078  41484  49920  76671  85766
  86438  88162  93001 105441]
SMsplice 3SS: [  7128   7793  29165  33950  37957  41313  49786  76596  85715  86149
  88032  92866 105370 108605]
top_k =  1000
Partition function (log Z): -50.75797265331043

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9306197194379815
Position 7250: 0.8048671948727728
Position 8052: 0.715707468211134
Position 15416: 0.48422450442515635
Position 12372: 0.42389270109869154
Position 15194: 0.3132857176489298
Position 7046: 0.2692192414243263
Position 4547: 0.2579206798354214
Position 2978: 0.20946316228934883
Position 9787: 0.17211751081443308
Position 11452: 0.15465165197734193
Position 526: 0.11162267991244411
Position 6950: 0.10965238432164505
Position 16169: 0.10096492406335543
Position 6910: 0.09461922645015552
Position 3269: 0.08780985641132678
Position 18781: 0.08476880128800884
Position 16500: 0.0717828681849573
Position 11186: 0.06644659596880977
Position 6914: 0.06351608385498231
Position 1220: 0.05470914741618549
Position 2936: 0.049213917914397894
Position 19926: 0.04906872445197761
Position 16184: 0.035948583660876686
Position 500: 0.029437580977901577
Position 6608: 0.029311789290070424
Position 9515: 0.02421265275960408
Position 2958: 0.022898951366186252
Position 11558: 0.022026756225206803
Position 3595: 0.02165406730434705
Position 907: 0.0211042035560468
Position 6626: 0.02014806491813949
Position 8: 0.02001936593733104
Position 496: 0.01670821479079085
Position 6614: 0.014138029699255272
Position 3767: 0.013618784481976098
Position 5129: 0.013575127909318793
Position 3181: 0.012164442829727874
Position 1573: 0.011086492668029984
Position 12639: 0.010135783780690709
Position 6939: 0.009554306358705035
Position 1689: 0.009064482804132768
Position 2466: 0.00846063419947482
Position 12279: 0.006907290467029876
Position 3549: 0.006583210798396604
Position 2591: 0.005281162948453365
Position 7885: 0.004695901041582376
Position 7825: 0.004138011874209298
Position 311: 0.0034165007339108434
Position 3551: 0.0032621678447931133
Position 2007: 0.002829771171993804
Position 3101: 0.0027414166115403513
Position 6270: 0.0026815057555972586
Position 1843: 0.002563937687861358
Position 348: 0.0023599719675160952
Position 7261: 0.0023307774124281225
Position 7103: 0.0018265499668276759
Position 5592: 0.0017541756593114392
Position 6598: 0.0015318788053676243
Position 2982: 0.0015127770739191025
Position 3558: 0.0014503609170009202
Position 1029: 0.0014382933808552221
Position 4204: 0.0013884414064222798
Position 1266: 0.0013852344475831242
Position 339: 0.001365482175006328
Position 452: 0.0012559287329574813
Position 3516: 0.001188003402992088
Position 8736: 0.0011471264379089951
Position 5813: 0.0011191689532290537
Position 2699: 0.0011131176407201703
Position 194: 0.0008127653120175446
Position 662: 0.0007277176718768565
Position 6959: 0.0007172385499529392
Position 6868: 0.000654281007611342
Position 407: 0.0006248153465999653
Position 2835: 0.0006101640517525461
Position 5809: 0.0005983763510657031
Position 53: 0.0004977488900601403
Position 4406: 0.00046218468599559977
Position 4471: 0.000410473063376433
Position 5077: 0.0003946729309689925
Position 10964: 0.0003807931596234635
Position 1321: 0.0003804822272848878
Position 1015: 0.00036208541027559036
Position 2884: 0.00035595830526853167
Position 649: 0.00034767522493397415
Position 141: 0.00028156959206278613
Position 2938: 0.00023552421154092497
Position 2057: 0.00012797317932807095
Position 2649: 0.00011990512793744169
Position 2895: 4.869973075211507e-05
Position 270: 4.138963425516193e-05
Position 182: 2.487999825305432e-05
Position 483: 2.3589597667599626e-05
Position 191: 2.0886600329481347e-05
Position 641: 1.9850817510815755e-05
Position 2501: 1.6894951800346774e-05
Position 445: 1.688429429675057e-05
Position 3215: 1.6005903152615673e-05
Position 411: 1.542404039698119e-05
Position 29: 1.5315403626439395e-05
Position 971: 1.1889947565529292e-05
Position 56: 7.686313668431166e-06
Position 152: 6.434412283698651e-06
Position 1228: 5.53124422837982e-06
Position 533: 5.328320170585032e-06
Position 111: 2.988130781526497e-06
Position 1316: 1.7347030771932609e-06
Position 1284: 1.3618620983124156e-06
Position 551: 9.216467169404435e-07
Position 2888: 8.296533783859763e-07
Position 541: 8.108438166632915e-07
Position 1353: 7.89592546686591e-07
Position 371: 5.092999016430073e-07
Position 435: 3.746255880346805e-07
Position 615: 9.921355138352523e-08
Position 748: 7.844470428992093e-08
Position 556: 5.4303155684394356e-08
Position 538: 2.4449898113083777e-08
Position 544: 1.0791566353782548e-08
Position 536: 8.568698848520882e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19673: 0.8393420056700358
Position 6799: 0.6283159210900209
Position 7793: 0.6217506710937246
Position 7128: 0.5671314346669522
Position 15339: 0.4997912390576216
Position 15098: 0.31450294582980715
Position 12247: 0.26720520473587467
Position 2814: 0.2564040447335511
Position 4394: 0.2273940549264073
Position 11378: 0.16646082577576932
Position 12155: 0.14474158015432811
Position 16040: 0.12411399592274838
Position 9680: 0.12072356327419612
Position 16315: 0.11145234324408908
Position 397: 0.09389248553735176
Position 7133: 0.09320277483474253
Position 18600: 0.08805841741181213
Position 7100: 0.07129234003250866
Position 6527: 0.0616063181733264
Position 9318: 0.06011077804876269
Position 7903: 0.054832866188385315
Position 11028: 0.054370867129132895
Position 3006: 0.05240301112528521
Position 3475: 0.04513440982890372
Position 3139: 0.03669354703332568
Position 416: 0.03252490729791153
Position 7968: 0.031397634448203184
Position 4450: 0.030515714189163726
