Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  1000
Partition function (log Z): -5.185640123477736

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.9917843691008035
Position 318: 0.9028357215990059
Position 22291: 0.8455270477802066
Position 27957: 0.6446014173705268
Position 23894: 0.5029695196292385
Position 26939: 0.44114961598388974
Position 26447: 0.4063698361460591
Position 23898: 0.3930667026907447
Position 19839: 0.32517747299473043
Position 23461: 0.3229570193248893
Position 16044: 0.27078528601655355
Position 2411: 0.2413168228405481
Position 21183: 0.200494274824053
Position 16028: 0.15811161611784752
Position 20358: 0.15311990451748
Position 24498: 0.11454765698257739
Position 626: 0.0981127223002042
Position 25304: 0.09275375985583593
Position 289: 0.09115235281764293
Position 15988: 0.0820887695880578
Position 23377: 0.07562582195770176
Position 23545: 0.07299063797783525
Position 6770: 0.05261109587794587
Position 22331: 0.04391695477114565
Position 8299: 0.04049647550801119
Position 16120: 0.03600567620738849
Position 23381: 0.03309887189880828
Position 25373: 0.02961389671040596
Position 13171: 0.029582252020247234
Position 8120: 0.02794192349739722
Position 26285: 0.021985665150155667
Position 23968: 0.02167287028652077
Position 13219: 0.020391221003971165
Position 23370: 0.01836876205816134
Position 23584: 0.018302046616397942
Position 28446: 0.018172042992019216
Position 24382: 0.01665793192726391
Position 11767: 0.01585743967285273
Position 13250: 0.01436984124587354
Position 25726: 0.013758998343126737
Position 8290: 0.013444058988799523
Position 24301: 0.009890636071163797
Position 23419: 0.008565696755972619
Position 19357: 0.008209901254708999
Position 23479: 0.004929702646353242
Position 4258: 0.0038429576743377347
Position 5519: 0.0035156950234584896
Position 579: 0.003171909320450609
Position 28438: 0.002997117589642174
Position 1663: 0.002901635619838405
Position 25774: 0.002841267410042383
Position 4089: 0.002101736484334305
Position 7179: 0.0019908264185358603
Position 23902: 0.001951769609412545
Position 27511: 0.001585982438248487
Position 23853: 0.0015525451392600044
Position 27858: 0.0015369636470269643
Position 4154: 0.0008011421107124704
Position 23934: 0.000775985744924768
Position 25315: 0.0007656043649523542
Position 4762: 0.0007375175145904098
Position 3616: 0.0006339064243621638
Position 27941: 0.0006257582500291666
Position 7116: 0.0005966202090527372
Position 6459: 0.0005540752639148503
Position 1553: 0.0003967213192917959
Position 1638: 0.00035908342531542703
Position 4407: 0.00034779523622743196
Position 7259: 0.0003325220754557966
Position 2211: 0.0003227750234792296
Position 26488: 0.00031762673728348285
Position 2791: 0.0002880466042867183
Position 630: 0.0002712327835375891
Position 517: 0.00021154756642745984
Position 5889: 0.00021050195808310976
Position 23820: 0.00020591688883537403
Position 267: 0.00020158714193294243
Position 19903: 0.0001741852521112596
Position 6774: 0.00017292832111121285
Position 27396: 0.0001627516230725875
Position 7303: 0.00016262681466794164
Position 686: 0.00015454161951230055
Position 3576: 0.0001271339614309172
Position 2668: 0.00012437966702357644
Position 6043: 0.00012060459716532432
Position 1095: 0.00010813524582726544
Position 2032: 0.00010714363292055825
Position 670: 8.783936913739795e-05
Position 1591: 8.093017675786663e-05
Position 275: 3.291689184575978e-05
Position 144: 2.686334087203382e-05
Position 27975: 2.009084855237392e-05
Position 2079: 1.703279585617682e-05
Position 419: 1.383008839784681e-05
Position 93: 1.1901717026288762e-05
Position 1827: 9.463377449487234e-06
Position 715: 8.485382282151853e-06
Position 343: 7.398923297240757e-06
Position 216: 5.7498216905376695e-06
Position 312: 5.578624779129787e-06
Position 237: 3.70625155042909e-06
Position 57: 3.514749974503796e-06
Position 62: 3.4475733547267407e-06
Position 183: 3.396055118246534e-06
Position 52: 3.1047464244457286e-06
Position 119: 2.0850344094347474e-06
Position 147: 1.7746484755681373e-06
Position 185: 1.61468379031582e-06
Position 462: 1.4275521211880745e-06
Position 59: 1.3449724063355226e-06
Position 25: 1.2795764413032998e-06
Position 249: 9.775087241298498e-07
Position 243: 7.551919134487587e-07
Position 129: 6.500803128092829e-07
Position 261: 6.229216193288692e-07
Position 213: 5.406312753308079e-07
Position 873: 5.226106397924351e-07
Position 22: 4.878755787351063e-07
Position 104: 4.568184330865594e-07
Position 522: 3.3729979761047045e-07
Position 240: 2.7069818143814105e-07
Position 472: 2.3556353781329718e-07
Position 350: 2.274314484214631e-07
Position 122: 2.1429769677085047e-07
Position 382: 1.867005580223646e-07
Position 599: 1.578911141392736e-07
Position 768: 1.1996359410486647e-07
Position 384: 1.0509819138661896e-07
Position 1048: 9.759759705562891e-08
Position 431: 8.609272701644999e-08
Position 902: 5.73347889418859e-08
Position 421: 3.3339261208170575e-08
Position 551: 2.753052977986456e-08
Position 891: 2.6795601034486158e-08
Position 987: 2.578401316828552e-08
Position 1419: 2.1128344416066163e-08
Position 642: 1.902259613313073e-08
Position 744: 1.74510344397296e-08
Position 661: 1.3390736314826684e-08
Position 504: 4.5145671118475156e-09
Position 706: 2.130573344622038e-09
Position 542: 1.799929134893732e-10
Position 1421: 1.3477107389414714e-12
Position 2344: 1.0710964180608894e-12
Position 3124: 1.002346721158535e-12
Position 1327: 7.212265445455412e-13
Position 1430: 5.31874277108079e-13
Position 1099: 4.894746126015717e-13
Position 1026: 3.020395487345991e-13
Position 689: 2.902447948768725e-13
Position 1373: 2.505539777956971e-13
Position 1623: 2.3987275055726406e-13
Position 634: 1.7225993796834935e-13
Position 1459: 1.2844754357455387e-13
Position 703: 1.2220902038616767e-13
Position 1575: 7.483455795426334e-14
Position 1479: 6.656530867516176e-14
Position 990: 5.765084091810488e-14
Position 1599: 5.619840152953107e-14
Position 911: 5.609350557883798e-14
Position 652: 5.0740568074034185e-14
Position 1107: 4.86432602438861e-14
Position 632: 4.590887983302753e-14
Position 1643: 3.714160462937367e-14
Position 1466: 1.265826189802452e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.9999972472720572
Position 23773: 0.8535933507073595
Position 27813: 0.5950322888937524
Position 15918: 0.5469913479298474
Position 26222: 0.4424169050902119
Position 22157: 0.44137418324094013
Position 22168: 0.42325248455283415
Position 23291: 0.39948221100100906
Position 28348: 0.3319109837236863
Position 27759: 0.3214572176688734
Position 26753: 0.31893414069804565
Position 19744: 0.21937696068329524
Position 2285: 0.15729909820569826
Position 28292: 0.13849745241341027
Position 23294: 0.1362254433936692
Position 21044: 0.125148091854131
Position 24352: 0.10753304928739436
Position 25193: 0.09820462672040606
Position 28310: 0.09772172983974121
Position 20248: 0.0868598122876855
Position 26789: 0.08430053978601523
Position 521: 0.08307271415308393
Position 13064: 0.06434331427009195
Position 20988: 0.06189711951615781
Position 19706: 0.06028402688111763
Position 2165: 0.05621458175223232
Position 8149: 0.05394104431852792
Position 20035: 0.050792163228657226
Position 23800: 0.049076975049972486
Position 6649: 0.049059991490715264
Position 7971: 0.02526769204691778
Position 28579: 0.025153418399937375
Position 28070: 0.025099732523968018
Position 25059: 0.024969789260969016
Position 19684: 0.024364980555160003
Position 19637: 0.021368443426211352
Position 26758: 0.01949732921825074
Position 23342: 0.019307857241698655
Position 24098: 0.018342403464610926
Position 25618: 0.017588970493732287
Position 11695: 0.01585743967285273
Position 22049: 0.015608732347873008
Position 20206: 0.01560436569299409
Position 27477: 0.015248721543980177
Position 28273: 0.012484201736248722
Position 26708: 0.012029970500923411
Position 23714: 0.011814735447140729
Position 26855: 0.01108254287502295
Position 410: 0.01001889231626298
Position 2291: 0.009420220312532418
Position 22231: 0.009219582280025763
Position 28633: 0.0074777924198699145
Position 21093: 0.00735230923798918
Position 24043: 0.007158659869837391
Position 28556: 0.007155335623789682
Position 28241: 0.00683908886778207
Position 24198: 0.006671135705521389
Position 3977: 0.006514301390273283
Position 28762: 0.006510842051874473
Position 28419: 0.006465522119751251
Position 21054: 0.00611456710311545
Position 23635: 0.006020452379238636
Position 27423: 0.005920953369341369
Position 27691: 0.005721017853602808
Position 28372: 0.0053853596624400405
Position 28152: 0.004929884799241841
Position 28034: 0.004741235832655804
Position 2254: 0.004063994343600245
Position 28120: 0.003799431808637222
Position 1526: 0.0037363229011509874
Position 2344: 0.003655750380893214
Position 2070: 0.00327583601675733
Position 23897: 0.0031015347980133346
Position 24115: 0.0028626687784549915
Position 26529: 0.002466985998566137
Position 28174: 0.0021959246785443892
Position 28426: 0.0020633064795053226
Position 578: 0.0018553292135114843
Position 28706: 0.0017188813443763083
Position 7078: 0.0016711662676591001
Position 27820: 0.0016460614753658173
Position 7974: 0.0016084298064772927
Position 5261: 0.0015747909618455199
Position 28494: 0.0015386969904398458
Position 2354: 0.0014891100351366949
Position 6696: 0.0014776397805188637
Position 2249: 0.001475943611177144
Position 27779: 0.0013150541472247116
Position 5463: 0.001296044624800482
Position 6628: 0.0012776259251259013
Position 6990: 0.0012555680982285894
Position 8094: 0.0010657993677358783
Position 6587: 0.000968767002697118
Position 2294: 0.0009393562742157728
Position 25553: 0.000869330916644325
Position 25423: 0.0008400593976195062
Position 27190: 0.0008038222414099586
Position 26040: 0.0006861511019012388
Position 24697: 0.0006360206545363541
Position 25579: 0.0006203521054138756
Position 28386: 0.0006134184032818377
Position 26533: 0.0005984914354837821
Position 2304: 0.0005978968823025929
Position 5402: 0.000561431468754772
Position 6357: 0.0005540752639148507
Position 404: 0.0005471629504817612
Position 2394: 0.0005358699376359889
Position 2301: 0.00046136877569693727
Position 1920: 0.00042646640368433934
Position 3477: 0.00041601600213385425
Position 2325: 0.00036618717296868486
Position 5805: 0.000331247244498213
Position 2091: 0.0003163071846160722
Position 28739: 0.00030676576411861346
Position 2371: 0.0002854346171607359
Position 26218: 0.0002810743916491681
Position 2134: 0.00027359108057605186
Position 2330: 0.0002668249189076527
Position 2115: 0.00026470218889791436
Position 448: 0.00022904394303201994
Position 4183: 0.00021816527495605338
Position 4644: 0.0002173685065536011
Position 4677: 0.0002120273225459159
Position 4336: 0.00020535684800505614
Position 3437: 0.00019927482635817776
Position 382: 0.00017802440003068887
Position 527: 0.00016158896949803835
