Gene = Cabs1
index = 198
Annotated 5SS: [1356]
Annotated 3SS: [1956]
SMsplice 5SS: [225]
SMsplice 3SS: [1956]
top_k =  1000
Partition function (log Z): -11.00249397761914

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.4574492146899229
Position 997: 0.1737273332332115
Position 951: 0.1684997950760727
Position 656: 0.1423184094681689
Position 1854: 0.13365141477191647
Position 203: 0.054653356830120244
Position 429: 0.03827407228813562
Position 105: 0.03591550226734421
Position 1514: 0.012725030570164757
Position 1360: 0.012486426880504208
Position 373: 0.007105543360168878
Position 1225: 0.006293125924904947
Position 25: 0.006280142950822497
Position 1755: 0.003742340431725157
Position 425: 0.0033304200638904014
Position 752: 0.00300183747284773
Position 1631: 0.002870567097862927
Position 1234: 0.0022996613263968095
Position 710: 0.0020346374406471444
Position 194: 0.001616232790865605
Position 242: 0.0014783717960784877
Position 1090: 0.0010560907629939347
Position 515: 0.0006706843748054862
Position 563: 0.0006392480037873009
Position 1281: 0.0004420094602154837
Position 512: 0.00039358058336039974
Position 529: 0.0002989674699777373
Position 1052: 0.0002978269793145069
Position 398: 0.00028984928553656104
Position 456: 0.00027216498613703063
Position 1124: 0.00023348118184555097
Position 650: 0.00022328038577754835
Position 1288: 0.00020465700771766764
Position 672: 0.00019193258975434298
Position 1182: 0.00016458970324120608
Position 38: 0.00015311347663310432
Position 810: 0.00015192419051496568
Position 300: 0.00013132296631719902
Position 552: 0.00012222241499673292
Position 686: 0.00010821873340645763
Position 31: 7.020187193212884e-05
Position 797: 6.256887030715385e-05
Position 1712: 6.058501988380672e-05
Position 961: 5.7364835380554596e-05
Position 1270: 5.295945660422691e-05
Position 1774: 4.486266490356009e-05
Position 1136: 4.250421270988789e-05
Position 608: 3.69753831055397e-05
Position 434: 3.28967263465079e-05
Position 773: 2.6064408710934718e-05
Position 1532: 2.301961956100089e-05
Position 1398: 1.6483589677633035e-05
Position 881: 2.1402094122869977e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.5868878475645278
Position 446: 0.1575050681116927
Position 1735: 0.10781898243816047
Position 1988: 0.05342579943005104
Position 1709: 0.05300606717182834
Position 1022: 0.051550492650225016
Position 587: 0.034178248233005165
Position 500: 0.03235911934909558
Position 2039: 0.029295367028918134
Position 629: 0.025754109306506658
Position 323: 0.019319870536980567
Position 398: 0.017704394022641956
Position 1504: 0.016786582018894044
Position 779: 0.011054554694518772
Position 1109: 0.009575933440864463
Position 1064: 0.007863787561450343
Position 1459: 0.006241051522605271
Position 743: 0.005076969038052745
Position 869: 0.004710669283790981
Position 1613: 0.004365605192516682
Position 672: 0.0034448522790792107
Position 1136: 0.002991521443014051
Position 1788: 0.0026339217270776017
Position 782: 0.0025353996934826865
Position 1992: 0.002271854224041574
Position 456: 0.0021517328566002707
Position 706: 0.0021157917333441663
Position 2098: 0.002053431661005229
Position 425: 0.0019368005633049316
Position 725: 0.001808219228303608
Position 875: 0.0017532326500323276
Position 1139: 0.0011548371057139618
Position 242: 0.0011410630845783561
Position 1397: 0.0009379059713357081
Position 824: 0.0009352532255826561
Position 1355: 0.0009222469268805433
Position 545: 0.0009146270026227937
Position 503: 0.0008998242329915395
Position 1511: 0.0008210033037957283
Position 1447: 0.000585972500500009
Position 1156: 0.0005754725650421691
Position 810: 0.000540662365756464
Position 185: 0.0005309146656510687
Position 1124: 0.0004052250178095831
Position 904: 0.0003813188149619503
Position 709: 0.0003699079251006726
Position 996: 0.00036224760692426427
Position 512: 0.00034790336007742257
Position 1484: 0.00032492293492649766
Position 1919: 0.00028607900854801593
Position 1088: 0.0002739798293919035
Position 1841: 0.00025954695780199195
Position 1759: 0.00021366636556496464
Position 188: 0.00017241582130776776
Position 1336: 0.00016382395457738435
Position 1653: 0.00016316338677850448
Position 325: 0.00016238584447398702
Position 887: 0.00015001130493238818
Position 1329: 0.00014961394661220954
Position 568: 0.0001458671686384639
Position 655: 0.0001338389378157182
Position 821: 0.00013133773861649564
Position 547: 0.0001262867539348432
Position 509: 0.00011945214876588743
Position 679: 0.0001183321906120682
Position 329: 0.00010801261669109047
Position 370: 9.954042294653912e-05
Position 748: 7.457312244605395e-05
Position 164: 7.391577129522171e-05
Position 1421: 7.152907856427568e-05
Position 1150: 6.293223369391741e-05
Position 746: 6.140425812933455e-05
Position 552: 5.703863673713568e-05
Position 529: 5.5093742643930166e-05
Position 203: 5.357358295918583e-05
Position 1466: 4.7675198577134405e-05
Position 96: 3.870194991972702e-05
Position 1202: 3.777358656746848e-05
Position 1234: 3.628200412470092e-05
Position 786: 3.603896375411057e-05
Position 941: 3.582146896910443e-05
Position 1042: 3.50843510666834e-05
Position 1281: 3.174506478367904e-05
Position 473: 2.857292810887883e-05
Position 686: 2.8217825834055204e-05
Position 296: 2.7513762548029585e-05
Position 951: 2.477956406531128e-05
Position 1205: 1.884338613191377e-05
Position 920: 1.8362065105254397e-05
Position 1159: 1.727690953352195e-05
Position 281: 1.1864449550410009e-05
Position 961: 1.1504730681985566e-05
Position 955: 9.29134929931871e-06
Position 959: 2.654093407017885e-06
Position 470: 2.611676180135918e-06
Position 284: 1.4621032894029949e-06
Position 98: 1.4492951229861097e-06
Position 265: 1.4348792115094561e-06
Position 125: 1.3385224670039678e-06
Position 105: 6.795227562737039e-07
Position 1114: 5.805743225929341e-07
Position 1302: 3.8403630839008323e-07
Position 1111: 3.187233814978758e-07
Position 594: 3.0307342145953877e-07
Position 760: 2.7244653148314156e-07
Position 647: 2.3697510300203232e-07
Position 122: 2.1162034811711602e-07
Position 250: 1.4777353406600976e-08
