Gene = Cyp20a1
index = 311
Annotated 5SS: [  135  8848  9753 11334 20035 23405 28014 29322 32865 36163 39146 43672]
Annotated 3SS: [ 8797  9585 11190 19866 23325 27897 29266 32743 36050 39080 43581 43815]
SMsplice 5SS: [  135 11334 13853 14117 19379 20035 23405 28014 32865 36163 39146 43672]
SMsplice 3SS: [11190 13703 14042 19151 19866 23325 27897 32743 36050 39080 43581 43815]
top_k =  1000
Partition function (log Z): -0.26993326028129605

Sorted 5' Splice Sites (High to Low Probability):
Position 28014: 0.9958734756004458
Position 11334: 0.962305466610267
Position 36163: 0.9584645917070549
Position 23405: 0.9390914025858544
Position 43672: 0.9369349242416405
Position 14117: 0.9084220803120766
Position 20035: 0.8735152369106874
Position 135: 0.8372332244982291
Position 39146: 0.7293170598680113
Position 19379: 0.6179947827473937
Position 13853: 0.5859187519552523
Position 32865: 0.5067198298613922
Position 19817: 0.3827624166542692
Position 43993: 0.3596906477901717
Position 22473: 0.2655936474768934
Position 3002: 0.2606247969999128
Position 23829: 0.24492714300311466
Position 32911: 0.1504657762762279
Position 9753: 0.14816314694771554
Position 23801: 0.1457979862374615
Position 5116: 0.14491528490293587
Position 731: 0.11761177060162972
Position 7435: 0.09813775604409686
Position 29407: 0.0974460678094345
Position 39828: 0.08191237489823493
Position 18706: 0.07102148091232957
Position 6502: 0.06937265635869211
Position 238: 0.06825732065638301
Position 7025: 0.06489071627263557
Position 9014: 0.06367702511054947
Position 39809: 0.06318166088961086
Position 43906: 0.05877115281047991
Position 108: 0.05360949581195389
Position 38092: 0.052850221085027925
Position 8848: 0.0526637823839386
Position 40510: 0.048523956337316446
Position 38976: 0.04421053970417519
Position 8286: 0.04353127542564931
Position 26204: 0.04258483305400665
Position 622: 0.04210472591976436
Position 23915: 0.04203931134899059
Position 12790: 0.04176720241459359
Position 19561: 0.03744895775200249
Position 14137: 0.03385047929378394
Position 42849: 0.03375834123037673
Position 11339: 0.030925047033105856
Position 3036: 0.02965020338966634
Position 39946: 0.029217186277756477
Position 6023: 0.0275895950517964
Position 18806: 0.026773694815124774
Position 5965: 0.024032427645146834
Position 15595: 0.023047937854513787
Position 44020: 0.022521358602009232
Position 18527: 0.022420305824364734
Position 10406: 0.022299025093060518
Position 38867: 0.02216781669199146
Position 14660: 0.022121574776917015
Position 17291: 0.021398876908023806
Position 16451: 0.02091294984663844
Position 26156: 0.016747969806891236
Position 43949: 0.016157240809178786
Position 38172: 0.0154460036826237
Position 16262: 0.014428723245791484
Position 3040: 0.013783908885777072
Position 25923: 0.013089944572242726
Position 27036: 0.011798377374561724
Position 15651: 0.011662294149700436
Position 37001: 0.010316572167868533
Position 2446: 0.010093553084526795
Position 22426: 0.009099657141568289
Position 9919: 0.008677526934716972
Position 9046: 0.008481620198599186
Position 8404: 0.008364767580319333
Position 18907: 0.008227080103512176
Position 160: 0.007536597956827954
Position 39856: 0.007472147725278252
Position 34364: 0.006910223086687436
Position 11254: 0.0068649328999852
Position 15634: 0.006584425075922659
Position 21930: 0.0065694367449515715
Position 249: 0.005979081442441359
Position 5952: 0.005438582431572439
Position 43844: 0.005106498835309217
Position 2205: 0.0047077525562682476
Position 24505: 0.004670942566069839
Position 19972: 0.004347944324260915
Position 117: 0.004314294089784367
Position 21410: 0.004240202271490191
Position 13301: 0.00359161966589344
Position 19390: 0.0032590209993376496
Position 43984: 0.0030882389749002145
Position 329: 0.0028353281967639517
Position 4783: 0.0027010905123894817
Position 19781: 0.002589734824469474
Position 12555: 0.0025431807146389807
Position 22677: 0.002502511169282133
Position 748: 0.0022074576020849972
Position 22859: 0.002204207235017122
Position 22700: 0.0021429869245044603
Position 12749: 0.0021306262472504975
Position 292: 0.0020659084841967977
Position 23611: 0.002007043591788314
Position 1359: 0.0020013201896509005
Position 20357: 0.001911233677165401
Position 19282: 0.0018686431579957741
Position 2979: 0.0018374395378064079
Position 6268: 0.001780513815879219
Position 691: 0.0017685787726425745
Position 20751: 0.0014223228120061233
Position 28413: 0.0013426877618124694
Position 20569: 0.0013341562000579825
Position 20115: 0.0011041042777664267
Position 2816: 0.0010069451596468866
Position 553: 0.0009836608565753219
Position 6032: 0.000982867537616286
Position 44310: 0.0008318169692887967
Position 7417: 0.0008255384037281674
Position 4794: 0.0008188384063340906
Position 3165: 0.0007985908859788333
Position 2234: 0.0007984558961281219
Position 4006: 0.0007816792906778885
