Gene = Pigyl
index = 821
Annotated 5SS: [68]
Annotated 3SS: [885]
SMsplice 5SS: [68]
SMsplice 3SS: [885]
top_k =  1000
Partition function (log Z): -6.687360371876059

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9488043229125439
Position 805: 0.4017139332964387
Position 1033: 0.031005965463357932
Position 182: 0.028241700276050975
Position 941: 0.013217806551037568
Position 1307: 0.009369199347008318
Position 364: 0.008671184374382185
Position 193: 0.006571357210011344
Position 405: 0.005874429531746914
Position 565: 0.0037512182239215677
Position 289: 0.0033773257195988727
Position 477: 0.00247519670308211
Position 922: 0.0023979737371132605
Position 1010: 0.002089037316198993
Position 169: 0.0015523838580710472
Position 799: 0.0009640194995085997
Position 769: 0.0007620495244550243
Position 1124: 0.0005380688249447679
Position 411: 0.0004982935756182878
Position 750: 0.0004141106046850175
Position 783: 0.0003042959715579108
Position 1293: 0.0002401368714447027
Position 1110: 0.00020434492633203272
Position 383: 0.00016251783644005
Position 598: 0.00013165446374804703
Position 285: 0.00012419163798703603
Position 390: 0.00012387633081274482
Position 72: 0.00012333286923681795
Position 1044: 0.00010948531346106442
Position 14: 8.850319450273513e-05
Position 481: 8.841905550972188e-05
Position 203: 7.929328644769521e-05
Position 954: 6.630952800333999e-05
Position 519: 5.272555043356106e-05
Position 842: 3.4960601729289514e-05
Position 212: 3.3396711585938885e-05
Position 186: 3.1525353141630176e-05
Position 79: 2.8924978827993163e-05
Position 242: 2.7651017941403215e-05
Position 323: 2.118013067860783e-05
Position 104: 2.0075582626515464e-05
Position 500: 1.9889634373277533e-05
Position 1299: 1.8418832905469237e-05
Position 527: 1.763406884769875e-05
Position 581: 1.717732793042646e-05
Position 653: 1.5113175296966991e-05
Position 368: 1.4896370968545478e-05
Position 885: 1.4470379750400336e-05
Position 1305: 6.646145284709843e-06
Position 1311: 5.187960420351766e-06
Position 586: 4.990944176952996e-06
Position 434: 4.873531171116222e-06
Position 357: 4.819757506483777e-06
Position 934: 4.088903117387505e-06
Position 310: 3.8133157223867333e-06
Position 173: 3.4789122556376815e-06
Position 428: 3.245660931814788e-06
Position 142: 3.217992323787829e-06
Position 417: 2.96108188334219e-06
Position 539: 2.6719513493733675e-06
Position 1313: 2.4435233240517748e-06
Position 456: 2.109352437470087e-06
Position 217: 1.4905678970599914e-06
Position 277: 1.1179587069031775e-06
Position 609: 8.145550558247064e-07
Position 952: 4.846021209258971e-07
Position 617: 2.608351903532648e-07
Position 712: 1.4776084974806822e-07
Position 925: 1.4573668221783383e-07
Position 715: 7.147789416907562e-08
Position 1157: 4.4451391180705156e-08
Position 1191: 4.1601573378693155e-08
Position 6: 6.1226728994784366e-09
Position 20: 5.236682954919256e-09
Position 584: 5.129149409169219e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 885: 0.6859143534522519
Position 693: 0.32842728270077926
Position 705: 0.17086561122527963
Position 1203: 0.11125028177347918
Position 921: 0.04969682094848274
Position 1435: 0.020945327459246644
Position 662: 0.019499312177045244
Position 934: 0.012760572004755957
Position 1124: 0.01102908303017942
Position 293: 0.009854350686827223
Position 1279: 0.008706434158932803
Position 1447: 0.007002024114127506
Position 500: 0.004005721109013563
Position 331: 0.003988995649864612
Position 913: 0.003828277230914877
Position 404: 0.003029386323223204
Position 480: 0.0029642308672806605
Position 892: 0.002900432602403635
Position 1233: 0.001973054221569691
Position 424: 0.0019624643149995687
Position 970: 0.0014524167007106909
Position 737: 0.0012847611459086917
Position 584: 0.0012835864473106286
Position 135: 0.0012110310809476858
Position 799: 0.0011358413912220106
Position 295: 0.0008053500892090826
Position 1229: 0.0007494484804806401
Position 964: 0.0006904520870728895
Position 1140: 0.0006059120687043211
Position 775: 0.0005466502783901888
Position 1137: 0.00045186248451438963
Position 565: 0.0004222631408061105
Position 1023: 0.00038435380329275115
Position 606: 0.00027570665269480344
Position 593: 0.0002575238725631642
Position 439: 0.00019928777836728486
Position 1485: 0.00018592792691396397
Position 302: 0.00017884891960278873
Position 1148: 0.00017447360972258703
Position 1091: 0.000173487933468435
Position 1144: 0.00017296871009782417
Position 428: 0.00014351429747586406
Position 761: 0.00013261658882511804
Position 1120: 0.00011555030834994507
Position 346: 0.00011060928834809557
Position 1374: 0.00010733929949819862
Position 666: 0.00010011828195658348
Position 1255: 8.557474163459212e-05
Position 1242: 4.8595219162931006e-05
Position 1110: 4.457306396392786e-05
Position 1264: 4.4179727786869756e-05
Position 1364: 4.089323715968373e-05
Position 727: 3.652150037806246e-05
Position 1354: 2.947080296777874e-05
Position 453: 2.940641836736759e-05
Position 463: 2.8988893349845282e-05
Position 519: 2.7124051655385105e-05
Position 1346: 2.706997398890062e-05
Position 756: 2.5977223563218982e-05
Position 1483: 2.5900472464768825e-05
Position 674: 2.565454032147717e-05
Position 1402: 1.975035205010578e-05
Position 1497: 1.5668207830092853e-05
Position 1261: 1.499244828390193e-05
Position 443: 1.3571048907049635e-05
Position 1041: 1.1659046474526513e-05
Position 973: 6.428057555912584e-06
Position 740: 4.958705437948814e-06
Position 98: 2.509109360963624e-07
Position 101: 2.108739327179144e-08
Position 77: 9.412300848371423e-09
Position 93: 1.4264513047031247e-10
Position 72: 1.4236612629333802e-13
