Gene = Dnttip2
index = 343
Annotated 5SS: [   91  2423  4497  6436  8106 10116]
Annotated 3SS: [  809  4357  6339  7940 10005 10668]
SMsplice 5SS: [   91  4497  6436  7861  8106 10116]
SMsplice 3SS: [ 4357  6339  7767  7940 10005 10668]
top_k =  1000
Partition function (log Z): 8.944415164285651

Sorted 5' Splice Sites (High to Low Probability):
Position 10116: 0.9944712911139767
Position 8106: 0.9585157344163466
Position 6436: 0.9037654390991142
Position 91: 0.8982025523158607
Position 4497: 0.7782645969378966
Position 7861: 0.7244453215693469
Position 5975: 0.42264187092487915
Position 7472: 0.4137326101415606
Position 2423: 0.3685242711135705
Position 1411: 0.2139321354741575
Position 1035: 0.19514939183560742
Position 2971: 0.1657063516003218
Position 1969: 0.13330384523193944
Position 4554: 0.11378204435003364
Position 6697: 0.062401507987184225
Position 8442: 0.06159897446044219
Position 4022: 0.05493408156962321
Position 1002: 0.05256823122409382
Position 2819: 0.036350217353449635
Position 9759: 0.03357182296014452
Position 10421: 0.033527290121323064
Position 478: 0.0316927307806165
Position 9556: 0.028691493383342575
Position 700: 0.02653440193210585
Position 189: 0.025710589727002024
Position 45: 0.022430509348142006
Position 8060: 0.020810321103049662
Position 1748: 0.020384619642039626
Position 247: 0.02031753531575385
Position 6401: 0.018791623031717428
Position 10551: 0.01820367821137306
Position 5427: 0.015829274270909844
Position 7588: 0.01393525977185867
Position 1642: 0.012012025315981877
Position 986: 0.01134221049276102
Position 1041: 0.008663228081213151
Position 1686: 0.008303149385820812
Position 8557: 0.008261083613497923
Position 951: 0.007988618723139232
Position 5789: 0.0067680844274984105
Position 1062: 0.00605405204385704
Position 5963: 0.005772196122279979
Position 3648: 0.004824837509098012
Position 8926: 0.004739477774640396
Position 9733: 0.004403119969748683
Position 7528: 0.004130065979510326
Position 8320: 0.003986080225110464
Position 7874: 0.003893302839349446
Position 8358: 0.003061347603537372
Position 8096: 0.0028729222245754585
Position 1107: 0.002030535398352348
Position 9534: 0.0019492941385011674
Position 241: 0.0019130280976229221
Position 1407: 0.0019111160756356974
Position 10532: 0.0018659720634627618
Position 10462: 0.0018481942244808738
Position 10135: 0.0018389407583728017
Position 7963: 0.0016628697484131316
Position 10467: 0.0015355032487664485
Position 10107: 0.001525706606951393
Position 8550: 0.001115598267311563
Position 107: 0.0010932270924438876
Position 10590: 0.0010760330062611532
Position 2519: 0.0010302611361353786
Position 7018: 0.0009322169758694063
Position 1263: 0.0007232710992385592
Position 179: 0.0006997487045649247
Position 2748: 0.0006595229979435605
Position 10764: 0.0005736796185483079
Position 219: 0.0005726035360028531
Position 1089: 0.0005405442156160825
Position 10130: 0.0004960162374926253
Position 7519: 0.0004947742037730527
Position 8493: 0.00048589385070823486
Position 8742: 0.00046433821912848083
Position 9719: 0.0004340818322766417
Position 8545: 0.00041006179791349366
Position 8350: 0.00037963492251332046
Position 8499: 0.00035883380283174675
Position 1013: 0.0003084250565158259
Position 812: 0.0002950577934667377
Position 8467: 0.0002917820400709582
Position 8086: 0.0002907819376270484
Position 1335: 0.0002900682303863197
Position 7771: 0.0002572506616500293
Position 10521: 0.0002532319873198495
Position 524: 0.00023994938799381935
Position 6564: 0.00021211004317971826
Position 8176: 0.00020723707762707416
Position 2683: 0.00019776315494097506
Position 2494: 0.00019615645176995742
Position 7158: 0.00019477244189064052
Position 7969: 0.00018616179831694243
Position 10401: 0.00017905555793700423
Position 8473: 0.00017855723588513218
Position 8348: 0.000153888104565485
Position 681: 0.0001483167690562312
Position 6485: 0.00014761924528111487
Position 7573: 0.00014094810361168497
Position 8967: 0.00012593741126052483
Position 6645: 0.0001232499168403428
Position 2220: 0.00011321775318012261
Position 10137: 0.0001114526472866029
Position 1871: 0.00010864988476216357
Position 186: 0.00010252403404247096
Position 443: 8.868847802213556e-05
Position 336: 6.460032317491779e-05
Position 2359: 6.0328490279461895e-05
Position 295: 6.001122095457279e-05
Position 454: 5.5695333960304304e-05
Position 566: 4.881953026263481e-05
Position 8587: 4.827196224269894e-05
Position 1963: 4.560204076987607e-05
Position 1419: 4.1550316988926224e-05
Position 34: 4.085637289954195e-05
Position 1082: 4.062626573514241e-05
Position 286: 3.534302490861264e-05
Position 421: 3.488212539737485e-05
Position 10442: 3.4675725910879044e-05
Position 1352: 3.4614701383795225e-05
Position 10167: 3.287499906055979e-05
Position 307: 3.141318567247313e-05
Position 1011: 3.082057250093189e-05
Position 10006: 2.9575416502568746e-05
Position 1807: 2.9489178334709818e-05
Position 252: 2.5794015948624946e-05
Position 2427: 2.5714596942883055e-05
Position 2404: 2.5008964663960595e-05
Position 632: 2.2939985777028472e-05
Position 10153: 2.2850405929601794e-05
Position 10732: 2.0964350655649063e-05
Position 10410: 1.3153770749678405e-05
Position 719: 1.1529039174689094e-05
Position 555: 1.1479561662743719e-05
Position 37: 1.132956262055997e-05
Position 1137: 1.0994978725585132e-05
Position 1415: 8.555513101997573e-06
Position 731: 8.478576923525836e-06
Position 279: 7.635568487075376e-06
Position 1626: 7.000343886555352e-06
Position 100: 6.8622025617408815e-06
Position 116: 6.731492062357817e-06
Position 367: 6.065867920027735e-06
Position 704: 5.1450130397386545e-06
Position 359: 4.965308888303458e-06
Position 426: 4.126312577548402e-06
Position 8367: 3.526793502243948e-06
Position 505: 2.7669167859689743e-06
Position 714: 2.2211741964429656e-06
Position 1157: 1.451235963893497e-06
Position 1182: 1.440977387046051e-06
Position 10649: 1.3366067612030676e-06
Position 446: 1.1774934181754163e-06
Position 1173: 1.1431190585466526e-06
Position 1301: 1.1363031421684007e-06
Position 650: 1.0043236229582124e-06
Position 22: 8.297618778015405e-07
Position 473: 7.816928378076243e-07
Position 10684: 7.171815577662638e-07
Position 708: 6.886820946956088e-07
Position 641: 6.455474456876232e-07
Position 475: 4.734642774848074e-07
Position 736: 3.231611540273052e-07
Position 2216: 2.6714981519706727e-07
Position 1513: 1.199420498328982e-07
Position 1996: 4.182845204087175e-08
Position 508: 3.802688281234853e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10668: 0.9909058864648684
Position 10005: 0.9891607783725053
Position 7940: 0.9649594868145213
Position 6339: 0.8375831226451508
Position 4357: 0.782125188815198
Position 7767: 0.5961561812800833
Position 5890: 0.37265163340032575
Position 809: 0.2822045938667396
Position 2268: 0.26376680380599943
Position 7366: 0.2147792421528695
Position 7403: 0.1768852875304004
Position 1623: 0.1111924910092706
Position 2812: 0.10726681169909404
Position 1197: 0.10508747031155417
Position 4437: 0.10016502316361885
Position 2666: 0.07568403162833245
Position 2271: 0.06895325095190015
Position 7641: 0.0629433077962606
Position 1290: 0.05253508984095049
Position 3896: 0.052411401534281
Position 10316: 0.052010832125325486
Position 8340: 0.05181434490217373
Position 6544: 0.051457862995861796
Position 9638: 0.03843340321153263
Position 1305: 0.03513519684593604
Position 7789: 0.032447609724055276
Position 5933: 0.029204045201811926
Position 6381: 0.02636468700858306
Position 6401: 0.025806447012190915
Position 1866: 0.024200277571720833
Position 6348: 0.022906748610117007
Position 5654: 0.02203380966851746
Position 9381: 0.020601548999426015
Position 2089: 0.019210516435447186
Position 1919: 0.014879684228298651
Position 7383: 0.014479814438500554
Position 1170: 0.013655221798240837
Position 511: 0.013413463150380906
Position 7714: 0.012562954524435524
Position 7860: 0.010012186468838015
Position 7378: 0.00987138780516468
Position 6104: 0.00960016026028823
Position 10410: 0.009345458418758081
Position 8441: 0.00933695931372
Position 1799: 0.009127545048403431
Position 6627: 0.008982278279950842
Position 1531: 0.008846667687471856
Position 2092: 0.00878962342065218
Position 5307: 0.008542713030315733
Position 8222: 0.008523007247102565
Position 2638: 0.008400973109124453
Position 7739: 0.007783301072591697
Position 8238: 0.0077570738253367275
Position 7666: 0.007195157301989254
Position 7423: 0.007002545411616394
Position 7828: 0.006380415086960403
Position 4212: 0.0061173579022311885
Position 5693: 0.006099501120158564
Position 7362: 0.005929252032863517
Position 5728: 0.005637047056776734
Position 10030: 0.0049555911242736665
Position 5322: 0.004798093942883224
Position 9263: 0.0046831199555507595
Position 9473: 0.00458206626454867
Position 348: 0.0040730192044187066
Position 8812: 0.003914789996915497
Position 3510: 0.003755608376226789
Position 1307: 0.003656156597159202
Position 2912: 0.0031838506689060046
Position 7944: 0.003133809918884665
Position 632: 0.003102953581701261
Position 2784: 0.00303169738252994
Position 7986: 0.003017779199199551
Position 811: 0.002859911267935823
Position 6484: 0.002656238801580356
Position 1498: 0.002654646991315876
Position 8355: 0.002650803674661219
Position 2960: 0.002499015704371356
Position 372: 0.002440742215340515
Position 7210: 0.0023190037493693305
Position 10287: 0.0023182440180854803
Position 2168: 0.0022403538626787813
Position 7775: 0.002046252974110238
Position 2714: 0.0020032170047580857
Position 2209: 0.001979883717105597
Position 2310: 0.001899771418889459
Position 9900: 0.0018804480469364212
Position 635: 0.001755036695181988
Position 9960: 0.0017348927446494758
Position 3765: 0.0016786153483767624
Position 5329: 0.0015921714484055563
Position 331: 0.0015365097699888278
Position 7507: 0.0013969917537443033
Position 7992: 0.0012567926772069616
Position 4141: 0.0012203840272354504
Position 7432: 0.0011988884662033402
Position 4217: 0.001166554433438779
Position 3552: 0.0010692291328712228
Position 1155: 0.0010227117788285318
Position 1839: 0.0009627444306783825
Position 10333: 0.0009561165081715937
Position 10462: 0.00094990512940557
Position 2325: 0.0009490557777364889
Position 843: 0.0009153809180031853
Position 5160: 0.0008962958493053288
Position 469: 0.0008714436482440669
Position 10312: 0.0008127043210791417
Position 1326: 0.00081207075089864
Position 1894: 0.0008022867398220662
Position 744: 0.0007991781414032412
Position 290: 0.0007495536290242074
Position 9425: 0.0007303072414595878
Position 2304: 0.0006625693531394645
Position 8023: 0.0006145671366442406
Position 10866: 0.000598886056312009
Position 4472: 0.0005916405024283443
Position 1231: 0.0005902473044303575
Position 9931: 0.0005892669247446877
Position 4235: 0.0005688967836448034
Position 670: 0.0005185344602729323
Position 2276: 0.0005177058955192702
Position 2318: 0.0005167677544082617
Position 8445: 0.0004996937530157506
Position 8583: 0.0004952846346105302
Position 8001: 0.0004640871308574272
Position 3939: 0.0004351838283892544
Position 874: 0.0004320468496953698
Position 1537: 0.0004265673239372375
Position 227: 0.00042485478049209436
Position 3907: 0.00040888085857618137
Position 9928: 0.00040842806696000234
Position 264: 0.00038609199336195777
Position 2943: 0.00036622627905882524
Position 295: 0.0003410419514305173
Position 7946: 0.00031465292322274924
Position 919: 0.00030689792575602353
Position 351: 0.0003058695160097174
Position 7959: 0.0002915147550941957
Position 8715: 0.0002860245651856292
Position 2394: 0.000279939582082849
Position 135: 0.0002453301637396995
Position 1870: 0.00023755673321572694
Position 2818: 0.00023562812755334987
Position 905: 0.00022881419401572347
Position 2600: 0.00022262505118271275
Position 8895: 0.00020607508374114733
Position 6821: 0.00020039000909783086
Position 10680: 0.00019593358859736906
Position 1725: 0.00017989929205079034
Position 6505: 0.00017250112160462072
Position 6982: 0.00016637075030545199
Position 2178: 0.00015004716451271708
Position 1082: 0.0001448706709119645
Position 665: 0.00014113395201468713
Position 10844: 0.00013500783061124377
Position 7171: 0.0001345984414063066
Position 10476: 0.00013422891462571782
Position 1204: 0.00012689230777309561
Position 6947: 0.00011540590862550376
Position 1240: 0.00011345911645333809
Position 1701: 0.00011340234328138148
Position 10634: 0.0001104934732109817
Position 1626: 0.00010841210085978604
Position 8307: 0.00010680607504019229
Position 890: 9.809496792604709e-05
Position 1352: 9.409980569157594e-05
Position 1677: 8.94629853243935e-05
Position 1812: 8.780470257686618e-05
Position 1277: 8.726035087190381e-05
Position 1093: 7.502184174186242e-05
Position 879: 7.457650233293877e-05
Position 10196: 7.42064702755716e-05
Position 519: 7.103912592416962e-05
Position 1152: 6.994085185249792e-05
Position 925: 6.786883425565e-05
Position 10506: 6.759101452913717e-05
Position 374: 6.73306022525242e-05
Position 7017: 6.640592343615129e-05
Position 10232: 6.400071949262536e-05
Position 8796: 6.220378210440578e-05
Position 354: 6.197359040337843e-05
Position 566: 5.9260793145248425e-05
Position 1513: 5.753019035802726e-05
Position 1210: 5.626444915775076e-05
Position 1201: 5.610606796033701e-05
Position 1968: 5.315433853967545e-05
Position 4174: 4.937729048889146e-05
Position 10417: 4.815087821123288e-05
Position 10545: 4.705310291688165e-05
Position 1157: 4.615063930151461e-05
Position 4158: 4.22183696462256e-05
Position 1709: 4.072182873582516e-05
Position 132: 3.589569020882853e-05
Position 637: 3.5235172373455005e-05
Position 1253: 3.517565195586026e-05
Position 413: 3.5139252939356455e-05
Position 155: 3.373754344710845e-05
Position 1207: 2.860251934876561e-05
Position 922: 2.782096591175351e-05
Position 1199: 2.7582535307084868e-05
Position 250: 2.6196937912070804e-05
Position 6959: 2.3943233284485832e-05
Position 1731: 2.3491478544485562e-05
Position 6517: 2.2091208067026095e-05
Position 1428: 2.1133781205743753e-05
Position 10809: 2.051878837237291e-05
Position 1472: 2.0404384385856037e-05
Position 2582: 1.9778451744803467e-05
Position 9377: 1.90461639358817e-05
Position 9396: 1.8206033830130478e-05
Position 10059: 1.7307322550328632e-05
Position 847: 1.6527187634258424e-05
Position 137: 1.601732499641223e-05
Position 10712: 1.592043384611736e-05
Position 10641: 1.5496261158058865e-05
Position 1545: 1.5080139005717645e-05
Position 10684: 1.400948117737517e-05
Position 826: 1.0585951757955015e-05
Position 9116: 9.994422387267626e-06
Position 854: 9.800681002816571e-06
Position 307: 9.658556417658042e-06
Position 269: 9.524381711210121e-06
Position 10691: 9.416041881655126e-06
Position 8671: 8.319182431455785e-06
Position 8201: 6.481156345510807e-06
Position 490: 6.363667994583527e-06
Position 10721: 6.337198433896926e-06
Position 279: 6.075616490858537e-06
Position 148: 6.069546449399048e-06
Position 916: 6.057032897434284e-06
Position 10355: 5.681999335992132e-06
