Gene = Sprn
index = 1018
Annotated 5SS: [329]
Annotated 3SS: [1204]
SMsplice 5SS: [329]
SMsplice 3SS: [1204]
top_k =  1000
Partition function (log Z): -8.50114810690851

Sorted 5' Splice Sites (High to Low Probability):
Position 329: 0.984584472357388
Position 1367: 0.20179735709053157
Position 1591: 0.09348017532860697
Position 1086: 0.08421629184413845
Position 2022: 0.07743244003026804
Position 1331: 0.050342670917325194
Position 1361: 0.03640357203613752
Position 3819: 0.032501806531853236
Position 1341: 0.029525256806833544
Position 3125: 0.013802717673847232
Position 3754: 0.00748865922621248
Position 2266: 0.006776567645356094
Position 3678: 0.0062541988031118295
Position 3533: 0.006223880157248911
Position 732: 0.006176239077169058
Position 144: 0.006004850865943396
Position 1440: 0.005227092140150687
Position 2141: 0.004847776559043794
Position 3145: 0.004816395544034989
Position 523: 0.00433269676444293
Position 1100: 0.004248796178391038
Position 3111: 0.003524700922551459
Position 232: 0.0033748684607086896
Position 342: 0.0018387725166301222
Position 3251: 0.0017878388174412674
Position 3880: 0.0017182948450366828
Position 286: 0.0015772081706206308
Position 2263: 0.0011746101050247328
Position 70: 0.0011530938857000487
Position 2127: 0.0011330571517345694
Position 125: 0.0010518381606141134
Position 333: 0.0008575753922002081
Position 536: 0.0007358190884972624
Position 3502: 0.000656441985584433
Position 1090: 0.000652790579427458
Position 119: 0.0005039821303111999
Position 3701: 0.0004949822615218278
Position 3938: 0.00035486887765190015
Position 457: 0.00034545872729861314
Position 3240: 0.000230972182190833
Position 1215: 0.00021807060478833777
Position 161: 0.0002085091261416649
Position 322: 0.0001889125549512504
Position 2353: 0.0001446563285526747
Position 75: 0.0001436673500155016
Position 1608: 0.00013901544669302503
Position 499: 8.247345100881834e-05
Position 465: 7.461002385444787e-05
Position 77: 6.95166541113872e-05
Position 708: 5.0870095769651885e-05
Position 1092: 5.065751750325732e-05
Position 255: 5.0636075644211314e-05
Position 1748: 5.0254687415270374e-05
Position 982: 4.2604629029206544e-05
Position 849: 3.998477319991393e-05
Position 1320: 3.3607086416531115e-05
Position 955: 3.2233360650375606e-05
Position 1686: 3.186168436012811e-05
Position 3231: 3.0293862780390452e-05
Position 554: 2.9427828497098168e-05
Position 82: 2.487453189586626e-05
Position 2165: 1.9432134778684174e-05
Position 355: 1.8766819644823133e-05
Position 2771: 1.680117137746422e-05
Position 32: 1.662336429751183e-05
Position 569: 1.6099696518618473e-05
Position 426: 1.4857203098484316e-05
Position 697: 1.3745093652431557e-05
Position 1240: 1.3370328297527432e-05
Position 917: 1.1905801496782735e-05
Position 901: 1.0802297264148156e-05
Position 2564: 1.0793016518126725e-05
Position 2681: 1.0464474246276646e-05
Position 1031: 9.798858056693518e-06
Position 229: 7.169516563038292e-06
Position 799: 6.55884912499926e-06
Position 1595: 5.117733673780414e-06
Position 1835: 4.8328133295852795e-06
Position 1403: 4.631862197280282e-06
Position 624: 2.7153874367580933e-06
Position 1556: 2.2721542193599277e-06
Position 797: 1.961722153829838e-06
Position 996: 1.9580391995128045e-06
Position 817: 8.986717823905227e-07
Position 920: 8.171722269585345e-07
Position 572: 7.476127866795275e-07
Position 578: 3.532341221785548e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.47110064678651026
Position 1933: 0.20085887075022646
Position 3636: 0.19391690797147543
Position 2971: 0.16887358570995398
Position 3962: 0.11375201142288845
Position 834: 0.051787821484734355
Position 1860: 0.038001508066377726
Position 3059: 0.029918959459874907
Position 1281: 0.029184166252711113
Position 2829: 0.029071940150562577
Position 3023: 0.026992846526003814
Position 1415: 0.02529736529369503
Position 963: 0.02308453146736555
Position 3728: 0.016959666163629882
Position 3872: 0.016825456523414193
Position 1884: 0.01665023667299357
Position 624: 0.016266463844352763
Position 1479: 0.015618696729049497
Position 1172: 0.013039118203961223
Position 2182: 0.01139490350574362
Position 1476: 0.01115373270674159
Position 3369: 0.010375859306062123
Position 1487: 0.01003093562812007
Position 3372: 0.009480729468441043
Position 433: 0.008986057135088016
Position 206: 0.008565488447564964
Position 1040: 0.008289279204768117
Position 4024: 0.006953397251740314
Position 966: 0.006514911230169207
Position 3318: 0.006288309665761031
Position 920: 0.0059674060473879215
Position 2164: 0.005486295371557168
Position 4143: 0.005295396338559277
Position 1744: 0.00516812853951738
Position 1779: 0.0047684456152476025
Position 3640: 0.004754396503269562
Position 3667: 0.004738026153386604
Position 790: 0.004735178328350273
Position 901: 0.004122607454013742
Position 569: 0.0032006593461679886
Position 3422: 0.003183002391822016
Position 470: 0.0029177443333327285
Position 3464: 0.0028610583976952358
Position 2220: 0.0026304560574786123
Position 1218: 0.002230089501487319
Position 2159: 0.002081673454696424
Position 3229: 0.0019857795261319076
Position 3944: 0.001975692602096735
Position 585: 0.0013129298023625885
Position 2049: 0.0012930603690442203
Position 1502: 0.0011166682264884176
Position 3677: 0.001057077900298716
Position 3903: 0.001043181653267169
Position 3750: 0.001035549100312725
Position 1024: 0.0009679990505690074
Position 2284: 0.0009517465101153855
Position 1906: 0.0009486846680103606
Position 852: 0.0008749934722784455
Position 1838: 0.0007971900224306146
Position 2978: 0.0007453055867013901
Position 1947: 0.0007285470488375963
Position 1980: 0.0007251924581812964
Position 404: 0.0007112388237454754
Position 3592: 0.0007029413362593908
Position 1003: 0.0006490734478006467
Position 1563: 0.0006395917597800319
Position 666: 0.0006145406125835153
Position 1099: 0.0005957816771665828
Position 1175: 0.0005676422742045018
Position 759: 0.0005591858411642943
Position 418: 0.0005498019683615467
Position 2940: 0.0005450979927752298
Position 1294: 0.0005076801047413658
Position 2808: 0.0004976364470574509
Position 633: 0.00048246121723725585
Position 3428: 0.000466655870802283
Position 2607: 0.0004473969496612487
Position 1914: 0.00041549910877109635
Position 3791: 0.00035935672167795835
Position 3768: 0.00033846478007117835
Position 1436: 0.0003093036474286955
Position 3327: 0.0002945974873857223
Position 1717: 0.0002697759659051173
Position 1646: 0.0002514069640886401
Position 1215: 0.00024472491688167224
Position 4001: 0.00022890382005449892
Position 534: 0.00021577366812470465
Position 1784: 0.00020413192008312135
Position 1685: 0.00019479326671858373
Position 2644: 0.00018848690936086956
Position 2622: 0.00017752443867969059
Position 1589: 0.0001525829071120967
Position 2948: 0.00014531583690589945
Position 437: 0.0001425298315628119
Position 1868: 0.00013483456571122015
Position 1496: 0.00013174605914898876
Position 1814: 0.0001281283168159937
Position 2591: 0.000124109621023891
Position 4100: 0.00011629982251997245
Position 2398: 0.00011314517603155831
Position 982: 0.00010383425135218282
Position 2404: 0.00010293269628888905
Position 740: 0.00010213158734910033
Position 673: 9.056278694882217e-05
Position 1424: 7.498678755079219e-05
Position 1077: 6.438282312772937e-05
Position 996: 5.966463191937995e-05
Position 394: 5.6314916143121655e-05
Position 2082: 5.413521906087656e-05
Position 792: 5.178571162930245e-05
Position 1709: 5.015033882219998e-05
Position 639: 4.906752719824782e-05
Position 841: 4.745518348713257e-05
Position 1421: 4.494551436527329e-05
Position 1105: 3.992573156595213e-05
Position 247: 3.2315381606725655e-05
Position 253: 2.5940629666613486e-05
Position 1340: 2.4280821272106584e-05
Position 1181: 2.0906596963480787e-05
Position 804: 1.9777209001431654e-05
Position 317: 1.804703318691386e-05
Position 2140: 1.645072302829139e-05
Position 212: 1.5303430724804638e-05
Position 1427: 1.0594577981609243e-05
Position 1359: 9.160643036470118e-06
Position 855: 8.60815875679982e-06
Position 1556: 7.961528213433026e-06
Position 1307: 6.742905067828129e-06
Position 1320: 6.470435434926364e-06
Position 176: 5.742598171312394e-06
Position 144: 4.528007049300343e-06
Position 1519: 3.830033137940991e-06
Position 219: 3.0797887221222934e-06
Position 653: 3.019129926899175e-06
Position 441: 2.6122989527908967e-06
Position 1510: 2.470539443283128e-06
Position 1894: 2.452787200006565e-06
Position 229: 2.044911984662018e-06
Position 1663: 1.411224927649981e-06
Position 2584: 1.3408535942671078e-06
Position 397: 1.3366840670602784e-06
Position 137: 1.30841398414337e-06
Position 2479: 1.0969059378622648e-06
Position 1908: 1.0658346945910713e-06
Position 377: 9.790413537189894e-07
Position 806: 8.456228078858242e-07
Position 1316: 7.498249005072335e-07
Position 497: 5.869397762657753e-07
Position 1079: 5.448438677047539e-07
Position 1122: 4.599046680883284e-07
Position 1050: 4.5836653894251874e-07
Position 504: 3.426257591305002e-07
Position 510: 2.745940722527942e-07
Position 1910: 2.2065486689989617e-07
Position 236: 2.1997421542020168e-07
Position 371: 2.0448369533732886e-07
Position 1553: 6.698403142124842e-08
Position 682: 3.9695193224560754e-08
Position 384: 3.778163657342582e-08
Position 386: 1.6986429571171507e-08
Position 676: 5.633997736705572e-09
Position 520: 3.2798179394933563e-09
Position 336: 2.9628343112360102e-09
Position 367: 1.8308361629518897e-09
Position 1944: 7.366336566505002e-10
Position 355: 5.515289366119004e-10
Position 329: 5.377641495941091e-10
Position 333: 3.9612343617334766e-10
Position 382: 2.953103797047167e-10
Position 114: 3.701033742999621e-11
Position 341: 1.5397665517858638e-11
Position 518: 1.0001171018263056e-11
Position 111: 1.2397020286175779e-12
