Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  1000
Partition function (log Z): -4.067561725320141

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.9781803812324762
Position 1029: 0.9578900081069966
Position 6448: 0.5038090749020956
Position 227: 0.43630980078398696
Position 835: 0.2597605174867618
Position 2550: 0.09597179437205362
Position 110: 0.06484808338544071
Position 344: 0.05590871818261669
Position 4139: 0.05320432889480215
Position 51: 0.04783551151802767
Position 154: 0.044503756226781765
Position 4277: 0.03997024633627711
Position 47: 0.029231350320186446
Position 2127: 0.026607923655426934
Position 55: 0.01499295220574344
Position 5412: 0.011524094053483248
Position 2996: 0.011278427717011907
Position 3191: 0.010512743186453875
Position 4273: 0.009566835947193162
Position 3818: 0.008487382707874195
Position 2765: 0.008412635846040448
Position 1744: 0.00711167065053233
Position 3363: 0.007005315014243262
Position 2252: 0.00577255900092365
Position 271: 0.004930425673667975
Position 6762: 0.004493870724447313
Position 3350: 0.004431068645329825
Position 815: 0.00435700710210322
Position 1190: 0.003536185980440625
Position 221: 0.003493405312790263
Position 2574: 0.002902181360170172
Position 1977: 0.002877316481862658
Position 1920: 0.002769939416170006
Position 2724: 0.002631022992433295
Position 2692: 0.002311270134345415
Position 795: 0.0022158873127493886
Position 3565: 0.0022091317678118103
Position 759: 0.002151601380054934
Position 4468: 0.001962855293348383
Position 4740: 0.0019137338028548468
Position 2653: 0.001876489387163674
Position 3424: 0.0018674389922233776
Position 6210: 0.0018390848540544612
Position 5327: 0.0016895331864718987
Position 3052: 0.0016784624596802077
Position 26: 0.001461138094971445
Position 2787: 0.0013892242307650296
Position 6957: 0.001304486688693972
Position 6738: 0.0012632994663497091
Position 1337: 0.001091931069519683
Position 4707: 0.001061176452775494
Position 5571: 0.0010186921630164854
Position 5829: 0.0009487041371889816
Position 1046: 0.0008866658026442527
Position 4621: 0.0008469029334462752
Position 1692: 0.0008367379291917929
Position 1854: 0.0008324799398199027
Position 4018: 0.0007828432919197263
Position 364: 0.0007636004272229873
Position 1935: 0.0007422534642196575
Position 142: 0.0006294140551921266
Position 1128: 0.000575979219772051
Position 3830: 0.0005498564811925581
Position 1266: 0.0004313420648626924
Position 3169: 0.0003978562285816166
Position 453: 0.0003640815850928118
Position 5233: 0.00036110649884618716
Position 2039: 0.0003527807800530409
Position 7002: 0.00035067296852260636
Position 3870: 0.0003259795125204224
Position 243: 0.00029331874070665225
Position 348: 0.0002738064883956715
Position 4810: 0.000266620993735756
Position 70: 0.00024833738982914396
Position 512: 0.00024379283849962227
Position 972: 0.00023852575460621983
Position 6232: 0.00022529117778453457
Position 2118: 0.00022428647639977317
Position 324: 0.00021917307178816612
Position 841: 0.00021546011023452537
Position 1505: 0.00020205062295732568
Position 2053: 0.00020187524781860926
Position 824: 0.0002003735121539411
Position 1932: 0.00019925293414654427
Position 5850: 0.00019071382884777523
Position 522: 0.0001683978752488225
Position 595: 0.00016238368893933626
Position 1073: 0.00015585515252100035
Position 2192: 0.00015548044350448587
Position 6215: 0.00014753199651504638
Position 662: 0.00013193274233069753
Position 1560: 0.00012789903553401058
Position 781: 0.00012324743804566535
Position 1310: 0.00012259802358516642
Position 1566: 0.0001157472919732067
Position 1059: 0.00011277989449178792
