Gene = Pop5
index = 838
Annotated 5SS: [  49 2234 2442 4476 4721]
Annotated 3SS: [1987 2298 4325 4636 4802]
SMsplice 5SS: [  49 2234 2442 4476 4721]
SMsplice 3SS: [1987 2298 4325 4636 4802]
top_k =  1000
Partition function (log Z): 0.4867463714102943

Sorted 5' Splice Sites (High to Low Probability):
Position 4721: 0.947955261665544
Position 49: 0.8958493415621572
Position 4476: 0.8824091459411934
Position 2442: 0.8091724956814088
Position 2234: 0.7608560292935949
Position 2623: 0.40533804387886685
Position 4521: 0.0934585877032664
Position 1816: 0.060506516361840866
Position 108: 0.05513845997502851
Position 2637: 0.044852529718307596
Position 2573: 0.042989089899694084
Position 1632: 0.037041966169500555
Position 56: 0.034370552385768666
Position 4887: 0.030570632091441063
Position 2217: 0.03011084320297708
Position 3107: 0.014171943160833369
Position 1827: 0.014165405023136894
Position 4637: 0.008662577245334223
Position 4007: 0.008143860018838893
Position 3082: 0.00756385952687615
Position 3940: 0.006821947650628749
Position 1225: 0.006683591798580091
Position 4396: 0.005382466223993386
Position 157: 0.0045056960705678935
Position 3119: 0.0034198169344863273
Position 2299: 0.00331953875956781
Position 4525: 0.0031171151472883067
Position 1538: 0.0030480950727524944
Position 3186: 0.0029110033782162193
Position 5012: 0.002873975413425277
Position 676: 0.0028015208764389276
Position 2396: 0.0022590504133567944
Position 949: 0.0021327052511993174
Position 3734: 0.0019833853037157963
Position 360: 0.0019205371800207775
Position 4469: 0.0018124704014231955
Position 3270: 0.0013226526789074358
Position 1752: 0.0012442930191342268
Position 4589: 0.0012019928606774167
Position 3136: 0.0010581783406388848
Position 4957: 0.000986526009875689
Position 279: 0.0009636756066638522
Position 966: 0.0008618993419011993
Position 1041: 0.0008376329195497343
Position 2375: 0.0008200861487497577
Position 830: 0.0008196075213335821
Position 149: 0.0007927299209072306
Position 2625: 0.0007904285053158865
Position 2169: 0.0007649143606814332
Position 4741: 0.000761050907491711
Position 3044: 0.0006509783333725101
Position 1199: 0.0006403269397249315
Position 3442: 0.0005593985042901197
Position 447: 0.0004914808616637398
Position 1792: 0.0004757579484739594
Position 1159: 0.000452681509374786
Position 2604: 0.00044817432894627047
Position 994: 0.00044726375815033466
Position 2429: 0.0004429354139788732
Position 4485: 0.00038382133551907423
Position 1998: 0.0003502453626819393
Position 2464: 0.0003486893363684055
Position 2222: 0.00032767425004319266
Position 2514: 0.0002962870215791303
Position 1958: 0.0002887416726282874
Position 4010: 0.0002771740454964783
Position 4482: 0.0002727421975984422
Position 2627: 0.0002590039854862547
Position 3265: 0.00025040852756060765
Position 85: 0.00023994447787944797
Position 2752: 0.00022887561874740893
Position 2500: 0.00020832638182240542
Position 2641: 0.00019357338326535034
Position 3372: 0.0001901421209046548
Position 2830: 0.00017891827503254933
Position 310: 0.00016158208894438133
Position 3608: 0.00015447812734367667
Position 4918: 0.00013606356187489493
Position 470: 0.0001278879733680731
Position 1577: 0.00011607074844280223
Position 962: 0.00011021182574103206
Position 367: 0.00010860562452760909
Position 4494: 0.00010759430631180307
Position 2040: 0.00010678955299779218
Position 4447: 9.796943725137447e-05
Position 4895: 9.551206092805217e-05
Position 1799: 9.100276749402845e-05
Position 307: 9.04723308313083e-05
Position 2782: 8.35151330323959e-05
Position 1820: 8.130562234819816e-05
Position 2757: 6.76039753088804e-05
Position 2143: 6.455639771104718e-05
Position 1988: 5.648647051349977e-05
Position 1948: 5.634910845452193e-05
Position 175: 4.9991509468825135e-05
Position 473: 4.9421749412205686e-05
Position 2714: 4.7943485247332026e-05
Position 618: 4.3910094064916234e-05
Position 68: 4.105343747732926e-05
Position 3028: 3.94348133742949e-05
Position 2629: 3.8235295630299885e-05
