Gene = Lrif1
index = 643
Annotated 5SS: [  171 11207 12704]
Annotated 3SS: [ 9726 12421 13468]
SMsplice 5SS: [  171 12704]
SMsplice 3SS: [12421 12793]
top_k =  1000
Partition function (log Z): -11.323157163408725

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9494281482581366
Position 12704: 0.5429094474821554
Position 11671: 0.24200866090103013
Position 10679: 0.1868300858194817
Position 781: 0.12047903512585487
Position 11499: 0.10239580270875073
Position 692: 0.09778371011901756
Position 1034: 0.06958108670133334
Position 11207: 0.05381152808440478
Position 10826: 0.050351529656131364
Position 12578: 0.02965770916024709
Position 1019: 0.028553930207078252
Position 3758: 0.020260918951742313
Position 8922: 0.017943504205151253
Position 7383: 0.01141854530133268
Position 11479: 0.009731822816599154
Position 12927: 0.009238675668034775
Position 565: 0.007031637087905331
Position 6867: 0.006950048730897853
Position 575: 0.0064395580435768025
Position 13887: 0.00490601154245035
Position 42: 0.004362636451448004
Position 8012: 0.003782078736288874
Position 10605: 0.002935212776358497
Position 4438: 0.002907975359868024
Position 8816: 0.0027080363232199365
Position 776: 0.0019304763183493475
Position 597: 0.001327640527922409
Position 5907: 0.0012623410405006334
Position 7519: 0.0011783331279233433
Position 463: 0.0008333231977640143
Position 2289: 0.0007647704643130951
Position 547: 0.0006787848886100653
Position 74: 0.000505504238669104
Position 479: 0.00029846200674665916
Position 223: 0.00027119257559638654
Position 266: 0.00017237595652921914
Position 765: 0.00010093704335882743
Position 374: 9.170254366133746e-05
Position 156: 8.921534622229395e-05
Position 65: 7.379016788758805e-05
Position 175: 6.594646292260206e-05
Position 535: 5.936414837509298e-05
Position 2742: 5.188492253508614e-05
Position 1175: 4.3727794683244634e-05
Position 237: 4.186395676338983e-05
Position 665: 3.8494555458206775e-05
Position 247: 3.4261743086930675e-05
Position 119: 3.193032051395942e-05
Position 610: 3.1787491943090314e-05
Position 878: 3.105965609062587e-05
Position 836: 3.0426333268611306e-05
Position 612: 2.633370648207535e-05
Position 214: 2.483303371913289e-05
Position 283: 2.1835753803545435e-05
Position 3482: 1.965658413304344e-05
Position 584: 1.879166019702346e-05
Position 825: 1.8627900085855258e-05
Position 34: 1.4077619043307184e-05
Position 111: 1.198170977975741e-05
Position 887: 1.1642045809350436e-05
Position 868: 1.0267781440446772e-05
Position 721: 8.386435764029211e-06
Position 852: 5.951797422029745e-06
Position 6256: 5.7807319839546706e-06
Position 2600: 5.404287591786034e-06
Position 807: 4.735505939596851e-06
Position 6263: 4.234864026606002e-06
Position 633: 3.6703321822905165e-06
Position 3754: 3.6297711838643236e-06
Position 1458: 3.263432412480341e-06
Position 181: 3.150314886188309e-06
Position 5463: 3.0572807693999117e-06
Position 339: 2.289805021751356e-06
Position 188: 1.930121753807171e-06
Position 360: 1.6500128496939987e-06
Position 734: 1.6094484937938414e-06
Position 710: 9.341376048033195e-07
Position 754: 8.104597102043902e-07
Position 680: 8.068018223514239e-07
Position 226: 2.712068168794575e-07
Position 911: 2.5050060266821867e-07
Position 130: 7.939606660108513e-08
Position 1489: 2.2906889368010675e-09
