Gene = Exph5
index = 390
Annotated 5SS: [  182 36323 38829 51533 65543]
Annotated 3SS: [36161 38671 51483 65406 70572]
SMsplice 5SS: [  182 17176 20295 23932 36323 38829 39801 43679 43877 51533 65543]
SMsplice 3SS: [17088 20131 23786 36161 38671 39623 43540 43785 51483 65406 70572]
top_k =  1000
Partition function (log Z): -37.04382592021181

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.898849297574959
Position 431: 0.5937362214686663
Position 5030: 0.3841650836159317
Position 6147: 0.13620051161419458
Position 132: 0.09452970342431442
Position 507: 0.07352506977702658
Position 3293: 0.06249695926623785
Position 1275: 0.03490705713767347
Position 8329: 0.031272544827506764
Position 768: 0.030309178194964523
Position 2690: 0.029611376730825336
Position 5063: 0.008609432097064537
Position 553: 0.007567349127556313
Position 3016: 0.006182895312786462
Position 6285: 0.005259933562209383
Position 7884: 0.003823248176341647
Position 270: 0.0033474066819460767
Position 3935: 0.003290576760355917
Position 5203: 0.002030323762391413
Position 435: 0.0013959730042618673
Position 5940: 0.0010955550876111796
Position 6275: 0.000991285411189697
Position 8124: 0.000917891487498407
Position 6382: 0.0008847482824924229
Position 4442: 0.0008628753440245801
Position 6083: 0.0008059799095873542
Position 3721: 0.0006829835178352476
Position 4781: 0.0005500922223765527
Position 708: 0.0002952726898775061
Position 5784: 0.0002461799141906363
Position 664: 0.0002458384941448102
Position 5006: 0.00018807572850197284
Position 533: 0.00014026070432780923
Position 5698: 0.00013029841699299907
Position 312: 8.859079075899121e-05
Position 223: 8.153076812271462e-05
Position 764: 5.773365956432018e-05
Position 1491: 4.866605733077174e-05
Position 2889: 2.684842433521587e-05
Position 335: 2.532360059483961e-05
Position 407: 1.8792518308670728e-05
Position 449: 1.4375442007755177e-05
Position 932: 1.1082783402499393e-05
Position 660: 1.1023813867440837e-05
Position 83: 8.695892342867152e-06
Position 227: 7.736739950001071e-06
Position 34: 7.2405509631611335e-06
Position 439: 5.833203231574357e-06
Position 683: 3.345754799164096e-06
Position 6093: 2.251046260092673e-06
Position 563: 2.0903627548423032e-06
Position 484: 1.9987054643149183e-06
Position 653: 1.9024175291966552e-06
Position 688: 1.7667379059059576e-06
Position 855: 1.7238271220790593e-06
Position 2219: 1.7002768234564203e-06
Position 1640: 1.4056989644264972e-06
Position 72: 1.2587354144687337e-06
Position 495: 9.948589102760705e-07
Position 377: 8.460170595510883e-07
Position 8: 7.324686577111106e-07
Position 414: 4.925324237947491e-07
Position 698: 2.3955991811925396e-07
Position 282: 2.327316524254762e-07
Position 316: 1.7840328920657776e-07
Position 761: 1.7025190320077495e-07
Position 303: 1.6499520027972677e-07
Position 1223: 6.457226661507818e-09
Position 306: 4.695442435723376e-09
Position 1715: 2.0927897199937928e-10
Position 1257: 1.8732836592065902e-10
Position 1906: 1.6670777235562737e-10
Position 511: 1.0366002240323679e-10
Position 658: 6.966831425419573e-11
Position 703: 5.024483799710242e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.41223898062465464
Position 4949: 0.25597252193197095
Position 269: 0.2135376029101898
Position 5981: 0.20745940588771855
Position 8328: 0.1568543335646071
Position 4909: 0.15057804295906335
Position 12123: 0.06833834966542458
Position 8914: 0.061326876320840454
Position 17088: 0.052506514466079464
Position 6314: 0.050431180226853334
Position 16949: 0.044613903882978354
Position 11328: 0.03563082402733872
Position 9813: 0.035116195620488795
Position 8222: 0.03497918666664008
Position 11365: 0.031481226642471404
Position 1149: 0.031188797882021075
Position 10187: 0.03077157274287922
Position 9529: 0.02942989170247665
Position 4320: 0.027764972302688023
Position 312: 0.02772161049557252
Position 362: 0.025100548336246344
Position 5352: 0.021865099938411812
Position 2065: 0.019413118262827864
Position 5656: 0.017939918452179845
Position 8429: 0.017642810197101053
Position 13431: 0.017253807227019694
Position 11449: 0.01686423545997443
Position 547: 0.015057553238891722
Position 6231: 0.014183926612242352
Position 2518: 0.014099894499281309
Position 2653: 0.014031790316354886
Position 7791: 0.014030168227652545
Position 3220: 0.01359208397052891
Position 2962: 0.01353672893766991
Position 578: 0.013472101045416268
Position 6463: 0.012048039897775333
Position 3170: 0.010774956149955054
Position 7512: 0.010060830326372455
Position 13934: 0.00967740244639147
Position 3148: 0.009207593963294571
Position 9694: 0.008300896440315588
Position 5564: 0.007387756068374515
Position 3247: 0.0068346752980536244
Position 3177: 0.006192407517604478
Position 323: 0.0061245893991685365
Position 2279: 0.005812913873853756
Position 8001: 0.005793395353348725
Position 10868: 0.005503677430856802
Position 3125: 0.005386169682359377
Position 9376: 0.005127433240404728
Position 10898: 0.004878610118844988
Position 8974: 0.004602099892139212
Position 10403: 0.004464979130403639
Position 2550: 0.004449843471899259
Position 5511: 0.0037890287526542387
Position 11507: 0.003629190629360417
Position 1223: 0.003592739401192914
Position 10854: 0.0032068117839508734
Position 5459: 0.003133290359518091
Position 6117: 0.0029880729935387643
Position 3036: 0.0029764574583909876
Position 1036: 0.002165714370632733
Position 608: 0.0020387657205084035
Position 6397: 0.00203631320257325
Position 8832: 0.002010723901404491
Position 3640: 0.0018425257883843708
Position 6412: 0.0017239011079166911
Position 3292: 0.001670472308044126
Position 8228: 0.0016581985645089726
Position 9776: 0.0015624819901452257
Position 5939: 0.001491074848592793
Position 1203: 0.001438929445651269
Position 8788: 0.0014339118305661985
Position 767: 0.0013498561609314936
Position 244: 0.001339859775192951
Position 2316: 0.001319116645309466
Position 4471: 0.0012808994748149264
Position 2850: 0.0012715803576336527
Position 1535: 0.0012485103149905972
Position 3801: 0.0012052459100584845
Position 7554: 0.0011479641869029363
Position 3588: 0.0009215348901568447
Position 1591: 0.000859744605731706
Position 8432: 0.0008467940611603023
Position 289: 0.0008173233231956848
Position 5383: 0.0008047983507964976
Position 7536: 0.0007858625206606865
Position 2520: 0.0007853404111479781
Position 3067: 0.0007753779126801814
Position 3900: 0.0006560826339821673
Position 3090: 0.0006526376208306063
Position 612: 0.0006501303320816412
Position 5792: 0.0006481462166140545
Position 2479: 0.0006430011736907015
Position 1840: 0.0006270270053968217
Position 594: 0.0006153137940016532
Position 7123: 0.0005855903800297869
Position 2889: 0.0005637174763489654
Position 6808: 0.0005529298935299482
Position 6844: 0.0005444056247518813
Position 6903: 0.0005294555547056576
Position 4294: 0.0005222482479709334
Position 3484: 0.0005218143961510191
Position 382: 0.0004989974091972504
Position 4054: 0.0004508687111955454
Position 1080: 0.0004410830193307156
Position 1089: 0.00041528348173583077
Position 3464: 0.0004134166740619018
Position 3415: 0.0003965814135029954
Position 4324: 0.00037347220729529325
Position 4667: 0.0003676496937416521
Position 1153: 0.00035820424884654297
Position 8048: 0.0003467014412812116
Position 3701: 0.00033254398315231724
Position 3769: 0.0003252417858294593
Position 4378: 0.0003202665127173323
Position 614: 0.00027840505676445746
Position 715: 0.0002783110090751759
Position 1257: 0.0002622003429776609
Position 235: 0.00025774566594158034
Position 997: 0.0002569559653871999
Position 712: 0.00022999460574331417
Position 3621: 0.00022772987504496306
Position 868: 0.00022743268282101242
Position 3006: 0.00022261350329938001
Position 1176: 0.00022023326905554902
Position 2219: 0.00020485385958568937
Position 2003: 0.00019869252292308435
Position 678: 0.0001923116672862736
Position 3015: 0.00019108118769373215
Position 300: 0.00018910033345663913
Position 3059: 0.00018571870659988724
Position 2183: 0.0001789292191716185
Position 517: 0.0001753811795865693
Position 855: 0.00017164219463214865
Position 3886: 0.00014997827023694902
Position 282: 0.0001303134506629182
Position 1974: 0.00013020970054895652
Position 3367: 0.00012835944380325517
Position 1864: 0.00012221626301398307
Position 5168: 0.00010563194838658242
Position 4440: 0.00010539360821166227
Position 2524: 9.207145182870067e-05
Position 3858: 8.290731931165936e-05
Position 4434: 8.265546096341075e-05
Position 1393: 8.068994504502437e-05
Position 2869: 7.752696282335425e-05
Position 2527: 7.152401269301517e-05
Position 2760: 7.013484646026613e-05
Position 2135: 6.906471548921277e-05
Position 718: 6.698808170342777e-05
Position 1799: 6.286017492072308e-05
Position 525: 6.279083654423715e-05
