Gene = Stx18
index = 1040
Annotated 5SS: [  758 53839 66252 67900 68151 77456 82558 88249 89372 96561]
Annotated 3SS: [53770 66135 67821 68083 77342 82468 88189 89301 96479 97520]
SMsplice 5SS: [  758 37878 40539 47929 49489 53839 67921 68151 72699 82558 88249 89372
 89823 96561]
SMsplice 3SS: [37802 40440 47848 49392 53770 67821 68083 72553 82468 88189 89301 89684
 96479 98716]
top_k =  1000
Partition function (log Z): -51.63344545439939

Sorted 5' Splice Sites (High to Low Probability):
Position 758: 0.9569376902278661
Position 970: 0.07853872171128781
Position 14257: 0.051845193296131985
Position 87: 0.0361737244717387
Position 3602: 0.030601241231909358
Position 370: 0.025218706987903967
Position 8636: 0.020903327816358515
Position 5937: 0.020414831934421198
Position 112: 0.017826935336881622
Position 4208: 0.014654167511354423
Position 9947: 0.009190668717395803
Position 1366: 0.008541614701266817
Position 4149: 0.005779250642744781
Position 2339: 0.005741307969427525
Position 73: 0.004990837773643164
Position 6363: 0.00439401602764725
Position 1024: 0.004247218209704984
Position 1187: 0.003970042439137994
Position 6231: 0.0037344337550435447
Position 3250: 0.0027675167158267627
Position 5177: 0.001984117485656084
Position 6520: 0.001922616864062547
Position 353: 0.0018859879896616011
Position 5719: 0.0018855235710447903
Position 5510: 0.0018167751299523367
Position 231: 0.001575071548413905
Position 1631: 0.0015321678291525848
Position 1236: 0.0015224714738295126
Position 534: 0.0011865755720132077
Position 6716: 0.00104411377969525
Position 6235: 0.0010374509044893394
Position 5210: 0.001025856943181619
Position 1778: 0.0009107400167935526
Position 6463: 0.000773740704518409
Position 4143: 0.0007432592559955989
Position 1417: 0.0006486330736955296
Position 193: 0.0006397902371626725
Position 2355: 0.0006001694010999875
Position 6325: 0.0005489805141442142
Position 5911: 0.0004999463085212068
Position 143: 0.0004276364085194304
Position 668: 0.00041905443409265026
Position 106: 0.0003442879702082028
Position 550: 0.0003378198737517115
Position 1530: 0.00033108790530686494
Position 6757: 0.0003298342090464253
Position 491: 0.00025432166037827377
Position 403: 0.00025181475433989556
Position 195: 0.00016660720633687848
Position 186: 0.00016208572150574476
Position 448: 0.0001560303598164206
Position 522: 0.00012837095413349651
Position 292: 0.0001229099351350695
