Gene = Ctu1
index = 306
Annotated 5SS: [  60 3631]
Annotated 3SS: [3087 4410]
SMsplice 5SS: [  60 3234]
SMsplice 3SS: [3087 4410]
top_k =  1000
Partition function (log Z): -8.114413943280605

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.7928468824825953
Position 3234: 0.48841040979952177
Position 3631: 0.44105535008808827
Position 4065: 0.2109993473734968
Position 1125: 0.18058841336417
Position 5692: 0.1426456577908525
Position 4529: 0.09492161973597449
Position 124: 0.03975183819076879
Position 3595: 0.038990507148492344
Position 4255: 0.03394999519732689
Position 226: 0.03260107787405776
Position 583: 0.03184109197728002
Position 3181: 0.031639804183374864
Position 4514: 0.030975356656752048
Position 4462: 0.030171446079131366
Position 3197: 0.02861479609472897
Position 4616: 0.024590281568024324
Position 4486: 0.023511948986181964
Position 614: 0.022926261361643
Position 4610: 0.01964466224224474
Position 4320: 0.016160143375782775
Position 3337: 0.01503828791096797
Position 2385: 0.014197696754964052
Position 4156: 0.01313885971995971
Position 3001: 0.013022135072668117
Position 2288: 0.010743464927801602
Position 3288: 0.010121032713768411
Position 2679: 0.009999204133370685
Position 434: 0.00912091268438037
Position 548: 0.008875197633371712
Position 4491: 0.007413898782840483
Position 2315: 0.007142325521779076
Position 3172: 0.007043550495454741
Position 779: 0.006168411704385966
Position 1377: 0.0053149754594780125
Position 5793: 0.004748747075007671
Position 2082: 0.004167458750722213
Position 1731: 0.0034732912125648874
Position 4174: 0.0032382728629523406
Position 4563: 0.0031149996169602297
Position 2270: 0.002907649621538153
Position 4571: 0.0028921758380695767
Position 5814: 0.002797102989767854
Position 1146: 0.0027374553689760847
Position 4041: 0.0025152160506554636
Position 271: 0.002378593259311021
Position 2041: 0.002193449065617374
Position 3214: 0.0021117133458259238
Position 4440: 0.0020964822962804813
Position 2037: 0.0018323467100564551
Position 1776: 0.001802664651017214
Position 194: 0.0017400280350082591
Position 713: 0.001520051872786185
Position 3957: 0.0014981532699397911
Position 1737: 0.0011610620412659067
Position 799: 0.0010499542091023629
Position 104: 0.0009697224459534335
Position 2456: 0.0008243615704014742
Position 3657: 0.0007894030306529311
Position 2348: 0.0006909994611249863
Position 2435: 0.0006672886679102183
Position 445: 0.0006535430056332248
Position 4240: 0.0006173199417203832
Position 419: 0.0005719533224322298
Position 3426: 0.0005536988830510407
Position 879: 0.0005146067267599082
Position 2604: 0.00048009673246889837
Position 2511: 0.0004213247812122291
Position 449: 0.00039809685070797506
Position 716: 0.0003972322877909994
Position 169: 0.0003917379518415175
Position 580: 0.0003355410699505052
Position 3567: 0.0002966604765829053
Position 223: 0.0002852727908289257
Position 513: 0.0002585251619236401
Position 2321: 0.00025642339725873213
Position 3246: 0.0002508442208639612
Position 6137: 0.0002504428792511931
Position 606: 0.0002430666739091015
Position 1271: 0.0002427588339407946
Position 3641: 0.00024249060270074396
Position 3292: 0.00023248060783018513
Position 3137: 0.0002245774864496509
Position 81: 0.00021756255749067838
Position 4277: 0.00021217989071475873
Position 3330: 0.00020382627241099076
Position 814: 0.00018581153564974795
Position 3160: 0.00018497736461709808
Position 2185: 0.0001784609933482283
Position 256: 0.00017459909181823251
Position 2720: 0.00016827374534417628
Position 2934: 0.00015993108322935633
Position 38: 0.00014671928524990512
Position 893: 0.00013801213061490135
Position 2376: 0.00013599017624934043
Position 1982: 0.00013411764947026094
Position 706: 0.00013121578708982982
Position 504: 0.0001219000036839513
Position 1320: 0.00011199945712472065
Position 2656: 0.00011023670445638669
Position 2294: 9.607478383557882e-05
Position 1461: 8.100079464889233e-05
Position 4036: 7.295441064749265e-05
Position 869: 7.017816307361973e-05
Position 1298: 6.860115681758454e-05
Position 4189: 6.375335866438226e-05
Position 403: 6.327073343309075e-05
Position 189: 6.077685905662345e-05
Position 388: 6.062628583185331e-05
Position 2598: 5.765417593151221e-05
Position 975: 5.26249208364172e-05
Position 2692: 5.0922005375870964e-05
Position 386: 4.602779045104315e-05
Position 2711: 4.566466963361696e-05
Position 159: 4.197646624201871e-05
Position 333: 4.170182967435925e-05
Position 1356: 3.772503617935024e-05
Position 214: 3.429368017768244e-05
Position 2144: 3.3140117785749725e-05
Position 3279: 3.293124849774229e-05
Position 3703: 2.369272102951962e-05
Position 1231: 2.2441909610111226e-05
Position 3663: 1.991545357232196e-05
Position 3381: 1.8412799825044546e-05
Position 4459: 5.57621936505801e-06
Position 64: 8.026104944312527e-07
Position 26: 7.042554228308932e-07
Position 66: 6.898943399492789e-07
Position 265: 6.14759311983336e-07
Position 298: 2.8316845462591835e-07
Position 328: 1.205705060258433e-07
Position 49: 1.0399807162473566e-07
