Gene = Coa5
index = 280
Annotated 5SS: [ 235 1762]
Annotated 3SS: [1677 9475]
SMsplice 5SS: [ 235 1762 8607]
SMsplice 3SS: [ 1677  8515 12472]
top_k =  1000
Partition function (log Z): -9.020204579906782

Sorted 5' Splice Sites (High to Low Probability):
Position 1762: 0.8674756227550694
Position 8607: 0.43465249963043406
Position 235: 0.3822419586174488
Position 8569: 0.33072503988562946
Position 5593: 0.3030943630946485
Position 123: 0.30132406630890424
Position 3428: 0.19110279499791014
Position 114: 0.17237579153499966
Position 1432: 0.12382584425687884
Position 4541: 0.09709607041866078
Position 5613: 0.07158289790677247
Position 9629: 0.06970583186038012
Position 144: 0.0626452322335133
Position 3810: 0.056833769129420626
Position 5094: 0.04905168681935453
Position 6852: 0.04771858663080774
Position 343: 0.03922539955289198
Position 732: 0.019933963896911416
Position 8826: 0.01877256298324172
Position 4847: 0.018608279957265987
Position 9095: 0.013304770690079034
Position 314: 0.011475867214518345
Position 308: 0.011316717461398519
Position 2005: 0.011231918334483188
Position 5088: 0.011163930413820411
Position 588: 0.010403722318785821
Position 5842: 0.010304310235244163
Position 4370: 0.010089807646507682
Position 3291: 0.0098900659093103
Position 1436: 0.009416565303198505
Position 12574: 0.008675056713346849
Position 12007: 0.0074531498004895965
Position 42: 0.006858540309508711
Position 5722: 0.006546850399250146
Position 7561: 0.005635163879787934
Position 2908: 0.005430352176206407
Position 321: 0.003311395291082507
Position 88: 0.0029990362058275014
Position 578: 0.0028746069766957443
Position 296: 0.0028235998624607014
Position 775: 0.002517548934316156
Position 802: 0.002259806047517017
Position 2190: 0.0022401815942267645
Position 8635: 0.0021119698676320443
Position 4434: 0.002056561218700257
Position 5299: 0.0020384358753125424
Position 727: 0.0018397301229286411
Position 1368: 0.0016960326814921202
Position 176: 0.0015393872362813588
Position 4449: 0.001291740104412231
Position 5608: 0.0011039257988558827
Position 8084: 0.0010304599637551328
Position 1552: 0.0009009499459338434
Position 1403: 0.0008980884998641094
Position 755: 0.0006740731510594967
Position 200: 0.0005619429009233858
Position 8803: 0.0004894553137566928
Position 2244: 0.0004268603857950914
Position 8613: 0.00036876675804691514
Position 81: 0.00036284314860549646
Position 301: 0.0003546770442624449
Position 174: 0.0003486404938182461
Position 1081: 0.0003364344881143075
Position 987: 0.0003194946684660045
Position 101: 0.0003173724821857203
Position 9271: 0.00031156824081523334
Position 9249: 0.0002939859215024336
Position 2122: 0.0001720538757465032
Position 1340: 0.00014312115992714798
Position 2082: 0.0001373678798043169
Position 1960: 0.0001287818039809178
Position 3354: 0.00010693706030024238
Position 8888: 6.901100733857064e-05
Position 9170: 5.8125106616907905e-05
Position 1766: 4.852387946444124e-05
Position 224: 4.101639608433429e-05
Position 53: 4.0639435757896985e-05
Position 887: 3.7975302264192396e-05
Position 59: 3.278370374264117e-05
Position 127: 3.166356089675274e-05
Position 2934: 2.825530952809596e-05
