Gene = C130050O18Rik
index = 192
Annotated 5SS: [ 128 1293]
Annotated 3SS: [1151 8992]
SMsplice 5SS: [ 128 1293]
SMsplice 3SS: [1151 8992]
top_k =  1000
Partition function (log Z): -8.195011708360102

Sorted 5' Splice Sites (High to Low Probability):
Position 1293: 0.8942625155017369
Position 128: 0.8423524430359476
Position 6957: 0.3491190087240637
Position 7068: 0.2936391988308314
Position 7399: 0.2523346387304255
Position 6683: 0.20520234128030507
Position 5469: 0.1637981354739472
Position 499: 0.10170040613246424
Position 7952: 0.09577937861168616
Position 5163: 0.09148056707695594
Position 3957: 0.071480586035702
Position 3031: 0.06592006318844588
Position 8130: 0.058553856935515375
Position 505: 0.05182602438765075
Position 5928: 0.0394862559773325
Position 726: 0.03395239431660976
Position 2042: 0.03050527609831579
Position 473: 0.029368707599888102
Position 3123: 0.027099240272607263
Position 9115: 0.026919160852544744
Position 9129: 0.025364225397636157
Position 3012: 0.022953118585624554
Position 9105: 0.018141262440101533
Position 5975: 0.016297962271449352
Position 8117: 0.015307874771503823
Position 2834: 0.014893313894913952
Position 2922: 0.014607623844829318
Position 843: 0.012987664564793066
Position 7775: 0.011612054626005936
Position 830: 0.010109395530928711
Position 4563: 0.009486539938538678
Position 1435: 0.00720786101152036
Position 3002: 0.0061088538318392555
Position 323: 0.00510379339577891
Position 263: 0.004893371739324527
Position 6082: 0.004775656010984148
Position 6077: 0.004137918255325621
Position 740: 0.0024730463675087006
Position 5123: 0.0024705779243766875
Position 4628: 0.002368656407927156
Position 2663: 0.0018050634437706018
Position 7098: 0.0012234299490361889
Position 270: 0.0011951917138310294
Position 98: 0.0011928414318845247
Position 2781: 0.0010592630930248948
Position 877: 0.0010499822971572462
Position 417: 0.0007918287087217741
Position 312: 0.0007743227333603618
Position 1918: 0.0007392349299572523
Position 4798: 0.000634903404897695
Position 4398: 0.0005840745728395362
Position 715: 0.0005536826033005038
Position 733: 0.0005531493096034094
Position 2009: 0.0005025498590734891
Position 536: 0.0004863449904974892
Position 2026: 0.00047283319538833743
Position 2052: 0.0003198722766937276
Position 1634: 0.00030430598672985965
Position 6943: 0.0003031346680419704
Position 4442: 0.00030148332782554976
Position 102: 0.0002779854574549661
Position 3019: 0.0002578932230427757
Position 4370: 0.0002543469187381628
Position 3598: 0.00023934937525076387
Position 95: 0.0001654477299442928
Position 1152: 0.00015300432760410803
Position 764: 0.00014042258952161018
Position 773: 0.00012775665759398052
Position 2568: 0.00011046502322421233
Position 766: 9.20671481080549e-05
Position 847: 5.738420188138556e-05
Position 646: 5.028598434562459e-05
Position 2585: 4.891748293112222e-05
Position 901: 4.200945701092614e-05
Position 2850: 4.040006138121232e-05
Position 6266: 3.94278040091352e-05
Position 257: 3.7345411199371234e-05
Position 550: 3.4440383136369265e-05
Position 1374: 2.8263402675802154e-05
Position 2128: 2.2678761037358402e-05
Position 822: 2.2572037289703054e-05
Position 663: 2.229733764733398e-05
Position 5727: 1.8754552252901687e-05
Position 1673: 1.8186062209200907e-05
Position 2164: 1.6375588167161054e-05
Position 1267: 1.5747099345656708e-05
Position 16: 1.353216559398932e-05
Position 2292: 1.2739747697514356e-05
Position 1629: 1.1590359768947363e-05
Position 1639: 9.519691032866378e-06
Position 2287: 9.438880242328807e-06
Position 1979: 9.038329754364894e-06
Position 1190: 6.855405072790315e-07
Position 175: 6.3689691807498e-07
Position 1368: 2.9862664432601093e-08
Position 1361: 2.468500145464575e-08
Position 658: 2.924940922716742e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8992: 0.873010892055763
Position 1151: 0.8564997399662875
Position 6870: 0.6115641390469728
Position 5086: 0.2038295502339619
Position 6524: 0.18436153394084054
Position 7215: 0.12624253775044972
Position 2921: 0.12061899532051862
Position 7845: 0.0973641902697815
Position 7264: 0.0682111385589716
Position 8012: 0.06482009294002251
Position 7286: 0.06316428462107143
Position 3875: 0.06293979746043957
Position 9731: 0.06067565051805663
Position 6825: 0.04328712093978978
Position 5823: 0.0361546668700415
Position 383: 0.028857475954645988
Position 5280: 0.027089350068032016
Position 5784: 0.02268928315811151
Position 1913: 0.022120034161705864
Position 312: 0.021844835055654564
Position 7709: 0.021722752818465522
Position 6632: 0.02101317258349176
Position 9223: 0.020692358566258357
Position 595: 0.018222330629354373
Position 5286: 0.017917731639455155
Position 202: 0.012917147940968815
Position 7584: 0.011700982027963238
Position 2526: 0.01160763938818979
Position 1129: 0.010302505167018122
Position 222: 0.010094082329761975
Position 5015: 0.009866899241900696
Position 9826: 0.008941559686926923
Position 10145: 0.008494251978815141
Position 2877: 0.008465944661866296
Position 1282: 0.008275541714506495
Position 9534: 0.008098380826106913
Position 2859: 0.0076113756424897455
Position 4448: 0.007510402388215455
Position 2781: 0.00568773294092169
Position 1916: 0.005635396130814899
Position 668: 0.005594549729621417
Position 3746: 0.005435038718400946
Position 1173: 0.005229084766116656
Position 5978: 0.005180420020847701
Position 8573: 0.005096631992968183
Position 8827: 0.004535195287909021
Position 7814: 0.0037153120192280295
Position 6352: 0.0036662152609761773
Position 1046: 0.003464803391107213
Position 8217: 0.0030491494888576654
Position 2025: 0.0029384210139169324
Position 1254: 0.002931086206244956
Position 3829: 0.0028448903026828923
Position 9232: 0.002801074848885095
Position 900: 0.0026722355886693743
Position 6132: 0.0026501953939294556
Position 5552: 0.002514701669290615
Position 7042: 0.0024056038961589514
Position 8939: 0.0022659321650699412
Position 757: 0.0021168924088585737
Position 4262: 0.002084994002745928
Position 1107: 0.0020825440923218797
Position 4422: 0.0018285465115190102
Position 1193: 0.0018212276270822712
Position 5162: 0.0017778582683565434
Position 4509: 0.0017010482569450249
Position 2566: 0.0016517869693546754
Position 3379: 0.0016267589574092526
Position 7525: 0.0015307024718823068
Position 4820: 0.0013574852886514487
Position 1072: 0.0013377983821016453
Position 2801: 0.0013313811320757995
Position 5193: 0.0013262734731134965
Position 599: 0.0013211420622129357
Position 8654: 0.0012645877003458635
Position 1839: 0.0011709133180493624
Position 1434: 0.0011111224294883934
Position 335: 0.0011022551723687216
Position 390: 0.001062475391062883
Position 7774: 0.0009275835061765249
Position 8494: 0.000918872222738322
Position 316: 0.0008565575832061482
Position 3704: 0.0008388251468594393
Position 4861: 0.0008368059741878129
Position 4864: 0.0007690756312203999
Position 685: 0.0007459439207347715
Position 3025: 0.0007084891055951077
Position 2964: 0.0007084028790907229
Position 620: 0.0006764081720587431
Position 4427: 0.0006301169788680912
Position 1092: 0.0006250054663085925
Position 2583: 0.0006224660895165046
Position 4915: 0.0005689596224545414
Position 2721: 0.0005658011355503817
Position 355: 0.0005542868876349346
Position 2763: 0.0005466406635380733
Position 236: 0.0005247565091297636
Position 2983: 0.0005013118653832359
Position 1736: 0.0004934279504720763
Position 8890: 0.00046781695204220063
Position 5961: 0.00044831172097555976
Position 1774: 0.0004433589300001531
Position 1186: 0.00039749861050957696
Position 2754: 0.00038219499357411234
Position 7357: 0.00034054339532231195
Position 6145: 0.0003258065559156453
Position 9366: 0.0003171311426470362
Position 3983: 0.0003123528748429274
Position 794: 0.0003116385773380001
Position 1341: 0.00030432089470352173
Position 4532: 0.00030373199257118595
Position 2377: 0.00027358808357477737
Position 470: 0.000257126355793681
Position 4076: 0.0002444051056229148
Position 1263: 0.00024123090877803434
Position 4269: 0.00023819457547644466
Position 6320: 0.00023816797968697245
Position 8934: 0.00022535908105894318
Position 4299: 0.0002222208226090669
Position 643: 0.00021596584028006096
Position 5989: 0.00020864109634615422
Position 1188: 0.00019946584152972502
Position 526: 0.0001337346391077181
Position 1361: 0.00011847183320198134
Position 546: 0.00010770829625305213
Position 626: 0.00010173638971458804
Position 4232: 0.00010153470501222984
Position 2506: 9.34301928966952e-05
Position 800: 9.154162848093548e-05
Position 1381: 9.082158703883081e-05
Position 674: 8.67488811165337e-05
Position 400: 8.267531342079911e-05
Position 361: 8.195361128037077e-05
Position 1394: 7.186931863143135e-05
Position 346: 7.15608384594961e-05
Position 254: 7.084236769731759e-05
Position 1740: 7.00282940810742e-05
Position 739: 6.958532559100092e-05
Position 4049: 6.352778616746146e-05
Position 3956: 6.346462377342617e-05
Position 1655: 6.237200950373143e-05
Position 3206: 5.732981202818057e-05
Position 3432: 5.141372061762097e-05
Position 2747: 4.67657668479694e-05
Position 1922: 4.5941822807706246e-05
Position 2531: 4.372116325219046e-05
Position 2230: 4.244464142043351e-05
Position 323: 4.2137607566715146e-05
Position 4394: 4.184471045971236e-05
Position 1052: 3.9757620812517176e-05
Position 1159: 3.782430892316188e-05
Position 1195: 3.586493562913298e-05
Position 4889: 3.5724097905915124e-05
Position 2794: 3.4791596518005e-05
Position 4236: 3.430777733709621e-05
Position 708: 3.391631099215338e-05
Position 536: 3.362175530864718e-05
Position 425: 3.200581601409842e-05
Position 702: 2.9756739458029186e-05
Position 1368: 2.8303932744831608e-05
Position 3414: 2.8253833599654384e-05
Position 1642: 2.806873844052178e-05
Position 2352: 2.7411199883296054e-05
Position 1891: 2.7169301739851245e-05
Position 616: 2.679819476712015e-05
Position 4004: 2.5481103846698282e-05
Position 496: 2.5442529352564415e-05
Position 2204: 2.403429489659966e-05
Position 1686: 2.3683109838585215e-05
Position 455: 2.3222133675792887e-05
Position 262: 2.271184031155777e-05
Position 696: 2.0763024725467727e-05
Position 2112: 2.0337803020397745e-05
Position 3075: 1.9786468356225795e-05
Position 2157: 1.96503247698427e-05
Position 1951: 1.910154619085334e-05
Position 2823: 1.8915631550496854e-05
Position 270: 1.8565536903038477e-05
Position 417: 1.643624785173558e-05
Position 3332: 1.3755107419016542e-05
Position 320: 1.3416352453670966e-05
Position 640: 1.2709741254136967e-05
Position 3093: 1.2089584238452863e-05
Position 3164: 1.1918966318169127e-05
Position 1318: 1.1492751882585546e-05
Position 721: 1.1385688307623993e-05
Position 348: 1.0837639401816648e-05
Position 2785: 9.830880512903838e-06
Position 1458: 9.642164657745665e-06
Position 1062: 9.387676281523051e-06
Position 430: 9.35057129678991e-06
Position 829: 9.00753974352875e-06
Position 888: 8.556659442402003e-06
Position 1324: 7.493129529066287e-06
Position 393: 6.752024532299819e-06
Position 628: 6.536475164386737e-06
Position 1235: 6.3375535861481385e-06
Position 780: 5.740778225309428e-06
Position 630: 5.046964533015153e-06
Position 927: 4.701754298643997e-06
Position 257: 4.209784777385167e-06
Position 1292: 4.1731071275235214e-06
Position 1818: 3.8861330333029555e-06
Position 1221: 3.830738867301761e-06
Position 1320: 3.618945021678955e-06
Position 3001: 3.574070181183294e-06
Position 2827: 3.3714908821967823e-06
Position 1208: 3.3485111228279045e-06
Position 860: 3.258600768673146e-06
Position 412: 3.015342777591877e-06
Position 5766: 2.750438609162138e-06
Position 1766: 2.6588107841771324e-06
Position 1827: 2.272970806251144e-06
Position 1929: 2.0040025371741762e-06
