Gene = Lins1
index = 636
Annotated 5SS: [  130  6413 18660 18850 19542 20853 22151]
Annotated 3SS: [ 6281 18145 18744 19399 20264 21978 23906]
SMsplice 5SS: [  130  6413 18567 18835 19542 22151]
SMsplice 3SS: [ 6281 18479 18744 19399 22046 23906]
top_k =  1000
Partition function (log Z): -6.032155658225323

Sorted 5' Splice Sites (High to Low Probability):
Position 6413: 0.9993862935240249
Position 130: 0.9842419213704635
Position 19542: 0.8326451130246982
Position 18835: 0.7724046011004541
Position 22151: 0.6495373491596909
Position 16398: 0.5045662658290838
Position 15702: 0.35589240621272017
Position 15961: 0.3379859196701329
Position 18567: 0.32665572173778656
Position 12771: 0.20869314306478673
Position 18850: 0.16650009459653067
Position 2964: 0.14242478650340906
Position 17530: 0.1219831860952698
Position 17546: 0.11544653578232142
Position 5996: 0.10506112462487352
Position 2211: 0.08724795956204748
Position 6000: 0.08476770103421763
Position 15920: 0.07591390474832829
Position 3157: 0.07097849019052106
Position 17773: 0.054908885627486886
Position 17231: 0.05430630321109226
Position 3966: 0.05359906635341484
Position 23978: 0.04693349167027281
Position 3107: 0.03383027455313201
Position 23288: 0.03336000837486476
Position 23843: 0.033285757072866136
Position 15706: 0.032962051568724296
Position 20853: 0.030941744620912565
Position 22313: 0.03035928052431212
Position 6154: 0.02765333331126379
Position 9588: 0.026345619866878472
Position 1346: 0.01738759809959343
Position 11630: 0.014271968534371939
Position 2313: 0.012862170004811775
Position 172: 0.012718660859719967
Position 14855: 0.01234113805019551
Position 3833: 0.01196364588582918
Position 1505: 0.011335634622881334
Position 6158: 0.010753446613140013
Position 2481: 0.007622920760776135
Position 24431: 0.007107482115374954
Position 24731: 0.006188610401302052
Position 2646: 0.005898322250135505
Position 21764: 0.005766439014299337
Position 3879: 0.004769568787145229
Position 23095: 0.004057320800555391
Position 9720: 0.0038698850995134257
Position 19602: 0.003447805743379904
Position 17490: 0.0027973583783524707
Position 308: 0.0020529753978211474
Position 19999: 0.0019689610821836514
Position 1710: 0.0011219930149499425
Position 8062: 0.0010983951078176145
Position 1022: 0.0007598487843408078
Position 19720: 0.0005613228960900798
Position 2636: 0.0005066404780969846
Position 10965: 0.00044633619097016994
Position 146: 0.00042657980639502347
Position 2608: 0.0004235334582890489
Position 7068: 0.00040385657896419556
Position 1339: 0.00040299745416749364
