Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  1000
Partition function (log Z): -7.449130363486583

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9868415014691014
Position 987: 0.3511429777600858
Position 1343: 0.2305936970593251
Position 1481: 0.02264154557867334
Position 1513: 0.008307421287244768
Position 689: 0.007869189295473275
Position 6079: 0.0073780475759246044
Position 5665: 0.007265213191832032
Position 3371: 0.0070486949835769875
Position 5179: 0.006982242211023692
Position 5639: 0.005165934592347493
Position 364: 0.004792805905704356
Position 492: 0.003762252776184519
Position 3431: 0.00368458414166829
Position 3491: 0.0036555495142019372
Position 3551: 0.0032044280078576464
Position 3671: 0.003032378691930055
Position 5789: 0.0025927986083174523
Position 172: 0.002179961671279167
Position 4163: 0.001921850803704945
Position 2457: 0.0015409150795669506
Position 3299: 0.001351474331119608
Position 5347: 0.0012371963302900864
Position 1129: 0.001232260599868441
Position 5597: 0.0011176064916014878
Position 5281: 0.000783474902290345
Position 3611: 0.0006667114277385246
Position 404: 0.0005689752665338438
Position 3731: 0.00047085632140240157
Position 594: 0.00044290720723187384
Position 781: 0.00036736347337126916
Position 467: 0.00028691857676090476
Position 569: 0.00021338722379755438
Position 905: 0.00015355605987744377
Position 848: 9.778870504345784e-05
Position 708: 7.578388451780145e-05
Position 287: 5.414577783469999e-05
Position 64: 5.275006183082035e-05
Position 347: 4.623139120255531e-05
Position 942: 4.355832192831163e-05
Position 646: 4.12574094868229e-05
Position 292: 3.327015462142026e-05
Position 967: 3.272785852007984e-05
Position 301: 3.123849851496255e-05
Position 504: 2.73139794928291e-05
Position 1152: 1.9898822226676883e-05
Position 274: 1.6624621919220853e-05
Position 863: 1.5713964225508743e-05
Position 1010: 1.036240599511521e-05
Position 312: 9.580004004815932e-06
Position 129: 6.321085713868343e-06
Position 705: 6.271676120419992e-06
Position 351: 5.79135214447683e-06
Position 3952: 4.2832191059810895e-06
Position 333: 3.496095857528969e-06
Position 999: 3.2887830978972393e-06
Position 693: 2.9642231341002122e-06
Position 991: 2.7928141335244164e-06
Position 860: 2.0395177699598256e-06
Position 368: 1.8817347249466867e-06
Position 24: 1.819472731550595e-06
Position 174: 1.573662359130118e-06
Position 67: 1.465095992590692e-06
Position 649: 1.1384326050480486e-06
Position 900: 1.0837555533879222e-06
Position 1127: 8.863196842601616e-07
Position 39: 7.037767812679897e-07
Position 845: 5.480322570902121e-07
Position 785: 2.4093326869279706e-07
Position 2113: 2.0082018889214692e-07
Position 792: 1.6109503119596227e-07
Position 233: 1.1631625237849955e-07
Position 362: 1.0548689971105082e-08
Position 408: 3.363893855224208e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6249913786278359
Position 5918: 0.37304329927293856
Position 805: 0.21374065126827335
Position 1164: 0.0626816878777152
Position 759: 0.06053754067285246
Position 839: 0.03508256813313191
Position 6196: 0.033232276888923454
Position 450: 0.02781484048174947
Position 5517: 0.023264557873915258
Position 5861: 0.01803377483273846
Position 2211: 0.01736483287506295
Position 883: 0.014373325977159545
Position 1262: 0.011293516074856208
Position 3222: 0.010333889636916137
Position 1197: 0.009200212451501563
Position 5490: 0.0065659560316029
Position 1204: 0.006479473323462219
Position 5953: 0.0064224879388974105
Position 5070: 0.006173735482860504
Position 5178: 0.00612796582944254
Position 6219: 0.005867499852985621
Position 1239: 0.005777542559697962
Position 659: 0.005125391030077567
Position 5250: 0.0051222006924527275
Position 827: 0.004871034563032658
Position 249: 0.004060504336501633
Position 934: 0.003933055621344442
Position 1087: 0.0032625450869919943
Position 2864: 0.0031021643599902834
Position 3415: 0.0027925092824623026
Position 636: 0.0027763093460085155
Position 1255: 0.0024436988895554157
