Gene = Zdbf2
index = 1200
Annotated 5SS: [  208  1914  4719  7613 17518 21782]
Annotated 3SS: [ 1830  4665  7501 17411 21650 29374]
SMsplice 5SS: [  208  4719  7613 17518 21782]
SMsplice 3SS: [ 4665  7501 17381 21650 29374]
top_k =  1000
Partition function (log Z): -5.931245330449876

Sorted 5' Splice Sites (High to Low Probability):
Position 7613: 0.9999996715335446
Position 21782: 0.9942378758035103
Position 208: 0.9375633858008
Position 17518: 0.9279121794576285
Position 4719: 0.905720726077703
Position 31147: 0.4545985040482893
Position 32118: 0.3962375385713806
Position 31863: 0.37513129528769723
Position 1914: 0.3647798990051733
Position 29497: 0.28409858947611205
Position 29554: 0.26925816061110236
Position 21426: 0.08551384949353677
Position 32950: 0.0830298488185246
Position 2035: 0.08061724191697352
Position 5121: 0.06609001020384112
Position 20486: 0.06273512079185062
Position 5022: 0.06230164112704986
Position 28442: 0.05763466445924776
Position 378: 0.04916313362779894
Position 3279: 0.04790055412473055
Position 4965: 0.04018522710168514
Position 23486: 0.029135032197585075
Position 7346: 0.027118501624911775
Position 22061: 0.027078823875904965
Position 32167: 0.02421716394399206
Position 2714: 0.024086102506890996
Position 4508: 0.02254708805717557
Position 33369: 0.022147682953785542
Position 1808: 0.019711572064103056
Position 33202: 0.01966615978487554
Position 4756: 0.01895650441351938
Position 6325: 0.017933564745328895
Position 7288: 0.016128278445515648
Position 2546: 0.015978111765613905
Position 4505: 0.01487910212017061
Position 29649: 0.014219830746772286
Position 32853: 0.014129574521022497
Position 19242: 0.013757112484647562
Position 18029: 0.0134314827224072
Position 4480: 0.013377856678689208
Position 955: 0.011403654923502092
Position 6660: 0.011370722908853865
Position 570: 0.011209680343427526
Position 5825: 0.010226849825576529
Position 2186: 0.008234208812087009
Position 4747: 0.007638767316507531
Position 5061: 0.007024945323254448
Position 2182: 0.006189060639494169
Position 4040: 0.006004368065462924
Position 31516: 0.005504457750456925
Position 3203: 0.005419018136362692
Position 2724: 0.005270361249124749
Position 28665: 0.005131322232641999
Position 7387: 0.004766014148214563
Position 6602: 0.004526287382306752
Position 2885: 0.0044951809039806044
Position 33846: 0.004447968663394451
Position 25340: 0.004082789728933384
Position 25278: 0.0036869062672989557
Position 23445: 0.0035587629958679663
Position 5138: 0.0035377051620904183
Position 22594: 0.0030349595299230007
Position 5624: 0.0030003295114023627
Position 1924: 0.002800265553268491
Position 4586: 0.0023826548657867957
Position 741: 0.002311601924023846
Position 29807: 0.0021718962477032637
Position 4063: 0.0020040690099246907
Position 4512: 0.0019915033998611628
Position 33894: 0.0015909448547417864
Position 6804: 0.0015205733709537116
Position 5325: 0.001486328461325793
Position 4435: 0.001485511524532177
Position 25689: 0.001375539583673199
Position 681: 0.0012179959914419458
Position 32824: 0.0011944855774615468
Position 5468: 0.00118082159393987
Position 3192: 0.0011752712920341966
Position 26641: 0.0011475636754655846
Position 4251: 0.0010768415564094767
Position 2221: 0.0009926026536889907
Position 25623: 0.0009411117271008385
Position 5018: 0.0008669162570664265
Position 710: 0.0008071010220316043
Position 5171: 0.000736833124182223
Position 2519: 0.0007096846162617425
Position 1133: 0.000688122139328117
Position 7283: 0.0006580275139195474
Position 930: 0.0006099596965312768
Position 4517: 0.0005915576966129877
Position 5153: 0.0005626256247158146
Position 4970: 0.000483536643142839
Position 1689: 0.0004564710312264259
Position 238: 0.00045034367597132483
Position 23124: 0.0004213453755226781
Position 22508: 0.0004175796766962889
Position 3787: 0.00038380893861362814
Position 4751: 0.0003823068370515288
Position 24183: 0.0003731404764887603
Position 5141: 0.0003679676377757182
Position 1691: 0.0003650073356321636
Position 974: 0.0003492559420008859
Position 4494: 0.0003309066898855506
Position 1458: 0.0003083535895702903
Position 2027: 0.0003083451840185428
Position 630: 0.0003063849752466238
Position 942: 0.0002813683650338884
Position 4996: 0.00026994498528673836
Position 2352: 0.0002643042152327413
Position 761: 0.00024079703926546719
Position 1732: 0.00023657141995214306
Position 2809: 0.0002315734881780354
Position 2649: 0.00019064190050501105
Position 1966: 0.0001831966052442237
Position 578: 0.00018177216364752632
Position 1933: 0.00012991430290809535
Position 3182: 0.00011190668898636123
Position 3052: 0.00010904126927723235
Position 1799: 8.291185902478268e-05
Position 1084: 5.57503440658327e-05
Position 4810: 3.958405148109926e-05
Position 1143: 2.7512131111262137e-05
Position 936: 2.303519734231718e-05
Position 574: 2.266912846422465e-05
Position 689: 2.2640805529622382e-05
Position 1025: 2.1494262664974736e-05
Position 703: 2.103409676286762e-05
Position 4623: 1.7815767209996686e-05
Position 1030: 1.598859237972476e-05
Position 616: 1.5224960585187538e-05
Position 212: 1.4423729590665009e-05
Position 102: 1.3307844742411312e-05
Position 1325: 1.2445203361953754e-05
Position 1095: 1.2398581758330483e-05
Position 32562: 1.0796104632417412e-05
Position 767: 1.0467967870851695e-05
Position 1205: 1.0205842598909233e-05
Position 1293: 1.0043748686054008e-05
Position 74: 9.294126227933338e-06
Position 886: 8.53737718600664e-06
Position 800: 7.881712095246069e-06
Position 111: 7.77105359259294e-06
Position 961: 6.98460124888465e-06
Position 1201: 6.2516923080789725e-06
Position 972: 5.901925782565961e-06
Position 9541: 5.442121862874352e-06
Position 621: 4.561478388673995e-06
Position 1665: 4.529637933434324e-06
Position 515: 3.952250466203357e-06
Position 8251: 3.3314946557230205e-06
Position 1543: 3.0626039355479944e-06
Position 2804: 2.6763487708925557e-06
Position 1349: 2.289690801211565e-06
Position 1341: 2.158580906289303e-06
Position 978: 2.125922158768719e-06
Position 860: 1.92595514701341e-06
Position 1159: 1.901227714518667e-06
Position 11765: 1.3915683929316059e-06
Position 13060: 1.1857530036948876e-06
Position 576: 1.1517589159137146e-06
Position 289: 1.140885318265968e-06
Position 240: 1.084834215461849e-06
Position 388: 9.957052075858438e-07
Position 1512: 8.953881494413667e-07
Position 7832: 8.801269651975548e-07
Position 1524: 8.781536464205587e-07
Position 605: 8.718626657098219e-07
Position 10262: 7.909631992175444e-07
Position 645: 6.627475501872444e-07
Position 61: 5.905147971612701e-07
Position 1531: 5.74193126578447e-07
Position 1843: 4.840596319103793e-07
Position 1438: 4.0416492708403575e-07
Position 24: 4.0254038898656313e-07
Position 1223: 3.739794085445876e-07
Position 1331: 3.481741668539521e-07
Position 7801: 3.229509997197564e-07
Position 1280: 3.175007213474543e-07
Position 9478: 2.1760439248125234e-07
Position 9239: 1.9584808521879212e-07
Position 1858: 1.3492347413932225e-07
Position 1992: 1.0210092956648056e-07
Position 217: 9.831245847004363e-08
Position 1931: 9.546423428886305e-08
Position 8309: 9.406041069688743e-08
Position 8280: 8.998688472086285e-08
Position 8091: 6.766895817754564e-08
Position 8095: 5.185011262733084e-08
Position 554: 4.3966104788829804e-08
Position 7658: 3.0720291579243994e-08
Position 539: 2.7791889396079957e-08
Position 8076: 2.3228741671241198e-08
Position 565: 2.2521486898047902e-08
Position 8056: 2.18368634415193e-08
Position 7620: 1.9827384771970197e-08
Position 7955: 1.7129356979022053e-08
Position 7570: 1.501815928544115e-08
Position 7752: 1.369541191213339e-08
Position 584: 1.3661357838126715e-08
Position 232: 9.046202046062302e-09
Position 9236: 7.3042480704738915e-09
Position 499: 6.786004501175603e-09
Position 278: 5.709827478772323e-09
Position 7902: 5.3983758321069076e-09
Position 7762: 3.740449978651882e-09
Position 5: 3.6364123134747943e-09
Position 8114: 3.570411434602155e-09
Position 7871: 3.4438391797739063e-09
Position 8209: 3.425535088399289e-09
Position 648: 3.3492116158322915e-09
Position 477: 3.2530102296122377e-09
Position 8729: 3.2406678956281874e-09
Position 582: 3.0977075615334704e-09
Position 7783: 2.9655460771337835e-09
Position 9223: 2.9391268982714856e-09
Position 7858: 1.8636272707024295e-09
Position 8677: 1.853118845969118e-09
Position 8936: 1.4010694734071784e-09
Position 7809: 1.2473309526982838e-09
Position 9753: 8.001247956812857e-10
Position 8275: 6.878851866895747e-10
Position 7594: 6.15787096297209e-10
Position 7851: 4.448077118756584e-10
Position 568: 4.112081615613874e-10
Position 7589: 1.183488894744196e-10
Position 619: 1.1340385971221219e-10
Position 608: 9.937144199893509e-11
Position 7587: 1.951612307001491e-11
Position 7883: 6.537574450543443e-13
