Gene = Tiprl
index = 1084
Annotated 5SS: [  214  8676  9439 14415 16845 19161]
Annotated 3SS: [ 8495  9338 14282 16748 19097 21062]
SMsplice 5SS: [  214  8676  9439 11129 14415 16845 19161]
SMsplice 3SS: [ 8495  9338 10993 14282 16748 19097 21062]
top_k =  1000
Partition function (log Z): -5.197874085786299

Sorted 5' Splice Sites (High to Low Probability):
Position 16845: 0.9319663470393146
Position 19161: 0.9278978875735369
Position 9439: 0.865945528988328
Position 11129: 0.749591985721842
Position 14415: 0.70010952679941
Position 8676: 0.5068524668017853
Position 8672: 0.3932115736966802
Position 945: 0.32274098336755563
Position 272: 0.3175414215944152
Position 214: 0.3128690802465655
Position 277: 0.25050150765054324
Position 9170: 0.250392616509315
Position 21187: 0.15961078256604253
Position 862: 0.1422530449559598
Position 9925: 0.08419207539036692
Position 2112: 0.08372950361914007
Position 13478: 0.08113829646056314
Position 10268: 0.06000114005903905
Position 325: 0.05885386976923379
Position 1257: 0.05572067224843136
Position 13039: 0.05185736994876051
Position 15928: 0.042661080790269576
Position 14467: 0.04165752469564664
Position 16865: 0.03488076481249692
Position 5807: 0.032231617990383626
Position 10273: 0.03198402321385728
Position 836: 0.02875295612903628
Position 566: 0.025083587562029004
Position 23595: 0.02172069094977545
Position 21510: 0.021400020865356584
Position 15822: 0.018877232444366614
Position 997: 0.018382736255862828
Position 24102: 0.016187090335798442
Position 1209: 0.014610399606409816
Position 21210: 0.013522942903573903
Position 12372: 0.0132548510527447
Position 15810: 0.012817253771325705
Position 10504: 0.012472324406987147
Position 22164: 0.012406116710506745
Position 16916: 0.011778484572250288
Position 18997: 0.010838695093900537
Position 85: 0.010603293885299608
Position 14799: 0.010306170846994195
Position 7094: 0.010111538200018654
Position 894: 0.009852907636529724
Position 310: 0.0076343606190317015
Position 2879: 0.007570678633874051
Position 23635: 0.007284711018262884
Position 8351: 0.00716443537995081
Position 975: 0.006448234866251225
Position 16583: 0.006269292100314733
Position 12: 0.006166718664851562
Position 15373: 0.006065876818072717
Position 17058: 0.006009349047311547
Position 14787: 0.005985997713102033
Position 20131: 0.005930510339956192
Position 4969: 0.005167412592542258
Position 21266: 0.005154355186171639
Position 14472: 0.0051249459302645265
Position 10599: 0.005116735155121765
Position 14135: 0.0050031263065901145
Position 14740: 0.004974426113068308
Position 14455: 0.0047847010725596975
Position 16026: 0.004767610549567436
Position 12058: 0.0042197774214447455
Position 12176: 0.003963273080466539
Position 2917: 0.003926836704769078
Position 658: 0.003916462875502446
Position 3395: 0.0037280829966454074
Position 14391: 0.003713501815788642
Position 11112: 0.0036431664362644328
Position 11802: 0.00344072941970955
Position 13506: 0.0033082058568700582
Position 707: 0.003054962069093562
Position 14283: 0.0025963313921965147
Position 11093: 0.00240636606444441
Position 11453: 0.002375313900884612
Position 15438: 0.001957433615802066
Position 379: 0.0019046970492231122
Position 304: 0.001894693854164277
Position 19010: 0.0018945326318362994
Position 21495: 0.0017123427616516777
Position 14419: 0.0017005440634333111
