Gene = Susd5
index = 1046
Annotated 5SS: [  505  6994 11736 25470]
Annotated 3SS: [ 6815 11616 25280 38496]
SMsplice 5SS: [  505  6994 11736 14397 25470 38685]
SMsplice 3SS: [ 6815 11616 14257 25280 38496 40143]
top_k =  1000
Partition function (log Z): -10.55398468202877

Sorted 5' Splice Sites (High to Low Probability):
Position 25470: 0.9578451789274963
Position 6994: 0.9441973117259366
Position 11736: 0.8792957389614409
Position 38685: 0.8613537949601303
Position 505: 0.7590450263117229
Position 14397: 0.7104912859407196
Position 16079: 0.5889670622228688
Position 4930: 0.42485327665854233
Position 7596: 0.3975350183206651
Position 25644: 0.3769385778185486
Position 28818: 0.2491887221991095
Position 20526: 0.2454045399349083
Position 900: 0.1986811872748709
Position 9267: 0.12325413002281013
Position 13119: 0.09964319090570056
Position 5114: 0.09084068299703132
Position 7944: 0.08347200269356383
Position 11764: 0.08171599548079325
Position 13457: 0.06850178707190484
Position 9500: 0.05907659861991322
Position 3766: 0.05670433207167821
Position 1608: 0.05347111885281109
Position 7405: 0.039953918106956664
Position 5072: 0.039309548707648745
Position 7697: 0.039051871903763
Position 11746: 0.03496310102172586
Position 234: 0.031387313316158995
Position 29029: 0.029082636549912017
Position 306: 0.027620247140262767
Position 25441: 0.026465814435651484
Position 13518: 0.02576526910202727
Position 11999: 0.02399799558307887
Position 2185: 0.0239620776677482
Position 174: 0.023604179303768517
Position 350: 0.020853145459307647
Position 1948: 0.017232563212840394
Position 3844: 0.01646448575660437
Position 14353: 0.016443599958875094
Position 17231: 0.01639187891013375
Position 6619: 0.0162390689842482
Position 5039: 0.01575478697593616
Position 4786: 0.015448662824845973
Position 7499: 0.015101001646990537
Position 3591: 0.01200184287444848
Position 1568: 0.01038287059502568
Position 15353: 0.010182102516912931
Position 6715: 0.009992248326228498
Position 7363: 0.009920086086593375
Position 100: 0.00953993047694764
Position 13505: 0.007542230259309221
Position 5775: 0.007486337789326944
Position 3503: 0.007473829880253733
Position 9360: 0.006644151702711446
Position 819: 0.005955115394461666
Position 25381: 0.005542031690182079
Position 9029: 0.00495472852379106
Position 2028: 0.004268923908245434
Position 5484: 0.003978954155650183
Position 14427: 0.0034571456424148123
Position 12134: 0.003058380830334445
Position 11787: 0.002824226390851848
Position 2765: 0.002706066203160419
Position 203: 0.0026579018795884132
Position 6727: 0.002367607665408922
Position 159: 0.002298442832041176
Position 3021: 0.002160852705185501
Position 16104: 0.0017622215272700816
Position 492: 0.0016907443523168494
Position 3511: 0.0015731529943350377
Position 1936: 0.0015332125064107536
Position 13496: 0.0011849575053946002
Position 10732: 0.0010799894609132864
