Gene = Cldn12
index = 267
Annotated 5SS: [  25  558 1628 3719]
Annotated 3SS: [ 412 1537 3666 6334]
SMsplice 5SS: [ 162 6543]
SMsplice 3SS: [6430 6793]
top_k =  1000
Partition function (log Z): -5.0650174340535825

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.7656064949138255
Position 1628: 0.5835393276153523
Position 6543: 0.5668745291537233
Position 558: 0.5035587926256675
Position 6578: 0.37115225277943387
Position 7553: 0.2988010469310637
Position 6794: 0.296777562387088
Position 1074: 0.28554517597512014
Position 3719: 0.27445203872159313
Position 4306: 0.2015833278331894
Position 25: 0.12048540450485963
Position 2951: 0.08390083327317877
Position 8359: 0.07991955724207683
Position 169: 0.07684901044077405
Position 2183: 0.058846489777195254
Position 2564: 0.05664509250029046
Position 5983: 0.03132096533697805
Position 5948: 0.03119844737591878
Position 7903: 0.024137456752285354
Position 3545: 0.02262319427211614
Position 1779: 0.02162356608504414
Position 6116: 0.01935488781383516
Position 9620: 0.01638782038019339
Position 6799: 0.016320694173788827
Position 6914: 0.016096726602665097
Position 677: 0.015570396336034444
Position 6570: 0.013822501708598577
Position 5078: 0.013387405696913391
Position 4880: 0.012815747018172076
Position 6015: 0.007370479495066428
Position 575: 0.006775021148223441
Position 6525: 0.006525613962197871
Position 7468: 0.005501215145382307
Position 123: 0.004554320455075813
Position 6413: 0.004292269871182122
Position 6948: 0.004222150240969748
Position 7853: 0.003998269981980299
Position 253: 0.003738116572015834
Position 7259: 0.0036786625320332743
Position 3936: 0.00321773714130372
Position 2095: 0.002974205088871901
Position 2568: 0.002787326957017049
Position 357: 0.002714063877511358
Position 1632: 0.002553815826592945
Position 5514: 0.002423107346338967
Position 6585: 0.00229659494463435
Position 3522: 0.002212816747088859
Position 5996: 0.002078692529941777
Position 2357: 0.001892907022190001
Position 586: 0.0017951869821585308
Position 7044: 0.0015441778028396657
Position 6886: 0.001459314163204303
Position 2469: 0.0013811760694472917
Position 1733: 0.0013658493782172404
Position 8196: 0.00135685338884822
Position 7849: 0.0010342792073608665
Position 6529: 0.0009976841345941715
Position 29: 0.0009319436737218681
Position 316: 0.0008604797349915665
Position 78: 0.0007507665450892931
Position 185: 0.0007403540471987233
Position 976: 0.0006839640443208263
Position 311: 0.0006564435365105111
Position 150: 0.0006272119638365862
Position 7637: 0.0006228246096981249
Position 1473: 0.0006110238426273509
Position 14: 0.0006049661828990163
Position 6865: 0.0005592493783282121
Position 873: 0.0005564356222111143
Position 531: 0.0004703820819822263
Position 374: 0.0004579792099752595
Position 1349: 0.0004125247447441288
Position 68: 0.00040799981598604716
Position 597: 0.00040248663211349194
Position 729: 0.0003580036953446008
Position 1534: 0.0003369117230919161
Position 8089: 0.0003356411606890442
Position 3411: 0.0003260377158998529
Position 3867: 0.0003032166790802323
Position 1141: 0.00026742776921743344
Position 1136: 0.0001863719989029918
Position 4822: 0.00017857963404391898
Position 176: 0.00016453098569439131
Position 5211: 0.00016358223583312818
Position 940: 0.0001627238100316434
Position 666: 0.00015053783500456423
Position 6534: 0.00014728498040196184
Position 108: 0.0001445236084682895
Position 34: 0.00013320467394650095
Position 6939: 0.00012652167369628565
Position 4886: 0.00012199656976596214
Position 217: 0.0001135163089063998
Position 6742: 0.00010733636711577653
Position 191: 9.612602158418318e-05
Position 607: 9.116313791833105e-05
Position 4354: 8.46238452497481e-05
Position 207: 7.814229651549624e-05
Position 3783: 6.6353603741848e-05
Position 3760: 5.4134167281848354e-05
Position 4325: 5.3913667813000886e-05
Position 4250: 5.211469910454214e-05
Position 136: 4.7936659684114636e-05
Position 4805: 4.788256962355114e-05
Position 6591: 4.344581928179054e-05
Position 7527: 4.099928269867845e-05
Position 6646: 3.801200512242121e-05
Position 1042: 3.241364308650197e-05
Position 476: 3.1720903200190557e-05
Position 817: 2.695215954092849e-05
Position 4613: 2.471096774887414e-05
Position 205: 1.9836643266234754e-05
Position 49: 1.790107717086911e-05
Position 1303: 1.5692104927273838e-05
Position 1232: 8.474464125017294e-06
Position 80: 8.0958485465423e-06
Position 496: 6.105830512348518e-06
Position 6557: 5.710596549084315e-06
Position 6595: 5.709599033937532e-06
Position 57: 5.120623111066522e-06
Position 6614: 4.654880597724029e-06
Position 809: 3.8158322740128765e-06
Position 85: 2.9540911047607314e-06
Position 71: 2.803637026075386e-06
Position 142: 2.6499895741534164e-06
Position 446: 2.0522513143100213e-06
Position 1797: 9.700481360390306e-07
Position 314: 8.304698696448209e-07
Position 6659: 7.987144896771786e-07
Position 943: 6.91516121992314e-07
Position 31: 3.5806550301366833e-07
Position 926: 1.7021659525017558e-07
Position 803: 1.1217244303884917e-07
Position 1057: 1.1671704879829388e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6430: 0.8394323710779824
Position 430: 0.48461414957675886
Position 7439: 0.43456219718076844
Position 1537: 0.36040603824927553
Position 9703: 0.266437678453088
Position 1002: 0.25717811993645134
Position 6793: 0.2127209349851861
Position 6641: 0.21026887604110558
Position 3666: 0.2082208063902713
Position 4186: 0.1933857484287297
Position 1565: 0.1676403656531694
Position 7712: 0.1296845581767989
Position 5859: 0.10955520522262535
Position 6624: 0.09554994916039465
Position 7630: 0.09066261499476104
Position 6334: 0.07706373793762868
Position 3594: 0.06932823169109845
Position 1466: 0.057511180505891456
Position 2681: 0.05367882777095707
Position 8220: 0.050625807013188924
Position 6491: 0.042772463006762955
Position 7354: 0.040836807808468684
Position 9462: 0.030431236660666935
Position 4665: 0.028134834470161834
Position 2436: 0.0268968979581263
Position 2702: 0.022062809498594887
Position 1705: 0.021593353612961073
Position 8962: 0.019521378223043853
Position 3275: 0.01914409118993592
Position 1030: 0.018748784095337184
Position 412: 0.018162437887251363
Position 8139: 0.018124700333314904
Position 8816: 0.016280878326470544
Position 8240: 0.016170885288563037
Position 9321: 0.015951524391818798
Position 9093: 0.01317020291226961
Position 6464: 0.012965431112808607
Position 8279: 0.011346092816634777
Position 2035: 0.01106982184759316
