Gene = 4931406P16Rik
index = 62
Annotated 5SS: [   65 28850 49999 55539 55920 56205 57140 59565 65445 68586 71312 73043
 73808]
Annotated 3SS: [27597 49800 55397 55823 56042 56980 59466 65318 67572 71145 72904 73728
 74313]
SMsplice 5SS: [   60  1463  7767 16992 21709 27833 49999 55539 57140 59565 65445 71312
 73043 73808]
SMsplice 3SS: [ 1374  7628 16892 21465 27597 49800 55397 56980 59466 65318 71145 72904
 73728 74313]
top_k =  1000
Partition function (log Z): -31.558070779781094

Sorted 5' Splice Sites (High to Low Probability):
Position 7767: 0.9380464161918334
Position 1463: 0.6311885874528106
Position 21709: 0.5960297164344607
Position 17097: 0.5157344777807408
Position 60: 0.5156263233370633
Position 17091: 0.4682656160020561
Position 27833: 0.4153248594198554
Position 11081: 0.4060851384991049
Position 65: 0.3937117458206826
Position 17331: 0.2204026204725796
Position 20418: 0.18879089233278273
Position 12021: 0.17682845281631396
Position 8164: 0.16878118384559412
Position 13770: 0.14718755455449584
Position 856: 0.12682792351146754
Position 10811: 0.09808039266037581
Position 13484: 0.07643504553546875
Position 1343: 0.07433846738755011
Position 22870: 0.07404435143918378
Position 1033: 0.044716448126315776
Position 16338: 0.04059667092631877
Position 17392: 0.03882102036488567
Position 13488: 0.03453877176936736
Position 13452: 0.029419175032643186
Position 13468: 0.028487387716829175
Position 19128: 0.02721292603071472
Position 22274: 0.0264441444485458
Position 17304: 0.02098263048789862
Position 17274: 0.017127049332797756
Position 5862: 0.015044148054046615
Position 11655: 0.014438011886051049
Position 33: 0.01347831524985795
Position 87: 0.01330409622651666
Position 6430: 0.01308791071404812
Position 12940: 0.012777023661471218
Position 13492: 0.01212382171266806
Position 13431: 0.009756592051802043
Position 17517: 0.004272632391217868
Position 10194: 0.00426511845929975
Position 10198: 0.00410424090914465
Position 4830: 0.003776970548505543
Position 6369: 0.0035598923368877705
Position 10211: 0.0031959562889688473
Position 6087: 0.003032610426747853
Position 1718: 0.0026910751831643485
Position 5933: 0.002454927437206669
Position 5792: 0.0023792441663568645
Position 10932: 0.002235217500350185
Position 3013: 0.0021202962210827513
Position 2090: 0.0019779102072978905
Position 8986: 0.0016565043611624418
Position 108: 0.0011650202475870642
Position 572: 0.0007012085996244817
Position 24: 0.00060183566045087
Position 823: 0.000211916711929112
Position 890: 0.00020789080534182038
Position 70: 0.00020773742135804548
Position 565: 0.00015704416117938422
