Gene = Fuz
index = 417
Annotated 5SS: [ 284  590  921 1251 1546 2622 2793 3013 3160 3308]
Annotated 3SS: [ 467  835 1181 1440 2423 2696 2905 3094 3232 4053]
SMsplice 5SS: [ 284  590 1266 1546 2622 2793 3013]
SMsplice 3SS: [ 467 1181 1440 2423 2696 2905 4053]
top_k =  1000
Partition function (log Z): 0.16147050915290384

Sorted 5' Splice Sites (High to Low Probability):
Position 2793: 0.9405176896460931
Position 1546: 0.9384764992753568
Position 2622: 0.8570881376389371
Position 1266: 0.6749252577885216
Position 3013: 0.5989001657903487
Position 590: 0.5117021196480042
Position 3308: 0.4982359804776721
Position 284: 0.49312827113121044
Position 921: 0.4374341525624656
Position 159: 0.3297984244054597
Position 3160: 0.25831047319916967
Position 1251: 0.1978974905901673
Position 642: 0.1214002926467475
Position 147: 0.09368597414930133
Position 1982: 0.062271748764065056
Position 3175: 0.05305873209751382
Position 3432: 0.04238100245146126
Position 564: 0.03947507326679079
Position 4298: 0.03709651926429815
Position 1986: 0.017031768537825617
Position 3699: 0.013841002724744977
Position 135: 0.012218099117995072
Position 3904: 0.010273519832297923
Position 200: 0.010020263628455766
Position 4278: 0.004963860812944929
Position 835: 0.0049030253625024535
Position 3190: 0.00459098084703019
Position 3739: 0.004394686219801367
Position 3805: 0.004249594098625728
Position 438: 0.0040662403072651
Position 3215: 0.004060898672555853
Position 1275: 0.0038776005511874973
Position 665: 0.0031387215620377316
Position 4398: 0.002840629559529159
Position 3417: 0.0027468430855138357
Position 2096: 0.002737816352662037
Position 318: 0.0024740117573585447
Position 629: 0.0023019694407855487
Position 1533: 0.0019952373853585614
Position 3840: 0.0018289729979543172
Position 1503: 0.0016843119640258834
Position 352: 0.0015817476912663682
Position 3315: 0.0015502037203961295
Position 3857: 0.0014541821169371857
Position 3778: 0.0012467270733561868
Position 3900: 0.0010760648844014
Position 732: 0.0010441422283734136
Position 626: 0.000785910152380324
Position 781: 0.0007692606296453885
Position 3600: 0.0007123424859468278
Position 343: 0.0006779076887218564
Position 2595: 0.0006396444765564718
Position 443: 0.0006295380733191846
Position 2597: 0.0005918831697820544
Position 2556: 0.0005466190568823012
Position 252: 0.00046888063608581095
Position 3581: 0.00040065045319178906
Position 528: 0.0003939447803494925
Position 984: 0.0003731123876449247
Position 154: 0.00036527533821932714
Position 653: 0.0003464443645790253
Position 1270: 0.00032830670179128583
Position 3026: 0.000327072347707201
Position 1169: 0.00031390263868839456
Position 569: 0.0002944476782891042
Position 233: 0.0002695706834118904
Position 906: 0.00025761902018413166
Position 430: 0.0002504667077675421
