Gene = Pdcd6ip
index = 804
Annotated 5SS: [  361  8291 10754 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 51174 52243]
Annotated 3SS: [ 8235 10683 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 51049 52051 53151]
SMsplice 5SS: [  361  3739  8291 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 49358 51183 52243]
SMsplice 3SS: [ 3583  8235 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 49298 51105 52051 53151]
top_k =  1000
Partition function (log Z): 9.538387639818705

Sorted 5' Splice Sites (High to Low Probability):
Position 22953: 0.9952927176232461
Position 35557: 0.9943016456113198
Position 52243: 0.9878035732357041
Position 8291: 0.9836108856080632
Position 28307: 0.9589453414259201
Position 47314: 0.9384437195847414
Position 29954: 0.8897337293857112
Position 20635: 0.8869274805562234
Position 33935: 0.8555351917961538
Position 16807: 0.8466118681991686
Position 18685: 0.8344854627213139
Position 361: 0.8320098431812356
Position 3739: 0.8034170363063213
Position 36503: 0.6976056437781596
Position 45991: 0.556933152233804
Position 51183: 0.5424865448598056
Position 49358: 0.5348132944001478
Position 48429: 0.46411890894586155
Position 51174: 0.38905313447051026
Position 39547: 0.36773026629983246
Position 49397: 0.34819340388683806
Position 38013: 0.34419732282830173
Position 35753: 0.3432979086827252
Position 6662: 0.315094844926143
Position 25198: 0.3041839467945553
Position 48480: 0.29807021058337707
Position 33666: 0.27475660215030706
Position 49657: 0.25446483290308725
Position 798: 0.24841343251740897
Position 7399: 0.19767960082126948
Position 30323: 0.19094435788941547
Position 39593: 0.15578344816398257
Position 49916: 0.15573381072193826
Position 28820: 0.14850661920216177
Position 36432: 0.1395878130347299
Position 5479: 0.13235625592719563
Position 52428: 0.12032665566516387
Position 986: 0.11880464135600988
Position 26379: 0.1186656545667962
Position 29784: 0.1113084300392904
Position 38171: 0.10819790029128341
Position 23764: 0.09673518297787898
Position 4134: 0.08360068917502549
Position 36035: 0.07285806019467732
Position 30883: 0.06292753215167629
Position 1539: 0.059908169837302135
Position 25748: 0.05746021663720634
Position 54473: 0.05311652339663453
Position 28128: 0.051208843585421084
Position 35807: 0.04995019817054025
Position 54067: 0.04356455173020466
Position 22448: 0.04248762790472528
Position 25843: 0.03757442536199744
Position 49545: 0.03735253984349017
Position 10754: 0.03545121310352753
Position 25052: 0.03440517877014839
Position 32154: 0.032814613564750884
Position 31533: 0.030184201787976487
Position 27411: 0.030118785701427942
Position 7344: 0.02991253988734551
