Gene = 0610040J01Rik
index = 0
Annotated 5SS: [  233 64137 84121]
Annotated 3SS: [64086 84066 85591]
SMsplice 5SS: [  233  2359 64137]
SMsplice 3SS: [ 2261 64086 64241]
top_k =  1000
Partition function (log Z): -41.513142308179994

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.956782381503661
Position 2359: 0.8775651019091326
Position 3096: 0.2901730160364047
Position 12000: 0.19747444714134135
Position 6353: 0.09765833727554674
Position 36: 0.08794909241356821
Position 10996: 0.08644581112843377
Position 466: 0.07355965406388544
Position 4455: 0.0670120868975703
Position 4559: 0.04349590490049569
Position 1628: 0.0356640864677286
Position 9875: 0.03392138307924106
Position 434: 0.026875507722557413
Position 11743: 0.021528007789163237
Position 859: 0.010761303275633124
Position 2041: 0.010599370008399691
Position 688: 0.00978628706962417
Position 242: 0.009250854966402102
Position 2631: 0.00924066648808955
Position 6890: 0.006768062667606757
Position 237: 0.006007569775769362
Position 6772: 0.005839849342402548
Position 461: 0.004704745511308274
Position 540: 0.004092494520420274
Position 1607: 0.004052778735835842
Position 5097: 0.00363360115708549
Position 1463: 0.0036177443077411485
Position 455: 0.0029727615382710735
Position 2821: 0.0016886999961933985
Position 9451: 0.001561769762474927
Position 2351: 0.0014962439249137144
Position 5359: 0.0008588553487617227
Position 1192: 0.0008467722993123548
Position 787: 0.0007431742375840684
Position 749: 0.0006272641525020908
Position 1055: 0.0005454200330171626
Position 2048: 0.000516621427120107
Position 1487: 0.0003546397774068452
Position 817: 0.00030993618674532615
Position 1219: 0.00028264293273141705
Position 1555: 0.00023297652144762157
Position 1207: 0.00018019434717813545
Position 1747: 0.00017086926090070892
Position 2101: 0.00016653704448367282
Position 1236: 0.00012876895484658683
Position 2093: 0.00011867634266617755
Position 1213: 0.00010959073475609379
Position 1023: 0.00010906115625754363
Position 2700: 0.00010449381901914744
Position 474: 0.00010299335253844082
Position 694: 9.51463680822189e-05
Position 1154: 9.321321444459323e-05
Position 2382: 8.605218736033585e-05
Position 6455: 8.581940825137539e-05
Position 2559: 7.252026492130935e-05
Position 417: 6.807329710857759e-05
Position 1538: 6.659680015843922e-05
Position 3747: 6.207685992009629e-05
Position 2035: 6.067995734125073e-05
Position 2966: 6.012881099823862e-05
Position 1408: 4.709798993451411e-05
Position 2823: 3.395938535380475e-05
Position 3060: 3.271966117880234e-05
Position 7: 3.282523307736646e-06
Position 82: 2.8967156261769154e-06
Position 43: 2.888756667210948e-06
Position 4411: 2.422070792761147e-06
Position 280: 2.0587273006338316e-06
