Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  1000
Partition function (log Z): -3.223965738373404

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7313164836594825
Position 2406: 0.691455963494878
Position 636: 0.644459017283912
Position 444: 0.4253482297244124
Position 947: 0.2471500874760345
Position 150: 0.16418233676455207
Position 342: 0.12695251101140667
Position 718: 0.1262023493184028
Position 162: 0.03549614047782273
Position 614: 0.032577608956692865
Position 1983: 0.03190856498723761
Position 2740: 0.02712808543794037
Position 541: 0.018297007491779146
Position 2355: 0.013270216256495198
Position 3627: 0.012525061887786444
Position 3588: 0.011499820988390417
Position 328: 0.010441521871799867
Position 3100: 0.009656340799064978
Position 537: 0.008043709497604634
Position 1056: 0.006832830449729783
Position 3712: 0.004401292601193234
Position 71: 0.003861142486379915
Position 3916: 0.0027240814933014307
Position 2761: 0.0025928522768765196
Position 1758: 0.0023276590519960495
Position 919: 0.002175754510565834
Position 640: 0.0021098676408255286
Position 185: 0.001839570093012891
Position 3732: 0.001750843844257873
Position 3877: 0.0016106766365889822
Position 2431: 0.0014797901849900857
Position 452: 0.0014049674839554534
Position 420: 0.0011666178661035836
Position 692: 0.000978053422183696
Position 448: 0.0009676041044517466
Position 3956: 0.0008857292143402537
Position 876: 0.0008617103349814186
Position 3981: 0.0008396229532795252
Position 2943: 0.0007987083370419937
Position 3933: 0.0007107572094793553
Position 3964: 0.0006790715532930358
Position 202: 0.0005646305917062388
Position 659: 0.0005505465483488783
Position 1347: 0.0004959155066636961
Position 2861: 0.00041493315978762647
Position 243: 0.0003902481455025836
Position 3345: 0.00034224337894950605
Position 65: 0.0003036994160859899
Position 927: 0.00030343865947131003
Position 383: 0.0002686195447785427
Position 3683: 0.0002640468219817476
Position 78: 0.00019403012390492542
Position 530: 0.00018597310764625628
Position 3999: 0.00017142499835834588
Position 683: 0.0001571817952281172
Position 2618: 0.00013286240129365296
Position 674: 0.00012601460533268608
Position 3881: 0.00010940743261347321
Position 3641: 0.00010566744421305689
Position 898: 9.197010762330526e-05
Position 2577: 8.010189950693789e-05
Position 3077: 6.740141194710439e-05
Position 3835: 6.391836137274386e-05
Position 2704: 6.055310804244045e-05
Position 3847: 4.855827661551232e-05
Position 492: 4.5914964233143635e-05
Position 19: 4.544027669050173e-05
Position 3856: 3.807899968032265e-05
Position 240: 3.175953881455258e-05
Position 271: 2.760209037689423e-05
Position 254: 2.6297435501094235e-05
Position 410: 2.0183374087940688e-05
Position 568: 1.2779720958105501e-05
Position 745: 1.0559755838013397e-05
Position 747: 8.797853796207998e-06
Position 550: 5.584198038080559e-06
Position 1186: 3.7288654030998046e-06
Position 857: 3.041647524264044e-06
Position 930: 2.9323041981471945e-06
Position 889: 2.683023055245008e-06
Position 869: 2.3801393142825532e-06
Position 1239: 2.2467255687922354e-06
