Gene = Clns1a
index = 270
Annotated 5SS: [  236  9092 15165 16101 17447 19906]
Annotated 3SS: [ 8954 15065 15992 17272 19816 21584]
SMsplice 5SS: [  236  7910 13817 13978 15165 16101 17447 19906]
SMsplice 3SS: [ 7711 13670 13919 15065 15992 17138 19816 21584]
top_k =  1000
Partition function (log Z): 5.990168016640866

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9848423188318361
Position 16101: 0.9812030013837189
Position 19906: 0.9721753320682825
Position 15165: 0.9701752033498003
Position 7910: 0.9353110917290193
Position 17447: 0.7492478247000871
Position 13978: 0.7217819503103136
Position 13817: 0.6725755587239826
Position 9092: 0.5966255060898936
Position 421: 0.425854611071113
Position 5840: 0.3874723567721998
Position 21748: 0.23587067749645296
Position 8322: 0.21977051365889375
Position 15461: 0.14211219505450393
Position 10703: 0.11693643917317431
Position 1547: 0.10014579842572353
Position 3920: 0.09385323857114158
Position 1795: 0.08548126327962578
Position 19754: 0.06586263762743175
Position 3473: 0.0615713209069369
Position 5504: 0.056403752121276754
Position 20966: 0.04831237406587379
Position 15295: 0.03702637921556056
Position 17431: 0.036239416061227346
Position 21765: 0.03551449351168165
Position 19552: 0.03515195636184758
Position 19251: 0.03492202895822435
Position 7511: 0.031885607674838376
Position 2178: 0.027550377354845668
Position 18934: 0.02706751579967009
Position 5054: 0.024266040289745727
Position 15381: 0.022954752864848462
Position 1594: 0.016696348648104032
Position 7080: 0.01604196084931083
Position 1299: 0.013990757375762736
Position 241: 0.013113660010878811
Position 1103: 0.011404273843008612
Position 2194: 0.011344168692368567
Position 18585: 0.011267733964818595
Position 12406: 0.011247668360837298
Position 15721: 0.010858273698672354
Position 21372: 0.010821631115923902
Position 18301: 0.008842648361370836
Position 18312: 0.008508109948651659
Position 1997: 0.008029392142817886
Position 15349: 0.007613970632355482
Position 17386: 0.006699650904156769
Position 16538: 0.006118985746726745
Position 20705: 0.005874571916749809
Position 21727: 0.0057958468000593455
Position 16081: 0.005612954480082298
Position 4636: 0.005347366490798532
Position 21249: 0.005318348070975368
Position 7459: 0.004908441313808007
Position 19609: 0.004638578374233231
Position 14656: 0.003797487926372848
Position 19994: 0.003747649583195271
Position 14904: 0.003609501041584055
Position 16105: 0.003544841373794949
Position 18660: 0.0029619044782740957
Position 15175: 0.002439232832581104
Position 8475: 0.0023987946015629705
Position 16337: 0.0023726892589563363
Position 16288: 0.002256249078617389
Position 1195: 0.002204279255069313
Position 14742: 0.002200999343889606
Position 14699: 0.0020258686452853452
Position 18245: 0.0019988456075204376
Position 14438: 0.0019348968065532252
Position 15314: 0.0018992218979980884
Position 16182: 0.0018898969314094453
Position 1191: 0.0018301654312329171
Position 15356: 0.0018198993978693497
Position 20712: 0.0017809698729077893
Position 15560: 0.0017761592642841684
Position 15171: 0.0017658581651584409
Position 10650: 0.0016710477625781412
Position 644: 0.0014044309595112109
Position 15829: 0.0012985608088390934
Position 10245: 0.0012846171225152877
Position 550: 0.0011474662997988745
Position 1207: 0.0011443276649586956
Position 20173: 0.0010210691862024516
Position 15447: 0.0010046639182531936
Position 15394: 0.0009843084799260621
Position 522: 0.0009409010095053804
Position 17651: 0.0008868880574007445
Position 15640: 0.0008551824146369921
Position 1187: 0.0007978859584482857
Position 11159: 0.0007087216891565983
Position 15494: 0.0007046090916595943
Position 15157: 0.0006269885952552935
Position 9073: 0.0006249107467313813
Position 1113: 0.0005851591226634723
Position 3451: 0.000561330143678815
Position 10207: 0.0005044775724039255
Position 509: 0.00046212260521961697
Position 16688: 0.00038338769723855737
Position 1012: 0.00037409788603610955
Position 15439: 0.00035418174742149776
Position 82: 0.00034437735313591405
Position 66: 0.00031491337744499144
Position 15150: 0.0003137056169630033
Position 10696: 0.0003036890541047212
Position 16088: 0.00027921707992634517
Position 1004: 0.00022912296097883674
Position 9096: 0.00021818817342314666
Position 490: 0.00020896891502692396
Position 21642: 0.00020089466647758657
Position 686: 0.0001952497917183643
Position 1211: 0.00019124161470407373
Position 16130: 0.00010740275981467831
Position 19081: 0.00010640346133471777
Position 16522: 0.00010610112051608784
Position 21909: 0.00010009513467417181
Position 3768: 9.573531380238553e-05
Position 394: 9.216671895963999e-05
Position 15400: 9.20027373600399e-05
Position 16875: 7.495713024654473e-05
Position 433: 6.417085881725161e-05
Position 18549: 6.040767679739312e-05
Position 16146: 5.816544037710362e-05
Position 1800: 5.348846883655249e-05
Position 454: 5.160548231413324e-05
Position 21310: 4.4252060131522e-05
Position 20960: 4.3401167452569084e-05
Position 286: 4.1797542772902246e-05
Position 16017: 4.048872722386816e-05
Position 16763: 3.47124145247328e-05
