Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  1000
Partition function (log Z): -2.310388343973537

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.9535040612878776
Position 568: 0.9076983256604484
Position 305: 0.5917068386100998
Position 335: 0.3556260373556661
Position 1452: 0.010910014991719631
Position 877: 0.008969424852998214
Position 703: 0.005426502315271227
Position 583: 0.005261150541876605
Position 496: 0.0038265071018336212
Position 1058: 0.002394930211952203
Position 354: 0.001866251458609196
Position 1254: 0.0016075769428440308
Position 1468: 0.0012191467127781748
Position 536: 0.0007361520292822881
Position 53: 0.0005010419786626835
Position 1042: 0.0003779625739902982
Position 1290: 0.00027964422187006443
Position 163: 0.00024253192206271967
Position 770: 0.0002335125041171838
Position 511: 0.00016849758337065694
Position 594: 0.00011473264290021473
Position 794: 6.585132970252674e-05
Position 68: 5.914193927933399e-05
Position 84: 5.7382524702101125e-05
Position 248: 5.4322288112936326e-05
Position 81: 5.0495478407528074e-05
Position 815: 4.725269172057876e-05
Position 1604: 4.6377838822960826e-05
Position 463: 3.9975089013785576e-05
Position 324: 3.563316645736311e-05
Position 1151: 3.2421823379280176e-05
Position 1026: 2.6042432577293273e-05
Position 406: 2.257863681289217e-05
Position 1045: 2.2510381972050855e-05
Position 1480: 2.1957837513111793e-05
Position 1114: 2.0180053751941808e-05
Position 1419: 1.5346670342739723e-05
Position 322: 1.4368865981713393e-05
Position 292: 1.410602280373193e-05
Position 690: 1.3556850235484252e-05
Position 1177: 8.096693304498852e-06
Position 881: 7.4524908705527664e-06
Position 879: 6.811526285330661e-06
Position 1121: 6.619943364724251e-06
Position 328: 6.492454140309949e-06
Position 14: 6.4015323734376315e-06
Position 1489: 6.349755633278004e-06
Position 883: 6.05596049899009e-06
Position 341: 5.158565773070829e-06
Position 1313: 4.241712249962465e-06
Position 885: 4.145768348378198e-06
Position 911: 3.568030327564472e-06
Position 34: 3.207973134163324e-06
Position 945: 2.8937506038981817e-06
Position 887: 2.8505680709360827e-06
Position 1275: 2.601633477464467e-06
Position 889: 2.4270726621484325e-06
Position 1607: 2.416715366524658e-06
Position 1010: 1.9060434768377878e-06
Position 1224: 1.740352497215691e-06
Position 891: 1.5914108260990144e-06
Position 161: 3.383726309063642e-07
Position 1381: 1.6915288060148915e-11
Position 1474: 1.1763758145009805e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9590159302129028
Position 1549: 0.8500689831386931
Position 405: 0.6735808753210387
Position 433: 0.109282485347188
Position 1710: 0.051182209525808174
Position 480: 0.039388715567255456
Position 445: 0.025785935273182323
Position 1560: 0.02085568185408021
Position 1386: 0.018314753240475323
Position 1563: 0.010246412727878091
Position 1604: 0.010096496845525983
Position 1650: 0.009152164051812193
Position 670: 0.007943729710513318
Position 1676: 0.007219749899819926
Position 439: 0.006798314259040225
Position 1638: 0.004212498434091618
Position 477: 0.0041939277208744435
Position 1712: 0.003219818019033111
Position 1312: 0.003184935357290499
Position 959: 0.002898982701211173
Position 1339: 0.0028146071430738477
Position 1572: 0.002804461085320979
Position 402: 0.0025028996228169684
Position 370: 0.002078669954881933
Position 463: 0.0020124578482586465
Position 1598: 0.001696726591430017
Position 412: 0.0016276521078910117
Position 1205: 0.0015794955494668824
Position 737: 0.0015126650708399334
Position 414: 0.001356693737623374
Position 368: 0.0013513770829446862
Position 1097: 0.0012275714571512817
Position 1260: 0.0012271279000140825
Position 1616: 0.0011342035364884362
Position 1659: 0.0011175458272629966
Position 1578: 0.0010900759064608864
Position 640: 0.0008979174631671377
Position 1514: 0.0008718683475903768
Position 1350: 0.0008237949282069589
Position 652: 0.0007976913329302433
Position 1188: 0.0006743628791618897
Position 1272: 0.00046637031530066315
Position 139: 0.0004518940453641855
Position 1307: 0.00042244230932263926
Position 642: 0.00034007657817153384
Position 676: 0.0002856707592287631
Position 707: 0.000244581184397486
Position 745: 0.00024033397957004733
Position 1392: 0.00023408737646260107
Position 1690: 0.00018750021909576337
Position 1627: 0.00016682639287589113
