Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  1000
Partition function (log Z): 2.6113763990542154

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.996549327330426
Position 5647: 0.9027315378270885
Position 7618: 0.8448612967671802
Position 9946: 0.7042486543479336
Position 4930: 0.5377322425058902
Position 8454: 0.3491642894698655
Position 3370: 0.21268212103618792
Position 4997: 0.15517663045555932
Position 6745: 0.12745421388255712
Position 7658: 0.08750396033154718
Position 9018: 0.053154108226448574
Position 8529: 0.043029158816346634
Position 5748: 0.0391223959544934
Position 5651: 0.033846969565661994
Position 8118: 0.03121905644453439
Position 8523: 0.03001662209559851
Position 6157: 0.029499003753103308
Position 5846: 0.029450985253457053
Position 8503: 0.028783816977727077
Position 6107: 0.027124815046868783
Position 11482: 0.02231895749914868
Position 5160: 0.022118631605893533
Position 8324: 0.021364790807521107
Position 2316: 0.01778954688700878
Position 8097: 0.017378677219025314
Position 1995: 0.015724720820697573
Position 4255: 0.013767010212759785
Position 8923: 0.013607456943226034
Position 5134: 0.013540971984942547
Position 9507: 0.011148130368237167
Position 11200: 0.010175676475117574
Position 5975: 0.00947255704336241
Position 5829: 0.009378799600138137
Position 3912: 0.008694147019090884
Position 4813: 0.008497445009005638
Position 3615: 0.008312914678781506
Position 2153: 0.0082954542731314
Position 9698: 0.008058832080332553
Position 8025: 0.0077929704644702225
Position 605: 0.007042961475372858
Position 7879: 0.006678915625892742
Position 2279: 0.006270394285343839
Position 7317: 0.006216573450987927
Position 3676: 0.006095207500281228
Position 2354: 0.005779971214481955
Position 3691: 0.005577638112775004
Position 7924: 0.0035277730971887164
Position 9839: 0.003274324894981147
Position 5294: 0.0029316799902284565
Position 8092: 0.002564102137274576
Position 210: 0.0024878052549248647
Position 7884: 0.002298400226786807
Position 8068: 0.0022853214633640206
Position 3473: 0.002172841141869724
Position 10815: 0.0021405076317831217
Position 6091: 0.0020927109225721613
Position 10246: 0.0020340549189039265
Position 4418: 0.002023609315995454
Position 3133: 0.001993260140604023
Position 7866: 0.0019788897765618146
Position 7903: 0.001710057404579758
Position 8896: 0.0016153200242960961
Position 7886: 0.0014643584930341409
Position 6342: 0.0014494337925690856
Position 3463: 0.0014301056340564628
Position 516: 0.0013895852726684141
Position 3432: 0.0013578411089885728
Position 8396: 0.0013570324065474587
Position 8087: 0.0013060637723911915
Position 2864: 0.0012557404261356057
Position 9732: 0.0011941419111045173
Position 3660: 0.0011106077107494849
Position 10790: 0.0010701142445748997
Position 10602: 0.0010274399620006653
Position 5465: 0.0009903377872551504
Position 3195: 0.0009846680551256215
Position 3488: 0.0009068196531855984
Position 392: 0.0008641081639447428
Position 2500: 0.0008563831108357974
Position 573: 0.0008247833344323269
Position 2264: 0.0007934242793878083
Position 478: 0.00075284855837484
Position 4858: 0.0007419689122696005
Position 243: 0.0007395190901959784
Position 418: 0.0007094671111070659
Position 8380: 0.0006476725455912196
Position 8312: 0.000638272413968783
Position 8559: 0.0006036616736859671
Position 7259: 0.0005920996481816044
Position 10406: 0.0005845294387553938
Position 5186: 0.0005826524803441413
Position 8533: 0.0005666264849229876
Position 2516: 0.0005279083967226176
Position 7497: 0.0004934893671929707
Position 2512: 0.0004125585124066061
Position 5711: 0.00036327740985290613
Position 8124: 0.00034568880012210006
Position 7508: 0.00034357471453192096
Position 5778: 0.00031932203640056223
Position 8114: 0.00031463934058125435
Position 4809: 0.00029452830404005725
Position 6793: 0.00025974835690826853
Position 5728: 0.00025210904940253646
Position 5059: 0.00024297909492124913
Position 3583: 0.0002238356471729619
Position 5638: 0.00020670584459350116
Position 7784: 0.0002033821569590123
Position 3189: 0.0002023154760465106
Position 2830: 0.00019848334951581977
Position 5099: 0.00018786263892432207
Position 8338: 0.0001874953141016332
Position 413: 0.00017809210561880008
Position 6414: 0.00017741787019627723
Position 3218: 0.00015952546611265063
Position 52: 0.00015917244541067293
Position 5957: 0.00014754147242884285
Position 1014: 0.00014489210833026656
Position 2399: 0.000130358525626137
Position 2320: 0.0001284425828992002
Position 8162: 0.00011614930304644233
Position 3009: 0.00011232225779506813
Position 5799: 0.00011028599920878205
Position 818: 0.00010759599708851202
Position 2415: 8.969392182149951e-05
Position 565: 8.913524210573792e-05
Position 124: 7.556682298514249e-05
Position 4954: 7.428384387441783e-05
Position 809: 6.431179346246396e-05
Position 2360: 6.418286771307849e-05
Position 655: 6.360933670622373e-05
Position 232: 5.7233287837175216e-05
Position 1037: 5.182435364215461e-05
Position 659: 4.8618197769127546e-05
Position 175: 4.2708661470179187e-05
Position 4825: 4.044691986834294e-05
Position 5085: 3.888894143195252e-05
Position 682: 3.8674068446657565e-05
Position 4503: 3.8056211793593456e-05
Position 3471: 3.506212437848886e-05
Position 663: 3.3024059651223266e-05
Position 503: 3.194466819925736e-05
Position 187: 2.4225276718509458e-05
